event_ID	gene_id	gene_name	chr	start_gene	end_gene	gene_dge_status	strand_gene	start_prom	end_prom	start_enh	end_enh	detected_prom_enh_loop
PCa13848_1	ENSG00000162873.14	KLHDC8A	chr1	205336065	205357090	up and down	-	205356590	205358590	205783863	205784364	False
PCa13848_1	ENSG00000162873.14	KLHDC8A	chr1	205336065	205357090	up and down	-	205356590	205358590	205984296	205984797	False
PCa13848_1	ENSG00000162873.14	KLHDC8A	chr1	205336065	205357090	up and down	-	205356590	205358590	206112743	206113244	False
PCa13848_1	ENSG00000162873.14	KLHDC8A	chr1	205336065	205357090	up and down	-	205356590	205358590	206117279	206117780	False
PCa13848_1	ENSG00000163531.15	NFASC	chr1	204828651	205022822	up and down	+	204827151	204829151	204566270	204566771	False
PCa13848_1	ENSG00000163531.15	NFASC	chr1	204828651	205022822	up and down	+	204827151	204829151	204578108	204578609	False
PCa13848_1	ENSG00000163531.15	NFASC	chr1	204828651	205022822	up and down	+	204827151	204829151	204579076	204579577	False
PCa13848_1	ENSG00000163531.15	NFASC	chr1	204828651	205022822	up and down	+	204827151	204829151	204806987	204807488	False
PCa13848_1	ENSG00000163531.15	NFASC	chr1	204828651	205022822	up and down	+	204827151	204829151	204808288	204808789	False
PCa13848_1	ENSG00000163531.15	NFASC	chr1	204828651	205022822	up and down	+	204827151	204829151	204813764	204814265	False
PCa13848_1	ENSG00000163531.15	NFASC	chr1	204828651	205022822	up and down	+	204827151	204829151	204819261	204819762	False
PCa13848_1	ENSG00000163531.15	NFASC	chr1	204828651	205022822	up and down	+	204827151	204829151	204820860	204821361	False
PCa13848_1	ENSG00000163531.15	NFASC	chr1	204828651	205022822	up and down	+	204827151	204829151	204821893	204822394	False
PCa13848_1	ENSG00000163531.15	NFASC	chr1	204828651	205022822	up and down	+	204827151	204829151	204822656	204823157	False
PCa13848_1	ENSG00000163531.15	NFASC	chr1	204828651	205022822	up and down	+	204827151	204829151	204941416	204941917	False
PCa13848_1	ENSG00000163531.15	NFASC	chr1	204828651	205022822	up and down	+	204827151	204829151	205061725	205062226	False
PCa13848_1	ENSG00000163531.15	NFASC	chr1	204828651	205022822	up and down	+	204827151	204829151	205248896	205249397	False
PCa13848_1	ENSG00000163531.15	NFASC	chr1	204828651	205022822	up and down	+	204827151	204829151	205249483	205249984	False
PCa13848_1	ENSG00000163531.15	NFASC	chr1	204828651	205022822	up and down	+	204827151	204829151	205259482	205259983	False
PCa13848_1	ENSG00000163531.15	NFASC	chr1	204828651	205022822	up and down	+	204827151	204829151	205343873	205344374	False
PCa13848_1	ENSG00000163531.15	NFASC	chr1	204828651	205022822	up and down	+	204827151	204829151	205477506	205478007	False
PCa13848_1	ENSG00000163531.15	NFASC	chr1	204828651	205022822	up and down	+	204827151	204829151	205492844	205493345	False
PCa13848_1	ENSG00000163531.15	NFASC	chr1	204828651	205022822	up and down	+	204827151	204829151	205495275	205495776	False
PCa13848_1	ENSG00000163531.15	NFASC	chr1	204828651	205022822	up and down	+	204827151	204829151	205504604	205505105	False
PCa13848_1	ENSG00000163531.15	NFASC	chr1	204828651	205022822	up and down	+	204827151	204829151	205515639	205516140	False
PCa13848_1	ENSG00000163531.15	NFASC	chr1	204828651	205022822	up and down	+	204827151	204829151	205516416	205516917	False
PCa13848_1	ENSG00000163531.15	NFASC	chr1	204828651	205022822	up and down	+	204827151	204829151	205518963	205519464	False
PCa13848_1	ENSG00000163531.15	NFASC	chr1	204828651	205022822	up and down	+	204827151	204829151	205774954	205775455	False
PCa13848_1	ENSG00000163531.15	NFASC	chr1	204828651	205022822	up and down	+	204827151	204829151	205783107	205783608	False
PCa13848_1	ENSG00000163531.15	NFASC	chr1	204828651	205022822	up and down	+	204827151	204829151	205783863	205784364	False
PCa13848_1	ENSG00000163531.15	NFASC	chr1	204828651	205022822	up and down	+	204827151	204829151	205984296	205984797	False
PCa13848_1	ENSG00000163531.15	NFASC	chr1	204828651	205022822	up and down	+	204827151	204829151	206112743	206113244	False
PCa13848_1	ENSG00000163531.15	NFASC	chr1	204828651	205022822	up and down	+	204827151	204829151	206117279	206117780	False
PCa13848_1	ENSG00000184144.12	CNTN2	chr1	205042937	205078289	up and down	+	205041437	205043437	204566270	204566771	False
PCa13848_1	ENSG00000184144.12	CNTN2	chr1	205042937	205078289	up and down	+	205041437	205043437	204578108	204578609	False
PCa13848_1	ENSG00000184144.12	CNTN2	chr1	205042937	205078289	up and down	+	205041437	205043437	204579076	204579577	False
PCa13848_1	ENSG00000184144.12	CNTN2	chr1	205042937	205078289	up and down	+	205041437	205043437	204806987	204807488	False
PCa13848_1	ENSG00000184144.12	CNTN2	chr1	205042937	205078289	up and down	+	205041437	205043437	204808288	204808789	False
PCa13848_1	ENSG00000184144.12	CNTN2	chr1	205042937	205078289	up and down	+	205041437	205043437	204813764	204814265	False
PCa13848_1	ENSG00000184144.12	CNTN2	chr1	205042937	205078289	up and down	+	205041437	205043437	204819261	204819762	False
PCa13848_1	ENSG00000184144.12	CNTN2	chr1	205042937	205078289	up and down	+	205041437	205043437	204820860	204821361	False
PCa13848_1	ENSG00000184144.12	CNTN2	chr1	205042937	205078289	up and down	+	205041437	205043437	204821893	204822394	False
PCa13848_1	ENSG00000184144.12	CNTN2	chr1	205042937	205078289	up and down	+	205041437	205043437	204822656	204823157	False
PCa13848_1	ENSG00000184144.12	CNTN2	chr1	205042937	205078289	up and down	+	205041437	205043437	204941416	204941917	False
PCa13848_1	ENSG00000184144.12	CNTN2	chr1	205042937	205078289	up and down	+	205041437	205043437	205061725	205062226	False
PCa13848_1	ENSG00000184144.12	CNTN2	chr1	205042937	205078289	up and down	+	205041437	205043437	205248896	205249397	False
PCa13848_1	ENSG00000184144.12	CNTN2	chr1	205042937	205078289	up and down	+	205041437	205043437	205249483	205249984	False
PCa13848_1	ENSG00000184144.12	CNTN2	chr1	205042937	205078289	up and down	+	205041437	205043437	205259482	205259983	False
PCa13848_1	ENSG00000184144.12	CNTN2	chr1	205042937	205078289	up and down	+	205041437	205043437	205343873	205344374	False
PCa13848_1	ENSG00000184144.12	CNTN2	chr1	205042937	205078289	up and down	+	205041437	205043437	205477506	205478007	False
PCa13848_1	ENSG00000184144.12	CNTN2	chr1	205042937	205078289	up and down	+	205041437	205043437	205492844	205493345	False
PCa13848_1	ENSG00000184144.12	CNTN2	chr1	205042937	205078289	up and down	+	205041437	205043437	205495275	205495776	False
PCa13848_1	ENSG00000184144.12	CNTN2	chr1	205042937	205078289	up and down	+	205041437	205043437	205504604	205505105	False
PCa13848_1	ENSG00000184144.12	CNTN2	chr1	205042937	205078289	up and down	+	205041437	205043437	205515639	205516140	False
PCa13848_1	ENSG00000184144.12	CNTN2	chr1	205042937	205078289	up and down	+	205041437	205043437	205516416	205516917	False
PCa13848_1	ENSG00000184144.12	CNTN2	chr1	205042937	205078289	up and down	+	205041437	205043437	205518963	205519464	False
PCa13848_1	ENSG00000184144.12	CNTN2	chr1	205042937	205078289	up and down	+	205041437	205043437	205774954	205775455	False
PCa13848_1	ENSG00000184144.12	CNTN2	chr1	205042937	205078289	up and down	+	205041437	205043437	205783107	205783608	False
PCa13848_1	ENSG00000184144.12	CNTN2	chr1	205042937	205078289	up and down	+	205041437	205043437	205783863	205784364	False
PCa13848_1	ENSG00000184144.12	CNTN2	chr1	205042937	205078289	up and down	+	205041437	205043437	205984296	205984797	False
PCa13848_1	ENSG00000184144.12	CNTN2	chr1	205042937	205078289	up and down	+	205041437	205043437	206112743	206113244	False
PCa13848_1	ENSG00000184144.12	CNTN2	chr1	205042937	205078289	up and down	+	205041437	205043437	206117279	206117780	False
PCa13848_1	ENSG00000229657.2	AL391822.1	chr1	204946608	204947169	up and down	+	204945108	204947108	204566270	204566771	True
PCa13848_1	ENSG00000229657.2	AL391822.1	chr1	204946608	204947169	up and down	+	204945108	204947108	204578108	204578609	True
PCa13848_1	ENSG00000229657.2	AL391822.1	chr1	204946608	204947169	up and down	+	204945108	204947108	204579076	204579577	True
PCa13848_1	ENSG00000229657.2	AL391822.1	chr1	204946608	204947169	up and down	+	204945108	204947108	204806987	204807488	True
PCa13848_1	ENSG00000229657.2	AL391822.1	chr1	204946608	204947169	up and down	+	204945108	204947108	204808288	204808789	True
PCa13848_1	ENSG00000229657.2	AL391822.1	chr1	204946608	204947169	up and down	+	204945108	204947108	204813764	204814265	True
PCa13848_1	ENSG00000229657.2	AL391822.1	chr1	204946608	204947169	up and down	+	204945108	204947108	204819261	204819762	True
PCa13848_1	ENSG00000229657.2	AL391822.1	chr1	204946608	204947169	up and down	+	204945108	204947108	204820860	204821361	True
PCa13848_1	ENSG00000229657.2	AL391822.1	chr1	204946608	204947169	up and down	+	204945108	204947108	204821893	204822394	True
PCa13848_1	ENSG00000229657.2	AL391822.1	chr1	204946608	204947169	up and down	+	204945108	204947108	204822656	204823157	True
PCa13848_1	ENSG00000229657.2	AL391822.1	chr1	204946608	204947169	up and down	+	204945108	204947108	204941416	204941917	True
PCa13848_1	ENSG00000229657.2	AL391822.1	chr1	204946608	204947169	up and down	+	204945108	204947108	205061725	205062226	False
PCa13848_1	ENSG00000229657.2	AL391822.1	chr1	204946608	204947169	up and down	+	204945108	204947108	205248896	205249397	False
PCa13848_1	ENSG00000229657.2	AL391822.1	chr1	204946608	204947169	up and down	+	204945108	204947108	205249483	205249984	False
PCa13848_1	ENSG00000229657.2	AL391822.1	chr1	204946608	204947169	up and down	+	204945108	204947108	205259482	205259983	False
PCa13848_1	ENSG00000229657.2	AL391822.1	chr1	204946608	204947169	up and down	+	204945108	204947108	205343873	205344374	False
