chr	start	end	strand	ens_gene	gene_name	target_id	transcript_name	pval	qval	b	se_b	mean_obs	var_obs	tech_var	sigma_sq	smooth_sigma_sq	final_sigma_sq
chr19	52706710	52735011	-	ENSG00000213020.10	ZNF611	ENST00000640952.1	ZNF611-220	0.00176449453269965	0.99224412023994	3.07225197863517	0.982413106281692	1.5815361903101	4.62789995979834	1.17590851748539	1.39778617956539	1.25428670545761	1.39778617956539
chr19	15627173	15630638	+	ENSG00000186526.13	CYP4F8	ENST00000590745.1	CYP4F8-209	0.00204115815278559	0.99224412023994	-1.13278312946751	0.367288572393805	5.7273092420871	0.638110684246548	0.00474553710602647	0.354990183990186	0.124623708163453	0.354990183990186
chr19	50378741	50382298	+	ENSG00000131408.15	NR1H2	ENST00000597085.1	NR1H2-206	0.00207925057410657	0.99224412023994	-1.32393808071279	0.430035362418891	3.16910563655628	0.873240283847015	0.134605099615462	0.358542668199863	0.345877740916654	0.358542668199863
chr19	35890446	35900532	-	ENSG00000167604.14	NFKBID	ENST00000586361.5	NFKBID-204	0.00208862091164624	0.99224412023994	-2.48535256444221	0.807632083358631	2.98113860269624	3.07870865218945	0.72831674023248	1.01106881195473	0.415654164037628	1.01106881195473
chr19	50384339	50418014	+	ENSG00000062822.14	POLD1	ENST00000440232.6	POLD1-201	0.00277147375381923	0.999498255754375	-4.2956324310884	1.43570132884368	2.17060777349899	9.47026449441295	0.483433778822151	5.01320170289384	0.832845148113528	5.01320170289384
chr19	38374772	38382254	+	ENSG00000099341.11	PSMD8	ENST00000592561.5	PSMD8-208	0.00297090318133888	0.999498255754375	-0.945828115316074	0.318382108885679	4.9412405313995	0.285387263316055	0.140004342485417	-0.064635905830385	0.130308103537229	0.130308103537229
chr19	2039412	2050853	-	ENSG00000099875.14	MKNK2	ENST00000586828.5	MKNK2-205	0.00310505639019251	0.999498255754375	-2.61165654170481	0.883169298994658	2.03066943381629	2.85418201569719	1.15497133207597	0.16576224736973	0.924996696421943	0.924996696421943
chr19	58305375	58314781	+	ENSG00000142396.10	ERVK3-1	ENST00000610038.5	ERVK3-1-208	0.00314869312959121	0.999498255754375	3.25293600640974	1.10163115514048	1.88486799323419	5.50727386219599	2.19041834432352	1.04582486094622	1.02634473825371	1.04582486094622
chr19	45640417	45642778	-	ENSG00000125746.16	EML2	ENST00000588420.1	EML2-216	0.00319101020031635	0.999498255754375	-1.001801348999	0.339741993102985	6.99262998529781	0.523115675547178	0.00124180610271635	0.306557185570853	0.124186400643093	0.306557185570853
chr19	10286955	10288520	+	ENSG00000105371.10	ICAM4	ENST00000380770.5	ICAM4-202	0.00350486797095837	0.999498255754375	-2.55776229575834	0.876067567133524	2.51392791182774	3.44656770507528	0.849164012187432	1.19748767363457	0.634964588768329	1.19748767363457
chr19	46838158	46850769	-	ENSG00000042753.11	AP2S1	ENST00000599990.5	AP2S1-207	0.00354041287203792	0.999498255754375	3.74764795543604	1.28500403578401	3.33038192394202	7.40781064671417	0.647340123443812	3.7559542018394	0.298908365479886	3.7559542018394
chr19	2997644	3029280	-	ENSG00000065717.15	TLE2	ENST00000262953.11	TLE2-201	0.00382921581640192	0.999498255754375	-1.04540883045319	0.361495680090406	5.45967673935387	0.552657073608113	0.222090184926652	0.0943980299650699	0.126387486337415	0.126387486337415
chr19	8364155	8374370	+	ENSG00000167772.12	ANGPTL4	ENST00000301455.7	ANGPTL4-201	0.00389763040773377	0.999498255754375	-2.61098387029397	0.904603326768893	4.65532915257873	3.63643843853304	0.271276788757574	1.91087568804603	0.134597255138427	1.91087568804603
chr19	12666802	12675791	+	ENSG00000123154.12	WDR83	ENST00000546754.5	WDR83-203	0.00416164835392056	0.999498255754375	-2.80049579312027	0.977266518950385	1.51610610784488	3.13931550699272	1.24018135849043	0.12165858259241	1.30661823900664	1.30661823900664
chr19	53867883	53876428	+	ENSG00000179820.16	MYADM	ENST00000391771.1	MYADM-205	0.00452011187167305	0.999498255754375	-3.56457684431232	1.25540621614168	4.87595884474802	6.90100745558286	2.20170635875792	2.00107968798121	0.130740534269276	2.00107968798121
chr19	7678501	7682854	+	ENSG00000269711.1	AC008763.3	ENST00000597959.1	AC008763.3-201	0.00458277753666237	0.999498255754375	-4.01188242257517	1.41513334673096	1.98144110115684	8.75666047584661	0.609278974020032	4.7309940633932	0.958673946169676	4.7309940633932
chr19	54102869	54106965	+	ENSG00000170906.16	NDUFA3	ENST00000391763.3	NDUFA3-203	0.00464107695328431	0.999498255754375	-2.21857743383419	0.783688063297215	1.5808795984423	1.96365267753598	0.382972436876143	0.46448928710189	1.25480617793596	1.25480617793596
chr19	9810267	9819079	-	ENSG00000127452.9	FBXL12	ENST00000589626.5	FBXL12-208	0.00509599736987041	0.999498255754375	-2.24033443075218	0.799861736609472	3.54492474417014	2.76773002146252	1.45329610271144	0.252780691133675	0.243362850439548	0.252780691133675
chr19	45609400	45639391	-	ENSG00000125746.16	EML2	ENST00000588308.5	EML2-215	0.00507632711076706	0.999498255754375	2.67894873147269	0.956033320562282	1.77865518506041	3.95557900754244	1.06650823272944	1.37082432733815	1.10345212014042	1.37082432733815
chr19	50203628	50310542	+	ENSG00000105357.18	MYH14	ENST00000425460.5	MYH14-203	0.00517003772327696	0.999498255754375	-3.22255086522364	1.15245702801866	5.84572882015866	5.7373105680605	0.00485009198426025	3.53690244516132	0.124430649272763	3.53690244516132
chr19	1073583	1074724	+	ENSG00000180448.10	AC004151.1	ENST00000586033.1	AC004151.1-210	0.00539165296687634	0.999498255754375	-2.48779549048075	0.894037448968656	1.60627287567219	2.22453408525314	0.896675336682653	-0.100121550225885	1.2347992237397	1.2347992237397
chr19	45668221	45683722	+	ENSG00000010310.9	GIPR	ENST00000590918.6	GIPR-205	0.00538787295657964	0.999498255754375	-1.91529730731767	0.688242865789065	3.18489178754297	2.0376111996397	0.571385722878371	0.691756256613749	0.340823619463127	0.691756256613749
chr19	18539432	18543483	-	ENSG00000105701.16	FKBP8	ENST00000597547.1	FKBP8-207	0.00547454641418763	0.999498255754375	3.32779254638109	1.19803969854525	1.88972962636891	6.16416834537054	0.536475905871921	3.2909884122358	1.02288427932716	3.2909884122358
chr19	35154747	35169782	+	ENSG00000089327.15	FXYD5	ENST00000592290.5	FXYD5-213	0.00552450755352723	0.999498255754375	-1.92560601180985	0.69397595022615	2.14093974553452	1.98366007953618	0.432376831790475	0.760860318974467	0.851896820188961	0.851896820188961
chr19	48872421	48876058	+	ENSG00000087074.8	PPP1R15A	ENST00000200453.6	PPP1R15A-201	0.00607495120035322	0.999498255754375	-0.685715286344688	0.249922818695311	7.98978427591058	0.265410813811604	0.000452381761157154	0.166111392384467	0.125988452823996	0.166111392384467
chr19	416589	419879	-	ENSG00000129946.10	SHC2	ENST00000587423.5	SHC2-202	0.00612597273942647	0.999498255754375	-0.823145404851139	0.300312672390811	4.29119619260808	0.382895847154581	0.0240089710238994	0.216491565505462	0.150805654011132	0.216491565505462
chr19	11040634	11062028	+	ENSG00000127616.18	SMARCA4	ENST00000646889.1	SMARCA4-251	0.0066250673258585	0.999498255754375	-2.46651108861183	0.90843357055984	4.76463650616542	3.47544059913845	0.0106487711676248	2.19002203448597	0.132105277904516	2.19002203448597
chr19	33386952	33521749	-	ENSG00000124299.15	PEPD	ENST00000588328.6	PEPD-204	0.00683173120333012	0.999498255754375	-2.655207768703	0.98161532513423	1.85975930928823	2.81228999905549	1.52520374144163	-0.311718954475457	1.04431264932739	1.04431264932739
chr19	42485076	42485714	-	ENSG00000269374.1	AC011497.2	ENST00000600255.1	AC011497.2-201	0.00732283079827363	0.999498255754375	-0.65855361614247	0.245564483643783	4.43645554619919	0.247418606149831	0.0170179538130375	0.139491082195957	0.143787154526263	0.143787154526263
chr19	45258893	45266281	+	ENSG00000007047.15	MARK4	ENST00000590909.1	MARK4-207	0.00753072369985834	0.999498255754375	-0.695139124130826	0.260116365430437	4.29500206860155	0.246879013445558	0.029818767476351	0.112889906807796	0.150609295362958	0.150609295362958
chr19	3014571	3028919	-	ENSG00000065717.15	TLE2	ENST00000590101.5	TLE2-215	0.00776280805254732	0.999498255754375	-0.966978067109474	0.363223014646466	3.81849793055139	0.47114360649942	0.160638611870605	0.108273600006551	0.191177277113039	0.191177277113039
chr19	38619082	38636955	+	ENSG00000178982.10	EIF3K	ENST00000614624.4	EIF3K-214	0.00767446706677986	0.999498255754375	-2.10165429231986	0.788297983102782	1.86678175164715	1.63245853205984	0.617832059137655	1.87889477732961e-05	1.03927116796612	1.03927116796612
chr19	48615331	48619163	-	ENSG00000063177.13	RPL18	ENST00000550645.5	RPL18-209	0.00799880870027956	0.999498255754375	0.911671689840509	0.343752039522696	3.7243053009001	0.431675900492851	0.10883922128594	0.144365530574423	0.206268684516761	0.206268684516761
chr19	50025806	50048772	+	ENSG00000142528.16	ZNF473	ENST00000391821.6	ZNF473-202	0.00796871619134213	0.999498255754375	-3.29266643375369	1.24092704040253	1.50196377527585	5.77372383013837	2.78831938850197	0.671669559592034	1.31808039710386	1.31808039710386
chr19	50476534	50483320	+	ENSG00000161671.16	EMC10	ENST00000599293.1	EMC10-207	0.00815240053916322	0.999498255754375	-0.87946907851363	0.332415517616309	6.88473467673606	0.455385848141286	0.0108363311021329	0.283830539170184	0.124272710191592	0.283830539170184
chr19	36891351	36916291	-	ENSG00000185869.14	ZNF829	ENST00000391711.7	ZNF829-201	0.00818404791323835	0.999498255754375	-1.49918528171808	0.566932406483885	3.40541997576785	1.32404364706332	0.519113939599814	0.337985669791144	0.2784728163803	0.337985669791144
chr19	43984188	43988968	+	ENSG00000204920.11	ZNF155	ENST00000588531.1	ZNF155-205	0.00839614646039458	0.999498255754375	-1.50902700118952	0.572531509509818	2.69662969671451	1.34668746282059	0.20934097200355	0.664771906347358	0.546083262006945	0.664771906347358
chr19	17719484	17725944	+	ENSG00000130479.11	MAP1S	ENST00000601544.5	MAP1S-221	0.00865152566131643	0.999498255754375	-2.08996287531845	0.796016892898614	2.62954084036402	2.59499969891127	0.855206618209198	0.834507765204037	0.578397863857031	0.834507765204037
chr19	39480841	39490119	+	ENSG00000105197.11	TIMM50	ENST00000599794.5	TIMM50-212	0.00875727371083049	0.999498255754375	-1.07420497620431	0.409784932256764	4.80040952000468	0.686825027381555	0.131561299851631	0.316235208694184	0.131559858939261	0.316235208694184
chr19	51968659	51986670	-	ENSG00000256683.7	ZNF350	ENST00000593596.1	ZNF350-202	0.00882035945420117	0.999498255754375	0.677252090243618	0.258597839181804	4.3129098514862	0.27330880437196	0.0214997648581235	0.156827814953872	0.149697522249835	0.156827814953872
chr19	48837110	48845551	-	ENSG00000105559.12	PLEKHA4	ENST00000597129.1	PLEKHA4-209	0.00887031941189318	0.999498255754375	-1.66194154037482	0.635053056761326	2.98327159813622	1.64726631094363	0.125192002760987	0.950254356977425	0.414770735959569	0.950254356977425
chr19	32978593	33027271	-	ENSG00000131941.8	RHPN2	ENST00000544458.6	RHPN2-202	0.00894148916120575	0.999498255754375	-0.592914163402246	0.226797986957601	5.89824262636066	0.203896454180676	0.0127427493676319	0.117797428854316	0.124423455667089	0.124423455667089
chr19	35041767	35066558	+	ENSG00000105707.14	HPN	ENST00000599363.5	HPN-207	0.0090042061775282	0.999498255754375	3.07866563310982	1.17870984072452	2.22532937332946	5.66587902223021	0.830269537525524	2.87468216546332	0.798453213566661	2.87468216546332
chr19	45251271	45305284	+	ENSG00000007047.15	MARK4	ENST00000262891.9	MARK4-201	0.00940306362393542	0.999498255754375	-0.972841182600768	0.374595971357636	5.94302411347251	0.569610032518246	0.00512620797426778	0.369066170045387	0.124446767275172	0.369066170045387
chr19	17727438	17734513	+	ENSG00000130479.11	MAP1S	ENST00000597000.1	MAP1S-210	0.00968860972597115	0.999498255754375	-2.27144205183607	0.878106812543896	1.63768352509318	1.9595414339811	0.845903759857547	-0.0662612477714665	1.21028710477179	1.21028710477179
chr19	7888505	7902021	+	ENSG00000171017.11	LRRC8E	ENST00000618098.4	LRRC8E-206	0.0100019233032214	0.999498255754375	3.31973171340573	1.28883440218394	2.38190584135088	6.6985599543079	3.58330044192677	0.846283868080791	0.705845741947782	0.846283868080791
chr19	19795213	19821723	-	ENSG00000081665.14	ZNF506	ENST00000590319.1	ZNF506-209	0.01057369540978	0.999498255754375	-2.03169033318901	0.794721579222735	1.55702049273701	2.06755694801527	0.410459201469358	0.763115945354456	1.27376050115005	1.27376050115005
chr19	37346297	37364447	+	ENSG00000181666.18	ZNF875	ENST00000541583.6	ZNF875-203	0.0104904314767105	0.999498255754375	0.576427652418523	0.225234799500392	6.9006035614846	0.134501332465254	0.011025321589615	0.0483211205294365	0.124256584826337	0.124256584826337
chr19	37318039	37344797	+	ENSG00000181666.18	ZNF875	ENST00000589801.1	ZNF875-214	0.0113560368162625	0.999498255754375	0.606852189331008	0.239715881192696	4.57570598734011	0.206885771073558	0.0158352113366476	0.113533915592043	0.137401331852661	0.137401331852661
chr19	40609746	40629817	+	ENSG00000090006.17	LTBP4	ENST00000243562.13	LTBP4-202	0.0113552862367001	0.999498255754375	-3.15944332047954	1.2480169278385	4.10932624996835	6.19576839200903	2.6310063591427	1.52245031331449	0.161736129510852	1.52245031331449
chr19	49662175	49665847	-	ENSG00000126456.16	IRF3	ENST00000593818.5	IRF3-206	0.0114322298630634	0.999498255754375	2.68530567168406	1.06172063816641	1.06728005560426	3.45602244838332	1.30823810482268	0.570488841631357	1.69776379786665	1.69776379786665
chr19	49802522	49805933	+	ENSG00000196961.12	AP2A1	ENST00000594838.1	AP2A1-204	0.0115401662986569	0.999498255754375	-2.35885039093098	0.933864566948096	1.37119531128342	3.0861338249073	0.898957567160382	1.01200959575892	1.4266505112427	1.4266505112427
chr19	20535825	20544709	-	ENSG00000237440.9	ZNF737	ENST00000596530.1	ZNF737-203	0.0116794550823413	0.999498255754375	0.832574170978393	0.33016593147245	4.40146112619384	0.432309132904501	0.019716041871144	0.270976070942377	0.145414924170177	0.270976070942377
chr19	60951	70976	-	ENSG00000282458.1	WASH5P	ENST00000632506.1	WASH5P-206	0.938620031195076	0.999498255754375	0.0176666505280426	0.229423859442493	8.1643085505116	0.127676408086246	0.000298761192363168	0.14006205822494	0.126794186852833	0.14006205822494
chr19	62113	66524	-	ENSG00000282458.1	WASH5P	ENST00000633719.1	WASH5P-208	0.653927902098775	0.999498255754375	0.10159110838637	0.226607953028242	9.38726276207724	0.0808081043358548	9.61450128462601e-05	0.0860405688757487	0.13684029332222	0.13684029332222
chr19	63821	70951	-	ENSG00000282458.1	WASH5P	ENST00000633703.1	WASH5P-207	0.866327812139183	0.999498255754375	0.272926470214327	1.62142814449064	3.40195499006925	6.39146209348053	0.534016178177402	6.47672842914621	0.279397763182853	6.47672842914621
chr19	65822	70945	-	ENSG00000282458.1	WASH5P	ENST00000632089.1	WASH5P-203	0.0822670331361947	0.999498255754375	-1.82504913227579	1.05027856141154	2.17777804478301	3.48161330929151	0.19440954171525	2.74715060911325	0.828282668354416	2.74715060911325
chr19	65822	70963	-	ENSG00000282458.1	WASH5P	ENST00000631796.1	WASH5P-201	0.462605516171212	0.999498255754375	-0.349172558551275	0.475347154361159	6.32795203748958	0.577326217512183	0.0599254643775047	0.542620981380499	0.125036742265203	0.542620981380499
chr19	70652	71626	-	ENSG00000282458.1	WASH5P	ENST00000632292.1	WASH5P-204	0.665591618813154	0.999498255754375	-0.141449223758735	0.327272614619939	5.11643266194469	0.264504612291795	0.00646416106778107	0.279155477012675	0.129708848377342	0.279155477012675
chr19	99175	106077	+	ENSG00000267310.2	OR4G1P	ENST00000641984.1	OR4G1P-203	0.112756154559426	0.999498255754375	-1.09710445499795	0.691775423528987	1.78947573484043	0.814972896065952	0.180677497581489	0.394822505377368	1.09546446668173	1.09546446668173
chr19	107104	117102	+	ENSG00000176695.8	OR4F17	ENST00000641591.1	OR4F17-204	0.620858295826721	0.999498255754375	0.107174731748855	0.216674692459489	7.50720277174643	0.116150096845261	0.000666937279015761	0.124035123083988	0.124527522327422	0.124527522327422
chr19	186373	191429	-	ENSG00000281379.2	SEPTIN14P19	ENST00000632397.1	SEPTIN14P19-202	0.0364056606741017	0.999498255754375	0.460919896541674	0.220286308986776	6.2649307816383	0.16914126795107	0.0024996615356352	0.126903159603078	0.124960443766845	0.126903159603078
chr19	191115	191325	-	ENSG00000281379.2	SEPTIN14P19	ENST00000633205.1	SEPTIN14P19-203	0.624893806084341	0.999498255754375	-0.7475097629653	1.52887994275926	1.75312765958339	5.80206294289548	0.475328481892832	5.75793519643128	1.12241585977159	5.75793519643128
chr19	191212	195696	-	ENSG00000281379.2	SEPTIN14P19	ENST00000587432.5	SEPTIN14P19-201	0.85911408847069	0.999498255754375	0.245668524024178	1.38403236902254	1.3599854460997	4.65837794150733	0.146075756259365	4.96204583974638	1.43617736017676	4.96204583974638
chr19	197310	198066	-	ENSG00000282416.1	AC092299.1	ENST00000632679.1	AC092299.1-201	0.0589703744995826	0.999498255754375	-2.78973022824999	1.47728730086539	2.76683988505871	7.17730240954987	1.0847414296134	4.73493262184833	0.51230804491604	4.73493262184833
chr19	200499	201174	-	ENSG00000282339.1	AC010507.2	ENST00000632795.1	AC010507.2-201	0.503070103875582	0.999498255754375	-0.693214499324896	1.03516302475762	3.32996825652805	2.71422332614005	0.0516729666694213	2.80582700086483	0.299022989137882	2.80582700086483
chr19	281040	291185	-	ENSG00000141934.10	PLPP2	ENST00000327790.7	PLPP2-202	0.0426733328871008	0.999498255754375	-1.98501081013836	0.979336641563738	2.81944395064986	3.28030799792959	0.456358370425894	2.10124231626568	0.487419238947308	2.10124231626568
chr19	281043	291393	-	ENSG00000141934.10	PLPP2	ENST00000269812.7	PLPP2-201	0.411696472407914	0.999498255754375	-1.14848124762662	1.39903112276143	3.52845963381935	5.06470060623058	1.76753766341309	3.45189722313387	0.247258568679863	3.45189722313387
chr19	281043	291403	-	ENSG00000141934.10	PLPP2	ENST00000434325.7	PLPP2-203	0.168890266110322	0.999498255754375	-1.08207437183886	0.786517952963538	6.04587507732324	1.78351269079515	0.0180039748297133	1.63162399939416	0.124575196414275	1.63162399939416
chr19	281046	288537	-	ENSG00000141934.10	PLPP2	ENST00000621795.1	PLPP2-207	0.0402324455898497	0.999498255754375	-0.458211134872917	0.223370049143452	5.93420595544444	0.17185435943394	0.00374251579896014	0.129308627812635	0.12444028983418	0.129308627812635
chr19	282775	291382	-	ENSG00000141934.10	PLPP2	ENST00000591572.2	PLPP2-206	0.225911344181841	0.999498255754375	-0.956887432391884	0.790190169518767	1.73831827286388	1.57884538113116	0.531573534716018	0.960987435656386	1.13349447596158	1.13349447596158
chr19	301444	344782	-	ENSG00000105556.11	MIER2	ENST00000264819.6	MIER2-201	0.291875626845633	0.999498255754375	-0.231304238912115	0.219450421704445	6.10518182377832	0.0701880393421323	0.00374409974301818	0.0591956366163374	0.124678533820338	0.124678533820338
chr19	305573	308923	-	ENSG00000105556.11	MIER2	ENST00000619835.4	MIER2-205	0.467608913868867	0.999498255754375	-0.271058429038234	0.373165967539745	4.67839376331762	0.355394197636706	0.0178490022882757	0.353491902591389	0.13395354910187	0.353491902591389
chr19	326594	344815	-	ENSG00000105556.11	MIER2	ENST00000635755.1	MIER2-207	0.595141173199097	0.999498255754375	-0.29693796413487	0.558783595317171	3.76469954480369	0.173604605900287	0.633234148259145	-0.465781656314046	0.199403468795745	0.199403468795745
chr19	326620	344778	-	ENSG00000105556.11	MIER2	ENST00000586994.7	MIER2-202	0.872533419042138	0.999498255754375	0.0585002805983696	0.364620969991746	3.46049274769286	0.158782727865381	0.0904491592359624	0.083299232661267	0.264080045451295	0.264080045451295
chr19	327064	336194	-	ENSG00000105556.11	MIER2	ENST00000621180.4	MIER2-206	0.316373076696169	0.999498255754375	-0.429271469294688	0.428440741821745	3.79160726971097	0.48966998469772	0.290010081790094	0.199487169550619	0.1951562103186	0.199487169550619
chr19	327864	340599	-	ENSG00000105556.11	MIER2	ENST00000592722.1	MIER2-204	0.730096940995359	0.999498255754375	-0.162692225859017	0.471576342376709	2.97506791535088	0.176741266351305	0.174845841982317	0.0125112149094621	0.418178815856069	0.418178815856069
chr19	334115	344807	-	ENSG00000105556.11	MIER2	ENST00000587966.2	MIER2-203	0.109663347191018	0.999498255754375	-1.11321997028937	0.695889424207735	1.82094012803689	0.835591987933428	0.21895702688815	0.369725172571668	1.07240854837631	1.07240854837631
chr19	361747	374620	-	ENSG00000105549.11	THEG	ENST00000530711.3	THEG-204	0.491972090483173	0.999498255754375	-0.4088411373643	0.594958768611642	4.35521281620759	0.89864495492852	0.024204496853373	0.919731333407644	0.147612384767584	0.919731333407644
chr19	362057	375970	-	ENSG00000105549.11	THEG	ENST00000346878.3	THEG-202	0.947292774417905	0.999498255754375	-0.0545865674491988	0.82573266208158	1.84674632722436	0.323683230293081	0.764537084465316	-0.409280116035164	1.05368806014357	1.05368806014357
chr19	405445	409147	-	ENSG00000183186.8	C2CD4C	ENST00000332235.8	C2CD4C-201	0.0224523144344791	0.999498255754375	-1.02267223640855	0.448024128635375	3.74815024676285	0.74014901854927	0.0336197977956447	0.501648521776321	0.202145807225936	0.501648521776321
chr19	416583	460996	-	ENSG00000129946.10	SHC2	ENST00000264554.10	SHC2-201	0.227082352717168	0.999498255754375	-0.323468858882519	0.267792456472778	7.52296009899157	0.199214569722183	0.00105427811122451	0.190179854538708	0.124557666781901	0.190179854538708
chr19	416589	422828	-	ENSG00000129946.10	SHC2	ENST00000588376.5	SHC2-203	0.0730382283481827	0.999498255754375	-0.397776969675968	0.221900481344593	5.92450963893044	0.11796586591769	0.00687200379335694	0.0806967106882098	0.124434192529209	0.124434192529209
chr19	417200	436268	-	ENSG00000129946.10	SHC2	ENST00000590170.3	SHC2-205	0.703695394809749	0.999498255754375	-0.30612975417212	0.804891151192514	2.77984589177791	1.59326377674414	0.698066695031469	1.02953267901656	0.506108819593025	1.02953267901656
chr19	430741	460571	-	ENSG00000129946.10	SHC2	ENST00000590222.5	SHC2-206	0.305587840280408	0.999498255754375	-0.56435794344141	0.550848923740513	4.92708120354957	0.812810971196661	0.0503292084114797	0.758829556351405	0.130385085172254	0.758829556351405
chr19	435779	439267	-	ENSG00000129946.10	SHC2	ENST00000590113.4	SHC2-204	0.0502478695503854	0.999498255754375	-1.13117934049495	0.577766727101613	4.57788586012594	0.707074302011699	0.752860297902047	-0.316296352452537	0.137311411286513	0.137311411286513
chr19	507497	519654	+	ENSG00000141933.9	TPGS1	ENST00000359315.6	TPGS1-201	0.79831773815211	0.999498255754375	-0.0823066068605241	0.32210800900169	4.68375209369999	0.253166078100174	0.0131313413913928	0.263544843843361	0.13381378030045	0.263544843843361
chr19	507500	510372	+	ENSG00000141933.9	TPGS1	ENST00000588278.1	TPGS1-202	0.828381273882581	0.999498255754375	-0.0494518550335075	0.228121998019809	4.93275833489561	0.0470024349303916	0.00841914378651383	0.0426314050459155	0.130353245494953	0.130353245494953
chr19	531760	542087	+	ENSG00000099804.9	CDC34	ENST00000215574.9	CDC34-201	0.352638869200397	0.999498255754375	-0.204098176124347	0.219582490673824	6.60503952221537	0.0899404167859773	0.00382563775760981	0.084000536574356	0.12475161613711	0.12475161613711
chr19	531769	536715	+	ENSG00000099804.9	CDC34	ENST00000586788.1	CDC34-203	0.129320059348186	0.999498255754375	-0.641472576898036	0.422914943744812	3.14481822685118	0.449370144271055	0.12304203508509	0.26153523910315	0.353910097295383	0.353910097295383
chr19	532032	542092	+	ENSG00000099804.9	CDC34	ENST00000586283.6	CDC34-202	0.713285871808716	0.999498255754375	0.118260205759907	0.321843190877471	4.59140274693962	0.1748890217098	0.139450134073841	0.0491983294692394	0.136771304630672	0.136771304630672
chr19	535837	542087	+	ENSG00000099804.9	CDC34	ENST00000606065.3	CDC34-205	0.456260714871138	0.999498255754375	0.341102678651779	0.457844756882887	3.85330365726382	0.437193986390069	0.372563122465708	0.0773233192611225	0.186428401281359	0.186428401281359
chr19	536953	542042	+	ENSG00000099804.9	CDC34	ENST00000606400.3	CDC34-206	0.462296015441105	0.999498255754375	0.327627843261953	0.445708874472531	3.85190855832217	0.294997006902283	0.343140462695988	-0.0472677560849374	0.186609939393533	0.186609939393533
chr19	541217	541661	+	ENSG00000099804.9	CDC34	ENST00000593036.4	CDC34-204	0.29047908108123	0.999498255754375	-0.826192364176423	0.781586275479716	3.2461386730708	1.64639148674084	0.41313712707273	1.21586848897595	0.322484495619436	1.21586848897595
chr19	544053	549922	+	ENSG00000197540.8	GZMM	ENST00000264553.6	GZMM-201	0.568135216913814	0.999498255754375	-0.276437896183429	0.484299039727177	2.74082396097179	0.287954131773193	0.100678981505175	0.195692453992986	0.524775844843268	0.524775844843268
chr19	571277	583493	+	ENSG00000172270.20	BSG	ENST00000545507.6	BSG-204	0.819530786515637	0.999498255754375	0.2030898468034	0.890165112756308	3.04103109817941	1.93095388255979	0.662894816040464	1.45015565854207	0.391598012797479	1.45015565854207
