w	s1	s2	BPscore
3	PCa53687	PCa13848	0.32703195441378863
3	PCa13848	PCa56413	0.289575668634538
3	PCa56413	PCa13848	0.289575668634538
3	PCa13848	PCa57294	0.3221942443791854
3	PCa57294	PCa13848	0.3221942443791854
3	PCa13848	PCa58215	0.2836699633175196
3	PCa58215	PCa13848	0.2836699633175196
3	PCa13848	Benign-Prostate-1648133	0.2941356623242041
3	Benign-Prostate-1648133	PCa13848	0.2941356623242041
3	PCa13848	Benign-Prostate-1595983	0.2764188793449515
3	Benign-Prostate-1595983	PCa13848	0.2764188793449515
3	PCa13848	Benign-Prostate-1664855	0.28824758715730364
3	Benign-Prostate-1664855	PCa13848	0.28824758715730364
3	PCa13848	Benign-Prostate-3320942	0.284596259947695
3	Benign-Prostate-3320942	PCa13848	0.284596259947695
3	PCa13848	Benign-Prostate-3330581	0.28292300815837124
3	Benign-Prostate-3330581	PCa13848	0.28292300815837124
3	PCa14121	PCa19121	0.3390313226094696
3	PCa19121	PCa14121	0.3390313226094696
3	PCa14121	PCa3023	0.3301630959619573
3	PCa3023	PCa14121	0.3301630959619573
3	PCa14121	PCa33173	0.3219240918755654
3	PCa33173	PCa14121	0.3219240918755654
3	PCa14121	PCa40507	0.3396108645921739
3	PCa40507	PCa14121	0.3396108645921739
3	PCa14121	PCa51852	0.35868383652608593
3	PCa51852	PCa14121	0.35868383652608593
3	PCa14121	PCa53687	0.34373255637416905
3	PCa53687	PCa14121	0.34373255637416905
3	PCa14121	PCa56413	0.3302355653286171
3	PCa56413	PCa14121	0.3302355653286171
3	PCa14121	PCa57294	0.33743238633818057
3	PCa57294	PCa14121	0.33743238633818057
3	PCa14121	PCa58215	0.3272604963365426
3	PCa58215	PCa14121	0.3272604963365426
3	PCa14121	Benign-Prostate-1648133	0.3418857402388063
3	Benign-Prostate-1648133	PCa14121	0.3418857402388063
3	PCa14121	Benign-Prostate-1595983	0.3390496781936625
3	Benign-Prostate-1595983	PCa14121	0.3390496781936625
3	PCa14121	Benign-Prostate-1664855	0.34274915173671405
3	Benign-Prostate-1664855	PCa14121	0.34274915173671405
3	PCa14121	Benign-Prostate-3320942	0.3426267783494961
3	Benign-Prostate-3320942	PCa14121	0.3426267783494961
3	PCa14121	Benign-Prostate-3330581	0.3403061873182399
3	Benign-Prostate-3330581	PCa14121	0.3403061873182399
3	PCa19121	PCa3023	0.29180687912193826
3	PCa3023	PCa19121	0.29180687912193826
3	PCa19121	PCa33173	0.29831116321994244
3	PCa33173	PCa19121	0.29831116321994244
3	PCa19121	PCa40507	0.3259739313373545
3	PCa40507	PCa19121	0.3259739313373545
3	PCa19121	PCa51852	0.3355267456707691
3	PCa51852	PCa19121	0.3355267456707691
3	PCa19121	PCa53687	0.3249022993364791
3	PCa53687	PCa19121	0.3249022993364791
3	PCa19121	PCa56413	0.3037389973351116
3	PCa56413	PCa19121	0.3037389973351116
3	PCa19121	PCa57294	0.3203217907089029
3	PCa57294	PCa19121	0.3203217907089029
3	PCa19121	PCa58215	0.30102081600003733
3	PCa58215	PCa19121	0.30102081600003733
3	PCa19121	Benign-Prostate-1648133	0.31138753069705016
3	Benign-Prostate-1648133	PCa19121	0.31138753069705016
3	PCa19121	Benign-Prostate-1595983	0.3063715224098903
3	Benign-Prostate-1595983	PCa19121	0.3063715224098903
3	PCa19121	Benign-Prostate-1664855	0.31057954089414336
3	Benign-Prostate-1664855	PCa19121	0.31057954089414336
3	PCa19121	Benign-Prostate-3320942	0.31506342028294665
3	Benign-Prostate-3320942	PCa19121	0.31506342028294665
3	PCa19121	Benign-Prostate-3330581	0.308890897583983
3	Benign-Prostate-3330581	PCa19121	0.308890897583983
3	PCa3023	PCa33173	0.2839236298480785
3	PCa33173	PCa3023	0.2839236298480785
3	PCa3023	PCa40507	0.31657462742050013
3	PCa40507	PCa3023	0.31657462742050013
3	PCa3023	PCa51852	0.34328398445719505
3	PCa51852	PCa3023	0.34328398445719505
3	PCa3023	PCa53687	0.3238567262820228
3	PCa53687	PCa3023	0.3238567262820228
3	PCa3023	PCa56413	0.2813155094702958
3	PCa56413	PCa3023	0.2813155094702958
3	PCa3023	PCa57294	0.32262102766188205
3	PCa57294	PCa3023	0.32262102766188205
3	PCa3023	PCa58215	0.28884960147043615
3	PCa58215	PCa3023	0.28884960147043615
3	PCa3023	Benign-Prostate-1648133	0.2924813501328311
3	Benign-Prostate-1648133	PCa3023	0.2924813501328311
3	PCa3023	Benign-Prostate-1595983	0.28744719505038513
3	Benign-Prostate-1595983	PCa3023	0.28744719505038513
3	PCa3023	Benign-Prostate-1664855	0.29286154433034634
3	Benign-Prostate-1664855	PCa3023	0.29286154433034634
3	PCa3023	Benign-Prostate-3320942	0.28809839140243554
3	Benign-Prostate-3320942	PCa3023	0.28809839140243554
3	PCa3023	Benign-Prostate-3330581	0.2940985888831242
3	Benign-Prostate-3330581	PCa3023	0.2940985888831242
3	PCa33173	PCa40507	0.3140535495860321
3	PCa40507	PCa33173	0.3140535495860321
3	PCa33173	PCa51852	0.3335250527014168
3	PCa51852	PCa33173	0.3335250527014168
3	PCa33173	PCa53687	0.31569739887647486
3	PCa53687	PCa33173	0.31569739887647486
3	PCa33173	PCa56413	0.29016232931902836
3	PCa56413	PCa33173	0.29016232931902836
3	PCa33173	PCa57294	0.3139223580077139
3	PCa57294	PCa33173	0.3139223580077139
3	PCa33173	PCa58215	0.28017864277621807
3	PCa58215	PCa33173	0.28017864277621807
3	PCa33173	Benign-Prostate-1648133	0.292575361679918
3	Benign-Prostate-1648133	PCa33173	0.292575361679918
3	PCa33173	Benign-Prostate-1595983	0.28327386276954025
3	Benign-Prostate-1595983	PCa33173	0.28327386276954025
3	PCa33173	Benign-Prostate-1664855	0.2824152717924711
3	Benign-Prostate-1664855	PCa33173	0.2824152717924711
3	PCa33173	Benign-Prostate-3320942	0.28295977276313033
3	Benign-Prostate-3320942	PCa33173	0.28295977276313033
3	PCa33173	Benign-Prostate-3330581	0.2720398664847558
3	Benign-Prostate-3330581	PCa33173	0.2720398664847558
3	PCa40507	PCa51852	0.3466616044288371
3	PCa51852	PCa40507	0.3466616044288371
3	PCa40507	PCa53687	0.34589256875621754
3	PCa53687	PCa40507	0.34589256875621754
3	PCa40507	PCa56413	0.31972841891704806
3	PCa56413	PCa40507	0.31972841891704806
3	PCa40507	PCa57294	0.3373536661066008
3	PCa57294	PCa40507	0.3373536661066008
3	PCa40507	PCa58215	0.31440828733479115
3	PCa58215	PCa40507	0.31440828733479115
3	PCa40507	Benign-Prostate-1648133	0.3235995611381239
3	Benign-Prostate-1648133	PCa40507	0.3235995611381239
3	PCa40507	Benign-Prostate-1595983	0.32345307372027865
3	Benign-Prostate-1595983	PCa40507	0.32345307372027865
3	PCa40507	Benign-Prostate-1664855	0.32210413307195407
3	Benign-Prostate-1664855	PCa40507	0.32210413307195407
3	PCa40507	Benign-Prostate-3320942	0.32516050710867167
3	Benign-Prostate-3320942	PCa40507	0.32516050710867167
3	PCa40507	Benign-Prostate-3330581	0.3266831371944129
3	Benign-Prostate-3330581	PCa40507	0.3266831371944129
3	PCa51852	PCa53687	0.3568409405680219
3	PCa53687	PCa51852	0.3568409405680219
3	PCa51852	PCa56413	0.3386697428766985
3	PCa56413	PCa51852	0.3386697428766985
3	PCa51852	PCa57294	0.3459921797376871
3	PCa57294	PCa51852	0.3459921797376871
3	PCa51852	PCa58215	0.3425820908536301
3	PCa58215	PCa51852	0.3425820908536301
3	PCa51852	Benign-Prostate-1648133	0.3436731210510711
3	Benign-Prostate-1648133	PCa51852	0.3436731210510711
3	PCa51852	Benign-Prostate-1595983	0.33939508202730617
3	Benign-Prostate-1595983	PCa51852	0.33939508202730617
3	PCa51852	Benign-Prostate-1664855	0.3429641161329818
3	Benign-Prostate-1664855	PCa51852	0.3429641161329818
3	PCa51852	Benign-Prostate-3320942	0.3484461800373596
3	Benign-Prostate-3320942	PCa51852	0.3484461800373596
3	PCa51852	Benign-Prostate-3330581	0.3456259747550771
3	Benign-Prostate-3330581	PCa51852	0.3456259747550771
3	PCa53687	PCa56413	0.32947642712555025
3	PCa56413	PCa53687	0.32947642712555025
3	PCa53687	PCa57294	0.32820907036124913
3	PCa57294	PCa53687	0.32820907036124913
3	PCa53687	PCa58215	0.3173414983322254
3	PCa58215	PCa53687	0.3173414983322254
3	PCa53687	Benign-Prostate-1648133	0.3342558105489375
3	Benign-Prostate-1648133	PCa53687	0.3342558105489375
3	PCa53687	Benign-Prostate-1595983	0.32829782124517853
3	Benign-Prostate-1595983	PCa53687	0.32829782124517853
3	PCa53687	Benign-Prostate-1664855	0.32774930567993915
3	Benign-Prostate-1664855	PCa53687	0.32774930567993915
3	PCa53687	Benign-Prostate-3320942	0.3319131546852314
3	Benign-Prostate-3320942	PCa53687	0.3319131546852314
3	PCa53687	Benign-Prostate-3330581	0.32502087973714267
3	Benign-Prostate-3330581	PCa53687	0.32502087973714267
3	PCa56413	PCa57294	0.32023357217437487
3	PCa57294	PCa56413	0.32023357217437487
3	PCa56413	PCa58215	0.2924591327035813
3	PCa58215	PCa56413	0.2924591327035813
3	PCa56413	Benign-Prostate-1648133	0.2945147812680154
3	Benign-Prostate-1648133	PCa56413	0.2945147812680154
3	PCa56413	Benign-Prostate-1595983	0.2999432861862789
3	Benign-Prostate-1595983	PCa56413	0.2999432861862789
3	PCa56413	Benign-Prostate-1664855	0.2994776446691359
3	Benign-Prostate-1664855	PCa56413	0.2994776446691359
3	PCa56413	Benign-Prostate-3320942	0.30160933643085325
3	Benign-Prostate-3320942	PCa56413	0.30160933643085325
3	PCa56413	Benign-Prostate-3330581	0.30167765622972886
3	Benign-Prostate-3330581	PCa56413	0.30167765622972886
3	PCa57294	PCa58215	0.3099980316892914
3	PCa58215	PCa57294	0.3099980316892914
3	PCa57294	Benign-Prostate-1648133	0.3294575281892298
3	Benign-Prostate-1648133	PCa57294	0.3294575281892298
3	PCa57294	Benign-Prostate-1595983	0.325679963962951
3	Benign-Prostate-1595983	PCa57294	0.325679963962951
3	PCa57294	Benign-Prostate-1664855	0.3272280479989021
3	Benign-Prostate-1664855	PCa57294	0.3272280479989021
3	PCa57294	Benign-Prostate-3320942	0.3296462639736954
3	Benign-Prostate-3320942	PCa57294	0.3296462639736954
3	PCa57294	Benign-Prostate-3330581	0.326103543940913
3	Benign-Prostate-3330581	PCa57294	0.326103543940913
3	PCa58215	Benign-Prostate-1648133	0.29445683143627294
3	Benign-Prostate-1648133	PCa58215	0.29445683143627294
3	PCa58215	Benign-Prostate-1595983	0.2830579131942837
3	Benign-Prostate-1595983	PCa58215	0.2830579131942837
3	PCa58215	Benign-Prostate-1664855	0.286170919320579
3	Benign-Prostate-1664855	PCa58215	0.286170919320579
3	PCa58215	Benign-Prostate-3320942	0.2932521118629126
3	Benign-Prostate-3320942	PCa58215	0.2932521118629126
3	PCa58215	Benign-Prostate-3330581	0.2772259035350084
3	Benign-Prostate-3330581	PCa58215	0.2772259035350084
3	Benign-Prostate-1648133	Benign-Prostate-1595983	0.27758572856312697
3	Benign-Prostate-1595983	Benign-Prostate-1648133	0.27758572856312697
3	Benign-Prostate-1648133	Benign-Prostate-1664855	0.27609094754104896
3	Benign-Prostate-1664855	Benign-Prostate-1648133	0.27609094754104896
3	Benign-Prostate-1648133	Benign-Prostate-3320942	0.28012894487265566
3	Benign-Prostate-3320942	Benign-Prostate-1648133	0.28012894487265566
3	Benign-Prostate-1648133	Benign-Prostate-3330581	0.28582391173547345
3	Benign-Prostate-3330581	Benign-Prostate-1648133	0.28582391173547345
3	Benign-Prostate-1595983	Benign-Prostate-1664855	0.27261221073477643
3	Benign-Prostate-1664855	Benign-Prostate-1595983	0.27261221073477643
3	Benign-Prostate-1595983	Benign-Prostate-3320942	0.28055441187839514
3	Benign-Prostate-3320942	Benign-Prostate-1595983	0.28055441187839514
3	Benign-Prostate-1595983	Benign-Prostate-3330581	0.27547771728742243
3	Benign-Prostate-3330581	Benign-Prostate-1595983	0.27547771728742243
3	Benign-Prostate-1664855	Benign-Prostate-3320942	0.27266064415474334
3	Benign-Prostate-3320942	Benign-Prostate-1664855	0.27266064415474334
3	Benign-Prostate-1664855	Benign-Prostate-3330581	0.2746906324141937
3	Benign-Prostate-3330581	Benign-Prostate-1664855	0.2746906324141937
3	Benign-Prostate-3320942	Benign-Prostate-3330581	0.27690821700912216
3	Benign-Prostate-3330581	Benign-Prostate-3320942	0.27690821700912216
4	PCa13266	PCa13848	0.26398269417858833
4	PCa13848	PCa13266	0.26398269417858833
4	PCa13266	PCa14121	0.28063241981551
4	PCa14121	PCa13266	0.28063241981551
4	PCa13266	PCa19121	0.26978628834063495
4	PCa19121	PCa13266	0.26978628834063495
4	PCa13266	PCa3023	0.26636116982452035
4	PCa3023	PCa13266	0.26636116982452035
4	PCa13266	PCa33173	0.24054264767782313
4	PCa33173	PCa13266	0.24054264767782313
4	PCa13266	PCa40507	0.2745182158091778
4	PCa40507	PCa13266	0.2745182158091778
4	PCa13266	PCa51852	0.2780772984697397
4	PCa51852	PCa13266	0.2780772984697397
4	PCa13266	PCa53687	0.2810661603549683
4	PCa53687	PCa13266	0.2810661603549683
4	PCa13266	PCa56413	0.2746214390206065
4	PCa56413	PCa13266	0.2746214390206065
4	PCa13266	PCa57294	0.27170464739722383
4	PCa57294	PCa13266	0.27170464739722383
4	PCa13266	PCa58215	0.26177575590631286
4	PCa58215	PCa13266	0.26177575590631286
4	PCa13266	Benign-Prostate-1648133	0.268028927868103
4	Benign-Prostate-1648133	PCa13266	0.268028927868103
4	PCa13266	Benign-Prostate-1595983	0.2595076509769345
4	Benign-Prostate-1595983	PCa13266	0.2595076509769345
4	PCa13266	Benign-Prostate-1664855	0.2548397937056337
4	Benign-Prostate-1664855	PCa13266	0.2548397937056337
4	PCa13266	Benign-Prostate-3320942	0.26131094897489826
4	Benign-Prostate-3320942	PCa13266	0.26131094897489826
4	PCa13266	Benign-Prostate-3330581	0.2544958772372033
4	Benign-Prostate-3330581	PCa13266	0.2544958772372033
4	PCa13848	PCa14121	0.2740453270980413
4	PCa14121	PCa13848	0.2740453270980413
4	PCa13848	PCa19121	0.23568152088422928
4	PCa19121	PCa13848	0.23568152088422928
4	PCa13848	PCa3023	0.22656117279677218
4	PCa3023	PCa13848	0.22656117279677218
4	PCa13848	PCa33173	0.2302694781695664
4	PCa33173	PCa13848	0.2302694781695664
4	PCa13848	PCa40507	0.26631673349701734
4	PCa40507	PCa13848	0.26631673349701734
4	PCa13848	PCa51852	0.27369293101533726
4	PCa51852	PCa13848	0.27369293101533726
4	PCa13848	PCa53687	0.27062704400888954
4	PCa53687	PCa13848	0.27062704400888954
4	PCa13848	PCa56413	0.2452126897822169
4	PCa56413	PCa13848	0.2452126897822169
4	PCa13848	PCa57294	0.2670266936422728
4	PCa57294	PCa13848	0.2670266936422728
4	PCa13848	PCa58215	0.23521355855512102
4	PCa58215	PCa13848	0.23521355855512102
4	PCa13848	Benign-Prostate-1648133	0.24733521535005015
4	Benign-Prostate-1648133	PCa13848	0.24733521535005015
4	PCa13848	Benign-Prostate-1595983	0.23587729174785244
4	Benign-Prostate-1595983	PCa13848	0.23587729174785244
4	PCa13848	Benign-Prostate-1664855	0.24512145834000565
4	Benign-Prostate-1664855	PCa13848	0.24512145834000565
4	PCa13848	Benign-Prostate-3320942	0.2436193324816133
4	Benign-Prostate-3320942	PCa13848	0.2436193324816133
4	PCa13848	Benign-Prostate-3330581	0.23962485779870207
4	Benign-Prostate-3330581	PCa13848	0.23962485779870207
4	PCa14121	PCa19121	0.2782765655554301
4	PCa19121	PCa14121	0.2782765655554301
4	PCa14121	PCa3023	0.2688855634558276
4	PCa3023	PCa14121	0.2688855634558276
4	PCa14121	PCa33173	0.2603442670203306
4	PCa33173	PCa14121	0.2603442670203306
4	PCa14121	PCa40507	0.2815440281738729
4	PCa40507	PCa14121	0.2815440281738729
4	PCa14121	PCa51852	0.28734970738303445
4	PCa51852	PCa14121	0.28734970738303445
4	PCa14121	PCa53687	0.28506532332154577
4	PCa53687	PCa14121	0.28506532332154577
4	PCa14121	PCa56413	0.27424536112516235
4	PCa56413	PCa14121	0.27424536112516235
4	PCa14121	PCa57294	0.2706195711962769
4	PCa57294	PCa14121	0.2706195711962769
4	PCa14121	PCa58215	0.2700027517590946
4	PCa58215	PCa14121	0.2700027517590946
4	PCa14121	Benign-Prostate-1648133	0.2856556617745857
4	Benign-Prostate-1648133	PCa14121	0.2856556617745857
4	PCa14121	Benign-Prostate-1595983	0.2832859451423929
4	Benign-Prostate-1595983	PCa14121	0.2832859451423929
4	PCa14121	Benign-Prostate-1664855	0.28379230531173677
4	Benign-Prostate-1664855	PCa14121	0.28379230531173677
4	PCa14121	Benign-Prostate-3320942	0.2882913486339875
4	Benign-Prostate-3320942	PCa14121	0.2882913486339875
4	PCa14121	Benign-Prostate-3330581	0.2808724063610304
4	Benign-Prostate-3330581	PCa14121	0.2808724063610304
4	PCa19121	PCa3023	0.23595018178094762
4	PCa3023	PCa19121	0.23595018178094762
4	PCa19121	PCa33173	0.24247463464420274
4	PCa33173	PCa19121	0.24247463464420274
4	PCa19121	PCa40507	0.27188228137711007
4	PCa40507	PCa19121	0.27188228137711007
4	PCa19121	PCa51852	0.2685992009322252
4	PCa51852	PCa19121	0.2685992009322252
4	PCa19121	PCa53687	0.2709871427255282
4	PCa53687	PCa19121	0.2709871427255282
4	PCa19121	PCa56413	0.25248379936877363
4	PCa56413	PCa19121	0.25248379936877363
4	PCa19121	PCa57294	0.26073906571004
4	PCa57294	PCa19121	0.26073906571004
4	PCa19121	PCa58215	0.244793135094501
4	PCa58215	PCa19121	0.244793135094501
4	PCa19121	Benign-Prostate-1648133	0.26177087482796374
4	Benign-Prostate-1648133	PCa19121	0.26177087482796374
4	PCa19121	Benign-Prostate-1595983	0.2571360420699533
4	Benign-Prostate-1595983	PCa19121	0.2571360420699533
4	PCa19121	Benign-Prostate-1664855	0.26220530014227683
4	Benign-Prostate-1664855	PCa19121	0.26220530014227683
4	PCa19121	Benign-Prostate-3320942	0.2622006053230224
4	Benign-Prostate-3320942	PCa19121	0.2622006053230224
4	PCa19121	Benign-Prostate-3330581	0.2606461811730083
4	Benign-Prostate-3330581	PCa19121	0.2606461811730083
4	PCa3023	PCa33173	0.23195596214209743
4	PCa33173	PCa3023	0.23195596214209743
4	PCa3023	PCa40507	0.2587404058096293
4	PCa40507	PCa3023	0.2587404058096293
4	PCa3023	PCa51852	0.2708184198511172
4	PCa51852	PCa3023	0.2708184198511172
4	PCa3023	PCa53687	0.26452097931371754
4	PCa53687	PCa3023	0.26452097931371754
4	PCa3023	PCa56413	0.23714255125662548
4	PCa56413	PCa3023	0.23714255125662548
4	PCa3023	PCa57294	0.2608228316002522
4	PCa57294	PCa3023	0.2608228316002522
4	PCa3023	PCa58215	0.23732374248881244
4	PCa58215	PCa3023	0.23732374248881244
4	PCa3023	Benign-Prostate-1648133	0.24445389345378588
4	Benign-Prostate-1648133	PCa3023	0.24445389345378588
4	PCa3023	Benign-Prostate-1595983	0.24245612163733524
4	Benign-Prostate-1595983	PCa3023	0.24245612163733524
4	PCa3023	Benign-Prostate-1664855	0.24626595979543142
4	Benign-Prostate-1664855	PCa3023	0.24626595979543142
4	PCa3023	Benign-Prostate-3320942	0.2404845130213298
4	Benign-Prostate-3320942	PCa3023	0.2404845130213298
4	PCa3023	Benign-Prostate-3330581	0.2514775002044018
4	Benign-Prostate-3330581	PCa3023	0.2514775002044018
4	PCa33173	PCa40507	0.25899540711292846
4	PCa40507	PCa33173	0.25899540711292846
4	PCa33173	PCa51852	0.2629268276865207
4	PCa51852	PCa33173	0.2629268276865207
4	PCa33173	PCa53687	0.26136395608028834
4	PCa53687	PCa33173	0.26136395608028834
4	PCa33173	PCa56413	0.24409900396187428
4	PCa56413	PCa33173	0.24409900396187428
4	PCa33173	PCa57294	0.2559805681371013
4	PCa57294	PCa33173	0.2559805681371013
4	PCa33173	PCa58215	0.23106637041899925
4	PCa58215	PCa33173	0.23106637041899925
4	PCa33173	Benign-Prostate-1648133	0.23324454453677504
4	Benign-Prostate-1648133	PCa33173	0.23324454453677504
4	PCa33173	Benign-Prostate-1595983	0.22877116686998036
4	Benign-Prostate-1595983	PCa33173	0.22877116686998036
4	PCa33173	Benign-Prostate-1664855	0.23097372040854652
4	Benign-Prostate-1664855	PCa33173	0.23097372040854652
4	PCa33173	Benign-Prostate-3320942	0.23037568834926045
4	Benign-Prostate-3320942	PCa33173	0.23037568834926045
4	PCa33173	Benign-Prostate-3330581	0.2260861828492949
4	Benign-Prostate-3330581	PCa33173	0.2260861828492949
4	PCa40507	PCa51852	0.27896371345783444
4	PCa51852	PCa40507	0.27896371345783444
4	PCa40507	PCa53687	0.2780633203056676
4	PCa53687	PCa40507	0.2780633203056676
4	PCa40507	PCa56413	0.26162477225740144
4	PCa56413	PCa40507	0.26162477225740144
4	PCa40507	PCa57294	0.2766736998843931
4	PCa57294	PCa40507	0.2766736998843931
4	PCa40507	PCa58215	0.26086110593166806
4	PCa58215	PCa40507	0.26086110593166806
4	PCa40507	Benign-Prostate-1648133	0.2713020546290902
4	Benign-Prostate-1648133	PCa40507	0.2713020546290902
4	PCa40507	Benign-Prostate-1595983	0.26768279174907117
4	Benign-Prostate-1595983	PCa40507	0.26768279174907117
4	PCa40507	Benign-Prostate-1664855	0.2689515767295316
4	Benign-Prostate-1664855	PCa40507	0.2689515767295316
4	PCa40507	Benign-Prostate-3320942	0.26788509182922793
4	Benign-Prostate-3320942	PCa40507	0.26788509182922793
4	PCa40507	Benign-Prostate-3330581	0.2718986442499375
4	Benign-Prostate-3330581	PCa40507	0.2718986442499375
4	PCa51852	PCa53687	0.28884720662815466
4	PCa53687	PCa51852	0.28884720662815466
4	PCa51852	PCa56413	0.27161214479489726
4	PCa56413	PCa51852	0.27161214479489726
4	PCa51852	PCa57294	0.28206647796774076
4	PCa57294	PCa51852	0.28206647796774076
4	PCa51852	PCa58215	0.27526588850419287
4	PCa58215	PCa51852	0.27526588850419287
4	PCa51852	Benign-Prostate-1648133	0.2814838000467822
4	Benign-Prostate-1648133	PCa51852	0.2814838000467822
4	PCa51852	Benign-Prostate-1595983	0.27314695000571937
4	Benign-Prostate-1595983	PCa51852	0.27314695000571937
4	PCa51852	Benign-Prostate-1664855	0.28115194983092795
4	Benign-Prostate-1664855	PCa51852	0.28115194983092795
4	PCa51852	Benign-Prostate-3320942	0.285199688501133
4	Benign-Prostate-3320942	PCa51852	0.285199688501133
4	PCa51852	Benign-Prostate-3330581	0.279639863980464
4	Benign-Prostate-3330581	PCa51852	0.279639863980464
4	PCa53687	PCa56413	0.26885161011315717
4	PCa56413	PCa53687	0.26885161011315717
4	PCa53687	PCa57294	0.2596635540593433
4	PCa57294	PCa53687	0.2596635540593433
4	PCa53687	PCa58215	0.25766691175709844
4	PCa58215	PCa53687	0.25766691175709844
4	PCa53687	Benign-Prostate-1648133	0.2805302065225971
4	Benign-Prostate-1648133	PCa53687	0.2805302065225971
4	PCa53687	Benign-Prostate-1595983	0.2736046113349413
4	Benign-Prostate-1595983	PCa53687	0.2736046113349413
4	PCa53687	Benign-Prostate-1664855	0.2764082228619198
4	Benign-Prostate-1664855	PCa53687	0.2764082228619198
4	PCa53687	Benign-Prostate-3320942	0.2780907363677222
4	Benign-Prostate-3320942	PCa53687	0.2780907363677222
4	PCa53687	Benign-Prostate-3330581	0.27293537616380364
4	Benign-Prostate-3330581	PCa53687	0.27293537616380364
4	PCa56413	PCa57294	0.26678492554620303
4	PCa57294	PCa56413	0.26678492554620303
4	PCa56413	PCa58215	0.24211593456876865
4	PCa58215	PCa56413	0.24211593456876865
4	PCa56413	Benign-Prostate-1648133	0.24905435660862205
4	Benign-Prostate-1648133	PCa56413	0.24905435660862205
4	PCa56413	Benign-Prostate-1595983	0.25132716554619444
4	Benign-Prostate-1595983	PCa56413	0.25132716554619444
4	PCa56413	Benign-Prostate-1664855	0.25754454349117234
4	Benign-Prostate-1664855	PCa56413	0.25754454349117234
4	PCa56413	Benign-Prostate-3320942	0.25446353826739415
4	Benign-Prostate-3320942	PCa56413	0.25446353826739415
4	PCa56413	Benign-Prostate-3330581	0.26161949551395514
4	Benign-Prostate-3330581	PCa56413	0.26161949551395514
4	PCa57294	PCa58215	0.25558269839317854
4	PCa58215	PCa57294	0.25558269839317854
4	PCa57294	Benign-Prostate-1648133	0.2761657077841073
4	Benign-Prostate-1648133	PCa57294	0.2761657077841073
4	PCa57294	Benign-Prostate-1595983	0.270724500375535
4	Benign-Prostate-1595983	PCa57294	0.270724500375535
4	PCa57294	Benign-Prostate-1664855	0.27394406096879953
4	Benign-Prostate-1664855	PCa57294	0.27394406096879953
4	PCa57294	Benign-Prostate-3320942	0.27559794658396974
4	Benign-Prostate-3320942	PCa57294	0.27559794658396974
4	PCa57294	Benign-Prostate-3330581	0.2679614363333531
4	Benign-Prostate-3330581	PCa57294	0.2679614363333531
4	PCa58215	Benign-Prostate-1648133	0.24399130945875275
4	Benign-Prostate-1648133	PCa58215	0.24399130945875275
4	PCa58215	Benign-Prostate-1595983	0.2367681146166652
4	Benign-Prostate-1595983	PCa58215	0.2367681146166652
4	PCa58215	Benign-Prostate-1664855	0.2411626305305806
4	Benign-Prostate-1664855	PCa58215	0.2411626305305806
4	PCa58215	Benign-Prostate-3320942	0.24083867269655426
4	Benign-Prostate-3320942	PCa58215	0.24083867269655426
4	PCa58215	Benign-Prostate-3330581	0.233822452283369
