Gene	22Rv1	DU145	LNCaP	MDA PCa 2b	NCI-H660	PC3	VCaP
SPDYE2B&SPDYE2&SPDYE6		0.0730231928494	0.295464119291	-0.256960399915		0.244747862818	
GCSHP3	0.274159901972	0.104392707552	0.31085409452	-0.0636761691642	-0.582226363903	0.0219125142508	0.0522184403483
CHAF1A	-0.8593072533	-0.712686523992	-0.636478709357	-0.514447247998	-0.699885913042	-0.874604969243	-0.99792697046
NPPA-AS1		-0.0525044210226	0.374776025471				
PARP2		0.0248866784951	-0.183331432298				
PARP3	0.104827991248	0.00105718752616	-0.0696003040814	0.00152380530138	0.0270984777823	-0.026271452136	-0.154276274554
CDH6	-0.134052246066	-0.0167164346039	-0.0603186026228	-0.15972469369	-0.0889645277439	-0.111838834522	0.0440858377649
TOM1L1	-0.0426625534943	0.292337770538	0.243905772062	0.145113328067	0.24553811184	0.18277535732	0.235191038277
DBET	-0.00320930689176	0.0890306890813	-0.0156349530851	-0.181242680136	-0.0198236529721	-0.367093469747	-0.333612780882
HMGXB4	0.142538434748	-0.0985123046777	-0.239528180155	-0.0078975409984	-0.263154700084	-0.16445265357	-0.244273200862
SMG1P6&LOC101060596&LOC105371128		-0.134386825006	-0.264959779117				
TOM1	0.158856607335	-0.121689389816	0.169787330721	0.318491378113	0.208668199282	0.130979821636	-0.10763862578
SH2D3C	0.101414884166	0.113228749819	-0.136001365948	0.0571820985034	0.123218493317	-0.246546162143	-0.118680587587
SH2D3A	-0.0468894665876	-0.0348207058611	-0.198555475785	0.199067211715	-0.311593169276	-0.0609687962163	-0.0418905036596
MAMLD1		0.0456217606072	0.0875228750435	-0.110698148493		0.00825079589174	
CST8	0.0701229169087	-0.0777740329956	-0.00148385719875	0.0632295094963	0.00879205324036	0.194913387861	0.252154686371
RANBP9	-0.0644500797849	0.11474068778	-0.0506898495811	0.0506423450017	-0.0978917133754	0.0134669793551	0.106547274172
DNAJB6	-0.345391192798	-0.194053015146	-0.0277965730545	0.147017577381	0.141858294511	0.107291141436	0.40883895451
LINC00881&LOC105373218		0.375034354527	0.187779453612				
CCDC180		-0.455021672483	-0.0565460447988	-0.00252216649551		-0.24516051959	
CDH7	0.137748300565	0.0931459194724	-0.280726398166	0.227892333238	0.193426272769	0.100879592936	0.175862255471
SLC17A4	-0.103396696125	0.122798885257	-0.0194637324585	0.0434112068322	0.0746225616964	-0.110876867001	-0.0371874573291
LINC01602		0.316747987318	0.0596100293336	0.150533969143		0.148101527308	
LOC100505534		0.0304951386693	0.121077942143				
SPATA1		0.0374352314389	0.0346254475683	0.250403248997		0.117713536545	
SPDYE18&SPDYE16		-0.101151959263	-0.129299980754	-0.182639398068		-0.231442956462	
LINC01549		0.23870698792	0.106237969159	0.116219351299		-0.036848544585	
PPP5D1	0.281374415544	-0.077849246466	-0.195594457326	0.286187438889	0.0456708304414	0.189549386657	0.276434861982
ARL17B		-0.121356439789	-0.140063051878	-0.0884570876297		0.00413692302702	
LOC100506127		0.0315390286256	0.0436231161087	0.0944393827649		0.0660645890158	
LOC100506248		-0.762361420525	-0.349800983237	-0.495764731144		-0.862374056029	
GAS6-AS2&LINC00501&KIAA1328		0.843331525067	0.549077774684				
LOC100506422	0.0310709474116	0.207970773787	-0.0664196408256	0.161569429583	0.0589304704807	0.0294793817652	-0.0852429664943
PRKAR2A-AS1&C1orf210		0.791041219438	0.575354258251				
OCLN		-0.098884178218	-0.0223839601927	-0.161499697951		-0.142300795372	
SLFN12L		-0.224022490498	0.134616004294	-0.164266450335		0.11667293496	
ELOA3D&LOC101930165&LOC105369241&ELOA3C&LOC107985121&TCEB3C&ELOA3B	-0.108984132447	0.128515671508	-0.26265460902	-0.042914162176	-0.105281573079	-0.00479756686985	-0.0173133568336
SMLR1		-0.17191394378	0.0306340103156				
ERVK13-1		0.206950951708	-0.143089465271	0.0542836339737		0.0482112191081	
MICA	-0.310921104086	-0.0970260999829	-0.0842734465226	-0.0670194768812	0.235714661172	0.0384826451597	0.200724674917
LINC02554&LOC107986693&LINC01343		0.203932378886	0.293435256807				
LOC100509620	0.0511115330414	0.00145942702687	0.419475712764	0.0158818383084	0.451184713625	0.0847005081669	0.08952987717
SMC4		-1.08165148144	-1.58741322025	-1.11350016874		-0.886210847947	
TBC1D3J		-0.0828382678328	0.0777656020646				
GJC1	-0.276864096709	-0.104082396116	-0.0303737327131	-0.111047883504	-0.486349958187	-0.0853172561201	-0.128975660864
LY75-CD302	-0.0522173299717	-0.076230368467	-0.0040552950282	-0.110689454128	0.37296378676	0.291602699378	0.292024743105
ARPC4-TTLL3	-0.15058352761	-0.159694515448	0.0952206590453	0.0160467681924	0.0309717967627	0.243204925626	-0.119341401683
MSANTD3-TMEFF1	-0.259256884851	-0.0215372967006	-0.00114094967956	-0.146654273572	-0.0428694953098	-0.036089906203	0.0627135892922
RBM14-RBM4		0.270734104296	-0.0215098982443	0.112782811265		0.0994832524203	
ATP5J2-PTCD1	-0.569235504006	0.00278635129721	-0.567970853026	-0.305195704423	0.494102400434	-0.044679867577	0.000435378828995
ABHD14A-ACY1	0.230863662287	0.0372067742	0.0769798881739	0.0152427700972	0.139161713632	0.064766480304	0.0833478977867
CCDC169-SOHLH2	-0.138043472256	-0.231984021806	-0.1158022665	-0.125782441558	-0.259651690685	-0.163759914478	-0.176738141142
RNF103-CHMP3		0.00224613299163	-0.129880713426	0.0245238130301		-0.0347073738034	
TMEM110-MUSTN1		0.0846681923591	-0.4104495317	-0.19091837734		0.0290735964177	
EPPIN-WFDC6	0.259684279667	0.240962421605	-0.117325729928	0.127339427032	-0.0758272731409	0.0537509312118	0.247084513667
C15orf38-AP3S2	-0.0352709411168	-0.133826609393	-0.470361071544	-0.0396624608149	0.188700900978	-0.0210199912518	0.363984838009
NT5C1B-RDH14	0.166532874023	0.192593499907	0.108775525078	0.242572151858	0.465655956469	0.182874169872	0.190576774399
INMT-MINDY4	-0.0358011832779	0.257451150899	-0.186315615068	-0.0792707636826	-0.0192319544983	0.0635664309896	0.21899987058
SLX1A-SULT1A3&SLX1B-SULT1A4	0.05617897454	0.157115495185	0.153155281138	-0.0364220129344	-0.123197180942	0.0997205141271	0.0384907146041
PHOSPHO2-KLHL23&KLHL23	-0.153564836822	-0.00922716830913	0.0269057616347	-0.128407273001	0.209940249764	0.166744514785	0.135705360805
SEPT5-GP1BB	-0.168495200557	-0.0302028186599	0.0134619179854	-0.0719403771699	0.091341804269	0.00460565049417	0.184070217727
FPGT-TNNI3K	0.117563389223	-0.225527840847	-0.191441424424	-0.130091130826	-0.0748649524801	-0.110977458974	-0.12098727454
BLOC1S5-TXNDC5	-0.144822099804	-0.0761418172846	0.0463032924001	-0.281498530194	-0.137837802993	-0.112777598356	-0.0288655314141
EEF1E1-BLOC1S5	-0.0741106649289	0.20069320906	0.0554141093932	0.4713999047	-0.313409627604	-0.0299192606306	0.298350180519
RPL17-C18orf32&RPL17		-0.608155097211	-0.736994268485	-0.775358639251		-0.660768295094	
TGIF2-C20orf24		0.0500188937019	-0.325395206499	-0.0397267362127		0.0470822517231	
GIMAP1-GIMAP5	0.0452862966162	0.00408530854916	0.207270098222	0.254417487458	0.198874136214	-0.0735255217635	0.00230669103802
GJA9-MYCBP	-0.247014039787	-0.103718354877	-0.00957324380394	-0.025225801185	-0.16073323291	-0.127211586626	-0.116793243793
MROH7-TTC4		0.0863213339079	0.156893540114	-0.09157779821		-0.093132342303	
PMF1-BGLAP	-0.165855672598	-0.131027087746	-0.246725902289	-0.224585385286	-0.141849608674	-0.22613991667	-0.360252318387
TMEM56-RWDD3	-0.0773823656329	-0.0329321564698	0.104404236864	0.0602921136466	-0.0511231805122	-0.278294892014	-0.0960218142079
BORCS7-ASMT	-0.17828477412	0.0110267612746	0.179242727098	-0.223161109327	0.0484636536536	-0.339562853108	0.0137593854123
TMX2-CTNND1	0.00709184081449	-0.329560163908	-0.233161046432	-0.00792859155907	-0.0304981331496	-0.00295967836835	-0.11262029887
SAA2-SAA4	-0.190285903169	-0.055277288232	0.215549736569	0.141041329051	-0.181566809219	0.0723322815194	-0.169642683249
ARL2-SNX15	-0.314817960866	-0.119592635347	-0.163982641401	-0.40144234124	-0.452059977074	-0.0290334544519	-0.0601188131208
HSPB2-C11orf52&C11orf52							
ST20-MTHFS&MTHFS	-0.201842961063	-0.174128211842	-0.452495888698	-0.430185479214	-0.297225940056	-0.101919159846	-0.37486796215
BLOC1S1-RDH5	-0.296283042626	-0.409698175571	-0.284424799139	-0.343989158515	-0.148622959202	-0.102535773055	-0.0440367132534
POC1B-GALNT4	0.316761369284	0.175861149065	-0.0629641795464	-0.250574783412	0.259644604241	-0.10849814271	0.0499534971088
FKBP1A-SDCBP2&SDCBP2	-0.0192124751889	-0.172394063147	-0.108960868126	0.198658237449	-0.169824552364	0.0414880913055	0.0139566538178
KLRC4-KLRK1	0.0620870053882	0.347080409071	0.120153347772	0.0801621140277	0.252149119961	0.108196410798	0.361113402958
ARMCX5-GPRASP2	0.123134909707	0.0418696796689	0.00968981180488	0.0253730241226	0.0943730243986	0.100332651774	0.0379381379249
NEDD8-MDP1	-0.284282362062	-0.249160651823	-0.173097479025	-0.288584752117	-0.183753473039	0.0170991669308	-0.244323491176
BCL2L2-PABPN1	-0.109741361537	0.256508174546	0.0853743371641	-0.182252126382	0.0764182484732	0.199471494007	-0.362992812944
SERF2-C15ORF63&HYPK	-0.0805302754834	0.106031378107	0.154323719411	0.0196978727917	-0.231214417405	-0.187047780548	-0.112834373587
RPL36A-HNRNPH2	-0.228956383608	0.0260734892959	-0.0739141514555	-0.0334693421792	0.0639224954203	-0.0310938672549	0.0720535523034
CORO7-PAM16		0.175541163312	-0.265087891736	0.0673418189307		0.14596851677	
TEN1-CDK3&CDK3	0.0311222745255	0.0037901745974	-0.140422070281	0.0613270943191	0.269520589793	0.286718795484	-0.0496345678576
RAD51L3-RFFL	0.144540123643	0.178121860893	-0.369121892514	0.0658304420447	0.14688025961	0.107592845934	-0.0787718328605
RNASEK-C17orf49&C17orf49		-0.157037325445	0.060232133516	0.0264067659903		0.182691296815	
TMEM256-PLSCR3&PLSCR3	-0.103321331055	-0.132436015492	0.287884244607	-0.140948150179	-0.0220730401847	-0.24237645149	-0.245690882391
ZNF559-ZNF177&ZNF177	-0.128798248532	0.1122112122	-0.106276457887	-0.216919206276	-0.0963463841916	-0.195854422898	-0.59984518136
RPS10-NUDT3	-0.0948014816663	-0.151186027029	-0.366099758366	-0.229685220876	-0.304579522442	-0.156573338489	-0.051723534811
ZNF816-ZNF321P&ZNF321P		-0.170008740415	0.00594267144605	-0.243403993121		-0.109185400235	
HSPE1-MOB4	-0.244112087707	0.317907566889	0.289607057416	0.0680840274168	-0.0418427762147	0.258863051762	0.379181908822
CKLF-CMTM1	0.0906727942955	-0.227536561582	0.171397670643	0.20254631861	0.0747941634955	-0.251271600719	0.0318884477415
SYNJ2BP-COX16		-0.337484006152	-0.504099710463	-0.273667719235		-0.512720763071	
CHURC1-FNTB	-0.0379640480108	0.0799370175368	0.0454386604593	-0.23068725895	-0.165393856017	0.054600832755	-0.668276628457
MIA-RAB4B	0.209271260944	0.362663294736	0.0539738415904	0.198195806904	0.160468162951	0.202651664972	0.155860734778
RAB4B-EGLN2	0.031735888986	0.0615218932861	0.109063037637	0.0244519266605	0.0750198296357	0.118097771351	-0.00475383087703
ZNF625-ZNF20	-0.309773946404	-0.155422353912	-0.1079596942	-0.270000205801	-0.160226532056	-0.0587068286753	-0.15808459239
AP1M2		-0.16799977247	-0.0430119086759	-0.180873316889		-0.0839329499312	
NPHP3-ACAD11	0.175198624896	0.169009448775	0.304324924625	0.189253809237	-0.0927803372327	0.148003329144	0.197387975541
NDUFC2-KCTD14	-0.0528471924024	-0.042156399909	0.106299466013	-0.119404223935	-0.0651689640586	-0.126327600356	-0.124648834166
COMMD3-BMI1	0.129469951528	0.214381536774	0.0971417397284	0.144301459282	0.181734576632	0.0664674647831	0.214933780437
MSH5-SAPCD1	-0.00453572257928	-0.0166277330344	-0.0222282214303	0.0291260238651	-0.331835545052	0.156876114637	0.244208809793
INO80B-WBP1		-0.149457332453	-0.114275338516	-0.275796338014		-0.234265866682	
MINOS1-NBL1&NBL1	-0.3161308864	0.125705781833	-0.0535168748535	0.0431431586688	0.158039665086	0.147826839378	0.318867841595
ATP6V1G2-DDX39B	0.479843998204	0.280128213316	0.169187373462	0.206823470409	0.506356798502	0.158373884938	0.620293666529
PIR-FIGF	0.174484445095	-0.092876831158	0.324567549568	0.189339422222	0.0877919677683	-0.000706572361215	0.402940392591
PPT2-EGFL8	0.0285539950733	0.0320578338295	-0.23996179183	-0.150539552012	-0.246130721411	0.0814871813881	0.083981977234
C8orf44-SGK3	-0.336969768158	-0.0417925641981	-0.39773327108	-0.189647857596	-0.296032636334	-0.256451468863	-0.313729575565
RTEL1-TNFRSF6B	-0.109902071463	-0.0260973730496	-0.268254498378	-0.152179925968	0.00113808242105	-0.0632751705883	0.0045249617822
ZNF670-ZNF695	-0.0118186643444	0.253447662067	0.114113446067	0.0239485728767	0.297754282323	0.4482368171	-0.533203828353
UBE2F-SCLY	-0.0996316629291	-0.203883147692	0.164148701431	0.390951978909	0.0346519434614	0.0550341129883	0.0635802754756
FXYD6-FXYD2	-0.0929855662538	0.0427029850866	0.0241728504489	0.0361716846608	-0.0598896358387	0.150405129502	-0.153027324375
ARHGAP19-SLIT1	-0.0199612022868	-0.049413380362	0.312675830711	0.0826503540699	0.20599606805	0.360309231842	-0.153490434549
FAM24B-CUZD1&CUZD1		0.0649434360629	0.325190930518	0.0975868278858		0.0958147249829	
