ens_gene	gene_name	log2exprs_fc	exprs_pval	exprs_qval	test_ID	log2acetyl_fc	acetyl_pval	acetyl_qval	sig
ENSG00000023516.9	AKAP11	0.167274574196373	0.760794716057305	0.998587113867761	34	0.08	1	1	FALSE
ENSG00000029153.14	ARNTL2	0.510305210294726	0.849606134854777	0.988153740880132	243	0.0475370675453048	3.98612008978166e-25	3.98612008978166e-25	FALSE
ENSG00000029363.17	BCLAF1	0.433961393926607	0.997679895886312	0.997679895886312	227	0.266384892086331	0.991062875641532	0.991062875641532	FALSE
ENSG00000029725.17	RABEP1	-0.282782196190738	0.802651359757697	0.999202909233807	152	-0.222693363844394	0.999999999999812	0.999999999999812	FALSE
ENSG00000030419.16	IKZF2	-0.504044798560874	0.0317464827598789	0.126985931039516	10	-0.0661948955916473	1	1	FALSE
ENSG00000034053.14	APBA2	0.604975544595406	0.66520544520325	0.993844260525659	203	0.734471698113208	8.39156401947559e-10	8.39156401947559e-10	FALSE
ENSG00000034239.11	EFCAB1	-0.125235285131238	0.750701591262479	0.750701591262479	113	-0.268603550295858	0.999593422589777	0.999593422589777	FALSE
ENSG00000034533.11	ASTE1	0.113821016407695	0.936359893439895	0.977799221291024	209	0.27	0.7518097460387	0.7518097460387	FALSE
ENSG00000035681.9	NSMAF	0.0852745274764791	0.995547210283525	0.995547210283525	114	-0.184995543672014	1.76744874194024e-08	1.76744874194024e-08	FALSE
ENSG00000035862.12	TIMP2	0.517411962371661	0.489923936506591	0.983061830106534	109	0.500666428656432	1.03272121421288e-07	1.03272121421288e-07	FALSE
ENSG00000035928.16	RFC1	-0.0168292199012453	0.986069132346048	0.986069132346048	242	-0.764289215686274	2.46874145280425e-104	2.46874145280425e-104	FALSE
ENSG00000037241.7	RPL26L1	0.00112672212532451	0.97383430682117	0.97383430682117	19	0.00436697247706421	0.999999999999273	0.999999999999273	FALSE
ENSG00000039123.16	MTREX	-0.572509886066723	0.430762144900187	0.982292271855428	165	-0.292017485759703	0.99999946865126	0.99999946865126	FALSE
ENSG00000040933.15	INPP4A	-0.0663455042294699	0.978897282679787	0.978897282679787	286	0.250299363057325	1	1	FALSE
ENSG00000042088.14	TDP1	0.142831922513087	0.999910141607811	0.999910141607811	293	0.49	1.46768915323556e-08	1.46768915323556e-08	FALSE
ENSG00000042317.17	AL049834.1	0.130126984755319	0.979218667271079	0.999910141607811	293	0.0188134206219312	0.361360250271548	0.361360250271548	FALSE
ENSG00000043355.12	ZIC2	2.67202611125004	0.377733933326086	0.98001821557428	28	-0.12	0.999999999999122	0.999999999999122	FALSE
ENSG00000047457.14	CP	-0.0840318037564329	0.526152237936357	0.991143579632269	290	0.00747238466536712	1	1	FALSE
ENSG00000047578.13	KIAA0556	0.455523046195564	0.725433771488128	0.993344383741396	302	0.532507204610951	0.00480622523312334	0.00480622523312334	FALSE
ENSG00000049283.18	EPN3	-2.56095483477546	0.000198580191490058	0.00337586325533099	157	-0.768139158576052	4.66506124327741e-30	4.66506124327741e-30	TRUE
ENSG00000050426.16	LETMD1	0.498699570028515	0.768289106291543	0.989280693592507	105	0.34	0.0426932199319258	0.0426932199319258	FALSE
ENSG00000050438.17	SLC4A8	0.446539038737276	0.412742252398054	0.989280693592507	105	0.899534180278282	2.01393544605938e-19	2.01393544605938e-19	FALSE
ENSG00000051341.14	POLQ	-0.629146341139242	0.579295125729946	0.983234779462716	61	-0.491795348837209	0.165831205333015	0.165831205333015	FALSE
ENSG00000052749.14	RRP12	1.20421802363184	0.0793205663598693	0.507651624703164	21	-0.270914380714879	0.974094812411707	0.974094812411707	FALSE
ENSG00000053254.15	FOXN3	-0.39706057432198	0.914419119099633	0.999910141607811	293	-0.168788006919085	1	1	FALSE
ENSG00000053328.8	METTL24	-0.296379493560069	0.519525278466288	0.952463010521528	9	-0.0777539503386005	0.987982622310953	0.987982622310953	FALSE
ENSG00000053770.12	AP5M1	0.439598360517481	0.927485958267923	0.989902340456078	294	0.36	0.0834043990218562	0.0834043990218562	FALSE
ENSG00000055483.19	AC022966.1	0.104636502744836	0.874254131411932	0.983061830106534	109	0.46	0.00106235040095729	0.00106235040095729	FALSE
ENSG00000055732.13	MCOLN3	-2.03039784609767	0.105651964683026	0.246521250927061	181	-1.68	1.78840817388402e-21	1.78840817388402e-21	FALSE
ENSG00000059588.10	TARBP1	-0.609588280914617	0.306345416149505	0.581091601007251	135	-0.750081428124021	1.10665649161298e-48	1.10665649161298e-48	FALSE
ENSG00000059728.11	MXD1	0.1122139356551	0.99400007590032	0.994778101879517	230	-0.432017572404816	0.999765201188412	0.999765201188412	FALSE
ENSG00000059915.17	PSD	1.09572541107698	0.730629621707354	0.934038909667868	272	0.232337662337662	0.0117645582211531	0.0117645582211531	FALSE
ENSG00000060762.19	MPC1	-0.439231156116845	0.509635388490328	0.875671979061053	13	-0.650065952184666	6.74951969235513e-05	6.74951969235513e-05	FALSE
ENSG00000061273.18	HDAC7	0.381747998470934	0.995195660247381	0.999619514255398	262	0.362977787091366	0.999850775526953	0.999850775526953	FALSE
ENSG00000061794.13	MRPS35	-0.239086084030481	0.835268896844645	0.988153740880132	243	-0.180587275693312	0.999930523757012	0.999930523757012	FALSE
ENSG00000061987.16	MON2	0.132285495746826	0.999930928796268	0.999930928796268	250	0.0303719447396387	1	1	FALSE
ENSG00000065325.13	GLP2R	1.86215174448152	0.368023641026032	0.760701446349532	154	0.5	0.757695470684825	0.757695470684825	FALSE
ENSG00000065534.18	MYLK	-0.306563734638786	0.997221801962702	0.997221801962702	63	-0.801967792061025	3.96495947968802e-38	3.96495947968802e-38	FALSE
ENSG00000065882.16	TBC1D1	0.694583466856721	0.94756858689486	0.94756858689486	244	-0.047124042729623	1	1	FALSE
ENSG00000066629.17	EML1	-0.0398123504414169	0.848662785126447	0.954102562069197	268	0.460133010882709	1	1	FALSE
ENSG00000066827.16	ZFAT	0.679186511172131	0.998483406387907	0.998483406387907	166	0.236838697743248	0.304579312804691	0.304579312804691	FALSE
ENSG00000066855.16	MTFR1	-0.0125137583342918	0.961814359270137	0.986859399703387	96	0.68	1.11703310930853e-14	1.11703310930853e-14	FALSE
ENSG00000066926.11	FECH	-1.3754374285037	0.00498895809723862	0.0224503114375738	159	-2.25228469433289	1.69809941213608e-207	1.69809941213608e-207	TRUE
ENSG00000067113.17	PLPP1	0.541691502004735	0.801866621626104	0.982292271855428	165	0.0263155375943848	1	1	FALSE
ENSG00000067248.10	DHX29	-0.200394572222966	0.812920267926	0.982292271855428	165	0.45	1.90169693541773e-06	1.90169693541773e-06	FALSE
ENSG00000067836.12	ROGDI	0.328996611872569	0.982853488401935	0.999186206995136	71	-0.15	0.988706420980591	0.988706420980591	FALSE
ENSG00000069702.11	TGFBR3	-0.61271030553129	0.889459241345057	0.889459241345057	264	-0.406129032258064	7.05051725696601e-06	7.05051725696601e-06	FALSE
ENSG00000069764.9	PLA2G10	0.287458988240394	0.946009073918254	0.946009073918254	297	-0.132517482517483	0.987576462506542	0.987576462506542	FALSE
ENSG00000070087.14	PFN2	0.235399917056546	0.963262233507647	0.963262233507647	127	0.02	1	1	FALSE
ENSG00000070269.14	TMEM260	-0.0263650209154272	0.989902340456078	0.989902340456078	294	-1.82589128305583	1.15102723328228e-105	1.15102723328228e-105	FALSE
ENSG00000070367.16	EXOC5	0.234848148565804	0.899492335446203	0.989902340456078	294	0.36	0.0834043990218562	0.0834043990218562	FALSE
ENSG00000070748.18	CHAT	0.016558983175394	0.99020879099052	0.995442586142994	134	0.31	1	1	FALSE
ENSG00000070778.13	PTPN21	-0.244050992791332	0.907001257584085	0.999910141607811	293	-0.0538696296296296	0.0416862730713107	0.0416862730713107	FALSE
ENSG00000071073.13	MGAT4A	0.00775377787228199	0.973813362631366	0.978897282679787	286	-0.0106022052586938	1	1	FALSE
ENSG00000071242.12	RPS6KA2	-0.712380967017552	0.745623834251872	0.875671979061053	13	0.281933534743202	1	1	FALSE
ENSG00000071794.16	HLTF	0.478483366961695	0.846766112883473	0.991143579632269	290	-0.791231497927768	3.20717460787147e-43	3.20717460787147e-43	FALSE
ENSG00000071894.17	CPSF1	-0.0367237560720582	0.838338691377391	0.996384429166297	97	0.295598497047772	6.97361912942151e-07	6.97361912942151e-07	FALSE
ENSG00000072501.18	SMC1A	-0.00518774050889647	0.882998306256857	0.999251949768563	261	0.35	0.931722994219993	0.931722994219993	FALSE
ENSG00000072506.13	HSD17B10	0.708292780442023	0.75394396411859	0.999251949768563	261	0.26	0.999450377367716	0.999450377367716	FALSE
ENSG00000072849.11	DERL2	0.219731720437182	0.989483868260991	0.999202909233807	152	0.430804289544236	3.79563527254172e-07	3.79563527254172e-07	FALSE
ENSG00000073060.16	SCARB1	-0.855931026874462	0.564090937202371	0.999859607992031	167	-0.29784846237234	0.800195756555118	0.800195756555118	FALSE
ENSG00000073060.16	SCARB1	-0.855931026874462	0.095579574895483	0.382318299581932	301	-0.29784846237234	0.800195756555118	0.800195756555118	FALSE
ENSG00000073861.3	TBX21	-0.152886683303448	0.870107573550831	0.997463177146393	153	-0.0228270814272644	0.999988521399653	0.999988521399653	FALSE
ENSG00000074590.13	NUAK1	0.703142615293432	0.831170173954801	0.943094131672667	313	-0.263364744531858	0.904167494333294	0.904167494333294	FALSE
ENSG00000075035.10	WSCD2	0.251625074542968	0.997491111291168	0.997491111291168	308	-0.06	0.999999215009341	0.999999215009341	FALSE
ENSG00000075073.15	TACR2	0.395379705780194	0.877217222851833	0.972334689972521	138	0.130079822616408	0.99819348621457	0.99819348621457	FALSE
ENSG00000075413.18	MARK3	-0.324269826766157	0.425299557997752	0.99571052268703	269	-0.123262209577999	0.0877931360006166	0.0877931360006166	FALSE
ENSG00000075568.17	TMEM131	0.265937459613039	0.838184237351766	0.978897282679787	286	0.13325768321513	0.0883393904317135	0.0883393904317135	FALSE
ENSG00000075790.10	BCAP29	-0.221985302756945	0.98646940948551	0.997892120367377	197	0.323738715277778	0.758895527666973	0.758895527666973	FALSE
ENSG00000075790.10	BCAP29	-0.221985302756945	0.960213325016181	0.968385650247631	312	0.323738715277778	0.758895527666973	0.758895527666973	FALSE
ENSG00000075826.17	SEC31B	0.985883932321005	0.37042555986376	0.981126014334379	270	-0.234429530201342	0.0108703052935571	0.0108703052935571	FALSE
ENSG00000075856.12	SART3	0.111128315320793	0.175848858600422	0.703395434401688	308	-0.0510631040363843	0.999999954762869	0.999999954762869	FALSE
ENSG00000075884.14	ARHGAP15	0.139443633031708	0.685443802304981	0.685443802304981	78	0.998159509202454	0.000347584825476357	0.000347584825476357	FALSE
ENSG00000076685.18	NT5C2	-0.384547286385318	0.0668338616082196	0.222779538694065	267	-0.850876757650951	2.53950077433933e-115	2.53950077433933e-115	FALSE
ENSG00000077092.19	RARB	-1.75758858220101	0.0137295352928764	0.0823772117572584	11	-0.367648018063221	2.07310212588007e-27	2.07310212588007e-27	FALSE
ENSG00000077097.15	TOP2B	0.245123319582511	0.985786809861247	0.985786809861247	11	-0.38065344603381	1.34307183619767e-10	1.34307183619767e-10	FALSE
ENSG00000077147.16	TM9SF3	0.6331701682723	0.0606838010611461	0.485470408489169	21	-0.527675145024543	5.45792744670061e-09	5.45792744670061e-09	FALSE
ENSG00000077235.18	GTF3C1	0.456198363937094	0.0064583979098367	0.0710423770082037	302	0.417336122733612	0.163071298325105	0.163071298325105	FALSE
ENSG00000077238.14	IL4R	-0.301536954943196	0.947437643322018	0.993344383741396	302	-0.509416798018464	9.90814638648742e-05	9.90814638648742e-05	FALSE
ENSG00000077420.16	APBB1IP	0.0177060419026411	0.503522582790819	0.538532043128754	233	0.2	1	1	FALSE
ENSG00000077782.20	FGFR1	0.502726576992456	0.997479275240189	0.997479275240189	229	-0.178077678376609	1	1	FALSE
ENSG00000078401.7	EDN1	1.72312972045705	0.121503454008532	0.694000018845184	245	0.147612509534706	0.758974451396259	0.758974451396259	FALSE
ENSG00000079335.20	CDC14A	-0.763464945091916	0.256385716041068	0.981689477289515	202	-0.521833916763905	9.29886447781618e-17	9.29886447781618e-17	FALSE
ENSG00000079337.16	RAPGEF3	0.0162688121947538	0.730434590427161	0.999619514255398	262	0.17077694235589	1	1	FALSE
ENSG00000079387.14	SENP1	0.0757579957301519	0.998222814023006	0.999619514255398	262	0.4	0.00203709353430529	0.00203709353430529	FALSE
ENSG00000080224.17	EPHA6	0.0754960074957568	0.999820939299178	0.999820939299178	216	0.11	1	1	FALSE
ENSG00000080493.17	SLC4A4	2.27843797535563	0.064372149199827	0.064372149199827	186	1.17126577325638	9.42494130583004e-30	9.42494130583004e-30	FALSE
ENSG00000080546.13	SESN1	-0.287026936704595	0.541272551227731	0.971857508184791	226	-0.940250194116125	1.76806834964536e-07	1.76806834964536e-07	FALSE
ENSG00000080824.18	HSP90AA1	-0.801315509339332	0.812247515145594	0.999550701590619	278	-0.495340793489319	2.75322938316648e-09	2.75322938316648e-09	FALSE
ENSG00000081052.13	COL4A4	-2.5546627413432	0.0065947937759579	0.0164869844398948	12	-0.15	0.999999996991999	0.999999996991999	FALSE
ENSG00000081277.12	PKP1	-3.2376133763227	0.00197491406933782	0.0335735391787429	29	-0.715329391891892	5.73820610524959e-32	5.73820610524959e-32	TRUE
ENSG00000081760.17	AACS	0.308198622763903	0.953888885781532	0.999859607992031	167	-0.375425579322638	0.0856689989127087	0.0856689989127087	FALSE
ENSG00000081760.17	AACS	0.308198622763903	0.00466023147866529	0.0372818518293223	301	-0.375425579322638	0.0856689989127087	0.0856689989127087	FALSE
ENSG00000081923.14	ATP8B1	-0.292391526435029	0.00470672560485991	0.0224503114375738	159	-0.755201450443191	0.114647893995173	0.114647893995173	FALSE
ENSG00000082996.19	RNF13	-0.184084760910795	0.956986945459254	0.963262233507647	127	-0.0641566265060241	0.000195197682573452	0.000195197682573452	FALSE
ENSG00000083312.17	TNPO1	-0.210088918230991	0.99578622053251	0.99578622053251	69	-1.2	0.000167207628963651	0.000167207628963651	FALSE
ENSG00000085231.14	AK6	0.158209599197972	0.882841949257071	0.979330667656778	67	0.0216176470588235	0.448218806694375	0.448218806694375	FALSE
ENSG00000085231.14	AK6	0.158209599197972	0.574287472329546	0.999610893393072	129	0.0216176470588235	0.448218806694375	0.448218806694375	FALSE
ENSG00000085491.17	SLC25A24	-0.0631162598099322	0.958456969814656	0.997222452435638	119	0.11	0.999999999948068	0.999999999948068	FALSE
ENSG00000085721.12	RRN3	-0.589886957888005	0.487186625092763	0.730779937639145	297	0.393489108910891	0.92640826067307	0.92640826067307	FALSE
ENSG00000086758.16	HUWE1	0.263132851414982	0.97446606679465	0.999251949768563	261	-0.0606142634044768	0.999971367792294	0.999971367792294	FALSE
ENSG00000087095.13	NLK	0.500657012172492	0.866511512134829	0.997162061632147	279	-0.381424223980523	1.04866163392219e-11	1.04866163392219e-11	FALSE
ENSG00000087206.17	UIMC1	-0.0975507387136495	0.997798589897851	0.999045714215737	222	0.399486504279131	0.000294875173228682	0.000294875173228682	FALSE
ENSG00000087338.5	GMCL1	-0.430790584022113	0.381471620605722	0.994778101879517	230	-0.34068515497553	0.99992059238065	0.99992059238065	FALSE
ENSG00000087448.11	KLHL42	0.207410873398608	0.949473078918395	0.988153740880132	243	0.59	5.19872011715271e-07	5.19872011715271e-07	FALSE
ENSG00000088387.19	DOCK9	0.295556486957805	0.0613083054823719	0.367849832894231	28	0.334995821893279	0.999103470327483	0.999103470327483	FALSE
ENSG00000088930.8	XRN2	0.881777302596385	0.102326629547427	0.409306518189708	22	-0.05	1	1	FALSE
ENSG00000088970.16	KIZ	-0.396174868229756	0.599566895841809	0.940386170591887	22	-0.149086692829112	4.17940724943227e-05	4.17940724943227e-05	FALSE
ENSG00000089022.14	MAPKAPK5	0.219644495646236	0.254827460761293	0.809340482497858	298	0.0422279035792549	0.0621366112409399	0.0621366112409399	FALSE
ENSG00000089060.11	SLC8B1	0.220340063033685	0.924400331639528	0.963830499435624	299	-0.355815523059618	0.149344734980917	0.149344734980917	FALSE
ENSG00000089225.19	TBX5	1.89299779815224	0.534747563127122	0.891245938545204	299	0.13221843003413	0.89902953264417	0.89902953264417	FALSE
ENSG00000089234.16	BRAP	-0.136496523497199	0.237863831294338	0.809340482497858	298	-0.130513016845329	0.886349347424987	0.886349347424987	FALSE
ENSG00000089486.17	CDIP1	0.597874357583625	0.941992501936431	0.999186206995136	71	0.03	0.999999999994571	0.999999999994571	FALSE
ENSG00000090054.15	SPTLC1	0.442328363551844	0.966968287670362	0.966968287670362	66	0.1	0.999983501290357	0.999983501290357	FALSE
ENSG00000090263.16	MRPS33	0.084563223094519	0.954677745770097	0.99731396594552	201	-0.398239043824701	0.47845161182562	0.47845161182562	FALSE
ENSG00000090266.13	NDUFB2	-0.0819938916105327	0.99731396594552	0.99731396594552	201	-0.45	0.0345021832274025	0.0345021832274025	FALSE
ENSG00000090382.7	LYZ	-0.718939424638248	0.604126299192346	0.974642463246147	246	-0.584741420976317	0.561436200429744	0.561436200429744	FALSE
ENSG00000091127.14	PUS7	0.182434016445294	0.901254788939601	0.98989832258693	228	0.301837368094351	1	1	FALSE
ENSG00000091128.13	LAMB4	1.63629606216411	0.471628297820198	0.875881124523225	312	-0.169713168187745	0.865203920371238	0.865203920371238	FALSE
ENSG00000091136.14	LAMB1	1.5223350054658	0.214975834590972	0.475316486879238	312	0.206497193793331	0.219109394347606	0.219109394347606	FALSE
ENSG00000091137.14	SLC26A4	-3.7544748251051	0.000103352392650619	0.000723466748554333	197	0.129725965858041	0.680612364401336	0.680612364401336	FALSE
ENSG00000091137.14	SLC26A4	-3.7544748251051	1.58979240536902e-05	0.000195308656284071	312	0.129725965858041	0.680612364401336	0.680612364401336	FALSE
ENSG00000091138.13	SLC26A3	3.75808813932165	0.106718790704003	0.249010511642674	197	0.221655334114889	0.999977505013591	0.999977505013591	FALSE
ENSG00000091140.14	DLD	0.277788990670804	0.920776719751419	0.968385650247631	312	0.178684863523573	0.801160830178154	0.801160830178154	FALSE
ENSG00000091157.13	WDR7	0.598395957957215	0.671877230567556	0.999993883950123	159	0.622854368932039	0.0150743518442183	0.0150743518442183	FALSE
ENSG00000091164.13	TXNL1	0.313759390935596	0.790943915951548	0.999993883950123	159	0.625980707395499	9.2989366920118e-08	9.2989366920118e-08	FALSE
ENSG00000091592.16	NLRP1	1.03894559550902	0.954730004410995	0.999202909233807	152	0.953692898272553	2.45808453397081e-75	2.45808453397081e-75	FALSE
ENSG00000091622.16	PITPNM3	0.529148418135624	0.936996272995403	0.999202909233807	152	-0.183878433367243	0.543093005726571	0.543093005726571	FALSE
ENSG00000092010.15	PSME1	0.454329615088998	0.935886285938596	0.999564949679421	277	0.585869894099849	0.512626233691115	0.512626233691115	FALSE
ENSG00000092051.17	JPH4	1.11367578066667	0.407563039865316	0.815126079730632	275	-0.0154723127035831	1	1	FALSE
ENSG00000092098.17	RNF31	0.319067812877309	0.920834554397565	0.999564949679421	277	-0.0217726991970352	0.999994482475875	0.999994482475875	FALSE
ENSG00000092148.13	HECTD1	-0.195073329649325	0.923614816429698	0.988918465640392	274	-0.713783303730018	1.67317424106938e-32	1.67317424106938e-32	FALSE
ENSG00000092203.15	TOX4	-0.275796266619851	0.592531767374973	0.970414177087695	263	-1.99915304606241	2.80205697546292e-68	2.80205697546292e-68	FALSE
ENSG00000092330.18	TINF2	0.113810651560685	0.978280058643931	0.999564949679421	277	0.09	1	1	FALSE
ENSG00000095139.14	ARCN1	0.266095469107208	0.92557633226509	0.99697555466577	26	-0.534527347454948	2.94494173067701e-06	2.94494173067701e-06	FALSE
ENSG00000095380.11	NANS	0.206722370955736	0.975892630000389	0.975892630000389	17	-0.203172966781214	0.620944711672583	0.620944711672583	FALSE
ENSG00000095383.20	TBC1D2	1.81335988258425	0.0723507504105139	0.795858254515653	17	0.46934901061084	7.99074381449784e-08	7.99074381449784e-08	FALSE
ENSG00000095485.18	CWF19L1	0.0749222493402317	0.971055290827737	0.981126014334379	270	0.12	0.999999999999997	0.999999999999997	FALSE
ENSG00000095564.14	BTAF1	-0.316781747180824	0.537385547276192	0.98550788870023	240	-1.31202435312024	3.10588639774696e-11	3.10588639774696e-11	FALSE
ENSG00000095713.14	CRTAC1	0.419725532692652	0.897057954196636	0.998482352995313	21	0.38442614379085	0.967942776040552	0.967942776040552	FALSE
ENSG00000095739.11	BAMBI	0.369702867617726	0.88993064050325	0.904197020664987	235	0.489335793357934	1.38741327302788e-05	1.38741327302788e-05	FALSE
ENSG00000095787.23	WAC	-0.430976525858557	0.904197020664987	0.904197020664987	235	-0.321248972884141	0.999230963716018	0.999230963716018	FALSE
ENSG00000095794.19	CREM	0.36171740339236	0.999962020803094	0.999962020803094	98	-0.0218980563268544	0.999999994439242	0.999999994439242	FALSE
ENSG00000096746.17	HNRNPH3	-0.443698851234543	0.0821018429398406	0.492611057639044	234	-0.655520833333334	0.0443662632365652	0.0443662632365652	FALSE
ENSG00000097096.9	SYDE2	0.291254890648517	0.686995204352942	0.801494405078432	181	-0.41	0.0784732690170318	0.0784732690170318	FALSE
ENSG00000099194.6	SCD	1.68891159070609	0.00389212956866847	0.0350291661180162	270	0.0631449407474932	1	1	FALSE
ENSG00000099282.10	TSPAN15	0.0699596145404992	0.972334689972521	0.972334689972521	138	0.326820170109356	0.6324735964375	0.6324735964375	FALSE
ENSG00000100266.19	PACSIN2	-0.380225516741546	0.0401648703867896	0.200824351933948	305	-0.33923794648362	0.000734003390706113	0.000734003390706113	FALSE
ENSG00000100271.17	TTLL1	-1.18125445756663	0.225159534350398	0.675478603051194	303	-0.992689987937274	3.86373675828449e-08	3.86373675828449e-08	FALSE
ENSG00000100271.17	TTLL1	-1.18125445756663	0.225159534350398	0.375265890583997	305	-0.992689987937274	3.86373675828449e-08	3.86373675828449e-08	FALSE
ENSG00000100290.3	BIK	-0.900293360395296	0.098537144583831	0.591222867502986	303	-0.0877455424599577	0.980411354317712	0.980411354317712	FALSE
ENSG00000100294.13	MCAT	-0.0263143176081605	0.613284734140018	0.735941680968022	303	-0.349446308724832	0.383463402286801	0.383463402286801	FALSE
ENSG00000100300.18	TSPO	0.5924449715115	0.471190591173485	0.706785886760228	303	-1.31556220095694	1.5019899834373e-07	1.5019899834373e-07	FALSE
ENSG00000100304.13	TTLL12	0.17025470884748	0.33879049300392	0.67758098600784	303	-0.368149300155521	0.346629999855646	0.346629999855646	FALSE
ENSG00000100439.10	ABHD4	0.0130373559490986	0.961648801204658	0.975650705685358	273	-0.16	0.999999971599866	0.999999971599866	FALSE
ENSG00000100473.18	COCH	0.261348807459081	0.988918465640392	0.988918465640392	274	-0.05	1	1	FALSE
ENSG00000100478.15	AP4S1	0.407067595254945	0.670372694878516	0.988918465640392	274	-0.938089304257529	2.40353082050372e-96	2.40353082050372e-96	FALSE
ENSG00000100526.20	CDKN3	0.359337991094686	0.953410193019763	0.999813106654502	265	0.45	0.00983482687929714	0.00983482687929714	FALSE
ENSG00000100528.12	CNIH1	0.233528872863671	0.953273825271396	0.999813106654502	265	0.498701067615658	0.792679912386422	0.792679912386422	FALSE
ENSG00000100532.12	CGRRF1	-0.00925194647965703	0.999813106654502	0.999813106654502	265	-1.3378345959596	3.3391746156099e-37	3.3391746156099e-37	FALSE
ENSG00000100664.11	EIF5	0.419797676271984	0.868474312020138	0.99571052268703	269	0.42	0.000850956756671774	0.000850956756671774	FALSE
ENSG00000100722.20	ZC3H14	0.0763741951640563	0.746527247913633	0.999910141607811	293	-0.147022857142857	0.127003576184518	0.127003576184518	FALSE
ENSG00000100811.14	YY1	0.70546368533228	0.819031969539603	0.954102562069197	268	-0.120296840958606	0.999999999987202	0.999999999987202	FALSE
ENSG00000100888.14	CHD8	0.118298150096908	0.970414177087695	0.970414177087695	263	-0.21056779661017	1	1	FALSE
