chr	start	end	persistence_left	persistence_right	type	w
chr1	31560000	31640000	18	1		20
chr1	31640000	32080000	1	18	domain	20
chr1	32080000	32360000	18	18	boundary,domain	20
chr1	32360000	32880000	18	17	domain	20
chr1	32880000	33160000	17	18		20
chr1	33160000	33480000	18	11		20
chr1	33480000	34800000	11	18		20
chr1	34800000	34960000	18	1		20
chr1	34960000	36080000	1	18		20
chr1	36080000	36480000	18	18	boundary,domain	20
chr1	36480000	37440000	18	18	domain	20
chr1	37440000	37880000	18	2	domain	20
chr1	37880000	39480000	2	18		20
chr1	39480000	39520000	18	18	gap	20
chr1	39520000	39760000	18	18	domain	20
chr1	39760000	39800000	18	18	gap	20
chr1	39800000	41240000	18	18		20
chr1	41240000	41440000	18	8		20
chr1	41440000	41520000	8	16		20
chr1	41520000	42840000	16	16	domain	20
chr1	42840000	43160000	16	18	boundary,domain	20
chr1	43160000	44080000	18	18	domain	20
chr1	44080000	44720000	18	18	domain	20
chr1	44720000	45320000	18	18	domain	20
chr1	45320000	45520000	18	17	boundary,domain	20
chr1	45520000	46880000	17	18	domain	20
chr1	46880000	47120000	18	18	gap	20
chr1	47120000	48080000	18	17	domain	20
chr1	48080000	50360000	17	18		20
chr1	50360000	51240000	18	18	domain	20
chr1	51240000	51880000	18	17	boundary,domain	20
chr1	51880000	52040000	17	18	boundary,domain	20
chr1	52040000	53240000	18	18	domain	20
chr1	53240000	53400000	18	10		20
chr1	53400000	53840000	10	18	domain	20
chr1	53840000	55040000	18	18	boundary,domain	20
chr1	55040000	55320000	18	18		20
chr1	55320000	56720000	18	5	domain	20
chr1	56720000	58480000	5	18		20
chr1	58480000	58680000	18	18		20
chr1	58680000	59840000	18	18	domain	20
chr1	59840000	60920000	18	14		20
chr1	60920000	61920000	14	8	domain	20
chr1	61920000	62120000	8	17		20
chr1	62120000	62440000	17	14	domain	20
chr1	62440000	62800000	14	18	domain	20
chr1	62800000	63560000	18	17	domain	20
chr1	63560000	64840000	17	17		20
chr1	64840000	66760000	17	18		20
chr1	66760000	67520000	18	18	domain	20
chr1	67520000	67800000	18	18	boundary,domain	20
chr1	67800000	68400000	18	17	domain	20
chr1	68400000	70080000	17	18		20
chr1	70080000	71080000	18	18	domain	20
chr1	71080000	72280000	18	18	domain	20
chr1	72280000	72360000	18	18	gap	20
chr1	72360000	74800000	18	18	domain	20
chr1	74800000	75920000	18	18		20
chr1	75920000	77120000	18	18	domain	20
chr1	77120000	78000000	18	13	domain	20
chr1	78000000	78760000	13	18		20
chr1	78760000	80200000	18	18	domain	20
chr1	80200000	81280000	18	11		20
chr1	81280000	83120000	11	18	domain	20
chr1	83120000	83480000	18	18	gap	20
chr1	83480000	85520000	18	18	domain	20
chr1	85520000	85560000	18	18	gap	20
chr1	85560000	85720000	18	18	domain	20
chr1	85720000	85760000	18	18	gap	20
chr1	85760000	87120000	18	18	domain	20
chr1	87120000	89400000	18	18	domain	20
chr1	89400000	89440000	18	18	gap	20
chr1	89440000	91240000	18	18	domain	20
chr1	91240000	92840000	18	18		20
chr1	92840000	93000000	18	16	boundary,domain	20
chr1	93000000	93880000	16	18		20
chr1	93880000	94480000	18	18	domain	20
chr1	94480000	94840000	18	18	domain	20
chr1	94840000	95080000	18	18	boundary,domain	20
chr1	95080000	95240000	18	18	boundary,domain	20
chr1	95240000	96200000	18	18		20
chr1	96200000	96960000	18	17	domain	20
chr1	96960000	98560000	17	18	domain	20
chr1	98560000	99760000	18	18	domain	20
chr1	99760000	100880000	18	18	domain	20
chr1	100880000	101400000	18	18		20
chr1	101400000	102480000	18	18		20
chr1	102480000	102520000	18	18	gap	20
chr1	102520000	102920000	18	18	domain	20
chr1	102920000	103080000	18	18	gap	20
chr1	103080000	103560000	18	18	domain	20
chr1	103560000	103880000	18	18	gap	20
chr1	103880000	104640000	18	18	domain	20
chr1	104640000	104680000	18	18	gap	20
chr1	104680000	104840000	18	18	domain	20
chr1	104840000	104880000	18	18	gap	20
chr1	104880000	105840000	18	17	domain	20
chr1	105840000	107200000	17	18	domain	20
chr1	107200000	108200000	18	18	domain	20
chr1	108200000	108480000	18	18	gap	20
chr1	108480000	109680000	18	18	domain	20
chr1	109680000	109720000	18	18	gap	20
chr1	109720000	111120000	18	16	domain	20
chr1	111120000	111440000	16	18	boundary,domain	20
chr1	111440000	112360000	18	18	domain	20
chr1	112360000	112720000	18	18	boundary,domain	20
chr1	112720000	113080000	18	18	boundary,domain	20
chr1	113080000	113800000	18	17	domain	20
chr1	113800000	114800000	17	16		20
chr1	114800000	116600000	16	18		20
chr1	116600000	116640000	18	18	gap	20
chr1	116640000	117960000	18	17	domain	20
chr1	117960000	119960000	17	18	domain	20
chr1	119960000	145840000	18	18	gap	20
chr1	145840000	146040000	18	18	domain	20
chr1	146040000	147240000	18	18	gap	20
chr1	147240000	147920000	18	18	domain	20
chr1	147920000	149880000	18	18	gap	20
chr1	149880000	151240000	18	18	domain	20
chr1	151240000	152280000	18	18	domain	20
chr1	152280000	152320000	18	18	gap	20
chr1	152320000	153320000	18	16	domain	20
chr1	153320000	153640000	16	10		20
chr1	153640000	154000000	10	14	boundary,domain	20
chr1	154000000	154280000	14	15	boundary,domain	20
chr1	154280000	155600000	15	18	domain	20
chr1	155600000	155640000	18	18	gap	20
chr1	155640000	156760000	18	18		20
chr1	156760000	157080000	18	9	boundary,domain	20
chr1	157080000	158200000	9	18		20
chr1	158200000	158240000	18	18	gap	20
chr1	158240000	159080000	18	18		20
chr1	159080000	159760000	18	17		20
chr1	159760000	160040000	17	18	boundary,domain	20
chr1	160040000	160360000	18	18		20
chr1	160360000	161440000	18	18		20
chr1	161440000	161680000	18	18	gap	20
chr1	161680000	162800000	18	18	domain	20
chr1	162800000	162840000	18	18	gap	20
chr1	162840000	165120000	18	18	domain	20
chr1	165120000	166240000	18	18		20
chr1	166240000	166280000	18	18	gap	20
chr1	166280000	167720000	18	18		20
chr1	167720000	168200000	18	10	boundary,domain	20
chr1	168200000	169880000	10	17	boundary,domain	20
chr1	169880000	171480000	17	18		20
chr1	171480000	172960000	18	18		20
chr1	172960000	173000000	18	18	gap	20
chr1	173000000	174240000	18	18	domain	20
chr1	174240000	175000000	18	18		20
chr1	175000000	175360000	18	15	boundary,domain	20
chr1	175360000	176320000	15	16	domain	20
chr1	176320000	176880000	16	18	domain	20
chr1	176880000	177960000	18	18	domain	20
chr1	177960000	178280000	18	18	boundary,domain	20
chr1	178280000	178520000	18	17	boundary,domain	20
chr1	178520000	179040000	17	18	domain	20
chr1	179040000	179680000	18	18	domain	20
chr1	179680000	180480000	18	18		20
chr1	180480000	181160000	18	18	domain	20
chr1	181160000	181440000	18	18	boundary,domain	20
chr1	181440000	182600000	18	13	domain	20
chr1	182600000	182840000	13	18	boundary,domain	20
chr1	182840000	183640000	18	18	domain	20
chr1	183640000	183960000	18	18	boundary,domain	20
chr1	183960000	184720000	18	18		20
chr1	184720000	185000000	18	15	boundary,domain	20
chr1	185000000	185160000	15	16	boundary,domain	20
chr1	185160000	185720000	16	18	domain	20
chr1	185720000	186280000	18	18	domain	20
chr1	186280000	187040000	18	18		20
chr1	187040000	192440000	18	18	domain	20
chr1	192440000	193120000	18	18		20
chr1	193120000	195720000	18	17		20
chr1	195720000	196720000	17	18		20
chr1	196720000	196960000	18	18	gap	20
chr1	196960000	197680000	18	18	domain	20
chr1	197680000	197720000	18	18	gap	20
chr1	197720000	198760000	18	18	domain	20
chr1	198760000	199680000	18	18		20
chr1	199680000	200560000	18	18	domain	20
chr1	200560000	200880000	18	18		20
chr1	200880000	201240000	18	17	boundary,domain	20
chr1	201240000	201440000	17	18	boundary,domain	20
chr1	201440000	202400000	18	18		20
chr1	202400000	202560000	18	18	gap	20
chr1	202560000	203800000	18	17	domain	20
chr1	203800000	204520000	17	18		20
chr1	204520000	204800000	18	3	boundary,domain	20
chr1	204800000	204960000	3	10	domain	20
chr1	204960000	206160000	10	18	domain	20
chr1	206160000	206400000	18	18	gap	20
chr1	206400000	207520000	18	18	domain	20
chr1	207520000	207560000	18	18	gap	20
chr1	207560000	209560000	18	18	domain	20
chr1	209560000	209840000	18	18	boundary,domain	20
chr1	209840000	211280000	18	18	boundary,domain	20
chr1	211280000	211520000	18	12	boundary,domain	20
chr1	211520000	211680000	12	18	boundary,domain	20
chr1	211680000	212480000	18	17	domain	20
chr1	212480000	213080000	17	18		20
chr1	213080000	214200000	18	18	domain	20
chr1	214200000	214640000	18	18		20
chr1	214640000	215640000	18	18		20
chr1	215640000	218240000	18	18	domain	20
chr1	218240000	219840000	18	18	domain	20
chr1	219840000	220160000	18	16	boundary,domain	20
chr1	220160000	220800000	16	18	domain	20
chr1	220800000	222480000	18	18	domain	20
chr1	222480000	222520000	18	18	gap	20
chr1	222520000	223560000	18	18	domain	20
chr1	223560000	223600000	18	18	gap	20
chr1	223600000	223880000	18	18	domain	20
chr1	223880000	224040000	18	18	gap	20
chr1	224040000	225400000	18	18		20
chr1	225400000	226080000	18	18	domain	20
chr1	226080000	226400000	18	13	boundary,domain	20
chr1	226400000	227480000	13	18	domain	20
chr1	227480000	227520000	18	18	gap	20
chr1	227520000	227960000	18	18	domain	20
chr1	227960000	228000000	18	18	gap	20
chr1	228000000	228520000	18	18	domain	20
chr1	228520000	228640000	18	18	gap	20
chr1	228640000	229520000	18	15		20
chr1	229520000	230360000	15	18		20
chr1	230360000	230600000	18	12	boundary,domain	20
chr1	230600000	231320000	12	18		20
chr1	231320000	231640000	18	18	boundary,domain	20
chr1	231640000	233280000	18	18	domain	20
chr1	233280000	234800000	18	18	domain	20
chr1	234800000	234840000	18	18	gap	20
chr1	234840000	236000000	18	15		20
chr1	236000000	236600000	15	18		20
chr1	236600000	237680000	18	18		20
chr1	237680000	239960000	18	18		20
chr1	239960000	242040000	18	18	domain	20
chr1	242040000	242080000	18	18	gap	20
chr1	242080000	242240000	18	18	domain	20
chr1	242240000	242360000	18	18	gap	20
chr1	242360000	242880000	18	18	domain	20
chr1	242880000	243240000	18	18	gap	20
chr1	243240000	244440000	18	18		20
chr1	244440000	244800000	18	6	boundary,domain	20
chr1	244800000	245120000	6	18		20
chr1	245120000	246480000	18	18	domain	20
chr1	246480000	246760000	18	17	boundary,domain	20
chr1	246760000	247880000	17	18		20
chr1	247880000	247920000	18	18	gap	20
chr1	247920000	248440000	18	18		20
chr1	248440000	248680000	18	18	gap	20
chr1	248680000	248956422	18	18	domain	20
chr10	0	80000	18	18	gap	20
chr10	80000	720000	18	18	domain	20
chr10	720000	760000	18	18	gap	20
chr10	760000	3160000	18	18		20
chr10	3160000	4960000	18	18	domain	20
chr10	4960000	5000000	18	18	gap	20
chr10	5000000	6800000	18	18	domain	20
chr10	6800000	6840000	18	18	gap	20
chr10	6840000	7760000	18	18		20
chr10	7760000	9320000	18	18		20
chr10	9320000	11480000	18	18		20
chr10	11480000	11760000	18	18	boundary,domain	20
chr10	11760000	12200000	18	18		20
chr10	12200000	13320000	18	18		20
chr10	13320000	13560000	18	18	boundary,domain	20
chr10	13560000	15160000	18	18	domain	20
chr10	15160000	15400000	18	17	boundary,domain	20
chr10	15400000	15840000	17	18	domain	20
chr10	15840000	16800000	18	18	domain	20
chr10	16800000	17600000	18	18	domain	20
chr10	17600000	18560000	18	18	domain	20
chr10	18560000	18600000	18	18	gap	20
chr10	18600000	20840000	18	18	domain	20
chr10	20840000	21960000	18	18	domain	20
chr10	21960000	23080000	18	18	domain	20
chr10	23080000	24560000	18	18	domain	20
chr10	24560000	25760000	18	18	domain	20
chr10	25760000	25960000	18	1		20
chr10	25960000	27280000	1	18	domain	20
chr10	27280000	27320000	18	18	gap	20
chr10	27320000	28400000	18	18		20
chr10	28400000	29360000	18	18		20
chr10	29360000	29920000	18	17	domain	20
chr10	29920000	30360000	17	9	domain	20
chr10	30360000	30640000	9	18	boundary,domain	20
chr10	30640000	31800000	18	18	domain	20
chr10	31800000	32240000	18	14	domain	20
chr10	32240000	32400000	14	17	boundary,domain	20
chr10	32400000	33160000	17	18	domain	20
chr10	33160000	34640000	18	18	domain	20
chr10	34640000	35040000	18	18	boundary,domain	20
chr10	35040000	35600000	18	18		20
chr10	35600000	37080000	18	18	domain	20
chr10	37080000	37200000	18	18	gap	20
chr10	37200000	38200000	18	18	domain	20
chr10	38200000	42480000	18	18	gap	20
chr10	42480000	42800000	18	18	domain	20
chr10	42800000	42880000	18	18	gap	20
chr10	42880000	45120000	18	18	domain	20
chr10	45120000	45160000	18	18	gap	20
chr10	45160000	45680000	18	18	domain	20
chr10	45680000	47000000	18	18	gap	20
chr10	47000000	47440000	18	18	domain	20
chr10	47440000	48200000	18	18	gap	20
chr10	48200000	49840000	18	18	domain	20
chr10	49840000	50200000	18	18	gap	20
chr10	50200000	50640000	18	18	domain	20
chr10	50640000	50800000	18	18	gap	20
chr10	50800000	52280000	18	18	domain	20
chr10	52280000	52720000	18	18		20
chr10	52720000	55560000	18	16		20
chr10	55560000	58160000	16	18	domain	20
chr10	58160000	59640000	18	18		20
chr10	59640000	59840000	18	2		20
chr10	59840000	60080000	2	18		20
chr10	60080000	60800000	18	18	domain	20
chr10	60800000	62280000	18	18	domain	20
chr10	62280000	63160000	18	18	domain	20
chr10	63160000	63840000	18	18	domain	20
chr10	63840000	67800000	18	18		20
chr10	67800000	68320000	18	18	domain	20
chr10	68320000	69000000	18	14	domain	20
chr10	69000000	69200000	14	18	boundary,domain	20
chr10	69200000	69400000	18	16	boundary,domain	20
chr10	69400000	69640000	16	2	boundary,domain	20
chr10	69640000	70080000	2	15	boundary,domain	20
chr10	70080000	70400000	15	18		20
chr10	70400000	71880000	18	16	domain	20
chr10	71880000	72360000	16	18	boundary,domain	20
chr10	72360000	73640000	18	18	domain	20
chr10	73640000	73720000	18	18	gap	20
chr10	73720000	75240000	18	18		20
chr10	75240000	77120000	18	18		20
chr10	77120000	77800000	18	18	domain	20
chr10	77800000	78040000	18	18	boundary,domain	20
chr10	78040000	79520000	18	18	domain	20
chr10	79520000	80040000	18	18	gap	20
chr10	80040000	80200000	18	18	domain	20
chr10	80200000	80240000	18	18	gap	20
chr10	80240000	81760000	18	17	domain	20
chr10	81760000	84120000	17	18		20
chr10	84120000	84560000	18	14	boundary,domain	20
chr10	84560000	87000000	14	18		20
chr10	87000000	87520000	18	18	gap	20
chr10	87520000	88840000	18	18	domain	20
chr10	88840000	89720000	18	18	domain	20
chr10	89720000	90840000	18	18		20
chr10	90840000	91760000	18	17	domain	20
chr10	91760000	91920000	17	15	boundary,domain	20
chr10	91920000	92600000	15	13		20
chr10	92600000	92880000	13	7	boundary,domain	20
chr10	92880000	93360000	7	12	domain	20
chr10	93360000	93520000	12	18	boundary,domain	20
chr10	93520000	93680000	18	11	boundary,domain	20
chr10	93680000	94800000	11	18	domain	20
chr10	94800000	94840000	18	18	gap	20
chr10	94840000	95680000	18	18	domain	20
chr10	95680000	96320000	18	18		20
chr10	96320000	97440000	18	18	domain	20
chr10	97440000	97760000	18	17		20
chr10	97760000	98040000	17	2		20
chr10	98040000	99360000	2	16	domain	20
chr10	99360000	99640000	16	13	boundary,domain	20
chr10	99640000	101000000	13	15	domain	20
chr10	101000000	102120000	15	18		20
chr10	102120000	102640000	18	18	boundary,domain	20
chr10	102640000	103360000	18	18	domain	20
chr10	103360000	103560000	18	4	boundary,domain	20
chr10	103560000	103880000	4	12	boundary,domain	20
chr10	103880000	104280000	12	17	boundary,domain	20
chr10	104280000	104360000	17	18	boundary,domain	20
chr10	104360000	106480000	18	18	domain	20
chr10	106480000	109800000	18	18	domain	20
chr10	109800000	109840000	18	18	gap	20
chr10	109840000	112160000	18	18	domain	20
chr10	112160000	112440000	18	18		20
chr10	112440000	113640000	18	18	domain	20
chr10	113640000	114280000	18	18		20
chr10	114280000	114440000	18	6	boundary,domain	20
chr10	114440000	115160000	6	18	domain	20
chr10	115160000	116520000	18	18	domain	20
chr10	116520000	117200000	18	15		20
chr10	117200000	118560000	15	18		20
chr10	118560000	119040000	18	18	boundary,domain	20
chr10	119040000	119600000	18	17	boundary,domain	20
chr10	119600000	119880000	17	18		20
chr10	119880000	120840000	18	11	domain	20
chr10	120840000	122600000	11	18		20
chr10	122600000	122640000	18	18	gap	20
chr10	122640000	124440000	18	18	domain	20
chr10	124440000	124800000	18	6		20
chr10	124800000	125880000	6	18	domain	20
chr10	125880000	125920000	18	18	gap	20
chr10	125920000	127880000	18	18		20
chr10	127880000	128200000	18	18	boundary,domain	20
chr10	128200000	130160000	18	18	domain	20
chr10	130160000	131880000	18	18	domain	20
chr10	131880000	132760000	18	18		20
chr10	132760000	132800000	18	18	gap	20
chr10	132800000	133560000	18	18	domain	20
chr10	133560000	133797422	18	18	gap	20
chr11	120000	200000	18	18	gap	20
chr11	200000	440000	18	18	domain	20
chr11	440000	480000	18	18	gap	20
chr11	480000	1160000	18	18	domain	20
chr11	1160000	1200000	18	18	gap	20
chr11	1200000	1440000	18	18	domain	20
chr11	1440000	1480000	18	18	gap	20
chr11	1480000	1920000	18	18	domain	20
chr11	1920000	2080000	18	18	gap	20
chr11	2080000	3240000	18	18	domain	20
chr11	3240000	3600000	18	18	gap	20
chr11	3600000	4200000	18	18	domain	20
chr11	4200000	4360000	18	18	gap	20
chr11	4360000	4920000	18	18	domain	20
chr11	4920000	4960000	18	18	gap	20
chr11	4960000	5920000	18	18	domain	20
chr11	5920000	6760000	18	18	domain	20
chr11	6760000	8000000	18	18	domain	20
chr11	8000000	8640000	18	17		20
chr11	8640000	8960000	17	18		20
chr11	8960000	9160000	18	9	boundary,domain	20
chr11	9160000	9480000	9	11		20
chr11	9480000	10400000	11	18	domain	20
chr11	10400000	10760000	18	18	boundary,domain	20
chr11	10760000	12040000	18	5		20
chr11	12040000	13440000	5	5	domain	20
chr11	13440000	14280000	5	18	domain	20
chr11	14280000	14480000	18	18	boundary,domain	20
chr11	14480000	15240000	18	18		20
chr11	15240000	16720000	18	17	domain	20
chr11	16720000	17200000	17	17	boundary,domain	20
chr11	17200000	17520000	17	18	boundary,domain	20
chr11	17520000	18920000	18	16	domain	20
chr11	18920000	19920000	16	13	domain	20
chr11	19920000	20360000	13	18		20
chr11	20360000	20640000	18	18	boundary,domain	20
chr11	20640000	22280000	18	18	domain	20
chr11	22280000	23160000	18	18	domain	20
chr11	23160000	23200000	18	18	gap	20
chr11	23200000	24440000	18	17	domain	20
chr11	24440000	25960000	17	8	domain	20
chr11	25960000	26280000	8	18	domain	20
chr11	26280000	27520000	18	18	domain	20
chr11	27520000	29360000	18	18	domain	20
chr11	29360000	30960000	18	18	domain	20
chr11	30960000	32240000	18	18		20
chr11	32240000	32800000	18	18	domain	20
chr11	32800000	33120000	18	15		20
chr11	33120000	33800000	15	16	domain	20
chr11	33800000	33960000	16	10	boundary,domain	20
chr11	33960000	34520000	10	18	domain	20
chr11	34520000	34920000	18	18	domain	20
chr11	34920000	35480000	18	17	domain	20
chr11	35480000	36520000	17	18		20
chr11	36520000	36760000	18	18	boundary,domain	20
chr11	36760000	37800000	18	12		20
chr11	37800000	38920000	12	6		20
chr11	38920000	39440000	6	17	domain	20
chr11	39440000	42560000	17	18	domain	20
chr11	42560000	43320000	18	18	domain	20
chr11	43320000	43480000	18	4		20
chr11	43480000	43880000	4	18		20
chr11	43880000	44080000	18	18	boundary,domain	20
chr11	44080000	45800000	18	18	domain	20
chr11	45800000	46120000	18	1		20
chr11	46120000	46640000	1	9	domain	20
chr11	46640000	48320000	9	18	domain	20
chr11	48320000	55320000	18	18	gap	20
chr11	55320000	55680000	18	18	domain	20
chr11	55680000	55720000	18	18	gap	20
chr11	55720000	56840000	18	18	domain	20
chr11	56840000	57320000	18	18	boundary,domain	20
chr11	57320000	57680000	18	5		20
chr11	57680000	58840000	5	18		20
chr11	58840000	58880000	18	18	gap	20
chr11	58880000	59720000	18	9	domain	20
chr11	59720000	60240000	9	17		20
chr11	60240000	61200000	17	18		20
chr11	61200000	61240000	18	18	gap	20
chr11	61240000	62160000	18	18	boundary,domain	20
chr11	62160000	62360000	18	18	boundary,domain	20
chr11	62360000	62880000	18	18	boundary,domain	20
chr11	62880000	63800000	18	17		20
chr11	63800000	64000000	17	15		20
chr11	64000000	64280000	15	18	boundary,domain	20
chr11	64280000	64760000	18	18	boundary,domain	20
chr11	64760000	65160000	18	15		20
chr11	65160000	65320000	15	12		20
chr11	65320000	65640000	12	18		20
chr11	65640000	66280000	18	18	boundary,domain	20
chr11	66280000	67720000	18	18	domain	20
chr11	67720000	68000000	18	18	gap	20
chr11	68000000	69080000	18	18		20
chr11	69080000	70960000	18	18	domain	20
chr11	70960000	71080000	18	18	gap	20
chr11	71080000	71560000	18	18	domain	20
chr11	71560000	71880000	18	18	gap	20
chr11	71880000	72680000	18	16	domain	20
chr11	72680000	73400000	16	18	domain	20
chr11	73400000	73760000	18	13	boundary,domain	20
chr11	73760000	74600000	13	17		20
chr11	74600000	74760000	17	17	boundary,domain	20
chr11	74760000	75280000	17	18	boundary,domain	20
chr11	75280000	76720000	18	18		20
chr11	76720000	77880000	18	18	domain	20
chr11	77880000	77960000	18	18	gap	20
chr11	77960000	79600000	18	16	domain	20
chr11	79600000	81280000	16	16	domain	20
chr11	81280000	81480000	16	10		20
chr11	81480000	82720000	10	16	domain	20
chr11	82720000	84560000	16	18		20
chr11	84560000	85600000	18	18		20
chr11	85600000	86320000	18	17		20
chr11	86320000	86840000	17	18		20
chr11	86840000	87960000	18	18	domain	20
chr11	87960000	88040000	18	18	gap	20
chr11	88040000	88840000	18	18	domain	20
chr11	88840000	90120000	18	18	gap	20
chr11	90120000	93400000	18	18	domain	20
chr11	93400000	93440000	18	18	gap	20
chr11	93440000	94520000	18	16	domain	20
chr11	94520000	94600000	16	8		20
chr11	94600000	94960000	8	14	domain	20
chr11	94960000	95800000	14	18		20
chr11	95800000	96440000	18	18	domain	20
chr11	96440000	99040000	18	18	domain	20
chr11	99040000	101680000	18	18		20
chr11	101680000	101720000	18	18	gap	20
chr11	101720000	102720000	18	18		20
chr11	102720000	103080000	18	18	boundary,domain	20
chr11	103080000	103640000	18	18	domain	20
chr11	103640000	105960000	18	18	domain	20
chr11	105960000	107560000	18	17	domain	20
chr11	107560000	108000000	17	18	boundary,domain	20
chr11	108000000	108680000	18	18	domain	20
chr11	108680000	109920000	18	18	domain	20
chr11	109920000	110400000	18	18	domain	20
chr11	110400000	111520000	18	17		20
chr11	111520000	111880000	17	17		20
chr11	111880000	112080000	17	18	boundary,domain	20
chr11	112080000	114640000	18	18	domain	20
chr11	114640000	116720000	18	18	domain	20
chr11	116720000	117360000	18	18	domain	20
chr11	117360000	118120000	18	18	domain	20
chr11	118120000	118360000	18	13	boundary,domain	20
chr11	118360000	119080000	13	18		20
chr11	119080000	120320000	18	18		20
chr11	120320000	121240000	18	18		20
chr11	121240000	121600000	18	18		20
chr11	121600000	122560000	18	18	domain	20
chr11	122560000	124320000	18	18		20
chr11	124320000	124600000	18	18	boundary,domain	20
chr11	124600000	124880000	18	17	boundary,domain	20
chr11	124880000	125880000	17	18		20
chr11	125880000	126240000	18	18	boundary,domain	20
chr11	126240000	127320000	18	12		20
chr11	127320000	128120000	12	18		20
chr11	128120000	128880000	18	18	domain	20
chr11	128880000	128960000	18	5		20
chr11	128960000	129880000	5	8		20
chr11	129880000	130200000	8	18	boundary,domain	20
chr11	130200000	130920000	18	18		20
chr11	130920000	131720000	18	18	domain	20
chr11	131720000	133040000	18	18	domain	20
chr11	133040000	133880000	18	18	domain	20
chr11	133880000	134160000	18	18	boundary,domain	20
chr11	134160000	135080000	18	18	domain	20
chr12	0	40000	18	18	gap	20
chr12	40000	360000	18	17		20
chr12	360000	960000	17	12	domain	20
chr12	960000	1640000	12	18	domain	20
chr12	1640000	3040000	18	18		20
chr12	3040000	3280000	18	18	boundary,domain	20
chr12	3280000	3880000	18	18	domain	20
chr12	3880000	4320000	18	18	boundary,domain	20
chr12	4320000	4800000	18	17	domain	20
chr12	4800000	5960000	17	18		20
chr12	5960000	6200000	18	10		20
chr12	6200000	6320000	10	18		20
chr12	6320000	7400000	18	18		20
chr12	7400000	7440000	18	18	gap	20
chr12	7440000	8160000	18	18	domain	20
chr12	8160000	8480000	18	18	gap	20
chr12	8480000	9280000	18	18	domain	20
chr12	9280000	9600000	18	18	gap	20
chr12	9600000	9960000	18	18	domain	20
chr12	9960000	10000000	18	18	gap	20
chr12	10000000	10320000	18	18	domain	20
chr12	10320000	10440000	18	18	gap	20
chr12	10440000	11040000	18	18	domain	20
chr12	11040000	11120000	18	18	gap	20
chr12	11120000	11280000	18	18	domain	20
chr12	11280000	11400000	18	18	gap	20
chr12	11400000	12360000	18	18		20
chr12	12360000	12760000	18	18	boundary,domain	20
chr12	12760000	13240000	18	18	boundary,domain	20
chr12	13240000	14160000	18	18	domain	20
chr12	14160000	14720000	18	17	boundary,domain	20
chr12	14720000	15960000	17	18	domain	20
chr12	15960000	17800000	18	18	domain	20
chr12	17800000	17840000	18	18	gap	20
chr12	17840000	19520000	18	2	domain	20
chr12	19520000	19680000	2	18		20
chr12	19680000	20760000	18	18	domain	20
chr12	20760000	20800000	18	18	gap	20
chr12	20800000	22400000	18	18	domain	20
chr12	22400000	22440000	18	18	gap	20
chr12	22440000	24960000	18	3	domain	20
chr12	24960000	25160000	3	18		20
