chr_x	start_x	end_x	chr_y	start_y	end_y	Replicate	Seq_Depth	anchor_ID_x	anchor_ID_y	loop_ID	fdr	detection_scale
chr3	13490000	13510000	chr3	13640000	13660000	5	150000000	1805	1806	1805_1806	0.0292175373976643	2.11121265723663
chr3	14210000	14300000	chr3	14440000	14480000	5	150000000	1807	1809	1807_1809	0.189309729296596	3.2
chr5	140240000	140260000	chr5	140340000	140360000	5	150000000	2433	2434	2433_2434	0.185159791538262	2.11121265723663
chr5	172680000	172780000	chr5	172900000	172950000	5	150000000	2520	2522	2520_2522	0.0655135595836951	3.67583473599051
chr6	37010000	37050000	chr6	37160000	37220000	5	150000000	144	145	144_145	0.147223427479368	3.67583473599051
chr8	27460000	27480000	chr8	27580000	27620000	5	150000000	6622	6623	6622_6623	0.0485396767530994	2.11121265723663
chr10	102190000	102240000	chr10	102330000	102390000	5	150000000	3488	3489	3488_3489	0.181622824129811	2.11121265723663
chr11	113980000	114070000	chr11	114220000	114280000	5	150000000	3954	3956	3954_3956	0.0444702380520206	2.59920766833995
chr11	113980000	114070000	chr11	114130000	114200000	5	150000000	3954	3955	3954_3955	0.0478254007998929	2.59920766833995
chr11	118670000	118690000	chr11	118940000	118970000	5	150000000	3973	3976	3973_3976	0.0769762708775823	2.11121265723663
chr12	52270000	52390000	chr12	52850000	52890000	5	150000000	4205	4209	4205_4209	0.174823185992673	2.11121265723663
chr14	76880000	76920000	chr14	77050000	77090000	5	150000000	6436	6438	6436_6438	0.0196386099663149	3.2
chr14	103720000	103740000	chr14	103840000	103850000	5	150000000	6525	6527	6525_6527	0.170165179861129	2.11121265723663
chr16	69150000	69180000	chr16	69280000	69310000	5	150000000	4938	4939	4938_4939	0.129769569396902	2.11121265723663
chr17	79060000	79100000	chr17	79370000	79430000	5	150000000	5410	5414	5410_5414	0.170413549672772	2.59920766833995
chr19	12970000	13000000	chr19	13070000	13100000	5	150000000	5530	5531	5530_5531	0.143186249768783	2.11121265723663
chr20	33530000	33570000	chr20	33640000	33680000	5	150000000	5839	5840	5839_5840	0.116343745754748	2.11121265723663
chr20	38040000	38080000	chr20	38180000	38190000	5	150000000	5885	5887	5885_5887	0.195441385585858	2.11121265723663
chr22	36290000	36340000	chr22	36450000	36490000	5	150000000	6953	6955	6953_6955	0.0508706283168442	2.11121265723663
chr1	10650000	10810000	chr1	10650000	10810000	6	150000000	502	502	502_502	0.0851327740202222	2.11121265723663
chr1	15310000	15330000	chr1	15420000	15430000	6	150000000	525	526	525_526	0.150941382739408	2.11121265723663
chr1	18890000	18930000	chr1	19070000	19110000	6	150000000	550	552	550_552	0.0814609567789398	2.59920766833995
chr1	19970000	19990000	chr1	20140000	20160000	6	150000000	559	560	559_560	0.126745497607323	2.11121265723663
chr1	27390000	27430000	chr1	27590000	27620000	6	150000000	611	615	611_615	0.113967467302113	2.11121265723663
chr1	32880000	32960000	chr1	33040000	33080000	6	150000000	640	641	640_641	0.154096867372406	2.59920766833995
chr1	58880000	58940000	chr1	59050000	59090000	6	150000000	740	742	740_742	0.15202677755231	2.11121265723663
chr1	145890000	145920000	chr1	146000000	146030000	6	150000000	876	877	876_877	0.0101763074734101	2.59920766833995
chr1	201990000	202020000	chr1	202110000	202140000	6	150000000	1048	1049	1048_1049	0.140950323840742	2.11121265723663
chr2	85400000	85440000	chr2	85530000	85570000	6	150000000	1440	1441	1440_1441	0.103333955234355	2.11121265723663
chr2	216510000	216550000	chr2	216650000	216670000	6	150000000	1658	1660	1658_1660	0.104345528145551	2.11121265723663
chr3	123310000	123340000	chr3	123450000	123490000	6	150000000	1997	1998	1997_1998	0.0996216739687501	2.11121265723663
chr6	15250000	15280000	chr6	15390000	15450000	6	150000000	59	60	59_60	0.0986153045182128	2.59920766833995
chr6	37010000	37050000	chr6	37160000	37220000	6	150000000	144	145	144_145	0.0849307508830274	2.11121265723663
chr7	130890000	130920000	chr7	131000000	131040000	6	150000000	2784	2785	2784_2785	0.0969428220849457	2.11121265723663
chr9	114150000	114170000	chr9	114270000	114300000	6	150000000	3063	3064	3063_3064	0.196858432026242	2.11121265723663
chr9	126930000	126970000	chr9	127180000	127250000	6	150000000	3110	3112	3110_3112	0.0686112057700128	3.2
chr9	135950000	135990000	chr9	136100000	136130000	6	150000000	3178	3179	3178_3179	0.0445713483872389	2.11121265723663
chr9	137100000	137130000	chr9	137220000	137260000	6	150000000	3187	3188	3187_3188	0.180655487956996	2.59920766833995
chr10	102190000	102240000	chr10	102330000	102390000	6	150000000	3488	3489	3488_3489	0.0967721556660154	3.2
chr11	65350000	65450000	chr11	65490000	65540000	6	150000000	3812	3813	3812_3813	0.137456160115346	2.59920766833995
chr11	65350000	65450000	chr11	65490000	65540000	6	150000000	3812	3813	3812_3813	0.177026745441952	2.11121265723663
chr11	113980000	114070000	chr11	114220000	114280000	6	150000000	3954	3956	3954_3956	0.146050989617383	2.11121265723663
chr16	67260000	67290000	chr16	67390000	67410000	6	150000000	4919	4920	4919_4920	0.169490236183014	2.11121265723663
chr17	49550000	49590000	chr17	49690000	49710000	6	150000000	5229	5230	5229_5230	0.18337035172205	2.11121265723663
chr17	63470000	63480000	chr17	63590000	63620000	6	150000000	5297	5298	5297_5298	0.157558055591636	2.11121265723663
chr17	76850000	76880000	chr17	77050000	77070000	6	150000000	5382	5383	5382_5383	0.17336143360753	2.11121265723663
chr19	10240000	10280000	chr19	10380000	10400000	6	150000000	5512	5513	5512_5513	0.03462917675907	2.11121265723663
chr19	12970000	13000000	chr19	13070000	13100000	6	150000000	5530	5531	5530_5531	0.19859407928752	2.59920766833995
chr20	46740000	46830000	chr20	47010000	47030000	6	150000000	5916	5920	5916_5920	0.168774401477382	3.67583473599051
chr22	35420000	35450000	chr22	35560000	35640000	6	150000000	6947	6948	6947_6948	0.0695618689583161	2.59920766833995
chr1	7970000	8000000	chr1	8300000	8490000	7	150000000	472	479	472_479	0.092915721276042	2.59920766833995
chr1	8540000	8580000	chr1	8660000	8680000	7	150000000	481	484	481_484	0.182356470946488	2.11121265723663
chr1	9250000	9310000	chr1	9450000	9500000	7	150000000	489	491	489_491	0.0949228462453666	2.11121265723663
chr1	12450000	12490000	chr1	12580000	12680000	7	150000000	517	519	517_519	0.0677081753719686	2.11121265723663
chr1	15130000	15160000	chr1	15270000	15300000	7	150000000	523	524	523_524	0.0978445948884984	2.11121265723663
chr1	21240000	21270000	chr1	21340000	21370000	7	150000000	574	575	574_575	0.0189447883771578	2.11121265723663
chr1	24190000	24210000	chr1	24380000	24400000	7	150000000	592	594	592_594	0.0346937566209575	2.11121265723663
chr1	36150000	36190000	chr1	36280000	36310000	7	150000000	651	652	651_652	0.0570333726225204	2.11121265723663
chr1	45350000	45370000	chr1	45480000	45500000	7	150000000	703	704	703_704	0.191995044139026	2.11121265723663
chr1	145890000	145920000	chr1	146000000	146030000	7	150000000	876	877	876_877	0.0158278210421614	3.67583473599051
chr1	201530000	201580000	chr1	201690000	201720000	7	150000000	1043	1044	1043_1044	0.106784426172938	2.11121265723663
chr2	120690000	120750000	chr2	121040000	121080000	7	150000000	1517	1521	1517_1521	0.111531777829722	3.67583473599051
chr3	58000000	58030000	chr3	58110000	58200000	7	150000000	1918	1919	1918_1919	0.0968294115573508	2.11121265723663
chr6	35570000	35600000	chr6	35710000	35750000	7	150000000	134	136	134_136	0.18959253132631	2.11121265723663
chr6	42710000	42750000	chr6	42850000	42920000	7	150000000	166	167	166_167	0.184810328993437	2.11121265723663
chr6	144270000	144300000	chr6	144410000	144440000	7	150000000	344	347	344_347	0.170620713396901	2.11121265723663
chr8	40040000	40060000	chr8	40140000	40210000	7	150000000	6657	6659	6657_6659	0.0828592056385503	2.59920766833995
chr8	42130000	42190000	chr8	42310000	42340000	7	150000000	6670	6671	6670_6671	0.0631977651751659	2.59920766833995
chr9	127180000	127250000	chr9	127410000	127440000	7	150000000	3112	3113	3112_3113	0.116616887500443	2.11121265723663
chr9	129320000	129410000	chr9	129560000	129630000	7	150000000	3127	3130	3127_3130	0.126429922373829	2.59920766833995
chr10	102190000	102240000	chr10	102330000	102390000	7	150000000	3488	3489	3488_3489	0.133325009473849	2.11121265723663
chr11	65350000	65450000	chr11	65490000	65540000	7	150000000	3812	3813	3812_3813	0.0955092427934872	2.11121265723663
chr11	113980000	114070000	chr11	114130000	114200000	7	150000000	3954	3955	3954_3955	0.0843079598697697	2.11121265723663
chr12	53990000	54030000	chr12	54180000	54210000	7	150000000	4219	4220	4219_4220	0.151323632545027	3.2
chr14	69810000	69840000	chr14	70020000	70050000	7	150000000	6404	6405	6404_6405	0.132644498939181	2.59920766833995
chr16	15760000	15770000	chr16	16080000	16130000	7	150000000	4812	4816	4812_4816	0.00333506592843307	2.59920766833995
chr16	66940000	67000000	chr16	67140000	67190000	7	150000000	4916	4918	4916_4918	0.061666742412274	2.59920766833995
chr16	85810000	85840000	chr16	86000000	86020000	7	150000000	5000	5001	5000_5001	0.168746225399715	2.11121265723663
chr17	46030000	46060000	chr17	46180000	46190000	7	150000000	5211	5212	5211_5212	0.182517553208427	2.11121265723663
chr17	77290000	77350000	chr17	77480000	77510000	7	150000000	5387	5390	5387_5390	0.0466690551946664	2.59920766833995
chr17	79060000	79100000	chr17	79370000	79430000	7	150000000	5410	5414	5410_5414	0.0808303848149771	2.59920766833995
chr19	10240000	10280000	chr19	10380000	10400000	7	150000000	5512	5513	5512_5513	0.138809002255549	2.11121265723663
chr19	12970000	13000000	chr19	13070000	13100000	7	150000000	5530	5531	5530_5531	0.0646895518628032	2.59920766833995
chr20	33840000	33900000	chr20	34090000	34130000	7	150000000	5843	5846	5843_5846	0.153696360090125	2.11121265723663
chr20	46110000	46150000	chr20	46290000	46340000	7	150000000	5911	5912	5911_5912	0.179193723092968	2.11121265723663
chr22	36290000	36340000	chr22	36450000	36490000	7	150000000	6953	6955	6953_6955	0.0798372444278539	2.59920766833995
chr22	46360000	46390000	chr22	46530000	46550000	7	150000000	7047	7048	7047_7048	0.144090801605632	2.11121265723663
chr1	19320000	19430000	chr1	19620000	19660000	8	150000000	553	558	553_558	0.0699653847216512	3.67583473599051
chr1	25590000	25620000	chr1	25780000	25810000	8	150000000	603	604	603_604	0.0564372462401605	2.59920766833995
chr1	109250000	109280000	chr1	109390000	109420000	8	150000000	820	821	820_821	0.112208986111443	2.11121265723663
chr2	6880000	6940000	chr2	7020000	7050000	8	150000000	1194	1195	1194_1195	0.105028700159097	2.59920766833995
chr2	26590000	26620000	chr2	26720000	26750000	8	150000000	1240	1241	1240_1241	0.139289185437133	2.11121265723663
chr2	28580000	28630000	chr2	28730000	28760000	8	150000000	1267	1268	1267_1268	0.121511780160216	2.59920766833995
chr2	218270000	218300000	chr2	218380000	218410000	8	150000000	1672	1673	1672_1673	0.155022457812653	2.11121265723663
chr5	172680000	172780000	chr5	172900000	172950000	8	150000000	2520	2522	2520_2522	0.0711976976203031	2.59920766833995
chr5	172680000	172780000	chr5	172900000	172950000	8	150000000	2520	2522	2520_2522	0.0854315752047853	2.11121265723663
chr6	7390000	7430000	chr6	7580000	7610000	8	150000000	33	35	33_35	0.1540242585367	2.59920766833995
chr6	15250000	15280000	chr6	15390000	15450000	8	150000000	59	60	59_60	0.191327854973401	2.59920766833995
chr8	28050000	28090000	chr8	28310000	28330000	8	150000000	6627	6628	6627_6628	0.151122303504289	2.59920766833995
chr9	89590000	89620000	chr9	89970000	89980000	8	150000000	2993	2998	2993_2998	0.179101437570398	2.59920766833995
chr9	131570000	131600000	chr9	131720000	131770000	8	150000000	3149	3150	3149_3150	0.159484546144492	2.11121265723663
chr11	13200000	13220000	chr11	13330000	13350000	8	150000000	3664	3665	3664_3665	0.153391024161129	2.11121265723663
chr11	17370000	17400000	chr11	17490000	17520000	8	150000000	3684	3685	3684_3685	0.153391024161129	2.11121265723663
chr11	113980000	114070000	chr11	114130000	114200000	8	150000000	3954	3955	3954_3955	0.1361863128993	3.67583473599051
chr12	121490000	121520000	chr12	121660000	121710000	8	150000000	4427	4429	4427_4429	0.157417938647468	2.11121265723663
chr14	103080000	103130000	chr14	103270000	103300000	8	150000000	6521	6523	6521_6523	0.0679580109763907	2.59920766833995
chr15	57340000	57380000	chr15	57510000	57540000	8	150000000	4544	4546	4544_4546	0.0579059666288303	2.11121265723663
chr16	67260000	67290000	chr16	67390000	67410000	8	150000000	4919	4920	4919_4920	0.174845559779029	2.11121265723663
chr16	67520000	67560000	chr16	67650000	67690000	8	150000000	4922	4923	4922_4923	0.162096405144143	2.11121265723663
chr16	89300000	89350000	chr16	89490000	89540000	8	150000000	5019	5020	5019_5020	0.125144194589994	2.11121265723663
chr17	49550000	49590000	chr17	49690000	49710000	8	150000000	5229	5230	5229_5230	0.0931345799132746	2.11121265723663
chr19	12970000	13000000	chr19	13070000	13100000	8	150000000	5530	5531	5530_5531	0.0625729978098608	2.11121265723663
chr20	57590000	57660000	chr20	58160000	58220000	8	150000000	5980	5986	5980_5986	0.0417771459414195	3.2
chr20	62000000	62030000	chr20	62140000	62180000	8	150000000	5997	5998	5997_5998	0.158264516057519	2.11121265723663
chr1	24190000	24210000	chr1	24380000	24400000	9	150000000	592	594	592_594	0.0378014512115622	2.11121265723663
chr1	30790000	30810000	chr1	30900000	30920000	9	150000000	626	627	626_627	0.0597754388253003	2.11121265723663
chr1	110190000	110220000	chr1	110310000	110330000	9	150000000	826	827	826_827	0.188001470986477	2.11121265723663
chr2	41850000	41880000	chr2	42070000	42090000	9	150000000	1300	1302	1300_1302	0.130195616849586	2.59920766833995
chr4	94410000	94460000	chr4	94550000	94600000	9	150000000	6158	6159	6158_6159	0.182304274098763	2.11121265723663
chr5	141670000	141710000	chr5	141910000	141970000	9	150000000	2440	2443	2440_2443	0.0953473771715218	3.67583473599051
chr6	35330000	35350000	chr6	35440000	35490000	9	150000000	131	132	131_132	0.18766210433591	2.11121265723663
chr6	37010000	37050000	chr6	37160000	37220000	9	150000000	144	145	144_145	0.0875439407906899	2.59920766833995
chr8	133190000	133240000	chr8	133420000	133460000	9	150000000	6824	6826	6824_6826	0.0213858683725463	2.11121265723663
chr9	89650000	89680000	chr9	89840000	89930000	9	150000000	2995	2997	2995_2997	0.137025924648418	2.11121265723663
chr9	131340000	131390000	chr9	131470000	131490000	9	150000000	3145	3146	3145_3146	0.172818912369861	2.11121265723663
chr17	28730000	28750000	chr17	28890000	28950000	9	150000000	5108	5109	5108_5109	0.0977218242363989	2.59920766833995
chr17	44200000	44220000	chr17	44320000	44350000	9	150000000	5200	5201	5200_5201	0.186843191322653	2.11121265723663
chr17	77080000	77100000	chr17	77220000	77250000	9	150000000	5384	5385	5384_5385	0.125773102341167	2.11121265723663
chr17	77290000	77350000	chr17	77480000	77510000	9	150000000	5387	5390	5387_5390	0.0842828015015604	3.2
