chr_x	start_x	end_x	chr_y	start_y	end_y	Replicate	Seq_Depth	anchor_ID_x	anchor_ID_y	loop_ID	fdr	detection_scale
chr9	94770000	94810000	chr9	95100000	95160000	1	150000000	5892	5895	5892_5895	0.136376093818766	2.59920766833995
chr9	111750000	111790000	chr9	112060000	112110000	1	150000000	5926	5927	5926_5927	0.125244288285659	2.11121265723663
chr9	126940000	126970000	chr9	127180000	127200000	1	150000000	5960	5962	5960_5962	0.0762747161042034	2.59920766833995
chr9	128460000	128470000	chr9	128590000	128610000	1	150000000	5972	5973	5972_5973	0.105843463587323	2.11121265723663
chr9	129120000	129150000	chr9	129590000	129640000	1	150000000	5978	5988	5978_5988	0.0228948281319874	2.59920766833995
chr9	129890000	129930000	chr9	130040000	130060000	1	150000000	5991	5992	5991_5992	0.0985333245458413	2.11121265723663
chr9	135960000	136000000	chr9	136100000	136130000	1	150000000	6022	6023	6022_6023	0.0803470653272641	2.11121265723663
chr10	52300000	52330000	chr10	52470000	52500000	1	150000000	2521	2523	2521_2523	0.124776361280613	3.2
chr10	60440000	60450000	chr10	60630000	60650000	1	150000000	2540	2541	2540_2541	0.120346123094805	2.59920766833995
chr10	94100000	94110000	chr10	94210000	94220000	1	150000000	2653	2654	2653_2654	0.156231370710993	2.11121265723663
chr11	7170000	7200000	chr11	7290000	7310000	1	150000000	31	32	31_32	0.19259772519729	2.11121265723663
chr11	61880000	61910000	chr11	62040000	62070000	1	150000000	201	203	201_203	0.0793085202268013	3.2
chr11	111580000	111610000	chr11	111760000	111850000	1	150000000	345	346	345_346	0.0614476025610432	3.2
chr11	113980000	114060000	chr11	114240000	114290000	1	150000000	351	354	351_354	0.086486334709313	2.11121265723663
chr11	113980000	114060000	chr11	114240000	114290000	1	150000000	351	354	351_354	0.0276767118665245	3.67583473599051
chr11	116880000	116900000	chr11	117090000	117110000	1	150000000	357	358	357_358	0.101428673500717	2.11121265723663
chr11	129920000	129960000	chr11	130130000	130150000	1	150000000	403	407	403_407	0.0336950800389129	2.59920766833995
chr11	130410000	130450000	chr11	130840000	130900000	1	150000000	410	411	410_411	0.0349629612760887	3.2
chr12	1640000	1660000	chr12	1770000	1820000	1	150000000	428	429	428_429	0.152041910777179	2.11121265723663
chr12	15580000	15630000	chr12	15840000	15870000	1	150000000	504	505	504_505	0.0951939791297207	2.59920766833995
chr12	49290000	49310000	chr12	49510000	49540000	1	150000000	571	573	571_573	0.125788386318843	2.11121265723663
chr12	52320000	52400000	chr12	52840000	52890000	1	150000000	597	602	597_602	0.186821071497962	2.59920766833995
chr12	52500000	52610000	chr12	52840000	52890000	1	150000000	599	602	599_602	0.0493445030428424	3.2
chr12	57210000	57220000	chr12	57440000	57480000	1	150000000	626	629	626_629	0.150256568500071	2.59920766833995
chr12	64540000	64570000	chr12	64690000	64720000	1	150000000	643	644	643_644	0.0500315759655769	2.11121265723663
chr12	95610000	95620000	chr12	95810000	95820000	1	150000000	688	689	688_689	0.0275986243626633	3.2
chr12	124020000	124060000	chr12	124300000	124380000	1	150000000	778	782	778_782	0.0463844612986845	3.2
chr13	26950000	27000000	chr13	27340000	27400000	1	150000000	6045	6047	6045_6047	0.0889215789741484	3.67583473599051
chr13	27800000	27850000	chr13	27970000	28000000	1	150000000	6052	6053	6052_6053	0.185018828068436	3.2
chr13	48570000	48610000	chr13	48760000	48780000	1	150000000	6103	6104	6103_6104	0.0793800367821596	2.11121265723663
chr14	61500000	61510000	chr14	61710000	61760000	1	150000000	6218	6221	6218_6221	0.0806624962475039	2.59920766833995
chr14	75290000	75350000	chr14	75470000	75500000	1	150000000	6270	6271	6270_6271	0.146454487797151	2.11121265723663
chr14	100390000	100420000	chr14	100630000	100660000	1	150000000	6342	6343	6342_6343	0.194203162570725	2.59920766833995
chr14	102740000	102770000	chr14	102900000	102930000	1	150000000	6358	6360	6358_6360	0.0637498828315799	2.11121265723663
chr15	75020000	75050000	chr15	75190000	75220000	1	150000000	6530	6531	6530_6531	0.100788773024741	3.67583473599051
chr16	19570000	19610000	chr16	19860000	19890000	1	150000000	2225	2227	2225_2227	0.057045038773806	2.59920766833995
chr16	21960000	21990000	chr16	22090000	22120000	1	150000000	2238	2239	2238_2239	0.108089495457451	2.11121265723663
chr16	55450000	55490000	chr16	55680000	55710000	1	150000000	2305	2306	2305_2306	0.0304184152203267	2.11121265723663
chr16	66950000	67020000	chr16	67130000	67220000	1	150000000	2324	2325	2324_2325	0.112333800840829	2.11121265723663
chr16	77270000	77290000	chr16	77420000	77450000	1	150000000	2369	2370	2369_2370	0.0786567331072333	2.59920766833995
chr16	81380000	81420000	chr16	81690000	81730000	1	150000000	2380	2383	2380_2383	0.0167531846151774	2.59920766833995
chr16	89310000	89350000	chr16	89490000	89510000	1	150000000	2416	2417	2416_2417	0.193380380366312	2.11121265723663
chr17	4200000	4230000	chr17	4400000	4420000	1	150000000	822	825	822_825	0.0320915184280084	2.59920766833995
chr17	7040000	7070000	chr17	7160000	7200000	1	150000000	849	850	849_850	0.101584522071035	2.11121265723663
chr17	7800000	7830000	chr17	7960000	8020000	1	150000000	856	858	856_858	0.0993526630069045	2.59920766833995
chr17	10880000	10920000	chr17	11120000	11160000	1	150000000	880	882	880_882	0.116770667450517	3.67583473599051
chr17	17330000	17370000	chr17	17620000	17640000	1	150000000	914	919	914_919	0.0243991143769053	2.11121265723663
chr17	19500000	19530000	chr17	19730000	19770000	1	150000000	928	929	928_929	0.111091826939805	2.11121265723663
chr17	41940000	41980000	chr17	42100000	42150000	1	150000000	1051	1052	1051_1052	0.184280148689911	2.11121265723663
chr17	44910000	44930000	chr17	45020000	45040000	1	150000000	1074	1075	1074_1075	0.0901718307645518	2.11121265723663
chr17	49530000	49580000	chr17	49690000	49720000	1	150000000	1101	1102	1101_1102	0.117439440616478	2.11121265723663
chr17	73250000	73270000	chr17	73360000	73370000	1	150000000	1228	1229	1228_1229	0.0467976530991025	2.11121265723663
chr17	81690000	81700000	chr17	81870000	81880000	1	150000000	1295	1296	1295_1296	0.147350110793567	2.11121265723663
chr17	82780000	82820000	chr17	82920000	82940000	1	150000000	1299	1300	1299_1300	0.136484199850789	2.11121265723663
chr19	780000	860000	chr19	980000	1000000	1	150000000	1302	1303	1302_1303	0.160498256981514	3.2
chr19	2450000	2480000	chr19	2590000	2630000	1	150000000	1317	1318	1317_1318	0.0824126439886506	2.59920766833995
chr19	3300000	3330000	chr19	3440000	3480000	1	150000000	1322	1323	1322_1323	0.0563594739971399	2.59920766833995
chr19	7120000	7160000	chr19	7310000	7360000	1	150000000	1342	1344	1342_1344	0.0362899589505475	3.67583473599051
chr19	12960000	12980000	chr19	13080000	13140000	1	150000000	1368	1369	1368_1369	0.10202596453562	2.59920766833995
chr19	16220000	16280000	chr19	16370000	16420000	1	150000000	1384	1385	1384_1385	0.158197344046403	2.11121265723663
chr19	18580000	18600000	chr19	18850000	18880000	1	150000000	1406	1410	1406_1410	0.063644552605543	2.11121265723663
chr19	45500000	45530000	chr19	45640000	45660000	1	150000000	1499	1500	1499_1500	0.164598061467089	2.59920766833995
chr19	46840000	46870000	chr19	46970000	47000000	1	150000000	1506	1507	1506_1507	0.0503587324466679	2.11121265723663
chr19	47420000	47450000	chr19	47690000	47720000	1	150000000	1513	1518	1513_1518	0.0465713332207011	2.59920766833995
chr20	5520000	5570000	chr20	5780000	5810000	1	150000000	6669	6672	6669_6672	0.0832976947381125	2.11121265723663
chr20	32510000	32540000	chr20	32640000	32670000	1	150000000	6744	6745	6744_6745	0.0712665226414669	2.11121265723663
chr20	35980000	36010000	chr20	36120000	36150000	1	150000000	6774	6775	6774_6775	0.128552627940477	2.11121265723663
chr20	38060000	38070000	chr20	38150000	38170000	1	150000000	6789	6790	6789_6790	0.100460529251692	2.11121265723663
chr20	43730000	43760000	chr20	44070000	44090000	1	150000000	6801	6802	6801_6802	0.0215876604744842	2.11121265723663
chr20	46100000	46160000	chr20	46300000	46360000	1	150000000	6814	6815	6814_6815	0.0983973274492247	3.67583473599051
chr20	46740000	46780000	chr20	47060000	47100000	1	150000000	6818	6820	6818_6820	0.187192445809509	1.83791736799526
chr20	50180000	50210000	chr20	50430000	50480000	1	150000000	6844	6847	6844_6847	0.0969712438004921	2.11121265723663
chr20	54190000	54250000	chr20	54620000	54650000	1	150000000	6858	6859	6858_6859	0.125113545766694	2.11121265723663
chr22	35410000	35460000	chr22	35560000	35640000	1	150000000	1654	1655	1654_1655	0.155881057000065	2.11121265723663
chr22	39160000	39180000	chr22	39300000	39320000	1	150000000	1683	1684	1683_1684	0.0541770041087801	2.59920766833995
chr22	41380000	41410000	chr22	41500000	41540000	1	150000000	1699	1700	1699_1700	0.199673882242952	2.11121265723663
chr1	9260000	9320000	chr1	9450000	9500000	2	150000000	4013	4014	4013_4014	0.0930998726708568	2.11121265723663
chr1	18580000	18610000	chr1	18800000	18840000	2	150000000	4076	4078	4076_4078	0.148221681048949	3.2
chr1	24190000	24210000	chr1	24370000	24390000	2	150000000	4115	4116	4115_4116	0.0587440348821749	2.59920766833995
chr1	24680000	24710000	chr1	24820000	24850000	2	150000000	4117	4118	4117_4118	0.118012605662098	2.11121265723663
chr1	28870000	28900000	chr1	29020000	29040000	2	150000000	4137	4138	4137_4138	0.0492717342378877	2.11121265723663
chr1	32920000	32940000	chr1	33040000	33080000	2	150000000	4155	4156	4155_4156	0.0534562718048067	2.11121265723663
chr1	43210000	43250000	chr1	43370000	43430000	2	150000000	4202	4203	4202_4203	0.0236762800596107	2.11121265723663
chr1	53270000	53290000	chr1	53390000	53410000	2	150000000	4241	4242	4241_4242	0.144064071523933	2.11121265723663
chr1	110610000	110640000	chr1	110750000	110770000	2	150000000	4352	4353	4352_4353	0.165556278930481	2.11121265723663
chr1	147480000	147520000	chr1	147670000	147680000	2	150000000	4405	4407	4405_4407	0.161001008781061	3.2
chr1	160090000	160110000	chr1	160240000	160270000	2	150000000	4460	4461	4460_4461	0.157363936040326	2.11121265723663
chr1	166890000	166920000	chr1	167040000	167080000	2	150000000	4488	4489	4488_4489	0.121988142958908	2.11121265723663
chr1	175140000	175170000	chr1	175310000	175330000	2	150000000	4505	4506	4505_4506	0.0354590945248878	2.11121265723663
chr1	201530000	201570000	chr1	201690000	201720000	2	150000000	4550	4551	4550_4551	0.0609080132787426	2.11121265723663
chr1	225450000	225500000	chr1	225830000	225860000	2	150000000	4645	4648	4645_4648	0.186409463757829	2.11121265723663
chr1	228970000	228980000	chr1	229100000	229110000	2	150000000	4660	4661	4660_4661	0.186110597407723	2.11121265723663
chr1	244600000	244620000	chr1	244780000	244810000	2	150000000	4709	4710	4709_4710	0.0612154593774501	2.59920766833995
chr2	20420000	20460000	chr2	20620000	20640000	2	150000000	2781	2782	2781_2782	0.0450749031251602	2.11121265723663
chr2	37390000	37420000	chr2	37820000	37850000	2	150000000	2829	2830	2829_2830	0.0331120797866631	2.11121265723663
chr2	37990000	38010000	chr2	38250000	38270000	2	150000000	2832	2833	2832_2833	0.0990648032626555	2.59920766833995
chr2	54520000	54530000	chr2	54640000	54660000	2	150000000	2886	2887	2886_2887	0.0956602372788102	2.11121265723663
chr2	85880000	85900000	chr2	86040000	86050000	2	150000000	2982	2983	2982_2983	0.190866949679239	2.11121265723663
chr2	101990000	102050000	chr2	102210000	102260000	2	150000000	3036	3039	3036_3039	0.195264931151911	2.11121265723663
chr2	105360000	105390000	chr2	105500000	105530000	2	150000000	3055	3056	3055_3056	0.144541515172291	2.59920766833995
chr2	197140000	197150000	chr2	197310000	197320000	2	150000000	3244	3245	3244_3245	0.181605108100257	2.11121265723663
chr2	201850000	201880000	chr2	202170000	202190000	2	150000000	3253	3255	3253_3255	0.11641872093549	2.11121265723663
chr2	235770000	235800000	chr2	236160000	236200000	2	150000000	3324	3327	3324_3327	0.114049454286353	2.59920766833995
chr3	45030000	45060000	chr3	45170000	45230000	2	150000000	3388	3389	3388_3389	0.11675431778523	2.59920766833995
chr3	122560000	122570000	chr3	122670000	122680000	2	150000000	3467	3468	3467_3468	0.178241013016155	2.11121265723663
chr3	123300000	123320000	chr3	123480000	123510000	2	150000000	3469	3470	3469_3470	0.147208485330359	2.11121265723663
chr3	154120000	154130000	chr3	154230000	154240000	2	150000000	3523	3524	3523_3524	0.104736175180263	2.11121265723663
chr3	160690000	160710000	chr3	160910000	160930000	2	150000000	3534	3537	3534_3537	0.0674171519952317	2.59920766833995
chr3	185960000	186000000	chr3	186230000	186280000	2	150000000	3569	3570	3569_3570	0.0812334853288707	2.11121265723663
chr3	186920000	186930000	chr3	187070000	187080000	2	150000000	3572	3573	3572_3573	0.102046941126995	2.59920766833995
chr3	187310000	187330000	chr3	187670000	187700000	2	150000000	3574	3576	3574_3576	0.0357002359334846	2.11121265723663
chr4	6890000	6910000	chr4	7010000	7080000	2	150000000	4746	4747	4746_4747	0.165760916655588	3.2
chr4	40990000	41000000	chr4	41190000	41220000	2	150000000	4806	4807	4806_4807	0.0780121136197187	2.11121265723663
chr4	47680000	47710000	chr4	47820000	47840000	2	150000000	4820	4821	4820_4821	0.136650179644178	2.11121265723663
chr5	66300000	66320000	chr5	66750000	66780000	2	150000000	3736	3738	3736_3738	0.0295809545313972	2.11121265723663
chr5	134380000	134420000	chr5	134540000	134590000	2	150000000	3817	3818	3817_3818	0.0739973350322193	2.11121265723663
chr5	141670000	141710000	chr5	141880000	141910000	2	150000000	3850	3851	3850_3851	0.0759531533163552	3.2
chr5	141670000	141710000	chr5	141940000	141970000	2	150000000	3850	3853	3850_3853	0.154803611537655	2.11121265723663
chr5	142710000	142750000	chr5	142860000	142890000	2	150000000	3859	3860	3859_3860	0.0344017725456301	2.59920766833995
chr5	149810000	149860000	chr5	149960000	149980000	2	150000000	3881	3882	3881_3882	0.182419450869862	2.11121265723663
chr5	172470000	172500000	chr5	172660000	172700000	2	150000000	3931	3932	3931_3932	0.060401450045514	2.59920766833995
chr6	7710000	7740000	chr6	7900000	7910000	2	150000000	1765	1766	1765_1766	0.196767919538032	2.11121265723663
chr6	37010000	37050000	chr6	37190000	37220000	2	150000000	1870	1872	1870_1872	0.0703958889323776	2.11121265723663
chr6	42640000	42690000	chr6	42840000	42890000	2	150000000	1896	1898	1896_1898	0.0917243137772329	2.59920766833995
chr6	111700000	111730000	chr6	112000000	112060000	2	150000000	1983	1985	1983_1985	0.156208398904781	2.11121265723663
chr6	149020000	149090000	chr6	149410000	149450000	2	150000000	2064	2065	2064_2065	0.0460837445508604	2.59920766833995
chr6	161130000	161150000	chr6	161350000	161380000	2	150000000	2105	2107	2105_2107	0.146582470082719	2.59920766833995
chr7	5470000	5500000	chr7	5650000	5680000	2	150000000	5026	5027	5026_5027	0.0913685172880899	3.2
chr7	6150000	6180000	chr7	6300000	6350000	2	150000000	5029	5031	5029_5031	0.113697507189731	2.11121265723663
chr7	28370000	28400000	chr7	28610000	28640000	2	150000000	5086	5087	5086_5087	0.171439289527594	2.11121265723663
chr7	44220000	44250000	chr7	44470000	44500000	2	150000000	5115	5116	5115_5116	0.0767440681380453	2.59920766833995
chr7	98430000	98450000	chr7	98830000	98860000	2	150000000	5264	5269	5264_5269	0.0451413317669865	2.11121265723663
chr7	98890000	98940000	chr7	99290000	99370000	2	150000000	5270	5275	5270_5275	0.149088223926723	2.59920766833995
chr8	8740000	8810000	chr8	8940000	9000000	2	150000000	5466	5468	5466_5468	0.146219376378956	2.11121265723663
chr8	22410000	22450000	chr8	22560000	22590000	2	150000000	5531	5532	5531_5532	0.182818893114828	2.59920766833995
chr9	880000	900000	chr9	1010000	1020000	2	150000000	5774	5775	5774_5775	0.117383310787912	2.11121265723663
chr9	7410000	7420000	chr9	7530000	7550000	2	150000000	5786	5787	5786_5787	0.057466719494551	2.59920766833995
chr9	34400000	34430000	chr9	34570000	34600000	2	150000000	5817	5819	5817_5819	0.164710885270632	2.59920766833995
chr9	72840000	72890000	chr9	73000000	73070000	2	150000000	5851	5852	5851_5852	0.164002601059869	2.59920766833995
chr9	83320000	83350000	chr9	83530000	83550000	2	150000000	5860	5861	5860_5861	0.155087086459847	2.11121265723663
chr9	94770000	94810000	chr9	95100000	95160000	2	150000000	5892	5895	5892_5895	0.0463491484021004	2.59920766833995
chr9	98070000	98090000	chr9	98190000	98210000	2	150000000	5901	5902	5901_5902	0.162500567096535	2.11121265723663
chr9	122450000	122480000	chr9	122800000	122810000	2	150000000	5948	5949	5948_5949	0.0292797507022674	2.59920766833995
chr9	126940000	126970000	chr9	127180000	127200000	2	150000000	5960	5962	5960_5962	0.0387533150632895	2.11121265723663
chr9	126940000	126970000	chr9	127100000	127110000	2	150000000	5960	5961	5960_5961	0.176905467843712	2.11121265723663
chr9	127930000	127950000	chr9	128040000	128050000	2	150000000	5968	5970	5968_5970	0.144216529677607	2.11121265723663
chr9	129120000	129150000	chr9	129590000	129640000	2	150000000	5978	5988	5978_5988	0.0433048255961924	2.11121265723663
chr9	130700000	130720000	chr9	130850000	130870000	2	150000000	5996	5997	5996_5997	0.158146730739747	2.59920766833995
chr9	131790000	131830000	chr9	132180000	132200000	2	150000000	6008	6010	6008_6010	0.18947118971773	2.11121265723663
chr9	136490000	136510000	chr9	136630000	136660000	2	150000000	6024	6025	6024_6025	0.132213326820944	2.11121265723663
chr10	14500000	14520000	chr10	14800000	14820000	2	150000000	2441	2443	2441_2443	0.116007124598272	2.59920766833995
chr10	69230000	69260000	chr10	69380000	69410000	2	150000000	2550	2551	2550_2551	0.189799208916633	2.11121265723663
chr10	77490000	77500000	chr10	77610000	77650000	2	150000000	2596	2598	2596_2598	0.161124608603731	2.11121265723663
chr10	97890000	97920000	chr10	98040000	98070000	2	150000000	2670	2671	2670_2671	0.0681645364252173	2.11121265723663
chr10	101860000	101880000	chr10	102020000	102030000	2	150000000	2684	2686	2684_2686	0.15303939831245	2.11121265723663
chr10	132460000	132490000	chr10	132630000	132650000	2	150000000	2750	2751	2750_2751	0.102564877740773	2.11121265723663
chr11	8680000	8700000	chr11	8800000	8820000	2	150000000	43	44	43_44	0.154613789945656	2.11121265723663
