chr_x	start_x	end_x	chr_y	start_y	end_y	Replicate	Seq_Depth	anchor_ID_x	anchor_ID_y	loop_ID	fdr	detection_scale
chr1	9270000	9320000	chr1	9450000	9500000	1	150000000	47	50	47_50	0.0498819737953464	3.67583473599051
chr1	10500000	10540000	chr1	10850000	10910000	1	150000000	54	58	54_58	0.0617850045514742	3.2
chr1	15770000	15820000	chr1	15940000	16000000	1	150000000	81	82	81_82	0.116209187921398	2.11121265723663
chr1	16060000	16090000	chr1	16180000	16200000	1	150000000	84	85	84_85	0.185579951449496	2.11121265723663
chr1	17100000	17130000	chr1	17230000	17250000	1	150000000	87	88	87_88	0.0592314623885882	2.11121265723663
chr1	17490000	17510000	chr1	17610000	17620000	1	150000000	90	91	90_91	0.112661513650204	2.11121265723663
chr1	18900000	18930000	chr1	19070000	19110000	1	150000000	105	106	105_106	0.0342129810568104	3.2
chr1	21220000	21270000	chr1	21340000	21380000	1	150000000	125	126	125_126	0.0953534377885039	2.11121265723663
chr1	25830000	25850000	chr1	25980000	26000000	1	150000000	150	151	150_151	0.154116668335522	2.11121265723663
chr1	30780000	30810000	chr1	30900000	30930000	1	150000000	167	168	167_168	0.139214010330578	2.59920766833995
chr1	31810000	31850000	chr1	31960000	31990000	1	150000000	173	174	173_174	0.173287026916849	2.11121265723663
chr1	40840000	40860000	chr1	40940000	40960000	1	150000000	204	205	204_205	0.0671636933268163	2.11121265723663
chr1	42910000	42930000	chr1	43060000	43080000	1	150000000	208	209	208_209	0.116999359010739	2.11121265723663
chr1	47430000	47440000	chr1	47700000	47720000	1	150000000	223	225	223_225	0.017959210207712	2.11121265723663
chr1	67530000	67560000	chr1	67740000	67770000	1	150000000	262	264	262_264	0.125300873126787	2.11121265723663
chr1	200960000	200980000	chr1	201110000	201130000	1	150000000	517	518	517_518	0.114593218824035	2.11121265723663
chr1	204160000	204170000	chr1	204350000	204380000	1	150000000	537	539	537_539	0.134180511345965	2.11121265723663
chr1	206720000	206750000	chr1	206900000	206920000	1	150000000	555	556	555_556	0.132353162891835	2.11121265723663
chr2	6910000	6930000	chr2	7020000	7040000	1	150000000	3608	3609	3608_3609	0.101372527074934	2.11121265723663
chr2	26590000	26610000	chr2	26730000	26750000	1	150000000	3650	3651	3650_3651	0.0157488875410518	2.11121265723663
chr2	45630000	45660000	chr2	45920000	45940000	1	150000000	3702	3705	3702_3705	0.150772593950299	3.2
chr2	65250000	65280000	chr2	65550000	65570000	1	150000000	3740	3742	3740_3742	0.0653385419827844	2.11121265723663
chr2	120660000	120720000	chr2	121060000	121090000	1	150000000	3881	3887	3881_3887	0.0399000750530645	2.59920766833995
chr2	174760000	174780000	chr2	174970000	175000000	1	150000000	3957	3958	3957_3958	0.0816737111100047	2.11121265723663
chr2	216510000	216530000	chr2	216640000	216670000	1	150000000	3997	3998	3997_3998	0.110661573011535	2.11121265723663
chr2	237600000	237620000	chr2	237740000	237760000	1	150000000	4048	4049	4048_4049	0.0846407069445852	2.11121265723663
chr2	240200000	240210000	chr2	240340000	240350000	1	150000000	4058	4060	4058_4060	0.187448368508123	2.11121265723663
chr3	14240000	14270000	chr3	14450000	14480000	1	150000000	4089	4090	4089_4090	0.0492371340393647	3.67583473599051
chr3	47830000	47850000	chr3	48130000	48160000	1	150000000	4137	4139	4137_4139	0.0995463751280962	2.59920766833995
chr3	50370000	50400000	chr3	50520000	50550000	1	150000000	4146	4148	4146_4148	0.098228907682236	3.2
chr3	57990000	58000000	chr3	58170000	58180000	1	150000000	4166	4167	4166_4167	0.117373579656	2.59920766833995
chr3	184520000	184590000	chr3	184730000	184790000	1	150000000	4294	4296	4294_4296	0.116013951201962	2.59920766833995
chr4	8230000	8270000	chr4	8390000	8420000	1	150000000	4388	4389	4388_4389	0.0820321557616651	2.59920766833995
chr4	38890000	38940000	chr4	39090000	39140000	1	150000000	4413	4414	4413_4414	0.146994594404528	3.2
chr4	76500000	76520000	chr4	76730000	76750000	1	150000000	4442	4443	4442_4443	0.101888958907343	2.59920766833995
chr5	137640000	137650000	chr5	137740000	137750000	1	150000000	4670	4671	4670_4671	0.152531525532946	2.11121265723663
chr5	172470000	172500000	chr5	172660000	172730000	1	150000000	4752	4754	4752_4754	0.0823718655280736	2.59920766833995
chr5	172660000	172730000	chr5	172920000	172940000	1	150000000	4754	4759	4754_4759	0.0821147144205431	2.11121265723663
chr5	172660000	172730000	chr5	172870000	172880000	1	150000000	4754	4757	4754_4757	0.10818880733305	2.59920766833995
chr5	178250000	178290000	chr5	178530000	178570000	1	150000000	4784	4786	4784_4786	0.128900415773432	3.2
chr6	3710000	3750000	chr6	3910000	3940000	1	150000000	4805	4806	4805_4806	0.0628426499891277	2.11121265723663
chr6	13910000	13930000	chr6	14030000	14070000	1	150000000	4819	4820	4819_4820	0.130080026320125	2.11121265723663
chr6	26380000	26390000	chr6	26510000	26520000	1	150000000	4843	4844	4843_4844	0.124882631080178	2.11121265723663
chr6	30910000	30930000	chr6	31040000	31080000	1	150000000	4862	4863	4862_4863	0.126660379516203	2.11121265723663
chr6	41400000	41460000	chr6	41590000	41600000	1	150000000	4911	4912	4911_4912	0.0893585620963962	2.11121265723663
chr7	5470000	5510000	chr7	5660000	5720000	1	150000000	700	702	700_702	0.0639223885090684	2.11121265723663
chr7	25250000	25270000	chr7	25380000	25400000	1	150000000	723	724	723_724	0.127148668332011	2.59920766833995
chr7	74390000	74440000	chr7	74540000	74580000	1	150000000	807	808	807_808	0.197126569345204	3.2
chr7	100460000	100500000	chr7	100550000	100580000	1	150000000	871	872	871_872	0.0905904126457008	2.11121265723663
chr7	100460000	100500000	chr7	100680000	100730000	1	150000000	871	873	871_873	0.158024871769466	2.11121265723663
chr7	105200000	105210000	chr7	105320000	105330000	1	150000000	893	894	893_894	0.187101412383384	2.11121265723663
chr8	10570000	10600000	chr8	10800000	10830000	1	150000000	5180	5182	5180_5182	0.0441946477661821	3.2
chr8	22660000	22670000	chr8	22890000	22930000	1	150000000	5223	5226	5223_5226	0.0989096753815474	3.67583473599051
chr8	22700000	22730000	chr8	22890000	22930000	1	150000000	5225	5226	5225_5226	0.0570561782221529	2.59920766833995
chr8	41700000	41710000	chr8	41820000	41840000	1	150000000	5283	5284	5283_5284	0.0686630912850142	2.11121265723663
chr8	42160000	42200000	chr8	42300000	42380000	1	150000000	5289	5290	5289_5290	0.0802002290459575	2.11121265723663
chr8	102640000	102660000	chr8	102800000	102820000	1	150000000	5374	5376	5374_5376	0.104651879105762	2.11121265723663
chr8	123450000	123500000	chr8	123680000	123720000	1	150000000	5387	5388	5387_5388	0.0372728461055048	2.11121265723663
chr9	94670000	94690000	chr9	95120000	95150000	1	150000000	1781	1788	1781_1788	0.0391666461387775	2.11121265723663
chr9	94800000	94820000	chr9	94920000	94940000	1	150000000	1783	1784	1783_1784	0.168935204906359	2.11121265723663
chr9	122120000	122140000	chr9	122340000	122360000	1	150000000	1823	1824	1823_1824	0.0343098158191647	2.11121265723663
chr9	126940000	126980000	chr9	127180000	127210000	1	150000000	1839	1840	1839_1840	0.0340583371511762	2.59920766833995
chr9	129880000	129890000	chr9	130080000	130090000	1	150000000	1858	1860	1858_1860	0.145102570297605	3.67583473599051
chr9	131320000	131380000	chr9	131480000	131490000	1	150000000	1873	1874	1873_1874	0.117859779016475	2.11121265723663
chr9	135060000	135100000	chr9	135330000	135370000	1	150000000	1890	1892	1890_1892	0.124296337836595	2.11121265723663
chr9	136490000	136510000	chr9	136610000	136640000	1	150000000	1896	1897	1896_1897	0.117399882347441	3.2
chr10	47020000	47080000	chr10	47280000	47340000	1	150000000	5536	5541	5536_5541	0.00446874360164795	2.59920766833995
chr10	47020000	47080000	chr10	47190000	47230000	1	150000000	5536	5539	5536_5539	0.0333437579171526	4.22242531447326
chr10	95400000	95450000	chr10	95580000	95610000	1	150000000	5680	5682	5680_5682	0.108855749600156	3.67583473599051
chr10	97060000	97090000	chr10	97200000	97230000	1	150000000	5687	5688	5687_5688	0.127140214264448	2.11121265723663
chr10	97900000	97920000	chr10	98030000	98060000	1	150000000	5691	5692	5691_5692	0.0737949257163557	2.11121265723663
chr10	100300000	100340000	chr10	100420000	100460000	1	150000000	5697	5698	5697_5698	0.193359562524067	2.11121265723663
chr10	102150000	102180000	chr10	102340000	102410000	1	150000000	5716	5718	5716_5718	0.086275982949536	2.11121265723663
chr10	103700000	103730000	chr10	103850000	103870000	1	150000000	5726	5727	5726_5727	0.0482339479701381	2.59920766833995
chr10	123950000	124010000	chr10	124360000	124390000	1	150000000	5758	5759	5758_5759	0.0548276250605844	2.11121265723663
chr11	13200000	13230000	chr11	13330000	13360000	1	150000000	3057	3058	3057_3058	0.196638738894358	2.11121265723663
chr11	34170000	34190000	chr11	34350000	34370000	1	150000000	3091	3092	3091_3092	0.141186565532918	2.11121265723663
chr11	44280000	44330000	chr11	44520000	44550000	1	150000000	3103	3105	3103_3105	0.0949981237301844	2.11121265723663
chr11	62150000	62170000	chr11	62280000	62310000	1	150000000	3147	3148	3147_3148	0.152513827239732	2.11121265723663
chr11	65360000	65410000	chr11	65500000	65540000	1	150000000	3172	3173	3172_3173	0.101325503049693	3.2
chr11	69890000	69960000	chr11	70070000	70100000	1	150000000	3211	3213	3211_3213	0.0748855230287053	2.59920766833995
chr11	94630000	94640000	chr11	94740000	94770000	1	150000000	3287	3288	3287_3288	0.107922405506745	2.11121265723663
chr11	113980000	114070000	chr11	114170000	114190000	1	150000000	3303	3304	3303_3304	0.140191655408045	2.11121265723663
chr12	1780000	1810000	chr12	1920000	1950000	1	150000000	2655	2656	2655_2656	0.0604106520593322	2.11121265723663
chr12	11560000	11660000	chr12	12020000	12060000	1	150000000	2703	2706	2703_2706	0.132919690768757	2.11121265723663
chr12	52360000	52410000	chr12	52840000	52890000	1	150000000	2800	2807	2800_2807	0.0425356257369587	2.11121265723663
chr12	52570000	52600000	chr12	52840000	52890000	1	150000000	2804	2807	2804_2807	0.0451331608352669	2.11121265723663
chr12	53970000	54020000	chr12	54190000	54230000	1	150000000	2816	2817	2816_2817	0.050034036646731	2.59920766833995
chr12	124550000	124590000	chr12	124740000	124780000	1	150000000	2973	2976	2973_2976	0.104865124897857	2.59920766833995
chr13	27820000	27850000	chr13	27970000	27990000	1	150000000	5798	5800	5798_5800	0.142697263700743	2.11121265723663
chr13	98450000	98480000	chr13	98570000	98590000	1	150000000	5856	5857	5856_5857	0.136358533633012	2.11121265723663
chr14	69570000	69600000	chr14	69720000	69740000	1	150000000	1989	1990	1989_1990	0.110089916084455	2.11121265723663
chr14	76870000	76950000	chr14	77030000	77090000	1	150000000	2013	2014	2013_2014	0.129117203316389	1.83791736799526
chr14	81260000	81290000	chr14	81420000	81460000	1	150000000	2017	2018	2017_2018	0.108541007071089	3.2
chr14	92200000	92210000	chr14	92320000	92330000	1	150000000	2033	2034	2033_2034	0.15936528107322	2.11121265723663
chr14	99510000	99540000	chr14	99620000	99640000	1	150000000	2066	2067	2066_2067	0.107471757409788	2.59920766833995
chr14	103080000	103120000	chr14	103180000	103190000	1	150000000	2094	2095	2094_2095	0.152067563891474	2.11121265723663
chr14	103080000	103120000	chr14	103270000	103310000	1	150000000	2094	2097	2094_2097	0.0859164994565202	2.59920766833995
chr15	66590000	66630000	chr15	66770000	66800000	1	150000000	5995	5997	5995_5997	0.0918447084353873	2.11121265723663
chr16	800000	860000	chr16	1020000	1110000	1	150000000	2120	2123	2120_2123	0.0781632800826024	2.11121265723663
chr16	66930000	67020000	chr16	67140000	67210000	1	150000000	2286	2287	2286_2287	0.118648366839704	2.59920766833995
chr16	66930000	67020000	chr16	67140000	67210000	1	150000000	2286	2287	2286_2287	0.167400191173926	2.11121265723663
chr16	69140000	69170000	chr16	69290000	69320000	1	150000000	2302	2303	2302_2303	0.0838616642199317	2.11121265723663
chr16	85810000	85840000	chr16	86000000	86030000	1	150000000	2349	2351	2349_2351	0.111458595191184	2.59920766833995
chr17	1900000	1920000	chr17	2020000	2100000	1	150000000	1026	1028	1026_1028	0.0396081116244807	2.11121265723663
chr17	2020000	2100000	chr17	2230000	2260000	1	150000000	1028	1029	1028_1029	0.0514652275377728	3.67583473599051
chr17	2830000	2860000	chr17	3000000	3020000	1	150000000	1035	1036	1035_1036	0.124272045094591	2.11121265723663
chr17	8550000	8580000	chr17	8720000	8770000	1	150000000	1068	1070	1068_1070	0.164821828974952	2.59920766833995
chr17	17350000	17380000	chr17	17610000	17650000	1	150000000	1094	1099	1094_1099	0.0491431430509145	2.11121265723663
chr17	17670000	17690000	chr17	17780000	17800000	1	150000000	1100	1101	1100_1101	0.106041170740628	2.11121265723663
chr17	28730000	28760000	chr17	28880000	28930000	1	150000000	1121	1122	1121_1122	0.181887981194387	3.2
chr17	38970000	39010000	chr17	39140000	39170000	1	150000000	1198	1201	1198_1201	0.0630859154391941	2.59920766833995
chr17	40000000	40040000	chr17	40160000	40190000	1	150000000	1207	1208	1207_1208	0.118686108431644	2.11121265723663
chr17	44200000	44220000	chr17	44330000	44350000	1	150000000	1246	1247	1246_1247	0.0881372774767141	2.11121265723663
chr17	45210000	45250000	chr17	45380000	45410000	1	150000000	1257	1259	1257_1259	0.133103368853541	3.2
chr17	48660000	48690000	chr17	48790000	48800000	1	150000000	1280	1281	1280_1281	0.193329331984569	2.11121265723663
chr17	49560000	49580000	chr17	49680000	49720000	1	150000000	1287	1288	1287_1288	0.159066262234935	2.11121265723663
chr17	49850000	49880000	chr17	49990000	50010000	1	150000000	1290	1291	1290_1291	0.118686108431644	2.59920766833995
chr17	63440000	63460000	chr17	63590000	63620000	1	150000000	1352	1353	1352_1353	0.0424808079025187	2.59920766833995
chr17	76850000	76880000	chr17	76990000	77000000	1	150000000	1435	1436	1435_1436	0.189246979591376	2.11121265723663
chr17	77080000	77100000	chr17	77220000	77260000	1	150000000	1438	1439	1438_1439	0.0693166354376835	2.11121265723663
chr17	77320000	77350000	chr17	77480000	77510000	1	150000000	1440	1442	1440_1442	0.0868349837523767	2.59920766833995
chr17	81230000	81330000	chr17	81460000	81500000	1	150000000	1485	1487	1485_1487	0.0783378686763935	4.52548339959391
chr18	23130000	23160000	chr18	23340000	23400000	1	150000000	6214	6217	6214_6217	0.0967406810553523	3.67583473599051
chr19	750000	780000	chr19	960000	1000000	1	150000000	2375	2378	2375_2378	0.0637595417428116	2.11121265723663
chr19	3300000	3340000	chr19	3450000	3480000	1	150000000	2403	2405	2403_2405	0.0320354159184323	2.59920766833995
chr19	8340000	8360000	chr19	8490000	8520000	1	150000000	2436	2437	2436_2437	0.10713468119637	2.59920766833995
chr19	13870000	13890000	chr19	14040000	14090000	1	150000000	2464	2466	2464_2466	0.0963132929353689	2.59920766833995
chr19	16760000	16790000	chr19	16840000	16920000	1	150000000	2485	2486	2485_2486	0.107706212379223	2.11121265723663
chr19	45130000	45150000	chr19	45320000	45360000	1	150000000	2583	2585	2583_2585	0.127909545141578	2.59920766833995
chr19	46840000	46870000	chr19	46990000	47010000	1	150000000	2596	2597	2596_2597	0.101946641211096	2.59920766833995
chr19	47430000	47460000	chr19	47680000	47730000	1	150000000	2599	2602	2599_2602	0.0218368732468619	2.59920766833995
chr19	47480000	47530000	chr19	47680000	47730000	1	150000000	2600	2602	2600_2602	0.169386884628979	3.2
chr19	48480000	48500000	chr19	48590000	48610000	1	150000000	2603	2604	2603_2604	0.102136451477693	2.59920766833995
chr19	55490000	55520000	chr19	55600000	55640000	1	150000000	2634	2636	2634_2636	0.179422492712813	2.11121265723663
chr20	35710000	35750000	chr20	35850000	35880000	1	150000000	3473	3474	3473_3474	0.0910027460864029	2.11121265723663
chr20	37260000	37290000	chr20	37370000	37410000	1	150000000	3483	3484	3483_3484	0.0836575435851168	2.11121265723663
chr20	41170000	41190000	chr20	41320000	41340000	1	150000000	3498	3499	3498_3499	0.0422109493538977	2.11121265723663
chr20	47660000	47680000	chr20	48610000	48670000	1	150000000	3526	3529	3526_3529	0.0504623697332552	2.59920766833995
chr20	49330000	49350000	chr20	49480000	49530000	1	150000000	3535	3536	3535_3536	0.0636713187481293	3.2
chr20	49960000	49990000	chr20	50070000	50100000	1	150000000	3541	3542	3541_3542	0.113696282073682	2.11121265723663
chr20	57590000	57630000	chr20	58080000	58090000	1	150000000	3576	3580	3576_3580	0.127339060341217	2.11121265723663
chr20	63730000	63750000	chr20	63880000	63900000	1	150000000	3604	3605	3604_3605	0.185724560868762	2.11121265723663
chr22	35410000	35450000	chr22	35560000	35660000	1	150000000	1583	1584	1583_1584	0.133437941722974	2.11121265723663
chr22	42130000	42190000	chr22	42420000	42450000	1	150000000	1643	1645	1643_1645	0.165871456940219	2.59920766833995
chr22	43220000	43260000	chr22	43360000	43380000	1	150000000	1654	1655	1654_1655	0.0897044669291302	2.59920766833995
chr22	45250000	45280000	chr22	45420000	45440000	1	150000000	1668	1669	1668_1669	0.0396327833814229	2.11121265723663
chr22	46100000	46150000	chr22	46270000	46330000	1	150000000	1675	1676	1675_1676	0.125472907632192	2.11121265723663
chr22	46350000	46380000	chr22	46510000	46550000	1	150000000	1677	1678	1677_1678	0.0443168058609774	2.11121265723663
chr1	9270000	9320000	chr1	9450000	9500000	2	150000000	47	50	47_50	0.0586539190090621	2.11121265723663
chr1	12400000	12450000	chr1	12590000	12610000	2	150000000	70	71	70_71	0.167844952762768	2.59920766833995
chr1	17100000	17130000	chr1	17230000	17250000	2	150000000	87	88	87_88	0.0604540346957932	2.11121265723663
chr1	18900000	18930000	chr1	19070000	19110000	2	150000000	105	106	105_106	0.0449146197002332	2.59920766833995
chr1	22120000	22140000	chr1	22270000	22290000	2	150000000	128	129	128_129	0.151351301474353	2.11121265723663
chr1	22670000	22700000	chr1	22890000	22920000	2	150000000	133	134	133_134	0.0956264438311564	3.67583473599051
chr1	30780000	30810000	chr1	30900000	30930000	2	150000000	167	168	167_168	0.0554370308807365	2.11121265723663
chr1	32220000	32240000	chr1	32330000	32360000	2	150000000	175	176	175_176	0.0662989818988216	2.11121265723663
chr1	39810000	39820000	chr1	39980000	39990000	2	150000000	200	201	200_201	0.14416617076813	2.11121265723663
chr1	40840000	40860000	chr1	40940000	40960000	2	150000000	204	205	204_205	0.0946471647740094	2.11121265723663
chr1	110620000	110640000	chr1	110760000	110780000	2	150000000	330	331	330_331	0.0871894798456455	2.11121265723663
chr1	153790000	153810000	chr1	153940000	154000000	2	150000000	395	397	395_397	0.108177268889458	3.2
chr1	205340000	205360000	chr1	205490000	205500000	2	150000000	546	548	546_548	0.109934061502918	2.11121265723663
chr1	208100000	208120000	chr1	208230000	208260000	2	150000000	560	561	560_561	0.164446416963127	2.11121265723663
chr2	26590000	26610000	chr2	26730000	26750000	2	150000000	3650	3651	3650_3651	0.0565667067488801	2.11121265723663
chr2	85410000	85430000	chr2	85540000	85570000	2	150000000	3784	3785	3784_3785	0.12879070250975	3.67583473599051
chr2	96840000	96870000	chr2	96950000	96970000	2	150000000	3800	3801	3800_3801	0.163219389036294	2.11121265723663
chr2	105360000	105390000	chr2	105510000	105530000	2	150000000	3838	3839	3838_3839	0.188816139649948	2.11121265723663
chr2	120660000	120720000	chr2	121060000	121090000	2	150000000	3881	3887	3881_3887	0.0247732039393221	2.11121265723663
chr2	217870000	217890000	chr2	218000000	218010000	2	150000000	4005	4006	4005_4006	0.195531392268614	2.11121265723663
chr2	219150000	219170000	chr2	219290000	219320000	2	150000000	4015	4016	4015_4016	0.104757245514384	2.11121265723663
chr3	13500000	13520000	chr3	13630000	13650000	2	150000000	4084	4085	4084_4085	0.0823307159404753	2.11121265723663
chr3	14240000	14270000	chr3	14450000	14480000	2	150000000	4089	4090	4089_4090	0.0546647491383676	2.11121265723663
chr3	45040000	45060000	chr3	45200000	45260000	2	150000000	4124	4125	4124_4125	0.024261992637454	2.11121265723663
chr3	46700000	46720000	chr3	46870000	46910000	2	150000000	4133	4134	4133_4134	0.0521776013176552	2.59920766833995
chr3	50430000	50440000	chr3	50520000	50550000	2	150000000	4147	4148	4147_4148	0.0647379480982887	2.11121265723663
chr3	51500000	51530000	chr3	51640000	51660000	2	150000000	4152	4153	4152_4153	0.179587404993334	2.59920766833995
chr3	51990000	52010000	chr3	52130000	52150000	2	150000000	4154	4155	4154_4155	0.0593146804993428	2.11121265723663
chr3	194660000	194700000	chr3	194960000	195000000	2	150000000	4338	4342	4338_4342	0.103007885294912	2.59920766833995
chr4	2760000	2800000	chr4	2920000	2940000	2	150000000	4365	4366	4365_4366	0.105781335123472	2.59920766833995
chr4	108020000	108070000	chr4	108520000	108580000	2	150000000	4466	4470	4466_4470	0.0382675943539535	2.59920766833995
chr4	145230000	145250000	chr4	145570000	145590000	2	150000000	4492	4493	4492_4493	0.0880844891931967	2.59920766833995
chr4	184830000	184850000	chr4	184960000	184990000	2	150000000	4522	4523	4522_4523	0.128556373183565	2.11121265723663
chr5	149640000	149670000	chr5	149810000	149850000	2	150000000	4707	4708	4707_4708	0.152988353264608	2.59920766833995
chr5	178250000	178290000	chr5	178530000	178570000	2	150000000	4784	4786	4784_4786	0.0802294314905415	2.59920766833995
chr6	30910000	30930000	chr6	31040000	31080000	2	150000000	4862	4863	4862_4863	0.0603632257824951	2.11121265723663
chr6	35580000	35600000	chr6	35710000	35750000	2	150000000	4891	4892	4891_4892	0.185752654008142	2.11121265723663
chr6	42640000	42670000	chr6	42850000	42890000	2	150000000	4919	4921	4919_4921	0.0403603765422074	3.67583473599051
chr7	310000	350000	chr7	510000	540000	2	150000000	669	670	669_670	0.0531279844089454	2.59920766833995
chr7	1940000	1950000	chr7	2050000	2060000	2	150000000	681	683	681_683	0.185484975797159	2.11121265723663
chr7	73600000	73620000	chr7	73710000	73730000	2	150000000	799	800	799_800	0.177953967591171	2.11121265723663
chr7	74390000	74440000	chr7	74540000	74580000	2	150000000	807	808	807_808	0.168269724124708	2.11121265723663
chr7	99140000	99170000	chr7	99270000	99330000	2	150000000	865	867	865_867	0.188456965756068	2.59920766833995
chr7	100460000	100500000	chr7	100550000	100580000	2	150000000	871	872	871_872	0.153422742987194	2.11121265723663
chr8	22410000	22430000	chr8	22560000	22580000	2	150000000	5220	5221	5220_5221	0.0364273913002679	2.11121265723663
chr8	123450000	123500000	chr8	123680000	123720000	2	150000000	5387	5388	5387_5388	0.0733159697353427	2.59920766833995
chr9	114470000	114490000	chr9	114640000	114660000	2	150000000	1809	1811	1809_1811	0.0894839026136656	2.11121265723663
chr9	126940000	126980000	chr9	127180000	127210000	2	150000000	1839	1840	1839_1840	0.0320025934934197	2.11121265723663
chr9	127590000	127610000	chr9	127720000	127750000	2	150000000	1844	1845	1844_1845	0.180032637190071	2.11121265723663
chr9	129120000	129160000	chr9	129580000	129620000	2	150000000	1853	1857	1853_1857	0.0100482861845629	2.11121265723663
chr9	129470000	129500000	chr9	129580000	129620000	2	150000000	1856	1857	1856_1857	0.145244648962783	2.11121265723663
chr9	131580000	131600000	chr9	131730000	131750000	2	150000000	1875	1876	1875_1876	0.07900039613788	2.11121265723663
chr9	133520000	133550000	chr9	133700000	133730000	2	150000000	1883	1884	1883_1884	0.0599245777085411	2.59920766833995
chr9	135960000	135980000	chr9	136100000	136130000	2	150000000	1894	1895	1894_1895	0.125192822915342	2.59920766833995
chr9	136490000	136510000	chr9	136610000	136640000	2	150000000	1896	1897	1896_1897	0.0418657782204637	2.11121265723663
chr10	95400000	95450000	chr10	95580000	95610000	2	150000000	5680	5682	5680_5682	0.0997863884572243	3.2
chr10	101860000	101880000	chr10	102000000	102030000	2	150000000	5713	5715	5713_5715	0.169722985539645	2.11121265723663
chr10	102190000	102250000	chr10	102340000	102410000	2	150000000	5717	5718	5717_5718	0.173413691883589	2.11121265723663
chr10	103700000	103730000	chr10	103850000	103870000	2	150000000	5726	5727	5726_5727	0.0597347020853796	2.59920766833995
chr11	17370000	17400000	chr11	17500000	17520000	2	150000000	3069	3070	3069_3070	0.11085929419823	2.59920766833995
