chr_x	start_x	end_x	chr_y	start_y	end_y	Replicate	Seq_Depth	anchor_ID_x	anchor_ID_y	loop_ID	fdr	detection_scale
chr10	100310000	100340000	chr10	100500000	100530000	3	150000000	295	297	295_297	0.124532298434339	2.11121265723663
chr10	102900000	102940000	chr10	103040000	103100000	3	150000000	322	323	322_323	0.145030935178148	2.11121265723663
chr10	122300000	122320000	chr10	122420000	122450000	3	150000000	376	377	376_377	0.164716125340484	2.11121265723663
chr10	123550000	123610000	chr10	123940000	124010000	3	150000000	383	386	383_386	0.158224999923482	3.2
chr11	70510000	70520000	chr11	70640000	70650000	3	150000000	7356	7357	7356_7357	0.182822745506314	2.11121265723663
chr11	111280000	111310000	chr11	111420000	111450000	3	150000000	7451	7452	7451_7452	0.104729265793374	2.59920766833995
chr11	113990000	114080000	chr11	114160000	114190000	3	150000000	7465	7466	7465_7466	0.184758307273061	2.59920766833995
chr11	123100000	123140000	chr11	123220000	123260000	3	150000000	7504	7505	7504_7505	0.110550651246732	2.59920766833995
chr12	53970000	54030000	chr12	54180000	54210000	3	150000000	3826	3827	3826_3827	0.143668281994697	2.11121265723663
chr12	57270000	57320000	chr12	57440000	57470000	3	150000000	3846	3847	3846_3847	0.0771463459073943	2.11121265723663
chr14	68860000	68920000	chr14	68980000	69040000	3	150000000	4206	4207	4206_4207	0.161699785606727	2.11121265723663
chr14	68860000	68920000	chr14	69080000	69120000	3	150000000	4206	4209	4206_4209	0.0695016064549559	2.11121265723663
chr15	74620000	74660000	chr15	74760000	74790000	3	150000000	4572	4573	4572_4573	0.0678575587755273	2.11121265723663
chr16	68380000	68400000	chr16	68500000	68520000	3	150000000	4923	4924	4923_4924	0.145446240795095	2.59920766833995
chr17	43560000	43580000	chr17	43670000	43690000	3	150000000	5243	5244	5243_5244	0.180032664623995	2.11121265723663
chr17	49840000	49880000	chr17	49980000	50010000	3	150000000	5279	5280	5279_5280	0.0864672318925116	2.59920766833995
chr17	75290000	75330000	chr17	75400000	75420000	3	150000000	5450	5451	5450_5451	0.189194794049415	2.11121265723663
chr17	76110000	76140000	chr17	76270000	76310000	3	150000000	5460	5461	5460_5461	0.127192357390883	3.67583473599051
chr19	3300000	3330000	chr19	3450000	3490000	3	150000000	5557	5559	5557_5559	0.0577465794195727	2.59920766833995
chr20	1300000	1320000	chr20	1420000	1460000	3	150000000	5868	5869	5868_5869	0.0285098077029627	2.11121265723663
chr20	49330000	49350000	chr20	49480000	49530000	3	150000000	6106	6107	6106_6107	0.0947669624951422	3.2
chr1	18900000	18930000	chr1	19080000	19110000	4	150000000	1006	1007	1006_1007	0.0560827377621644	2.11121265723663
chr1	22670000	22710000	chr1	22880000	22920000	4	150000000	1036	1038	1036_1038	0.0291394734616521	2.59920766833995
chr1	30780000	30810000	chr1	30900000	30920000	4	150000000	1093	1094	1093_1094	0.105967713699323	2.11121265723663
chr1	226620000	226650000	chr1	226820000	226860000	4	150000000	1696	1697	1696_1697	0.17695401423957	2.59920766833995
chr2	27080000	27120000	chr2	27280000	27310000	4	150000000	1827	1829	1827_1829	0.0774407917647514	2.59920766833995
chr3	46690000	46720000	chr3	46880000	46910000	4	150000000	7693	7696	7693_7696	0.120771278621187	2.59920766833995
chr4	8230000	8260000	chr4	8380000	8420000	4	150000000	6459	6460	6459_6460	0.0977026407058494	2.59920766833995
chr5	154450000	154470000	chr5	154600000	154630000	4	150000000	2725	2726	2725_2726	0.147284091511328	2.11121265723663
chr6	17830000	17840000	chr6	18000000	18010000	4	150000000	482	483	482_483	0.194015985079477	2.59920766833995
chr6	37020000	37060000	chr6	37160000	37220000	4	150000000	559	560	559_560	0.105155484847999	2.59920766833995
chr7	6140000	6170000	chr7	6310000	6330000	4	150000000	2871	2872	2871_2872	0.0823761896997197	2.11121265723663
chr8	10570000	10600000	chr8	10810000	10840000	4	150000000	6769	6771	6769_6771	0.10572757171008	2.11121265723663
chr8	42410000	42440000	chr8	42660000	42710000	4	150000000	6900	6901	6900_6901	0.151380182031478	2.11121265723663
chr9	114090000	114160000	chr9	114270000	114300000	4	150000000	3526	3527	3526_3527	0.0637621019365741	2.59920766833995
chr9	127720000	127770000	chr9	127890000	127980000	4	150000000	3580	3582	3580_3582	0.0938558747638567	2.59920766833995
chr10	110320000	110380000	chr10	110510000	110550000	4	150000000	333	334	333_334	0.15031987617317	2.11121265723663
chr10	119180000	119220000	chr10	119400000	119460000	4	150000000	366	369	366_369	0.0339942601108472	2.59920766833995
chr10	127920000	127930000	chr10	128000000	128040000	4	150000000	401	402	401_402	0.138872458620779	2.11121265723663
chr11	111280000	111310000	chr11	111420000	111450000	4	150000000	7451	7452	7451_7452	0.0490519356463809	2.59920766833995
chr11	113990000	114080000	chr11	114160000	114190000	4	150000000	7465	7466	7465_7466	0.13673124676362	2.11121265723663
chr12	53970000	54030000	chr12	54180000	54210000	4	150000000	3826	3827	3826_3827	0.0487415876118866	2.11121265723663
chr15	79010000	79040000	chr15	79170000	79200000	4	150000000	4591	4592	4591_4592	0.182980218666459	2.11121265723663
chr16	19560000	19610000	chr16	19860000	19940000	4	150000000	4801	4803	4801_4803	0.0925962010057235	2.11121265723663
chr16	68380000	68400000	chr16	68500000	68520000	4	150000000	4923	4924	4923_4924	0.112406583616607	2.11121265723663
chr16	77670000	77700000	chr16	77950000	77990000	4	150000000	4963	4964	4963_4964	0.0869191657699006	3.2
chr17	74350000	74380000	chr17	74460000	74500000	4	150000000	5443	5444	5443_5444	0.139336632647468	2.11121265723663
chr19	1090000	1130000	chr19	1190000	1240000	4	150000000	5530	5531	5530_5531	0.18709171996261	2.59920766833995
chr19	3300000	3330000	chr19	3450000	3490000	4	150000000	5557	5559	5557_5559	0.104226412775942	2.59920766833995
chr19	10250000	10280000	chr19	10380000	10400000	4	150000000	5607	5608	5607_5608	0.15860170317727	2.11121265723663
chr19	13260000	13320000	chr19	13570000	13600000	4	150000000	5627	5629	5627_5629	0.191112170425027	2.11121265723663
chr19	16220000	16260000	chr19	16370000	16400000	4	150000000	5654	5655	5654_5655	0.108375298897931	2.59920766833995
chr20	50990000	51020000	chr20	51300000	51340000	4	150000000	6123	6125	6123_6125	0.0447079856352023	3.2
chr20	51350000	51390000	chr20	51590000	51620000	4	150000000	6126	6127	6126_6127	0.0748783141313277	2.59920766833995
chr20	57070000	57120000	chr20	57320000	57350000	4	150000000	6144	6147	6144_6147	0.11375800762682	3.2
chr1	22670000	22710000	chr1	22880000	22920000	5	150000000	1036	1038	1036_1038	0.0608617478389984	3.67583473599051
chr1	200960000	200990000	chr1	201100000	201120000	5	150000000	1569	1570	1569_1570	0.15322997463356	2.11121265723663
chr1	226620000	226650000	chr1	226820000	226860000	5	150000000	1696	1697	1696_1697	0.0499959732321062	2.59920766833995
chr2	26820000	26850000	chr2	26930000	26950000	5	150000000	1825	1826	1825_1826	0.10400889606426	2.11121265723663
chr2	37390000	37430000	chr2	37830000	37870000	5	150000000	1861	1863	1861_1863	0.154144961217248	2.11121265723663
chr3	14240000	14280000	chr3	14430000	14440000	5	150000000	7602	7604	7602_7604	0.104580103022638	2.59920766833995
chr4	8230000	8260000	chr4	8380000	8420000	5	150000000	6459	6460	6459_6460	0.0361423557700337	2.59920766833995
chr4	86920000	86940000	chr4	87080000	87110000	5	150000000	6597	6599	6597_6599	0.14450278382571	2.11121265723663
chr5	14690000	14760000	chr5	14990000	15020000	5	150000000	2425	2428	2425_2428	0.134020545162838	2.59920766833995
chr5	172670000	172730000	chr5	172890000	172950000	5	150000000	2783	2785	2783_2785	0.159621461209696	2.59920766833995
chr5	175520000	175560000	chr5	175690000	175720000	5	150000000	2807	2808	2807_2808	0.0425285148289919	2.59920766833995
chr5	177110000	177140000	chr5	177250000	177290000	5	150000000	2815	2816	2815_2816	0.16418592697987	2.59920766833995
chr8	10570000	10600000	chr8	10810000	10840000	5	150000000	6769	6771	6769_6771	0.105640839840164	3.67583473599051
chr8	141710000	141750000	chr8	142430000	142480000	5	150000000	7110	7115	7110_7115	0.0424088840223498	2.59920766833995
chr9	136490000	136520000	chr9	136610000	136650000	5	150000000	3651	3652	3651_3652	0.182903087078803	2.59920766833995
chr10	69210000	69250000	chr10	69370000	69400000	5	150000000	160	161	160_161	0.150500483356416	2.11121265723663
chr10	123940000	124010000	chr10	124380000	124400000	5	150000000	386	387	386_387	0.0540564361873159	2.11121265723663
chr11	116860000	116910000	chr11	117060000	117100000	5	150000000	7473	7474	7473_7474	0.187282454293558	3.67583473599051
chr12	5170000	5200000	chr12	5430000	5460000	5	150000000	3690	3691	3690_3691	0.0777900296701691	2.11121265723663
chr12	52570000	52590000	chr12	52830000	52890000	5	150000000	3810	3815	3810_3815	0.0923749920835334	2.59920766833995
chr12	53970000	54030000	chr12	54180000	54210000	5	150000000	3826	3827	3826_3827	0.140153878647239	3.67583473599051
chr12	96050000	96070000	chr12	96180000	96230000	5	150000000	3908	3909	3908_3909	0.166282677867968	2.59920766833995
chr12	98700000	98730000	chr12	98910000	98940000	5	150000000	3914	3915	3914_3915	0.175516977536879	2.59920766833995
chr12	108650000	108680000	chr12	108780000	108820000	5	150000000	3947	3948	3947_3948	0.0454475658014092	2.11121265723663
chr14	92940000	92970000	chr14	93110000	93160000	5	150000000	4284	4286	4284_4286	0.0920975194540137	2.11121265723663
chr14	99500000	99530000	chr14	99620000	99640000	5	150000000	4324	4325	4324_4325	0.0627265302511879	2.11121265723663
chr14	104120000	104200000	chr14	104540000	104580000	5	150000000	4363	4371	4363_4371	0.0341552727721628	2.11121265723663
chr15	90610000	90650000	chr15	90870000	90900000	5	150000000	4646	4648	4646_4648	0.155334090526057	2.11121265723663
chr17	50190000	50210000	chr17	50270000	50310000	5	150000000	5284	5285	5284_5285	0.171996100087167	2.11121265723663
chr17	81250000	81280000	chr17	81430000	81450000	5	150000000	5509	5512	5509_5512	0.130441908150484	3.67583473599051
chr19	2450000	2480000	chr19	2590000	2620000	5	150000000	5551	5552	5551_5552	0.0822013188807466	2.11121265723663
chr19	3300000	3330000	chr19	3450000	3490000	5	150000000	5557	5559	5557_5559	0.121018286171549	2.59920766833995
chr20	49330000	49350000	chr20	49480000	49530000	5	150000000	6106	6107	6106_6107	0.132455415854881	3.2
chr22	35410000	35440000	chr22	35560000	35600000	5	150000000	6287	6288	6287_6288	0.100145133748893	2.11121265723663
chr1	18900000	18930000	chr1	19080000	19110000	6	150000000	1006	1007	1006_1007	0.112590610447821	2.59920766833995
chr1	22670000	22710000	chr1	22880000	22920000	6	150000000	1036	1038	1036_1038	0.0296026648034285	3.2
chr1	47430000	47460000	chr1	47700000	47720000	6	150000000	1212	1215	1212_1215	0.0938296364100111	2.11121265723663
chr1	94030000	94080000	chr1	94330000	94350000	6	150000000	1321	1324	1321_1324	0.117948554773065	2.59920766833995
chr1	226620000	226650000	chr1	226820000	226860000	6	150000000	1696	1697	1696_1697	0.0575976360853847	2.11121265723663
chr2	10110000	10140000	chr2	10400000	10430000	6	150000000	1778	1779	1778_1779	0.113698942075115	4.22242531447326
chr2	24970000	25000000	chr2	25110000	25150000	6	150000000	1814	1815	1814_1815	0.12360172257058	2.11121265723663
chr3	186200000	186290000	chr3	186520000	186560000	6	150000000	8012	8014	8012_8014	0.14227621336527	2.59920766833995
chr3	187310000	187350000	chr3	187650000	187660000	6	150000000	8020	8022	8020_8022	0.188652019997413	2.11121265723663
chr4	2220000	2260000	chr4	2430000	2460000	6	150000000	6425	6426	6425_6426	0.147084157674212	2.11121265723663
chr5	172470000	172500000	chr5	172670000	172730000	6	150000000	2782	2783	2782_2783	0.0618521071150154	2.11121265723663
chr5	172670000	172730000	chr5	172890000	172950000	6	150000000	2783	2785	2783_2785	0.0490861306824336	2.59920766833995
chr8	133190000	133250000	chr8	133440000	133470000	6	150000000	7078	7080	7078_7080	0.0266271722874987	2.59920766833995
chr9	114090000	114160000	chr9	114270000	114300000	6	150000000	3526	3527	3526_3527	0.0904364761356877	1.83791736799526
chr9	131570000	131610000	chr9	131720000	131780000	6	150000000	3612	3613	3612_3613	0.192645764158327	2.59920766833995
chr9	131810000	131850000	chr9	132150000	132170000	6	150000000	3615	3620	3615_3620	0.121340858950003	2.11121265723663
chr10	30380000	30410000	chr10	30520000	30570000	6	150000000	86	87	86_87	0.141417060129257	2.11121265723663
chr10	102170000	102230000	chr10	102340000	102400000	6	150000000	318	319	318_319	0.0869906935460684	3.2
chr10	102900000	102940000	chr10	103040000	103100000	6	150000000	322	323	322_323	0.185826988286609	2.11121265723663
chr12	52620000	52630000	chr12	52830000	52890000	6	150000000	3811	3815	3811_3815	0.133127086531384	2.11121265723663
chr12	108650000	108680000	chr12	108780000	108820000	6	150000000	3947	3948	3947_3948	0.14382127751245	2.11121265723663
chr12	109550000	109560000	chr12	109750000	109800000	6	150000000	3952	3954	3952_3954	0.185701908123915	2.59920766833995
chr14	76870000	76920000	chr14	77040000	77090000	6	150000000	4250	4251	4250_4251	0.0312465700023129	3.67583473599051
chr15	79010000	79040000	chr15	79170000	79200000	6	150000000	4591	4592	4591_4592	0.0646576744081255	2.11121265723663
chr16	66940000	67000000	chr16	67130000	67210000	6	150000000	4910	4913	4910_4913	0.0851148309661252	3.67583473599051
chr17	66700000	66730000	chr17	66890000	66910000	6	150000000	5399	5400	5399_5400	0.0248842457244066	2.11121265723663
chr19	1090000	1130000	chr19	1190000	1240000	6	150000000	5530	5531	5530_5531	0.178457257619539	2.59920766833995
chr19	3300000	3330000	chr19	3450000	3490000	6	150000000	5557	5559	5557_5559	0.0464241230701136	2.11121265723663
chr19	7110000	7180000	chr19	7320000	7350000	6	150000000	5592	5594	5592_5594	0.0785811411576076	3.67583473599051
chr19	10250000	10280000	chr19	10380000	10400000	6	150000000	5607	5608	5607_5608	0.162472057658766	2.11121265723663
chr20	49330000	49350000	chr20	49480000	49530000	6	150000000	6106	6107	6106_6107	0.104012078732025	2.59920766833995
chr20	57580000	57650000	chr20	58170000	58210000	6	150000000	6150	6157	6150_6157	0.0265288036002604	2.59920766833995
chr22	22940000	22970000	chr22	23100000	23140000	6	150000000	6201	6202	6201_6202	0.110577954545039	2.11121265723663
chr22	37280000	37330000	chr22	37440000	37470000	6	150000000	6309	6310	6309_6310	0.119816808102372	2.11121265723663
chr1	18900000	18930000	chr1	19080000	19110000	7	150000000	1006	1007	1006_1007	0.132287294758351	2.59920766833995
chr1	21220000	21260000	chr1	21350000	21380000	7	150000000	1025	1026	1025_1026	0.0773253565631565	2.11121265723663
chr1	201530000	201580000	chr1	201690000	201720000	7	150000000	1572	1573	1572_1573	0.168424318518344	2.11121265723663
chr3	187310000	187350000	chr3	187670000	187690000	7	150000000	8020	8023	8020_8023	0.0811799328674606	2.11121265723663
chr5	178250000	178300000	chr5	178550000	178600000	7	150000000	2819	2825	2819_2825	0.116798375580237	3.67583473599051
chr6	24850000	24870000	chr6	24990000	25040000	7	150000000	492	493	492_493	0.102545620968897	2.11121265723663
chr6	37020000	37060000	chr6	37160000	37220000	7	150000000	559	560	559_560	0.0861966329331088	3.67583473599051
chr9	114090000	114160000	chr9	114270000	114300000	7	150000000	3526	3527	3526_3527	0.0717533359287774	2.11121265723663
chr9	136490000	136520000	chr9	136610000	136650000	7	150000000	3651	3652	3651_3652	0.0857958205953484	2.11121265723663
chr11	64490000	64500000	chr11	64630000	64680000	7	150000000	7300	7302	7300_7302	0.185537371199801	2.11121265723663
chr12	52570000	52590000	chr12	52830000	52890000	7	150000000	3810	3815	3810_3815	0.0560964352315829	2.59920766833995
chr12	122020000	122030000	chr12	122190000	122200000	7	150000000	4050	4052	4050_4052	0.128583143246496	2.11121265723663
chr14	92940000	92970000	chr14	93110000	93160000	7	150000000	4284	4286	4284_4286	0.0809924677710987	3.2
chr14	103080000	103130000	chr14	103270000	103300000	7	150000000	4358	4360	4358_4360	0.121086796856051	2.11121265723663
chr16	57290000	57310000	chr16	57410000	57430000	7	150000000	4894	4895	4894_4895	0.132185315893876	2.11121265723663
chr16	66940000	67000000	chr16	67130000	67210000	7	150000000	4910	4913	4910_4913	0.188545757787646	3.2
chr16	81380000	81450000	chr16	81620000	81740000	7	150000000	4970	4975	4970_4975	0.182761809769383	2.11121265723663
chr17	2050000	2090000	chr17	2220000	2290000	7	150000000	5050	5051	5050_5051	0.0794403604052419	2.59920766833995
chr19	7110000	7180000	chr19	7320000	7350000	7	150000000	5592	5594	5592_5594	0.082924403466097	2.59920766833995
chr19	39090000	39150000	chr19	39290000	39340000	7	150000000	5757	5759	5757_5759	0.142883924343147	2.59920766833995
chr20	50990000	51020000	chr20	51300000	51340000	7	150000000	6123	6125	6123_6125	0.0462326827661584	2.59920766833995
chr21	43800000	43830000	chr21	43950000	43980000	7	150000000	8179	8180	8179_8180	0.177154297301258	2.59920766833995
chr22	35410000	35440000	chr22	35560000	35600000	7	150000000	6287	6288	6287_6288	0.0899927227208735	2.59920766833995
chr22	36300000	36320000	chr22	36460000	36480000	7	150000000	6295	6297	6295_6297	0.151304441328124	2.11121265723663
chr1	9270000	9300000	chr1	9460000	9500000	8	150000000	927	929	927_929	0.182055693141915	2.11121265723663
chr1	22670000	22710000	chr1	22880000	22920000	8	150000000	1036	1038	1036_1038	0.11304936462442	4.22242531447326
chr1	30780000	30810000	chr1	30900000	30920000	8	150000000	1093	1094	1093_1094	0.0751893530014628	2.11121265723663
chr1	200960000	200990000	chr1	201100000	201120000	8	150000000	1569	1570	1569_1570	0.148509573014753	2.11121265723663
chr1	201530000	201580000	chr1	201690000	201720000	8	150000000	1572	1573	1572_1573	0.164948682140653	2.11121265723663
chr1	201530000	201580000	chr1	201780000	201810000	8	150000000	1572	1575	1572_1575	0.157595296799914	2.11121265723663
chr2	10110000	10140000	chr2	10400000	10430000	8	150000000	1778	1779	1778_1779	0.10930687978442	3.2
chr2	237120000	237160000	chr2	237390000	237440000	8	150000000	2369	2371	2369_2371	0.0500864440303515	3.2
