chr	pos	w	Order
chr1	9240000	4|5|6|8|9|10|17|18|19|20|21|22|23|24|25|26|27|35|36|37	20
chr1	9280000	3	1
chr1	9480000	3	1
chr1	9560000	3|4|5|6|7|12|13|14|19|20|21|22|23|24|25|26|28|29|30|31|32|33|34|35|36|37|38|39	28
chr1	9600000	27|40	2
chr1	9640000	8|9|10|11|12|13|15|16|17|18	10
chr1	9880000	14	1
chr1	9920000	3|4|5|6|7	5
chr1	10440000	5|6|7|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	18
chr1	10480000	3|4|8	3
chr1	11000000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34	32
chr1	11240000	9|12|15	3
chr1	11280000	3|4|5|6|7|8|19	7
chr1	11640000	3|4	2
chr1	11800000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26	24
chr1	12000000	3|4|5|6|11|12|13|14|15|16|17|18|19|20	14
chr1	12080000	3|4|5|6|7|8|9|10|11|12|14|15|17|18	14
chr1	12240000	3|5|6|7|8|9|10|11|12|13|14|15	12
chr1	12280000	4	1
chr1	12640000	3|4|5	3
chr1	12880000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	13320000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	13640000	3|4	2
chr1	13840000	3|4|5|6	4
chr1	13960000	3|4|5|6|7|8|9|10|11|12|13|14|15	13
chr1	14160000	3|4	2
chr1	14400000	3	1
chr1	14560000	3|4|5|6|7|8|9|10|11|12|13	11
chr1	15080000	4|5|6	3
chr1	15120000	3|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	35
chr1	15320000	3|4	2
chr1	15520000	4|5|6|7|10|12|13|14|15|16|17|18|19|20|21|22|23|24|25|28|29|31	22
chr1	15560000	3|8|9|11|26|27|30|32|33|34|35|36|37|38|39|40	16
chr1	15760000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	15960000	3|7|8|9|10|11|12|13|14|30|31|32|33|34|35|36|37|38|39|40	20
chr1	16000000	4	1
chr1	16040000	5|6	2
chr1	16240000	3|4|6	3
chr1	16280000	8	1
chr1	16560000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	16800000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	16840000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	16920000	7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	34
chr1	17040000	3|4|5|6|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	37
chr1	17440000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	17600000	16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	25
chr1	17640000	3|5|6|7|8|9|10|11|12|13|14|15	12
chr1	17680000	4	1
chr1	17880000	3|4|5|6|7|8|9|10	8
chr1	18240000	6|7	2
chr1	18280000	5	1
chr1	18600000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31	29
chr1	18880000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|29|32|35	28
chr1	18920000	28|30|31|33|34|36|37|38|39|40	10
chr1	19080000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	19240000	8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	33
chr1	19280000	7	1
chr1	19320000	3|4|5|6	4
chr1	19640000	3|4|5	3
chr1	19680000	6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|38|39|40	29
chr1	19880000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25	23
chr1	20200000	3|4|5|6|7	5
chr1	20520000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31	29
chr1	20680000	3|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31	28
chr1	20760000	4|5|6|7|8|9|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28	23
chr1	21200000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17	15
chr1	21360000	16|17	2
chr1	21400000	3	1
chr1	21640000	8|9|12|15|16|17|18|19|20|21|23|25|26|27|28|29|31|32|33|35|36|37|38|39|40	25
chr1	21680000	3|4|5|6|7|10|11|13|14|22|24|30|34	13
chr1	22040000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36	34
chr1	22400000	3	1
chr1	22440000	4|5|6|7|8|9|10|11|12|13	10
chr1	22520000	8	1
chr1	22640000	6|7|8|9|10	5
chr1	22680000	3|4|5|11|12|13|14|15|16|17|18|19|20|21	14
chr1	22960000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32	30
chr1	23280000	3|4|5|29	4
chr1	23360000	4|5|6|7|8	5
chr1	23480000	3|4|9|10|11|12|13|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39	24
chr1	23760000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	23920000	18	1
chr1	23960000	3|6|9|10|12|14|15|19|20|21|22|26|27|28|34|39	16
chr1	24000000	4|5	2
chr1	24200000	3|4	2
chr1	24400000	3|4|5|6|7|8	6
chr1	24640000	4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23	20
chr1	24680000	3	1
chr1	24840000	3|4|5|6|7|8|9|10|11|12|15|17|18	13
chr1	25240000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32	30
chr1	25400000	8	1
chr1	25520000	6|7|12|13|14|15|16|17|18|19|20|21|22|23|24	15
chr1	25560000	3|4|5	3
chr1	25840000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18	16
chr1	26000000	3|4|7|8|9|10|12	7
chr1	26040000	11|13|14|15|16|17|18|19|20|21	10
chr1	26280000	4|17|18|25	4
chr1	26440000	10|29|34|36|40	5
chr1	26480000	3|4|5|6|7|8|9|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|30|31|32|33|35|37|38|39	33
chr1	26800000	4	1
chr1	26920000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|33|34	31
chr1	27280000	3|4|6|7|8|9|10	7
chr1	27360000	6	1
chr1	27400000	3|4|5|8|9|10	6
chr1	27600000	3	1
chr1	27680000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|18|19|20|21|22|23|24|25|27|28|29	25
chr1	27800000	16	1
chr1	27840000	3|4|8|9|10|11|12|13|14|15|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35	29
chr1	28040000	4|23	2
chr1	28080000	3|25|26|27|29	5
chr1	28240000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|22|23|24|25|29|30|31	21
chr1	28400000	3	1
chr1	28520000	35	1
chr1	28600000	12	1
chr1	28640000	7|9|10|11|13|14|37	7
chr1	28760000	7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	34
chr1	28880000	3|4|5|6|8|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	33
chr1	29200000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	29720000	3|4|5|6|7|8	6
chr1	30080000	3	1
chr1	30120000	4|5|6|7|8|9|10|11|12	9
chr1	30400000	3|4|5|6|7	5
chr1	30440000	8	1
chr1	30720000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	30800000	13|17|18|19|20|21|22|23|24	9
chr1	30920000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	31160000	3|4|5|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	23
chr1	31360000	3|4|5|6|7|8|9|10|11|12|13|14|16|32|33|34|35|36|37|38|39|40	22
chr1	31400000	15	1
chr1	31640000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|32|34|35|36|37|38|39|40	28
chr1	31800000	3|4|5|6|7|8|9|10	8
chr1	32000000	3|4|5|17|19|20|23	7
chr1	32080000	5|6|7|8|14|15|16|17|18|19|20|21|22|23|24|25	16
chr1	32120000	26	1
chr1	32160000	8|9|10|11|12|13	6
chr1	32400000	3|4|5|6|7|8|9|10|11|12|13|14|18	13
chr1	32680000	3|4	2
chr1	32840000	5|6	2
chr1	32880000	3|4|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	36
chr1	33120000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	33480000	3|4|5|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	23
chr1	33520000	6|7|8|9|10|11|12|13|14|15|16|17|18|19|20	15
chr1	33600000	13|14|15|16|17|18	6
chr1	33640000	3|4|5|6|7|8|9|10|11|12	10
chr1	34160000	3|4|5|6|7|8|9|10|11	9
chr1	34400000	5	1
chr1	34440000	3|4|6	3
chr1	34760000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	35080000	19|21|22|23|24|25|26|27|28|29|30|31|32|33	14
chr1	35120000	34|35|36	3
chr1	35160000	5|6|37	3
chr1	35400000	4|5	2
chr1	35520000	6	1
chr1	35560000	3|4|5|8|9|10|11|12|13|14|15|20	12
chr1	35800000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	35880000	20|21|22|25|26|27|28|29|32|37|38	11
chr1	36080000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	36320000	3	1
chr1	36440000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	37040000	3|4|5|6|7|8|9|10	8
chr1	37440000	3|5|6	3
chr1	37520000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	37680000	9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	32
chr1	37800000	13|14|15|16|17|18|23|29|30|31|32|33|34|35|36|37|38|39|40	19
chr1	37880000	7|16	2
chr1	38000000	3|4|5|6|7|8|9|10|11|12	10
chr1	38520000	3|4|5|6|7|8|9|10	8
chr1	38600000	4|7|8|9|10|11|12|13|14	9
chr1	38840000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29	27
chr1	39040000	10|12	2
chr1	39080000	3|4|5|6|7|8|9|11|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34	30
chr1	39280000	3|4|5|28|29	5
chr1	39320000	30|31|32|33|34|35|36|37	8
chr1	39480000	7	1
chr1	39560000	3|4|5|6	4
chr1	39600000	7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	34
chr1	39800000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	39920000	10	1
chr1	40040000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	40440000	3|4|5|6|7|11	6
chr1	40480000	8|10|15|19	4
chr1	40520000	9|11|12|13|14|16|17|18|39|40	10
chr1	40600000	3|5	2
chr1	40800000	4|35	2
chr1	40880000	8|9|20|32|34|35|36|38|40	9
chr1	40960000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|20|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	30
chr1	41000000	17|18|19|21|22|25	6
chr1	41040000	20|23|24	3
chr1	41080000	13|14|15|16	4
chr1	41240000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	41480000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38	36
chr1	41800000	3|4|5	3
chr1	42120000	3|4|5|6|7|8|9|10|11|12	10
chr1	42160000	13|14|15|16|17|18|19|20|21|22|23|24|25|26|27	15
chr1	42320000	3|12|18|19|20|21	6
chr1	42480000	21|22|26	3
chr1	42520000	25	1
chr1	42760000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	42920000	3	1
chr1	43080000	3	1
chr1	43200000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	43400000	3	1
chr1	43480000	4|5|6|13|14|15|16|17	8
chr1	43520000	7	1
chr1	43720000	3|4|5|6|7|8|9|10|11|12|13|21|22|23|24|25	16
chr1	43960000	3|4	2
chr1	44080000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32	30
chr1	44680000	3|4|5|6|7|8|9|10|11|12	10
chr1	44720000	13|14|15|16|17|18	6
chr1	45000000	5|6	2
chr1	45040000	3|4	2
chr1	45320000	3	1
chr1	45520000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	45560000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	45880000	3	1
chr1	45920000	4	1
chr1	46000000	4	1
chr1	46240000	3|4|5|6|7|8|9	7
chr1	46320000	10	1
chr1	46400000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20	18
chr1	46720000	3|4|5|6|7|8|9|10|11|12|13|14|15|24|25|26|27|28	18
chr1	47160000	3|4|5|6|7	5
chr1	47200000	9|10|11|12|13|14|15|16|17|19|23|24|25|26|27|28|29|30|31|32|33|34|35|36|38|39	26
chr1	47280000	18|20|21|22	4
chr1	47360000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	47440000	4|5	2
chr1	47720000	10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	31
chr1	47760000	3|4|5|6|7|8|9	7
chr1	48000000	3|4|5	3
chr1	48080000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	48240000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	48520000	3|4|5|6|7|8|9|10|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	37
chr1	48560000	11	1
chr1	48840000	27	1
chr1	48880000	3|4|5|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26	20
chr1	48920000	6|7|8|9	4
chr1	49640000	3	1
chr1	50040000	3|4|5|6|7	5
chr1	50120000	7|8|9|10|11|12|13|14|15|16|18|19	12
chr1	50360000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	50560000	21|31|32	3
chr1	50680000	33|34|35|36|37|38|39|40	8
chr1	50720000	7	1
chr1	50760000	4|5|6|8	4
chr1	50920000	35	1
chr1	51000000	3|4|35	3
chr1	51200000	3	1
chr1	51240000	4|5|6|7	4
chr1	51320000	3|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	37
chr1	51560000	4|5	2
chr1	51600000	26|33|34|35|40	5
chr1	51800000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	52040000	3|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	36
chr1	52080000	4|5	2
chr1	52360000	3|4|8|9|10|11|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28	22
chr1	52400000	5|6|7|12	4
chr1	52720000	3|4|5|6|7|8|9	7
chr1	53200000	3	1
chr1	53240000	4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	37
chr1	53440000	3|4|5|6|7|8|9|10|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	35
chr1	53800000	3|4|5|6|7|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|37|40	27
chr1	53840000	8|9|10|11|12|13|14|15|36|38|39	11
chr1	53960000	15|16|17|18|19|20|21|22|23|24|25|26|27|28|29	15
chr1	54040000	4|7|8|9|10|11|12|13|14|15|16|17|18|19	14
chr1	54080000	3|5|6	3
chr1	54520000	3|4|5|6|7	5
chr1	54640000	9	1
chr1	54840000	3|4	2
chr1	54880000	5|6|7|8|9|10|11|12|13|15|16	11
chr1	54920000	14|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	25
chr1	55040000	5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	36
chr1	55080000	3|4	2
chr1	55280000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|30	27
chr1	55360000	5	1
chr1	55880000	3|4|5|6|7|8|9|10	8
chr1	56160000	3	1
chr1	56600000	3|4|5	3
chr1	56640000	6|7|8	3
chr1	56800000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	57000000	3|4	2
chr1	57440000	3|4|5|6|7	5
chr1	58040000	3	1
chr1	58080000	6|7|8|9	4
chr1	58160000	3|4|5|6|7|8|9|10|27|36|37|38|39|40	14
chr1	58520000	3|4|5	3
chr1	58560000	6	1
chr1	58680000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	59280000	5	1
chr1	59800000	3|4	2
chr1	59840000	5|6|7|8|9|12|13|14|15|17	10
chr1	59880000	10|11|16|18|19|20|21|22|23|24|25|26	12
chr1	59960000	3|5|6|7|8|9|10|11|12|14|15|17|18|22|23|24|25|26	18
chr1	60160000	3|4	2
chr1	60200000	5	1
chr1	60840000	3|4	2
chr1	61040000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	61080000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	61720000	3|10|11	3
chr1	61880000	3|4|5|6|7	5
chr1	62200000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	62240000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	62440000	3|4	2
chr1	62800000	3|4|5	3
chr1	62840000	6|7|8|9|10|11|12|13|14	9
chr1	63560000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27	25
chr1	63720000	3	1
chr1	63920000	3	1
chr1	64240000	3|4|5|6|7|8|9|10|11|12|13|14|15|18|19|20|34|35|37|39	20
chr1	64280000	16|17|36|38|40	5
chr1	64680000	3|4|5|6|7	5
chr1	64840000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	65080000	3|4|5|8|9|10|11|12|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	31
chr1	65200000	5|16	2
chr1	65680000	3|4|5	3
chr1	65720000	6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	35
chr1	65920000	16|17|18	3
chr1	65960000	3|4|5|6	4
chr1	66240000	3|4|5|6	4
chr1	66480000	3|4|5	3
chr1	66520000	6	1
chr1	66560000	8	1
chr1	66760000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	66920000	22	1
chr1	66960000	3|4|11|12|13|14|15|16|17|18|19|20|21|23|24|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	30
chr1	67200000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|22|23|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	33
chr1	67520000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	67800000	4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	37
chr1	68080000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40	38
chr1	68360000	34	1
