chr	pos	w	Order
chr1	33640000	3|4|5|6|7|8|9|10|11|12|13	11
chr1	34120000	3|4|5|6|7	5
chr1	34840000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29	27
chr1	34960000	30	1
chr1	35160000	3	1
chr1	35320000	24|25	2
chr1	35400000	4|5	2
chr1	35840000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18	16
chr1	36120000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|29|30	25
chr1	36320000	3	1
chr1	36440000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	36640000	3	1
chr1	37200000	3|4|5	3
chr1	37440000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24	22
chr1	37720000	3|4|5|6|16|17|18|19|21|22|23|24|25|27	14
chr1	37800000	18|20|21|23|24	5
chr1	37880000	17|19|22|23|25|26|27|28|30	9
chr1	38000000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|24|25|26|28|29|30	24
chr1	38840000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|29|30	24
chr1	39040000	3|4|5|23|24|25|26|27|28|29|30	11
chr1	39600000	3|4|5|6|7|8|9|10|11|12|16|20|21|24|27|28|29|30	18
chr1	39800000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	40040000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	40440000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	40840000	4|5	2
chr1	41000000	3|4|5|6|7|8|9|10|11|17|18|19|20|22|25|26|27|28|29|30	20
chr1	41240000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	41480000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	42120000	3|4|5|6|7|8|9|10|11|12|13	11
chr1	42880000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|30	25
chr1	43160000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	43440000	3|4|5|6|7|8|13|14|15|16|17|21|22|23|24|25|26|27|28|29|30	21
chr1	43720000	3|4|5|6|7|8|10|11|12|13|14|15|20|21|22|23|24|25|26|27|28|29|30	23
chr1	44040000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	44200000	3	1
chr1	44360000	28	1
chr1	44720000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	45040000	3|4	2
chr1	45320000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	45520000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29	27
chr1	45880000	4	1
chr1	45960000	5|6	2
chr1	46240000	3|4|5|6|8|9	6
chr1	46360000	3|5|6|7|8|9|10|11	8
chr1	46600000	3|4	2
chr1	46880000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	47160000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	47440000	3|4|5|6	4
chr1	47720000	3|4|5|6|7|8|9	7
chr1	48000000	3|5	2
chr1	48080000	4|5|6|7|8|9|10|11|12|13|14|15|17|18|19	15
chr1	48280000	3|4|5|6|12|14|15|16|17|18|19|20|21|22|23|24|25	17
chr1	48560000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|20|21	18
chr1	48920000	3|4|5|6|7|8|9|10|11|12|13	11
chr1	49440000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	49520000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	50040000	3|4	2
chr1	50360000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20	18
chr1	50760000	3|4|22|23|24|25|26|27|28|29	10
chr1	51240000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	51560000	17|18|19|20|21|22|23|24|25|26|27|28|29|30	14
chr1	51880000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	52040000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	52720000	3|4|5|6|7|8|9|10|13|14	10
chr1	52800000	8|9	2
chr1	53240000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	53400000	17|21|24|25	4
chr1	53480000	3|4	2
chr1	53840000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	54040000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18	16
chr1	54560000	3|4|5|6|7|8|9	7
chr1	54920000	3|4|7|10|11|14|16|17|29	9
chr1	55040000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	55280000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20	18
chr1	56360000	3|4	2
chr1	56600000	3|4|5|6	4
chr1	56800000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	58160000	3	1
chr1	58520000	3|4|5|6|7|8|9|10|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	27
chr1	58680000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26	24
chr1	59280000	3|4	2
chr1	59840000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	59960000	3|5|9|10|12|13|15|18|19|20	10
chr1	60200000	5	1
chr1	60960000	7|8|9|10|11|12|13|14|15|16|17|18|19|20|21	15
chr1	61040000	3|4|5|6|7	5
chr1	61440000	5	1
chr1	61680000	3	1
chr1	61920000	3|4|5|6|7|8|9|10|11|12|19|21	12
chr1	62120000	4|5|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	21
chr1	62440000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	62800000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	63280000	3|4|5|6	4
chr1	63560000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	64280000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17	15
chr1	64680000	3|4|5|6|7|8	6
chr1	64840000	3|4|6|7|8|9|10|12|13|14|17|18|19|20|21|22|23|25|26|27	20
chr1	65040000	3|4|8|9|11|12|13|14|15|16|17|18|24|25|26|27|28|29|30	19
chr1	65240000	3|4|5|9	4
chr1	65400000	3|4	2
chr1	65720000	3|4|5|6|7|8|9|10	8
chr1	65960000	5	1
chr1	66240000	3|4|5|6|7	5
chr1	66480000	3|4|5|6|7|18|24|25	8
chr1	66760000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	67200000	4|6|7|8|23|24|25|26|27|28|29|30	12
chr1	67320000	12|14	2
chr1	67520000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	67760000	3|4|5|8|9|10|11|16|17|20|21|26|27|28|30	15
chr1	67840000	3|4|6|7|12|21|22|23|24|25|26|27|28|29|30	15
chr1	68080000	3|4|5|6|7|22|23|24|25|26|27|28|29|30	14
chr1	68400000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	69080000	3|4	2
chr1	69760000	3|4|5|6|7|8	6
chr1	70080000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	70520000	3|4|5|6|7|8|9|10|11|12|13|14|15|16	14
chr1	71080000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29	27
chr1	71560000	3|4|5|6|7|8|9|10	8
chr1	72040000	4|5	2
chr1	72280000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	72360000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	72560000	3	1
chr1	72640000	4	1
chr1	73920000	3	1
chr1	74080000	4	1
chr1	74440000	3|4|5	3
chr1	74760000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28	26
chr1	75080000	29	1
chr1	75200000	3|4|5|6|7|8|9|10|12|14|15|16|17|18|19|20|23|24|25|26|27|28|29|30	24
chr1	75680000	3|4	2
chr1	75800000	3|4|28|29|30	5
chr1	75880000	5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27	23
chr1	75960000	3|4|5|12	4
chr1	76160000	3|4	2
chr1	76320000	3|4|5|6	4
chr1	76520000	3	1
chr1	76840000	3|4|5|6	4
chr1	77160000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	77560000	3|7	2
chr1	77720000	3|6|7|8|9|10|11|12|19|20|21|23|24|25|26|27|29	17
chr1	77800000	13|26	2
chr1	78000000	3|9|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	22
chr1	78120000	3|4|5|6|7|8|9|10|11|12|17|18|19|20|21|22|23|24|25|26|27|29	22
chr1	78600000	3|4	2
chr1	78720000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	79240000	3|4|5|6|7|8|9|10|14|15|16|18|22|23|24|25|26|27	18
chr1	79400000	10|11|12|13|14|15	6
chr1	79480000	4|5	2
chr1	80200000	3|5|6|7|11	5
chr1	81280000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19	17
chr1	81520000	4|5	2
chr1	81800000	3|4|5|6|7|8|9|10|11|12|13	11
chr1	82320000	3	1
chr1	82760000	3|4|5|8	4
chr1	83120000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	83480000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	83880000	3|4|5|6|7|8|9	7
chr1	84120000	3|4|5	3
chr1	84440000	3|4|5|6	4
chr1	84760000	3|4|5	3
chr1	84920000	3|4|5|6|7|8|9|10|11	9
chr1	85280000	3|4|5	3
chr1	85520000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	85560000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	85720000	3	1
chr1	86000000	4|5	2
chr1	86360000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19	17
chr1	86520000	3	1
chr1	86720000	3|4|5|6|7|8|9|10|22|23|24|25|26|27|28	15
chr1	87120000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	87320000	3|4	2
chr1	88040000	6	1
chr1	88120000	3|4|5	3
chr1	88360000	3|4|5|6|7	5
chr1	88640000	3|4|5|6|7|8|9|10|11|12|13|14|15|16	14
chr1	88920000	3|4|5|6|7|8|9|10|11	9
chr1	89400000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	89440000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	89640000	3	1
chr1	89800000	3|4|5|6|7	5
chr1	90040000	3|4|5|6|7|8|9|10|11|12|13|14	12
chr1	90520000	3|4|5|6|7	5
chr1	90600000	8|10	2
chr1	90680000	9|10|11|12	4
chr1	90880000	3	1
chr1	91160000	4|5|6|7	4
chr1	91280000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|26	23
chr1	91960000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17	15
chr1	92320000	3|4|5|6|7|8|26|27|28|29|30	11
chr1	92760000	3|4|5|6|7|8|9	7
chr1	92840000	3|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	26
chr1	93000000	4|5|6|7|8|10|11|12|13|14|15|16|17|18|19|20|27|28|29	19
chr1	93280000	3	1
chr1	93360000	6	1
chr1	93640000	4	1
chr1	93960000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	94360000	4	1
chr1	94480000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	94840000	3|4|5|6|7|8|9|10|11|12|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	26
chr1	95080000	3|4|5|6|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	27
chr1	95240000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	95520000	3|4|5|6|7|8|9|10|12	9
chr1	96000000	3|4	2
chr1	96160000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20	18
chr1	96960000	6|7|8|9|10|11|12|13|14|15|16|17|18|19|20	15
chr1	97560000	5|6|7	3
chr1	98040000	3|4|5	3
chr1	98480000	3|4|5	3
chr1	98560000	5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29	25
chr1	98680000	12|14|30	3
chr1	99120000	3|4|5|6|7|8|9|10|11|13|29|30	12
chr1	99480000	3|4|5	3
chr1	99760000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	100360000	12	1
chr1	100520000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18	16
chr1	100880000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	101040000	28	1
chr1	101320000	3|4	2
chr1	101400000	4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	27
chr1	101760000	4|5|6|7|8	5
chr1	102200000	4	1
chr1	102360000	5|6|7|8|9|10|11|12|13	9
chr1	102640000	3|4|5|6|7	5
chr1	103000000	3|4|5|6|7|8|9|10|11|12|13	11
chr1	103600000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	103760000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	104120000	3	1
chr1	104640000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	104680000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	105400000	3	1
chr1	105960000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	106280000	3|4|5|6|7|8|9|10|11|12|13|14	12
chr1	107200000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|22|23|24	21
chr1	107760000	3|4|5|6|7|8|9|10	8
chr1	108200000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	108480000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	108720000	3|4|5	3
chr1	108920000	8	1
chr1	109040000	3|4|5	3
chr1	109200000	3|5	2
chr1	109480000	4	1
chr1	109680000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	109720000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	110040000	3|4|5|6	4
chr1	110120000	3|7|9	3
chr1	110320000	13|14	2
chr1	110520000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19	17
chr1	110800000	4	1
chr1	111160000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26	24
chr1	111440000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
chr1	111760000	3|4|5|6|7|8|9|10|12|13|14|15	12
chr1	112040000	3|4|5	3
chr1	112400000	3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30	28
