chr_x	start_x	end_x	chr_y	start_y	end_y	anchor_ID_x	anchor_ID_y	loop_ID	fdr	detection_scale
chr14	31180000	31200000	chr14	31340000	31370000	13229	13230	13229_13230	0.0859693794807047	3.2
chr14	50600000	50630000	chr14	50760000	50780000	13322	13323	13322_13323	0.140905038244752	2.59920766833995
chr14	51270000	51290000	chr14	51760000	51780000	13326	13330	13326_13330	0.00424983544440434	3.2
chr14	53290000	53320000	chr14	54330000	54360000	13342	13348	13342_13348	0.0913233316051285	2.59920766833995
chr14	56640000	56670000	chr14	57170000	57210000	13364	13368	13364_13368	0.0405116574102702	3.67583473599051
chr14	58620000	58670000	chr14	59410000	59450000	13376	13382	13376_13382	0.0251451306344274	2.59920766833995
chr1	209860000	209870000	chr1	209980000	210000000	1337	1338	1337_1338	0.130057278276417	2.59920766833995
chr14	59700000	59720000	chr14	59870000	59900000	13385	13386	13385_13386	0.107550943666276	2.11121265723663
chr14	61890000	61920000	chr14	62120000	62130000	13414	13415	13414_13415	0.0149642842560143	4.22242531447326
chr1	210400000	210460000	chr1	210940000	210970000	1342	1344	1342_1344	0.0661503696272264	3.67583473599051
chr14	66620000	66630000	chr14	67110000	67140000	13464	13469	13464_13469	0.0934105137680091	2.11121265723663
chr14	68070000	68090000	chr14	68780000	68850000	13483	13495	13483_13495	0.0585395456463527	2.11121265723663
chr1	211310000	211340000	chr1	211650000	211710000	1348	1351	1348_1351	0.142272935652578	2.59920766833995
chr14	70070000	70100000	chr14	70300000	70340000	13506	13507	13506_13507	0.0748847611866276	3.2
chr14	70070000	70100000	chr14	70550000	70570000	13506	13508	13506_13508	0.0535425350300431	3.67583473599051
chr14	71120000	71160000	chr14	71630000	71650000	13514	13519	13514_13519	0.0706574573242485	2.11121265723663
chr14	74900000	74940000	chr14	75470000	75510000	13540	13545	13540_13545	0.0538352952519016	2.59920766833995
chr14	90280000	90310000	chr14	90680000	90710000	13622	13624	13622_13624	0.0840167472137354	2.59920766833995
chr1	212660000	212680000	chr1	212770000	212820000	1362	1364	1362_1364	0.17388352500093	2.59920766833995
chr14	100820000	100880000	chr14	101230000	101250000	13712	13714	13712_13714	0.17037172948215	3.67583473599051
chr14	102050000	102070000	chr14	102300000	102320000	13722	13725	13722_13725	0.125031610737437	2.59920766833995
chr15	25920000	25960000	chr15	26820000	26870000	13754	13760	13754_13760	0.0566791116812236	3.2
chr1	214210000	214230000	chr1	214320000	214370000	1375	1378	1375_1378	0.0661503696272264	2.59920766833995
chr15	26880000	26900000	chr15	27010000	27030000	13761	13762	13761_13762	0.0387202743359258	2.59920766833995
chr15	30880000	30920000	chr15	31470000	31500000	13775	13780	13775_13780	0.0669532212960065	3.67583473599051
chr15	32650000	32680000	chr15	32820000	32850000	13781	13782	13781_13782	0.0725391621366063	3.2
chr15	32650000	32680000	chr15	32930000	32960000	13781	13783	13781_13783	0.080762328056647	3.67583473599051
chr15	43880000	43920000	chr15	44060000	44070000	13841	13842	13841_13842	0.0224028254838826	2.59920766833995
chr15	47190000	47210000	chr15	48240000	48280000	13858	13863	13858_13863	0.0562539296094186	2.59920766833995
chr15	53960000	53980000	chr15	55160000	55180000	13897	13900	13897_13900	0.0562539296094186	2.59920766833995
chr15	56480000	56510000	chr15	56850000	56870000	13908	13910	13908_13910	0.0587978848612549	3.2
chr15	56810000	56840000	chr15	57280000	57310000	13909	13917	13909_13917	0.111013272690677	2.59920766833995
chr15	60340000	60370000	chr15	60500000	60530000	13947	13950	13947_13950	0.0682984045464122	2.59920766833995
chr15	61220000	61240000	chr15	61820000	61880000	13957	13961	13957_13961	0.128751450327388	2.59920766833995
chr15	64720000	64740000	chr15	64800000	64820000	13990	13991	13990_13991	0.050333056471803	2.11121265723663
chr15	66370000	66390000	chr15	66490000	66500000	14003	14004	14003_14004	0.124415355034663	2.11121265723663
chr1	220860000	220910000	chr1	221190000	221230000	1418	1419	1418_1419	0.101997849712089	4.52548339959391
chr16	5220000	5250000	chr16	6640000	6670000	14306	14315	14306_14315	0.0809374712731833	2.59920766833995
chr16	8560000	8580000	chr16	8860000	8900000	14323	14327	14323_14327	0.056370111969347	2.59920766833995
chr16	9140000	9190000	chr16	10490000	10540000	14331	14343	14331_14343	0.0534993858637224	3.67583473599051
chr16	12440000	12480000	chr16	12810000	12830000	14360	14361	14360_14361	0.0703380019980315	2.59920766833995
chr1	223130000	223180000	chr1	223520000	223540000	1438	1441	1438_1441	0.0739052974283164	3.2
chr16	19580000	19610000	chr16	20280000	20310000	14395	14404	14395_14404	0.0496925438464041	3.2
chr16	23170000	23200000	chr16	23310000	23320000	14428	14429	14428_14429	0.0579738052735882	2.11121265723663
chr16	25260000	25300000	chr16	25670000	25710000	14453	14459	14453_14459	0.0412995009427983	3.2
chr16	25260000	25300000	chr16	27020000	27130000	14453	14478	14453_14478	0.0181084979126463	3.67583473599051
chr16	30970000	31010000	chr16	31290000	31310000	14512	14516	14512_14516	0.0418163929526606	2.59920766833995
chr16	50200000	50240000	chr16	50340000	50390000	14556	14558	14556_14558	0.152254426400014	2.59920766833995
chr1	225460000	225500000	chr1	225870000	225890000	1455	1461	1455_1461	0.030827702111491	3.67583473599051
chr16	53530000	53570000	chr16	54790000	54830000	14582	14595	14582_14595	0.163047459411939	2.59920766833995
chr16	72920000	72970000	chr16	73040000	73070000	14680	14681	14680_14681	0.101959377170439	2.11121265723663
chr16	80530000	80550000	chr16	80800000	80820000	14728	14729	14728_14729	0.0748713534099961	3.67583473599051
chr16	81230000	81250000	chr16	81710000	81750000	14734	14738	14734_14738	0.125194571195376	3.67583473599051
chr1	227750000	227770000	chr1	227920000	227950000	1476	1477	1476_1477	0.0067149424826024	3.2
chr17	860000	880000	chr17	970000	1000000	14799	14800	14799_14800	0.131879990938169	2.11121265723663
chr17	5570000	5620000	chr17	6270000	6290000	14842	14846	14842_14846	0.0794635937371693	4.22242531447326
chr17	5570000	5620000	chr17	6600000	6650000	14842	14849	14842_14849	0.152697595134974	2.59920766833995
chr17	7030000	7060000	chr17	7290000	7310000	14855	14858	14855_14858	0.0937427454789973	2.59920766833995
chr17	10830000	10900000	chr17	11230000	11260000	14893	14896	14893_14896	0.119639945168636	3.2
chr17	12170000	12210000	chr17	12650000	12680000	14905	14909	14905_14909	0.134129945579495	2.59920766833995
chr17	14280000	14320000	chr17	14920000	14940000	14928	14933	14928_14933	0.0358562609484481	2.59920766833995
chr17	27580000	27620000	chr17	27750000	27770000	14979	14981	14979_14981	0.0678892750921309	2.11121265723663
chr17	27640000	27670000	chr17	27870000	27900000	14980	14983	14980_14983	0.127934634003621	3.67583473599051
chr17	27750000	27770000	chr17	27870000	27900000	14981	14983	14981_14983	0.0488488358487338	2.11121265723663
chr17	28720000	28780000	chr17	29100000	29120000	14995	15001	14995_15001	0.129283186661534	3.2
chr17	29580000	29670000	chr17	30000000	30040000	15007	15013	15007_15013	0.0804734758309136	2.59920766833995
chr17	29760000	29840000	chr17	30000000	30040000	15008	15013	15008_15013	0.140699592353247	3.67583473599051
chr17	30080000	30130000	chr17	30230000	30260000	15014	15016	15014_15016	0.137730809110996	2.59920766833995
chr17	32650000	32680000	chr17	32860000	32940000	15038	15040	15038_15040	0.145154507448992	2.11121265723663
chr17	33280000	33300000	chr17	33640000	33700000	15046	15050	15046_15050	0.116515134264636	2.59920766833995
chr17	33510000	33530000	chr17	33640000	33700000	15049	15050	15049_15050	0.0559473134143821	3.2
chr17	34410000	34460000	chr17	34620000	34660000	15061	15065	15061_15065	0.114747621264829	2.59920766833995
chr17	34410000	34460000	chr17	34860000	34890000	15061	15068	15061_15068	0.121894487940023	5.57152360509519
chr17	35080000	35210000	chr17	35740000	35760000	15074	15082	15074_15082	0.0973144097784162	2.11121265723663
chr17	36590000	36650000	chr17	36740000	36770000	15085	15088	15085_15088	0.0447289926739412	2.11121265723663
chr17	36590000	36650000	chr17	37360000	37400000	15085	15099	15085_15099	0.0372262968899598	3.2
chr17	36740000	36770000	chr17	37030000	37060000	15088	15093	15088_15093	0.0816333445942766	3.2
chr17	42200000	42220000	chr17	42500000	42530000	15134	15137	15134_15137	0.0842306375550177	3.67583473599051
chr17	50180000	50200000	chr17	50280000	50310000	15191	15192	15191_15192	0.0407920492663167	2.11121265723663
chr17	51330000	51380000	chr17	51530000	51550000	15201	15202	15201_15202	0.0826092886034002	4.22242531447326
chr17	57110000	57150000	chr17	57640000	57650000	15237	15244	15237_15244	0.0888683820120748	2.59920766833995
chr17	64020000	64070000	chr17	64130000	64160000	15299	15300	15299_15300	0.0747058318845014	2.11121265723663
chr17	70750000	70790000	chr17	72090000	72170000	15356	15367	15356_15367	0.0611380521179286	2.59920766833995
chr17	79020000	79040000	chr17	79690000	79720000	15439	15444	15439_15444	0.0712566005032237	3.2
chr18	850000	900000	chr18	1570000	1600000	15484	15489	15484_15489	0.114347720291426	2.59920766833995
chr18	5080000	5110000	chr18	5830000	5890000	15522	15526	15522_15526	0.0655656513919477	2.59920766833995
chr18	7550000	7600000	chr18	8050000	8070000	15541	15546	15541_15546	0.162905798659984	2.11121265723663
chr18	9060000	9090000	chr18	9320000	9360000	15558	15560	15558_15560	0.0320673724440828	2.11121265723663
chr18	9320000	9360000	chr18	9510000	9540000	15560	15561	15560_15561	0.0941587668346634	3.2
chr18	12380000	12410000	chr18	12910000	12950000	15590	15594	15590_15594	0.0318993286223255	2.59920766833995
chr18	26380000	26410000	chr18	26950000	27000000	15633	15637	15633_15637	0.122684876531116	2.59920766833995
chr18	29870000	29890000	chr18	30280000	30300000	15648	15650	15648_15650	0.0938810646438789	3.2
chr18	43620000	43650000	chr18	45190000	45230000	15706	15714	15706_15714	0.162694020016373	3.2
chr18	48650000	48710000	chr18	49030000	49050000	15734	15736	15734_15736	0.123357861757512	3.2
chr18	50810000	50830000	chr18	51050000	51070000	15746	15748	15746_15748	0.110707958401016	3.2
chr18	51110000	51130000	chr18	51370000	51390000	15749	15750	15749_15750	0.0964759943389367	3.2
chr1	240020000	240030000	chr1	240170000	240200000	1579	1581	1579_1581	0.106407623516588	2.11121265723663
chr18	70920000	70950000	chr18	72520000	72550000	15850	15851	15850_15851	0.0938741793434522	3.2
chr18	72750000	72780000	chr18	73120000	73150000	15854	15856	15854_15856	0.111810190039489	2.59920766833995
chr1	241510000	241540000	chr1	241630000	241640000	1590	1592	1590_1592	0.0599998353079729	2.59920766833995
chr19	9310000	9330000	chr19	9780000	9820000	15964	15969	15964_15969	0.059224251614275	2.59920766833995
chr20	2190000	2220000	chr20	2340000	2360000	16263	16264	16263_16264	0.0857168078927955	2.11121265723663
chr20	3670000	3690000	chr20	4070000	4120000	16275	16279	16275_16279	0.0746096755305025	2.11121265723663
chr20	5200000	5220000	chr20	5440000	5460000	16289	16290	16289_16290	0.0372752185659654	2.11121265723663
chr20	17610000	17680000	chr20	17970000	18010000	16362	16365	16362_16365	0.136834833373607	3.67583473599051
chr20	18890000	18920000	chr20	19570000	19600000	16369	16372	16369_16372	0.126410241140359	2.11121265723663
chr2	1880000	1900000	chr2	2290000	2300000	1639	1641	1639_1641	0.0990502990052831	2.59920766833995
chr20	25050000	25080000	chr20	25390000	25410000	16433	16438	16433_16438	0.0959448585252181	2.11121265723663
chr20	33850000	33880000	chr20	34060000	34080000	16470	16471	16470_16471	0.113319651104033	2.59920766833995
chr20	34830000	34870000	chr20	35260000	35270000	16482	16489	16482_16489	0.0446180834774962	3.2
chr20	41720000	41760000	chr20	43390000	43420000	16553	16574	16553_16574	0.0105186206489632	3.2
chr20	43740000	43760000	chr20	43910000	43950000	16578	16580	16578_16580	0.0754581959127295	2.59920766833995
chr20	43910000	43950000	chr20	44070000	44100000	16580	16583	16580_16583	0.151146847413216	2.59920766833995
chr20	44180000	44230000	chr20	44360000	44400000	16585	16587	16585_16587	0.131154777393348	2.11121265723663
chr20	44180000	44230000	chr20	44600000	44630000	16585	16589	16585_16589	0.0178521093894779	2.59920766833995
chr20	47480000	47500000	chr20	47610000	47710000	16624	16625	16624_16625	0.126535569244474	2.59920766833995
chr20	48640000	48670000	chr20	48780000	48800000	16635	16637	16635_16637	0.0267042327411119	2.11121265723663
chr20	49120000	49140000	chr20	49210000	49220000	16642	16643	16642_16643	0.0609096369411925	2.11121265723663
chr20	51580000	51660000	chr20	51960000	51980000	16667	16670	16667_16670	0.173481174241742	2.59920766833995
chr20	59940000	59960000	chr20	60040000	60090000	16740	16741	16740_16741	0.0625908962206484	2.11121265723663
chr20	60040000	60090000	chr20	61860000	61910000	16741	16754	16741_16754	0.0734253657364759	2.59920766833995
chr21	16920000	16940000	chr21	17260000	17280000	16801	16803	16801_16803	0.111339452034917	3.2
chr21	21220000	21240000	chr21	21910000	21930000	16813	16815	16813_16815	0.0714706262270426	3.2
chr21	25780000	25790000	chr21	26710000	26730000	16824	16831	16824_16831	0.0758139703583163	3.2
chr21	36710000	36750000	chr21	36910000	36940000	16893	16895	16893_16895	0.0831617121950815	4.52548339959391
chr21	42140000	42160000	chr21	42270000	42320000	16949	16951	16949_16951	0.0303557724300133	2.59920766833995
chr22	28820000	28880000	chr22	29140000	29160000	17079	17082	17079_17082	0.0633337043232465	2.59920766833995
chr22	31540000	31570000	chr22	31950000	32000000	17110	17113	17110_17113	0.0657240540032111	2.59920766833995
chr2	15630000	15670000	chr2	15920000	15950000	1714	1718	1714_1718	0.0234176285425365	3.2
chr22	42750000	42790000	chr22	43020000	43090000	17220	17223	17220_17223	0.053493208615832	2.59920766833995
chr22	45570000	45600000	chr22	45850000	45880000	17242	17245	17242_17245	0.107589233294907	2.59920766833995
chr2	16740000	16800000	chr2	17140000	17160000	1724	1726	1724_1726	0.0639578999655992	2.59920766833995
chr22	46560000	46590000	chr22	46790000	46810000	17252	17257	17252_17257	0.0747012004092237	2.59920766833995
chrX	8960000	8980000	chrX	9700000	9710000	17309	17312	17309_17312	0.170924387185077	2.11121265723663
chrX	17760000	17790000	chrX	18190000	18220000	17361	17364	17361_17364	0.0681942168815271	3.67583473599051
chrX	18370000	18430000	chrX	19010000	19040000	17365	17372	17365_17372	0.0484019655921311	2.11121265723663
chrX	45310000	45330000	chrX	46380000	46410000	17425	17430	17425_17430	0.101077938351176	2.59920766833995
chrX	48080000	48090000	chrX	48480000	48500000	17436	17437	17436_17437	0.0627047368504632	3.67583473599051
chrX	74380000	74390000	chrX	74540000	74560000	17481	17482	17481_17482	0.0901538250709573	2.11121265723663
chrX	102940000	102960000	chrX	103150000	103170000	17499	17500	17499_17500	0.141729269472901	3.67583473599051
chrX	109480000	109500000	chrX	109630000	109650000	17526	17527	17526_17527	0.0870581649350703	2.59920766833995
chrX	118450000	118470000	chrX	118590000	118610000	17542	17543	17542_17543	0.055022075029095	2.11121265723663
chrX	118830000	118860000	chrX	118990000	119010000	17546	17547	17546_17547	0.0146021007839205	2.59920766833995
chr2	27430000	27460000	chr2	27640000	27670000	1793	1794	1793_1794	0.0601333626138167	5.19841533667991
chr2	30170000	30230000	chr2	31320000	31350000	1813	1824	1813_1824	0.100368312057934	3.2
chr2	47860000	47880000	chr2	48400000	48450000	1925	1930	1925_1930	0.0682073789550488	2.59920766833995
chr1	21230000	21270000	chr1	21560000	21580000	193	196	193_196	0.0593286214656378	2.59920766833995
chr2	53410000	53440000	chr2	53720000	53740000	1951	1952	1951_1952	0.0396539925478407	2.59920766833995
chr2	59280000	59320000	chr2	60150000	60160000	1985	1990	1985_1990	0.130302052950313	2.59920766833995
chr2	61190000	61220000	chr2	61860000	61880000	1999	2006	1999_2006	0.0570576431153828	2.59920766833995
chr2	61490000	61510000	chr2	61860000	61880000	2005	2006	2005_2006	0.0393687554361467	3.2
chr2	62790000	62810000	chr2	63470000	63500000	2016	2019	2016_2019	0.139368234573572	3.67583473599051
chr2	64640000	64670000	chr2	64850000	64890000	2029	2030	2029_2030	0.0464915328063603	2.59920766833995
