Iteration	Median_Both_DGE_Enhns	Median_Some_NonDGE_Enhns	log2FC
202	30	22	0.44745897697122117
203	49	22	1.1552782254779108
204	25	22	0.18442457113742758
205	21	22	-0.06711419585853691
206	18	22	-0.2895066171949848
207	18	22	-0.2895066171949848
208	21	22	-0.06711419585853691
209	39	22	0.8259706002249511
210	26	22	0.24100809950379498
211	32	22	0.5405683813627028
212	20	22	-0.13750352374993496
213	18	22	-0.2895066171949848
214	38	22	0.7884958948062882
215	26	22	0.24100809950379498
216	29	22	0.3985493764902748
217	22	22	0.0
218	8	22	-1.4594316186372973
219	25	22	0.18442457113742758
220	21	22	-0.06711419585853691
221	12	22	-0.8744691179161412
222	1	22	-4.459431618637297
223	10	22	-1.137503523749935
224	32	22	0.5405683813627028
225	15	22	-0.5525410230287788
226	22	22	0.0
227	20	22	-0.13750352374993496
228	29	22	0.3985493764902748
229	48	22	1.1255308820838588
230	25	22	0.18442457113742758
231	22	22	0.0
232	38	22	0.7884958948062882
233	25	22	0.18442457113742758
234	42	22	0.932885804141463
235	42	22	0.932885804141463
236	16	22	-0.4594316186372972
237	14	22	-0.6520766965796931
238	21	22	-0.06711419585853691
239	22	22	0.0
240	35	22	0.6698513983076692
241	30	22	0.44745897697122117
242	21	22	-0.06711419585853691
243	35	22	0.6698513983076692
244	30	22	0.44745897697122117
245	14	22	-0.6520766965796931
246	27	22	0.2954558835261713
247	9	22	-1.2895066171949847
248	27	22	0.2954558835261713
249	41	22	0.8981203859807864
250	23	22	0.06413033741971556
251	15	22	-0.5525410230287788
252	18	22	-0.2895066171949848
253	22	22	0.0
254	21	22	-0.06711419585853691
255	8	22	-1.4594316186372973
256	35	22	0.6698513983076692
257	37	22	0.7500217469916526
258	38	22	0.7884958948062882
259	21	22	-0.06711419585853691
260	18	22	-0.2895066171949848
261	18	22	-0.2895066171949848
262	15	22	-0.5525410230287788
263	18	22	-0.2895066171949848
264	17	22	-0.3719687773869579
265	25	22	0.18442457113742758
266	38	22	0.7884958948062882
267	23	22	0.06413033741971556
268	26	22	0.24100809950379498
269	31	22	0.49476469174957804
270	9	22	-1.2895066171949847
271	25	22	0.18442457113742758
272	21	22	-0.06711419585853691
273	39	22	0.8259706002249511
274	30	22	0.44745897697122117
275	21	22	-0.06711419585853691
276	18	22	-0.2895066171949848
277	21	22	-0.06711419585853691
278	22	22	0.0
279	13	22	-0.758991900496205
280	15	22	-0.5525410230287788
281	25	22	0.18442457113742758
282	25	22	0.18442457113742758
283	35	22	0.6698513983076692
284	38	22	0.7884958948062882
285	39	22	0.8259706002249511
286	42	22	0.932885804141463
287	25	22	0.18442457113742758
288	0	22	-inf
289	18	22	-0.2895066171949848
290	18	22	-0.2895066171949848
291	15	22	-0.5525410230287788
292	2	22	-3.4594316186372973
293	25	22	0.18442457113742758
294	27	22	0.2954558835261713
295	30	22	0.44745897697122117
296	38	22	0.7884958948062882
297	25	22	0.18442457113742758
298	15	22	-0.5525410230287788
299	18	22	-0.2895066171949848
300	28	22	0.3479233034203068
301	21	22	-0.06711419585853691
302	22	22	0.0
303	12	22	-0.8744691179161412
304	27	22	0.2954558835261713
305	21	22	-0.06711419585853691
306	21	22	-0.06711419585853691
307	35	22	0.6698513983076692
308	35	22	0.6698513983076692
309	21	22	-0.06711419585853691
310	38	22	0.7884958948062882
311	21	22	-0.06711419585853691
312	18	22	-0.2895066171949848
313	23	22	0.06413033741971556
314	9	22	-1.2895066171949847
315	38	22	0.7884958948062882
316	18	22	-0.2895066171949848
317	18	22	-0.2895066171949848
318	42	22	0.932885804141463
319	21	22	-0.06711419585853691
320	21	22	-0.06711419585853691
321	15	22	-0.5525410230287788
322	41	22	0.8981203859807864
323	15	22	-0.5525410230287788
324	27	22	0.2954558835261713
325	25	22	0.18442457113742758
326	22	22	0.0
327	19	22	-0.21150410519371174
328	18	22	-0.2895066171949848
329	8	22	-1.4594316186372973
330	21	22	-0.06711419585853691
331	32	22	0.5405683813627028
332	26	22	0.24100809950379498
333	22	22	0.0
334	28	22	0.3479233034203068
335	41	22	0.8981203859807864
336	14	22	-0.6520766965796931
337	39	22	0.8259706002249511
338	16	22	-0.4594316186372972
339	38	22	0.7884958948062882
340	38	22	0.7884958948062882
341	16	22	-0.4594316186372972
342	30	22	0.44745897697122117
343	23	22	0.06413033741971556
344	19	22	-0.21150410519371174
345	0	22	-inf
346	35	22	0.6698513983076692
347	25	22	0.18442457113742758
348	23	22	0.06413033741971556
349	8	22	-1.4594316186372973
350	21	22	-0.06711419585853691
351	29	22	0.3985493764902748
352	21	22	-0.06711419585853691
353	22	22	0.0
354	38	22	0.7884958948062882
355	22	22	0.0
356	24	22	0.12553088208385882
357	21	22	-0.06711419585853691
358	6	22	-1.8744691179161412
359	30	22	0.44745897697122117
360	35	22	0.6698513983076692
361	33	22	0.5849625007211562
362	12	22	-0.8744691179161412
363	30	22	0.44745897697122117
364	22	22	0.0
365	12	22	-0.8744691179161412
366	38	22	0.7884958948062882
367	18	22	-0.2895066171949848
368	18	22	-0.2895066171949848
369	18	22	-0.2895066171949848
370	23	22	0.06413033741971556
371	35	22	0.6698513983076692
372	25	22	0.18442457113742758
373	23	22	0.06413033741971556
374	20	22	-0.13750352374993496
375	25	22	0.18442457113742758
376	15	22	-0.5525410230287788
377	23	22	0.06413033741971556
378	9	22	-1.2895066171949847
379	18	22	-0.2895066171949848
380	38	22	0.7884958948062882
381	36	22	0.7104933828050152
382	25	22	0.18442457113742758
383	18	22	-0.2895066171949848
384	38	22	0.7884958948062882
385	38	22	0.7884958948062882
386	19	22	-0.21150410519371174
387	21	22	-0.06711419585853691
388	38	22	0.7884958948062882
389	18	22	-0.2895066171949848
390	27	22	0.2954558835261713
391	38	22	0.7884958948062882
392	21	22	-0.06711419585853691
393	21	22	-0.06711419585853691
394	23	22	0.06413033741971556
395	21	22	-0.06711419585853691
396	18	22	-0.2895066171949848
397	21	22	-0.06711419585853691
398	21	22	-0.06711419585853691
399	32	22	0.5405683813627028
400	23	22	0.06413033741971556
401	21	22	-0.06711419585853691
402	42	22	0.932885804141463
403	21	22	-0.06711419585853691
404	25	22	0.18442457113742758
405	1	22	-4.459431618637297
406	21	22	-0.06711419585853691
407	24	22	0.12553088208385882
408	26	22	0.24100809950379498
409	38	22	0.7884958948062882
410	30	22	0.44745897697122117
411	6	22	-1.8744691179161412
412	21	22	-0.06711419585853691
413	21	22	-0.06711419585853691
414	23	22	0.06413033741971556
415	2	22	-3.4594316186372973
416	25	22	0.18442457113742758
417	39	22	0.8259706002249511
418	30	22	0.44745897697122117
419	11	22	-1.0
420	29	22	0.3985493764902748
421	18	22	-0.2895066171949848
422	15	22	-0.5525410230287788
423	32	22	0.5405683813627028
424	38	22	0.7884958948062882
425	28	22	0.3479233034203068
426	24	22	0.12553088208385882
427	29	22	0.3985493764902748
428	21	22	-0.06711419585853691
429	38	22	0.7884958948062882
430	18	22	-0.2895066171949848
431	23	22	0.06413033741971556
432	39	22	0.8259706002249511
433	25	22	0.18442457113742758
434	25	22	0.18442457113742758
435	15	22	-0.5525410230287788
436	7	22	-1.6520766965796931
437	15	22	-0.5525410230287788
438	20	22	-0.13750352374993496
439	25	22	0.18442457113742758
440	27	22	0.2954558835261713
441	21	22	-0.06711419585853691
442	18	22	-0.2895066171949848
443	32	22	0.5405683813627028
444	21	22	-0.06711419585853691
445	29	22	0.3985493764902748
446	25	22	0.18442457113742758
447	15	22	-0.5525410230287788
448	14	22	-0.6520766965796931
449	32	22	0.5405683813627028
450	21	22	-0.06711419585853691
451	11	22	-1.0
452	14	22	-0.6520766965796931
453	21	22	-0.06711419585853691
454	27	22	0.2954558835261713
455	23	22	0.06413033741971556
456	21	22	-0.06711419585853691
457	12	22	-0.8744691179161412
458	21	22	-0.06711419585853691
459	27	22	0.2954558835261713
460	21	22	-0.06711419585853691
461	21	22	-0.06711419585853691
462	25	22	0.18442457113742758
463	21	22	-0.06711419585853691
464	20	22	-0.13750352374993496
465	5	22	-2.137503523749935
466	21	22	-0.06711419585853691
467	36	22	0.7104933828050152
468	27	22	0.2954558835261713
469	6	22	-1.8744691179161412
470	23	22	0.06413033741971556
471	23	22	0.06413033741971556
472	36	22	0.7104933828050152
473	18	22	-0.2895066171949848
474	12	22	-0.8744691179161412
475	22	22	0.0
476	14	22	-0.6520766965796931
477	23	22	0.06413033741971556
478	2	22	-3.4594316186372973
479	22	22	0.0
480	22	22	0.0
481	14	22	-0.6520766965796931
482	25	22	0.18442457113742758
483	27	22	0.2954558835261713
484	35	22	0.6698513983076692
485	22	22	0.0
486	22	22	0.0
487	12	22	-0.8744691179161412
488	33	22	0.5849625007211562
489	25	22	0.18442457113742758
490	18	22	-0.2895066171949848
491	10	22	-1.137503523749935
492	23	22	0.06413033741971556
493	25	22	0.18442457113742758
494	49	22	1.1552782254779108
495	25	22	0.18442457113742758
496	22	22	0.0
497	8	22	-1.4594316186372973
498	35	22	0.6698513983076692
499	38	22	0.7884958948062882
500	21	22	-0.06711419585853691
501	49	22	1.1552782254779108
502	18	22	-0.2895066171949848
503	17	22	-0.3719687773869579
504	8	22	-1.4594316186372973
505	38	22	0.7884958948062882
506	2	22	-3.4594316186372973
507	18	22	-0.2895066171949848
508	23	22	0.06413033741971556
509	10	22	-1.137503523749935
510	27	22	0.2954558835261713
511	30	22	0.44745897697122117
512	21	22	-0.06711419585853691
513	18	22	-0.2895066171949848
514	24	22	0.12553088208385882
515	23	22	0.06413033741971556
516	9	22	-1.2895066171949847
517	25	22	0.18442457113742758
518	29	22	0.3985493764902748
519	14	22	-0.6520766965796931
520	8	22	-1.4594316186372973
521	22	22	0.0
522	19	22	-0.21150410519371174
523	39	22	0.8259706002249511
524	2	22	-3.4594316186372973
525	21	22	-0.06711419585853691
526	26	22	0.24100809950379498
527	23	22	0.06413033741971556
528	20	22	-0.13750352374993496
529	18	22	-0.2895066171949848
530	38	22	0.7884958948062882
531	35	22	0.6698513983076692
532	22	22	0.0
533	26	22	0.24100809950379498
534	21	22	-0.06711419585853691
535	42	22	0.932885804141463
536	18	22	-0.2895066171949848
537	12	22	-0.8744691179161412
538	34	22	0.6280312226130421
539	21	22	-0.06711419585853691
540	32	22	0.5405683813627028
541	22	22	0.0
542	18	22	-0.2895066171949848
543	23	22	0.06413033741971556
544	15	22	-0.5525410230287788
545	42	22	0.932885804141463
546	42	22	0.932885804141463
547	18	22	-0.2895066171949848
548	36	22	0.7104933828050152
549	29	22	0.3985493764902748
550	21	22	-0.06711419585853691
551	38	22	0.7884958948062882
552	12	22	-0.8744691179161412
553	35	22	0.6698513983076692
554	14	22	-0.6520766965796931
555	6	22	-1.8744691179161412
556	18	22	-0.2895066171949848
557	22	22	0.0
558	38	22	0.7884958948062882
559	14	22	-0.6520766965796931
560	8	22	-1.4594316186372973
561	35	22	0.6698513983076692
562	18	22	-0.2895066171949848
563	22	22	0.0
564	21	22	-0.06711419585853691
565	23	22	0.06413033741971556
566	25	22	0.18442457113742758
567	18	22	-0.2895066171949848
568	30	22	0.44745897697122117
569	15	22	-0.5525410230287788
570	35	22	0.6698513983076692
571	23	22	0.06413033741971556
572	15	22	-0.5525410230287788
573	16	22	-0.4594316186372972
574	25	22	0.18442457113742758
575	25	22	0.18442457113742758
576	38	22	0.7884958948062882
577	27	22	0.2954558835261713
578	21	22	-0.06711419585853691
579	25	22	0.18442457113742758
580	21	22	-0.06711419585853691
581	38	22	0.7884958948062882
582	18	22	-0.2895066171949848
583	25	22	0.18442457113742758
584	30	22	0.44745897697122117
585	23	22	0.06413033741971556
586	35	22	0.6698513983076692
587	42	22	0.932885804141463
588	27	22	0.2954558835261713
589	25	22	0.18442457113742758
590	18	22	-0.2895066171949848
591	39	22	0.8259706002249511
592	21	22	-0.06711419585853691
593	21	22	-0.06711419585853691
594	19	22	-0.21150410519371174
595	12	22	-0.8744691179161412
596	18	22	-0.2895066171949848
597	18	22	-0.2895066171949848
598	21	22	-0.06711419585853691
599	35	22	0.6698513983076692
600	15	22	-0.5525410230287788
601	15	22	-0.5525410230287788
602	27	22	0.2954558835261713
603	35	22	0.6698513983076692
604	15	22	-0.5525410230287788
605	29	22	0.3985493764902748
606	15	22	-0.5525410230287788
607	29	22	0.3985493764902748
608	27	22	0.2954558835261713
609	32	22	0.5405683813627028
610	27	22	0.2954558835261713
611	35	22	0.6698513983076692
612	18	22	-0.2895066171949848
613	20	22	-0.13750352374993496
614	35	22	0.6698513983076692
615	38	22	0.7884958948062882
616	21	22	-0.06711419585853691
617	39	22	0.8259706002249511
618	15	22	-0.5525410230287788
619	36	22	0.7104933828050152
620	5	22	-2.137503523749935
621	27	22	0.2954558835261713
622	14	22	-0.6520766965796931
623	6	22	-1.8744691179161412
624	37	22	0.7500217469916526
625	8	22	-1.4594316186372973
626	42	22	0.932885804141463
627	18	22	-0.2895066171949848
628	21	22	-0.06711419585853691
629	29	22	0.3985493764902748
630	26	22	0.24100809950379498
631	18	22	-0.2895066171949848
632	31	22	0.49476469174957804
633	40	22	0.8624964762500651
634	6	22	-1.8744691179161412
635	21	22	-0.06711419585853691
636	18	22	-0.2895066171949848
637	30	22	0.44745897697122117
638	23	22	0.06413033741971556
639	21	22	-0.06711419585853691
640	10	22	-1.137503523749935
641	20	22	-0.13750352374993496
642	9	22	-1.2895066171949847
643	21	22	-0.06711419585853691
644	21	22	-0.06711419585853691
645	21	22	-0.06711419585853691
646	30	22	0.44745897697122117
647	20	22	-0.13750352374993496
648	22	22	0.0
649	38	22	0.7884958948062882
650	25	22	0.18442457113742758
651	23	22	0.06413033741971556
652	23	22	0.06413033741971556
653	38	22	0.7884958948062882
654	21	22	-0.06711419585853691
655	23	22	0.06413033741971556
656	21	22	-0.06711419585853691
657	21	22	-0.06711419585853691
658	25	22	0.18442457113742758
659	36	22	0.7104933828050152
660	10	22	-1.137503523749935
661	3	22	-2.8744691179161412
662	12	22	-0.8744691179161412
663	18	22	-0.2895066171949848
664	36	22	0.7104933828050152
665	38	22	0.7884958948062882
666	30	22	0.44745897697122117
667	39	22	0.8259706002249511
668	21	22	-0.06711419585853691
669	26	22	0.24100809950379498
670	20	22	-0.13750352374993496
671	38	22	0.7884958948062882
672	32	22	0.5405683813627028
673	21	22	-0.06711419585853691
674	25	22	0.18442457113742758
675	28	22	0.3479233034203068
676	30	22	0.44745897697122117
677	16	22	-0.4594316186372972
678	25	22	0.18442457113742758
679	28	22	0.3479233034203068
680	21	22	-0.06711419585853691
681	32	22	0.5405683813627028
682	42	22	0.932885804141463
683	23	22	0.06413033741971556
684	16	22	-0.4594316186372972
685	28	22	0.3479233034203068
686	21	22	-0.06711419585853691
687	36	22	0.7104933828050152
688	26	22	0.24100809950379498
689	39	22	0.8259706002249511
690	14	22	-0.6520766965796931
691	41	22	0.8981203859807864
692	12	22	-0.8744691179161412
693	22	22	0.0
694	23	22	0.06413033741971556
695	37	22	0.7500217469916526
696	32	22	0.5405683813627028
697	38	22	0.7884958948062882
698	25	22	0.18442457113742758
699	13	22	-0.758991900496205
700	38	22	0.7884958948062882
701	12	22	-0.8744691179161412
702	30	22	0.44745897697122117
703	15	22	-0.5525410230287788
704	38	22	0.7884958948062882
705	22	22	0.0
706	36	22	0.7104933828050152
707	12	22	-0.8744691179161412
708	13	22	-0.758991900496205
709	10	22	-1.137503523749935
710	42	22	0.932885804141463
711	19	22	-0.21150410519371174
712	10	22	-1.137503523749935
713	36	22	0.7104933828050152
714	15	22	-0.5525410230287788
715	7	22	-1.6520766965796931
716	21	22	-0.06711419585853691
717	38	22	0.7884958948062882
718	23	22	0.06413033741971556
719	35	22	0.6698513983076692
720	20	22	-0.13750352374993496
721	18	22	-0.2895066171949848
722	18	22	-0.2895066171949848
723	18	22	-0.2895066171949848
724	21	22	-0.06711419585853691
725	22	22	0.0
726	21	22	-0.06711419585853691
727	38	22	0.7884958948062882
728	18	22	-0.2895066171949848
729	9	22	-1.2895066171949847
730	23	22	0.06413033741971556
731	21	22	-0.06711419585853691
732	23	22	0.06413033741971556
733	21	22	-0.06711419585853691
734	15	22	-0.5525410230287788
735	5	22	-2.137503523749935
736	23	22	0.06413033741971556
737	32	22	0.5405683813627028
738	18	22	-0.2895066171949848
739	18	22	-0.2895066171949848
740	18	22	-0.2895066171949848
741	5	22	-2.137503523749935
742	20	22	-0.13750352374993496
743	30	22	0.44745897697122117
744	38	22	0.7884958948062882
745	23	22	0.06413033741971556
746	23	22	0.06413033741971556
747	12	22	-0.8744691179161412
748	21	22	-0.06711419585853691
749	15	22	-0.5525410230287788
750	38	22	0.7884958948062882
751	36	22	0.7104933828050152
752	39	22	0.8259706002249511
753	30	22	0.44745897697122117
754	25	22	0.18442457113742758
755	10	22	-1.137503523749935
756	29	22	0.3985493764902748
757	38	22	0.7884958948062882
758	26	22	0.24100809950379498
759	15	22	-0.5525410230287788
760	6	22	-1.8744691179161412
761	25	22	0.18442457113742758
762	25	22	0.18442457113742758
763	38	22	0.7884958948062882
764	27	22	0.2954558835261713
765	21	22	-0.06711419585853691
766	25	22	0.18442457113742758
767	14	22	-0.6520766965796931
768	27	22	0.2954558835261713
769	21	22	-0.06711419585853691
770	27	22	0.2954558835261713
771	20	22	-0.13750352374993496
772	29	22	0.3985493764902748
773	35	22	0.6698513983076692
774	14	22	-0.6520766965796931
775	23	22	0.06413033741971556
776	21	22	-0.06711419585853691
777	8	22	-1.4594316186372973
778	24	22	0.12553088208385882
779	14	22	-0.6520766965796931
780	32	22	0.5405683813627028
781	38	22	0.7884958948062882
782	25	22	0.18442457113742758
783	16	22	-0.4594316186372972
784	21	22	-0.06711419585853691
785	24	22	0.12553088208385882
786	28	22	0.3479233034203068
787	20	22	-0.13750352374993496
788	25	22	0.18442457113742758
789	23	22	0.06413033741971556
790	37	22	0.7500217469916526
791	18	22	-0.2895066171949848
792	29	22	0.3985493764902748
793	30	22	0.44745897697122117
794	35	22	0.6698513983076692
795	35	22	0.6698513983076692
796	30	22	0.44745897697122117
797	21	22	-0.06711419585853691
798	3	22	-2.8744691179161412
799	7	22	-1.6520766965796931
800	19	22	-0.21150410519371174
801	1	22	-4.459431618637297
802	8	22	-1.4594316186372973
803	18	22	-0.2895066171949848
804	20	22	-0.13750352374993496
805	22	22	0.0
806	32	22	0.5405683813627028
807	21	22	-0.06711419585853691
808	18	22	-0.2895066171949848
809	35	22	0.6698513983076692
810	28	22	0.3479233034203068
811	18	22	-0.2895066171949848
812	24	22	0.12553088208385882
813	26	22	0.24100809950379498
814	28	22	0.3479233034203068
815	9	22	-1.2895066171949847
816	23	22	0.06413033741971556
817	32	22	0.5405683813627028
818	18	22	-0.2895066171949848
819	22	22	0.0
820	2	22	-3.4594316186372973
821	16	22	-0.4594316186372972
822	29	22	0.3985493764902748
823	10	22	-1.137503523749935
824	18	22	-0.2895066171949848
825	18	22	-0.2895066171949848
826	9	22	-1.2895066171949847
827	12	22	-0.8744691179161412
828	23	22	0.06413033741971556
829	6	22	-1.8744691179161412
830	35	22	0.6698513983076692
831	23	22	0.06413033741971556
832	38	22	0.7884958948062882
833	2	22	-3.4594316186372973
834	42	22	0.932885804141463
835	25	22	0.18442457113742758
836	10	22	-1.137503523749935
837	21	22	-0.06711419585853691
838	8	22	-1.4594316186372973
839	10	22	-1.137503523749935
840	21	22	-0.06711419585853691
841	38	22	0.7884958948062882
842	13	22	-0.758991900496205
843	10	22	-1.137503523749935
844	22	22	0.0
845	12	22	-0.8744691179161412
846	26	22	0.24100809950379498
847	20	22	-0.13750352374993496
848	36	22	0.7104933828050152
849	12	22	-0.8744691179161412
850	24	22	0.12553088208385882
851	22	22	0.0
852	13	22	-0.758991900496205
853	29	22	0.3985493764902748
854	27	22	0.2954558835261713
855	21	22	-0.06711419585853691
856	21	22	-0.06711419585853691
857	22	22	0.0
858	25	22	0.18442457113742758
859	14	22	-0.6520766965796931
860	24	22	0.12553088208385882
861	42	22	0.932885804141463
862	0	22	-inf
863	29	22	0.3985493764902748
864	21	22	-0.06711419585853691
865	20	22	-0.13750352374993496
866	25	22	0.18442457113742758
867	37	22	0.7500217469916526
868	23	22	0.06413033741971556
869	25	22	0.18442457113742758
870	35	22	0.6698513983076692
871	30	22	0.44745897697122117
872	21	22	-0.06711419585853691
873	28	22	0.3479233034203068
874	14	22	-0.6520766965796931
875	14	22	-0.6520766965796931
876	39	22	0.8259706002249511
877	38	22	0.7884958948062882
878	25	22	0.18442457113742758
879	12	22	-0.8744691179161412
880	21	22	-0.06711419585853691
881	18	22	-0.2895066171949848
882	0	22	-inf
883	20	22	-0.13750352374993496
884	33	22	0.5849625007211562
885	9	22	-1.2895066171949847
886	39	22	0.8259706002249511
887	12	22	-0.8744691179161412
888	25	22	0.18442457113742758
889	22	22	0.0
890	23	22	0.06413033741971556
891	23	22	0.06413033741971556
892	21	22	-0.06711419585853691
893	38	22	0.7884958948062882
894	30	22	0.44745897697122117
895	21	22	-0.06711419585853691
896	14	22	-0.6520766965796931
897	23	22	0.06413033741971556
898	21	22	-0.06711419585853691
899	4	22	-2.4594316186372973
900	20	22	-0.13750352374993496
901	37	22	0.7500217469916526
902	21	22	-0.06711419585853691
903	23	22	0.06413033741971556
904	21	22	-0.06711419585853691
905	25	22	0.18442457113742758
906	38	22	0.7884958948062882
907	23	22	0.06413033741971556
908	21	22	-0.06711419585853691
909	21	22	-0.06711419585853691
910	7	22	-1.6520766965796931
911	27	22	0.2954558835261713
912	32	22	0.5405683813627028
913	6	22	-1.8744691179161412
914	21	22	-0.06711419585853691
915	8	22	-1.4594316186372973
916	26	22	0.24100809950379498
917	9	22	-1.2895066171949847
918	21	22	-0.06711419585853691
919	18	22	-0.2895066171949848
