Label 1	Label 2	Sample 1	Sample 2	intersection	union-intersection	jaccard	n_intersections
1	5	../2020-01-15_TAD-aggregation/resolved-TADs/PCa13266.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa33173.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	412036033		0.586677	8029
1	6	../2020-01-15_TAD-aggregation/resolved-TADs/PCa13266.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa40507.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	395268055		0.524513	8055
1	7	../2020-01-15_TAD-aggregation/resolved-TADs/PCa13266.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa51852.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	403647961		0.543509	7961
1	8	../2020-01-15_TAD-aggregation/resolved-TADs/PCa13266.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa53687.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	385931974		0.505063	7883
1	9	../2020-01-15_TAD-aggregation/resolved-TADs/PCa13266.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa56413.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	385907960		0.515238	7960
1	10	../2020-01-15_TAD-aggregation/resolved-TADs/PCa13266.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa57054.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	403147973		0.552462	7973
1	11	../2020-01-15_TAD-aggregation/resolved-TADs/PCa13266.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa57294.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	389107861		0.517892	7861
1	12	../2020-01-15_TAD-aggregation/resolved-TADs/PCa13266.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa58215.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	402628005		0.548129	8005
2	2	../2020-01-15_TAD-aggregation/resolved-TADs/PCa13848.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa13848.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	576849518		1.0	9518
2	3	../2020-01-15_TAD-aggregation/resolved-TADs/PCa13848.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa14121.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	388229640		0.508121	8108
2	4	../2020-01-15_TAD-aggregation/resolved-TADs/PCa13848.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa19121.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	417669981		0.562694	8449
2	5	../2020-01-15_TAD-aggregation/resolved-TADs/PCa13848.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa33173.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	413376276		0.575411	8272
2	6	../2020-01-15_TAD-aggregation/resolved-TADs/PCa13848.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa40507.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	403968371		0.529926	8371
2	7	../2020-01-15_TAD-aggregation/resolved-TADs/PCa13848.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa51852.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	410488279		0.544956	8279
2	8	../2020-01-15_TAD-aggregation/resolved-TADs/PCa13848.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa53687.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	389852300		0.501336	8209
2	9	../2020-01-15_TAD-aggregation/resolved-TADs/PCa13848.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa56413.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	401328320		0.534399	8320
2	10	../2020-01-15_TAD-aggregation/resolved-TADs/PCa13848.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa57054.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	417428367		0.56958	8367
2	11	../2020-01-15_TAD-aggregation/resolved-TADs/PCa13848.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa57294.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	390728120		0.509337	8120
2	12	../2020-01-15_TAD-aggregation/resolved-TADs/PCa13848.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa58215.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	415928412		0.563077	8412
3	3	../2020-01-15_TAD-aggregation/resolved-TADs/PCa14121.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa14121.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	575428960		1.0	8960
3	4	../2020-01-15_TAD-aggregation/resolved-TADs/PCa14121.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa19121.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	393708061		0.514779	8061
3	5	../2020-01-15_TAD-aggregation/resolved-TADs/PCa14121.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa33173.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	400057514		0.547799	7978
3	6	../2020-01-15_TAD-aggregation/resolved-TADs/PCa14121.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa40507.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	397049590		0.517121	8058
3	7	../2020-01-15_TAD-aggregation/resolved-TADs/PCa14121.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa51852.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	394629490		0.514049	7958
3	8	../2020-01-15_TAD-aggregation/resolved-TADs/PCa14121.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa53687.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	395270536		0.512814	7977
3	9	../2020-01-15_TAD-aggregation/resolved-TADs/PCa14121.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa56413.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	398009558		0.528643	8026
3	10	../2020-01-15_TAD-aggregation/resolved-TADs/PCa14121.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa57054.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	398409557		0.530881	8025
3	11	../2020-01-15_TAD-aggregation/resolved-TADs/PCa14121.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa57294.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	397529514		0.523818	7982
3	12	../2020-01-15_TAD-aggregation/resolved-TADs/PCa14121.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa58215.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	405009625		0.541335	8093
4	4	../2020-01-15_TAD-aggregation/resolved-TADs/PCa19121.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa19121.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	583089191		1.0	9191
4	5	../2020-01-15_TAD-aggregation/resolved-TADs/PCa19121.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa33173.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	410437665		0.564113	8129
4	6	../2020-01-15_TAD-aggregation/resolved-TADs/PCa19121.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa40507.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	405289822		0.528252	8290
4	7	../2020-01-15_TAD-aggregation/resolved-TADs/PCa19121.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa51852.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	412869734		0.545324	8202
4	8	../2020-01-15_TAD-aggregation/resolved-TADs/PCa19121.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa53687.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	398330685		0.513718	8126
4	9	../2020-01-15_TAD-aggregation/resolved-TADs/PCa19121.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa56413.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	402889788		0.533157	8256
4	10	../2020-01-15_TAD-aggregation/resolved-TADs/PCa19121.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa57054.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	413549746		0.556603	8214
4	11	../2020-01-15_TAD-aggregation/resolved-TADs/PCa19121.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa57294.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	401989661		0.52747	8129
4	12	../2020-01-15_TAD-aggregation/resolved-TADs/PCa19121.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa58215.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	409169804		0.544349	8272
5	5	../2020-01-15_TAD-aggregation/resolved-TADs/PCa33173.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa33173.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	554928900		1.0	8900
5	6	../2020-01-15_TAD-aggregation/resolved-TADs/PCa33173.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa40507.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	407236143		0.552468	8139
5	7	../2020-01-15_TAD-aggregation/resolved-TADs/PCa33173.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa51852.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	412656020		0.565932	8016
5	8	../2020-01-15_TAD-aggregation/resolved-TADs/PCa33173.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa53687.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	399394980		0.535265	8003
5	9	../2020-01-15_TAD-aggregation/resolved-TADs/PCa33173.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa56413.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	404676079		0.557619	8075
5	10	../2020-01-15_TAD-aggregation/resolved-TADs/PCa33173.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa57054.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	421016142		0.595192	8138
5	11	../2020-01-15_TAD-aggregation/resolved-TADs/PCa33173.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa57294.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	401175991		0.545995	7987
5	12	../2020-01-15_TAD-aggregation/resolved-TADs/PCa33173.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa58215.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	421156176		0.591909	8172
6	6	../2020-01-15_TAD-aggregation/resolved-TADs/PCa40507.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa40507.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	589429146		1.0	9146
6	7	../2020-01-15_TAD-aggregation/resolved-TADs/PCa40507.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa51852.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	406768136		0.528579	8136
6	8	../2020-01-15_TAD-aggregation/resolved-TADs/PCa40507.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa53687.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	391892157		0.49722	8066
6	9	../2020-01-15_TAD-aggregation/resolved-TADs/PCa40507.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa56413.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	407588222		0.538205	8222
6	10	../2020-01-15_TAD-aggregation/resolved-TADs/PCa40507.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa57054.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	408228146		0.54095	8146
6	11	../2020-01-15_TAD-aggregation/resolved-TADs/PCa40507.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa57294.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	392788014		0.505096	8014
6	12	../2020-01-15_TAD-aggregation/resolved-TADs/PCa40507.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa58215.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	408268229		0.537967	8229
7	7	../2020-01-15_TAD-aggregation/resolved-TADs/PCa51852.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa51852.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	586888928		1.0	8928
7	8	../2020-01-15_TAD-aggregation/resolved-TADs/PCa51852.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa53687.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	392572119		0.500126	8028
7	9	../2020-01-15_TAD-aggregation/resolved-TADs/PCa51852.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa56413.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	397488115		0.519681	8115
7	10	../2020-01-15_TAD-aggregation/resolved-TADs/PCa51852.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa57054.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	414668091		0.556102	8091
7	11	../2020-01-15_TAD-aggregation/resolved-TADs/PCa51852.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa57294.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	403207971		0.527283	7971
7	12	../2020-01-15_TAD-aggregation/resolved-TADs/PCa51852.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa58215.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	410568108		0.54447	8108
8	8	../2020-01-15_TAD-aggregation/resolved-TADs/PCa53687.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa53687.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	590629100		1.0	9100
8	9	../2020-01-15_TAD-aggregation/resolved-TADs/PCa53687.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa56413.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	389772191		0.502073	8100
8	10	../2020-01-15_TAD-aggregation/resolved-TADs/PCa53687.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa57054.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	397212150		0.517968	8059
8	11	../2020-01-15_TAD-aggregation/resolved-TADs/PCa53687.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa57294.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	405352144		0.528983	8053
8	12	../2020-01-15_TAD-aggregation/resolved-TADs/PCa53687.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa58215.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	404532265		0.529599	8174
9	9	../2020-01-15_TAD-aggregation/resolved-TADs/PCa56413.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa56413.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	575469189		1.0	9189
9	10	../2020-01-15_TAD-aggregation/resolved-TADs/PCa56413.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa57054.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	406388150		0.547302	8150
9	11	../2020-01-15_TAD-aggregation/resolved-TADs/PCa56413.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa57294.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	392147997		0.513061	7997
9	12	../2020-01-15_TAD-aggregation/resolved-TADs/PCa56413.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa58215.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	405308167		0.541921	8167
10	10	../2020-01-15_TAD-aggregation/resolved-TADs/PCa57054.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa57054.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	573448982		1.0	8982
10	11	../2020-01-15_TAD-aggregation/resolved-TADs/PCa57054.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa57294.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	400687974		0.531579	7974
10	12	../2020-01-15_TAD-aggregation/resolved-TADs/PCa57054.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa58215.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	419588218		0.573514	8218
11	11	../2020-01-15_TAD-aggregation/resolved-TADs/PCa57294.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa57294.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	581008879		1.0	8879
11	12	../2020-01-15_TAD-aggregation/resolved-TADs/PCa57294.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa58215.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	410028117		0.547632	8117
12	12	../2020-01-15_TAD-aggregation/resolved-TADs/PCa58215.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa58215.40000bp.aggregated-boundaries.extended-20000bp.bedGraph	577749139		1.0	9139
