Label 1	Label 2	Sample 1	Sample 2	intersection	union-intersection	jaccard	n_intersections
2	7	../2020-01-15_TAD-aggregation/resolved-TADs/PCa13848.40000bp.aggregated-boundaries.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa51852.40000bp.aggregated-boundaries.bedGraph	10267		0.545073	10267
2	8	../2020-01-15_TAD-aggregation/resolved-TADs/PCa13848.40000bp.aggregated-boundaries.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa53687.40000bp.aggregated-boundaries.bedGraph	9750		0.501363	9750
2	9	../2020-01-15_TAD-aggregation/resolved-TADs/PCa13848.40000bp.aggregated-boundaries.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa56413.40000bp.aggregated-boundaries.bedGraph	10038		0.534505	10038
2	10	../2020-01-15_TAD-aggregation/resolved-TADs/PCa13848.40000bp.aggregated-boundaries.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa57054.40000bp.aggregated-boundaries.bedGraph	10440		0.569651	10440
2	11	../2020-01-15_TAD-aggregation/resolved-TADs/PCa13848.40000bp.aggregated-boundaries.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa57294.40000bp.aggregated-boundaries.bedGraph	9773		0.509435	9773
2	12	../2020-01-15_TAD-aggregation/resolved-TADs/PCa13848.40000bp.aggregated-boundaries.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa58215.40000bp.aggregated-boundaries.bedGraph	10403		0.563177	10403
3	3	../2020-01-15_TAD-aggregation/resolved-TADs/PCa14121.40000bp.aggregated-boundaries.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa14121.40000bp.aggregated-boundaries.bedGraph	14391		1.0	14391
3	4	../2020-01-15_TAD-aggregation/resolved-TADs/PCa14121.40000bp.aggregated-boundaries.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa19121.40000bp.aggregated-boundaries.bedGraph	9848		0.514901	9848
3	5	../2020-01-15_TAD-aggregation/resolved-TADs/PCa14121.40000bp.aggregated-boundaries.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa33173.40000bp.aggregated-boundaries.bedGraph	10005		0.547769	10005
3	6	../2020-01-15_TAD-aggregation/resolved-TADs/PCa14121.40000bp.aggregated-boundaries.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa40507.40000bp.aggregated-boundaries.bedGraph	9931		0.517213	9931
3	7	../2020-01-15_TAD-aggregation/resolved-TADs/PCa14121.40000bp.aggregated-boundaries.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa51852.40000bp.aggregated-boundaries.bedGraph	9870		0.514116	9870
3	8	../2020-01-15_TAD-aggregation/resolved-TADs/PCa14121.40000bp.aggregated-boundaries.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa53687.40000bp.aggregated-boundaries.bedGraph	9886		0.512866	9886
3	9	../2020-01-15_TAD-aggregation/resolved-TADs/PCa14121.40000bp.aggregated-boundaries.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa56413.40000bp.aggregated-boundaries.bedGraph	9955		0.528734	9955
3	10	../2020-01-15_TAD-aggregation/resolved-TADs/PCa14121.40000bp.aggregated-boundaries.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa57054.40000bp.aggregated-boundaries.bedGraph	9964		0.530904	9964
3	11	../2020-01-15_TAD-aggregation/resolved-TADs/PCa14121.40000bp.aggregated-boundaries.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa57294.40000bp.aggregated-boundaries.bedGraph	9943		0.523895	9943
3	12	../2020-01-15_TAD-aggregation/resolved-TADs/PCa14121.40000bp.aggregated-boundaries.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa58215.40000bp.aggregated-boundaries.bedGraph	10130		0.541422	10130
4	4	../2020-01-15_TAD-aggregation/resolved-TADs/PCa19121.40000bp.aggregated-boundaries.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa19121.40000bp.aggregated-boundaries.bedGraph	14583		1.0	14583
4	5	../2020-01-15_TAD-aggregation/resolved-TADs/PCa19121.40000bp.aggregated-boundaries.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa33173.40000bp.aggregated-boundaries.bedGraph	10265		0.564104	10265
4	6	../2020-01-15_TAD-aggregation/resolved-TADs/PCa19121.40000bp.aggregated-boundaries.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa40507.40000bp.aggregated-boundaries.bedGraph	10137		0.528326	10137
4	7	../2020-01-15_TAD-aggregation/resolved-TADs/PCa19121.40000bp.aggregated-boundaries.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa51852.40000bp.aggregated-boundaries.bedGraph	10326		0.545368	10326
4	8	../2020-01-15_TAD-aggregation/resolved-TADs/PCa19121.40000bp.aggregated-boundaries.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa53687.40000bp.aggregated-boundaries.bedGraph	9963		0.513795	9963
4	9	../2020-01-15_TAD-aggregation/resolved-TADs/PCa19121.40000bp.aggregated-boundaries.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa56413.40000bp.aggregated-boundaries.bedGraph	10077		0.533231	10077
4	10	../2020-01-15_TAD-aggregation/resolved-TADs/PCa19121.40000bp.aggregated-boundaries.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa57054.40000bp.aggregated-boundaries.bedGraph	10343		0.556644	10343
4	11	../2020-01-15_TAD-aggregation/resolved-TADs/PCa19121.40000bp.aggregated-boundaries.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa57294.40000bp.aggregated-boundaries.bedGraph	10055		0.527572	10055
4	12	../2020-01-15_TAD-aggregation/resolved-TADs/PCa19121.40000bp.aggregated-boundaries.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa58215.40000bp.aggregated-boundaries.bedGraph	10234		0.54442	10234
5	5	../2020-01-15_TAD-aggregation/resolved-TADs/PCa33173.40000bp.aggregated-boundaries.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa33173.40000bp.aggregated-boundaries.bedGraph	13879		1.0	13879
5	6	../2020-01-15_TAD-aggregation/resolved-TADs/PCa33173.40000bp.aggregated-boundaries.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa40507.40000bp.aggregated-boundaries.bedGraph	10185		0.552482	10185
5	7	../2020-01-15_TAD-aggregation/resolved-TADs/PCa33173.40000bp.aggregated-boundaries.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa51852.40000bp.aggregated-boundaries.bedGraph	10320		0.565914	10320
5	8	../2020-01-15_TAD-aggregation/resolved-TADs/PCa33173.40000bp.aggregated-boundaries.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa53687.40000bp.aggregated-boundaries.bedGraph	9989		0.535287	9989
5	9	../2020-01-15_TAD-aggregation/resolved-TADs/PCa33173.40000bp.aggregated-boundaries.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa56413.40000bp.aggregated-boundaries.bedGraph	10121		0.557631	10121
5	10	../2020-01-15_TAD-aggregation/resolved-TADs/PCa33173.40000bp.aggregated-boundaries.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa57054.40000bp.aggregated-boundaries.bedGraph	10529		0.595161	10529
5	11	../2020-01-15_TAD-aggregation/resolved-TADs/PCa33173.40000bp.aggregated-boundaries.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa57294.40000bp.aggregated-boundaries.bedGraph	10034		0.546038	10034
5	12	../2020-01-15_TAD-aggregation/resolved-TADs/PCa33173.40000bp.aggregated-boundaries.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa58215.40000bp.aggregated-boundaries.bedGraph	10533		0.591908	10533
6	6	../2020-01-15_TAD-aggregation/resolved-TADs/PCa40507.40000bp.aggregated-boundaries.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa40507.40000bp.aggregated-boundaries.bedGraph	14741		1.0	14741
6	7	../2020-01-15_TAD-aggregation/resolved-TADs/PCa40507.40000bp.aggregated-boundaries.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa51852.40000bp.aggregated-boundaries.bedGraph	10174		0.528684	10174
6	8	../2020-01-15_TAD-aggregation/resolved-TADs/PCa40507.40000bp.aggregated-boundaries.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa53687.40000bp.aggregated-boundaries.bedGraph	9801		0.497235	9801
6	9	../2020-01-15_TAD-aggregation/resolved-TADs/PCa40507.40000bp.aggregated-boundaries.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa56413.40000bp.aggregated-boundaries.bedGraph	10195		0.538336	10195
6	10	../2020-01-15_TAD-aggregation/resolved-TADs/PCa40507.40000bp.aggregated-boundaries.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa57054.40000bp.aggregated-boundaries.bedGraph	10210		0.541013	10210
6	11	../2020-01-15_TAD-aggregation/resolved-TADs/PCa40507.40000bp.aggregated-boundaries.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa57294.40000bp.aggregated-boundaries.bedGraph	9825		0.505219	9825
6	12	../2020-01-15_TAD-aggregation/resolved-TADs/PCa40507.40000bp.aggregated-boundaries.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa58215.40000bp.aggregated-boundaries.bedGraph	10212		0.538097	10212
7	7	../2020-01-15_TAD-aggregation/resolved-TADs/PCa51852.40000bp.aggregated-boundaries.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa51852.40000bp.aggregated-boundaries.bedGraph	14677		1.0	14677
7	8	../2020-01-15_TAD-aggregation/resolved-TADs/PCa51852.40000bp.aggregated-boundaries.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa53687.40000bp.aggregated-boundaries.bedGraph	9818		0.500153	9818
7	9	../2020-01-15_TAD-aggregation/resolved-TADs/PCa51852.40000bp.aggregated-boundaries.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa56413.40000bp.aggregated-boundaries.bedGraph	9942		0.519789	9942
7	10	../2020-01-15_TAD-aggregation/resolved-TADs/PCa51852.40000bp.aggregated-boundaries.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa57054.40000bp.aggregated-boundaries.bedGraph	10371		0.556175	10371
7	11	../2020-01-15_TAD-aggregation/resolved-TADs/PCa51852.40000bp.aggregated-boundaries.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa57294.40000bp.aggregated-boundaries.bedGraph	10085		0.527375	10085
7	12	../2020-01-15_TAD-aggregation/resolved-TADs/PCa51852.40000bp.aggregated-boundaries.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa58215.40000bp.aggregated-boundaries.bedGraph	10269		0.544572	10269
8	8	../2020-01-15_TAD-aggregation/resolved-TADs/PCa53687.40000bp.aggregated-boundaries.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa53687.40000bp.aggregated-boundaries.bedGraph	14771		1.0	14771
8	9	../2020-01-15_TAD-aggregation/resolved-TADs/PCa53687.40000bp.aggregated-boundaries.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa56413.40000bp.aggregated-boundaries.bedGraph	9748		0.502086	9748
8	10	../2020-01-15_TAD-aggregation/resolved-TADs/PCa53687.40000bp.aggregated-boundaries.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa57054.40000bp.aggregated-boundaries.bedGraph	9934		0.517989	9934
8	11	../2020-01-15_TAD-aggregation/resolved-TADs/PCa53687.40000bp.aggregated-boundaries.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa57294.40000bp.aggregated-boundaries.bedGraph	10138		0.529013	10138
8	12	../2020-01-15_TAD-aggregation/resolved-TADs/PCa53687.40000bp.aggregated-boundaries.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa58215.40000bp.aggregated-boundaries.bedGraph	10117		0.529603	10117
9	9	../2020-01-15_TAD-aggregation/resolved-TADs/PCa56413.40000bp.aggregated-boundaries.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa56413.40000bp.aggregated-boundaries.bedGraph	14392		1.0	14392
9	10	../2020-01-15_TAD-aggregation/resolved-TADs/PCa56413.40000bp.aggregated-boundaries.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa57054.40000bp.aggregated-boundaries.bedGraph	10164		0.547364	10164
9	11	../2020-01-15_TAD-aggregation/resolved-TADs/PCa56413.40000bp.aggregated-boundaries.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa57294.40000bp.aggregated-boundaries.bedGraph	9809		0.513184	9809
9	12	../2020-01-15_TAD-aggregation/resolved-TADs/PCa56413.40000bp.aggregated-boundaries.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa58215.40000bp.aggregated-boundaries.bedGraph	10138		0.542052	10138
10	10	../2020-01-15_TAD-aggregation/resolved-TADs/PCa57054.40000bp.aggregated-boundaries.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa57054.40000bp.aggregated-boundaries.bedGraph	14341		1.0	14341
10	11	../2020-01-15_TAD-aggregation/resolved-TADs/PCa57054.40000bp.aggregated-boundaries.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa57294.40000bp.aggregated-boundaries.bedGraph	10022		0.531671	10022
10	12	../2020-01-15_TAD-aggregation/resolved-TADs/PCa57054.40000bp.aggregated-boundaries.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa58215.40000bp.aggregated-boundaries.bedGraph	10494		0.573568	10494
11	11	../2020-01-15_TAD-aggregation/resolved-TADs/PCa57294.40000bp.aggregated-boundaries.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa57294.40000bp.aggregated-boundaries.bedGraph	14531		1.0	14531
11	12	../2020-01-15_TAD-aggregation/resolved-TADs/PCa57294.40000bp.aggregated-boundaries.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa58215.40000bp.aggregated-boundaries.bedGraph	10256		0.547746	10256
12	12	../2020-01-15_TAD-aggregation/resolved-TADs/PCa58215.40000bp.aggregated-boundaries.bedGraph	../2020-01-15_TAD-aggregation/resolved-TADs/PCa58215.40000bp.aggregated-boundaries.bedGraph	14449		1.0	14449
