Gene	VCaP
ACAP3	0.126071020532
ACAT1	5.83588057923e-05
ACAT2	0.0016928535481
ACBD3	0.0542147167664
ACBD4	0.0133920575384
ACBD5	0.0013586775143
ACBD6	0.000344456441831
ACBD7	0.00138450692823
ACCS	0.00191302438394
ACCSL	0.00952225850209
ACD	0.208228174181
ACE	0.0423953764066
ACE2	0.0143650811748
ACER1	0.00705052333136
ACER2	0.00413884512607
ACER3	0.00857355379471
ACHE	0.32206612892
ACIN1	0.933398840912
ACKR1	0.0087455446907
ACKR2	0.000557363700191
ACKR3	0.00531900959134
ACKR4	0.0727211204257
ACLY	0.999995688417
ACMSD	0.00196783013128
ACO1	0.00200428898464
ACO2	0.582803249555
ACOD1	0.055383672065
ACOT1	0.0222936796077
ACOT11	0.00494645079526
ACOT12	0.621320346767
ACOT13	0.015156728586
ACOT2	0.00485310846593
ACOT4	0.371669538858
ACOT6	0.0069193259769
ACOT7	0.0354329506413
ACOT8	0.00293369851055
ACOT9	0.00223959513122
ACOX1	0.114227200983
ACOX2	0.0198655980433
ACOX3	0.0486031662058
ACOXL	0.00654623345928
ACP1	0.00465142298289
ACP2	0.00116412109262
ACP4	0.0043834155389
ACP5	0.0151381574397
ACP6	0.0127771304493
ACP7	0.0229076138534
ACPP	0.0890473383028
ACR	0.0789464892187
ACRBP	0.0222192677982
ACRV1	0.000774291597461
ACSBG1	0.00525612069515
ACSBG2	0.108105732039
ACSF2	0.0114218246528
ACSF3	0.00653765149731
ACSL1	0.174955322923
ACSL3	0.084436871208
ACSL4	0.283220582126
ACSL5	0.0148945979908
ACSL6	0.0033625616307
ACSM1	0.0303785495514
ACSM2A	0.0366697853838
ACSM2B	0.000728341119694
ACSM3	0.0240413774102
ACSM4	0.0361861138031
ACSM5	0.0124632049283
ACSM6	0.0134134666153
ACSS1	0.00341992096169
ACSS2	0.00671159344367
ACSS3	0.00210517567419
ACTA1	0.0533301033889
ACTA2	0.00154335247656
ACTB	0.456489378767
ACTBL2	0.203785222749
ACTC1	0.0246346561646
ACTG1	0.762270679062
ACTG2	0.00881294945582
ACTL10	0.00509348481889
ACTL6A	0.998853248629
ACTL6B	0.059755688822
ACTL7A	0.262604572956
ACTL7B	0.379695058387
ACTL8	0.476524336203
ACTL9	0.090532081029
ACTN1	0.0363315304137
ACTN2	0.0143720986426
ACTN4	0.00271876564569
ACTR10	0.991083046566
ACTR1A	0.601979605921
ACTR1B	0.791618702133
ACTR2	0.976461883845
ACTR3	0.0927673222407
ACTR3B	0.00196928999514
ACTR3C	0.319292097581
ACTR5	0.827384599622
ACTR6	0.992795496145
ACTR8	0.974407015179
ACTRT1	0.00816726137328
ACTRT2	0.00188966299443
ACTRT3	0.0350479288564
ACVR1	0.00969735470606
ACVR1B	0.0319834512712
ACVR1C	0.000917204208334
ACVR2A	0.415758455004
ACVR2B	0.00926662653103
ACVRL1	0.0117361788125
ACY1	0.0342491878128
ACY3	0.00230001250342
ACYP1	0.00150264936305
ACYP2	0.00543590721549
ADA	0.00499342389896
ADA2	0.0797810918592
ADAD1	0.0139203295869
ADAD2	0.0807376133489
ADAL	0.00197231481571
ADAM10	0.000433105296779
ADAM11	0.165723430249
ADAM12	0.0521651081866
ADAM15	0.0205674059337
ADAM17	0.0415606305573
ADAM18	0.0290682753426
ADAM19	0.00156595823821
ADAM2	0.0104021657784
ADAM20	0.000677308499017
ADAM21	0.0082150744933
ADAM22	0.00568354209607
ADAM23	0.00953335798537
ADAM28	0.00557958159374
ADAM29	6.69213535762e-05
ADAM30	0.166724763148
ADAM32	0.000249787490441
ADAM33	0.00313651578726
ADAM7	0.0308317733481
ADAM8	0.00100246002736
ADAM9	0.0426967848824
ADAMDEC1	0.0254039483501
ADAMTS1	0.0385383819775
ADAMTS10	0.126170691137
ADAMTS12	0.00435693111057
ADAMTS13	0.00569534544349
ADAMTS14	0.0213515002387
ADAMTS15	0.0326195829408
ADAMTS16	0.00403046703553
ADAMTS17	0.0152680658396
ADAMTS18	0.014716347993
ADAMTS19	0.00474716583507
ADAMTS2	0.0962286762626
ADAMTS20	0.000712160262364
ADAMTS3	0.0234753500077
ADAMTS4	0.130673609688
ADAMTS5	6.54181212877e-05
ADAMTS6	0.0062210013939
ADAMTS7	0.187088764758
ADAMTS8	0.0123151400544
ADAMTS9	0.00317526566463
ADAMTSL1	0.00896658881528
ADAMTSL2	0.0653480514604
ADAMTSL3	0.00115122914905
ADAMTSL4	0.0665245773665
ADAMTSL5	0.642817229679
ADAP1	0.137236769609
ADAP2	0.473321529637
ADAR	0.329557107364
ADARB1	0.00462444616092
ADARB2	0.00651302692805
ADAT1	0.335358030192
ADAT2	0.714669664246
ADAT3	0.521646091567
ADCK1	0.000767302000514
ADCK2	0.000868505456875
ADCK5	0.0040645307662
ADCY1	0.0155530923079
ADCY10	0.00403347143379
ADCY2	0.00092456248671
ADCY3	0.400554901148
ADCY4	0.0135535814277
ADCY5	0.000350416130108
ADCY6	0.0394712196703
ADCY7	0.00219203528354
ADCY8	0.00520910313683
ADCY9	0.00758820487104
ADCYAP1	0.000320393746807
ADCYAP1R1	0.0261164069132
ADD1	0.00154681907939
ADD2	0.296535971346
ADD3	0.00702521605274
ADGRA1	0.00110569819293
ADGRA2	0.0395332799817
ADGRA3	0.00878296283917
ADGRB1	0.0883768863015
ADGRB2	0.0427042494521
ADGRB3	0.000776908954206
ADGRD1	0.00273117537346
ADGRE1	0.0796893845697
ADGRE2	0.122155727797
ADGRE3	0.0567142700725
ADGRE5	0.156776942678
ADGRF1	0.0329784664868
ADGRF3	0.0461454637741
ADGRF4	0.0116810636981
ADGRF5	0.0923537494031
ADGRG1	0.00484421132323
ADGRG2	0.00298551321569
ADGRG3	0.0337920263301
ADGRG4	0.00343333612146
ADGRG5	0.00122971663803
ADGRG6	0.000263753865072
ADGRG7	0.0112676048424
ADGRL1	0.00648204855938
ADGRL2	0.0429895524663
ADGRL3	0.0236280539423
ADGRL4	0.00158838024052
ADGRV1	0.00611825840649
ADH1A	0.00639788170754
ADH1B	0.0149975466491
ADH4	0.000570833009789
ADH5	0.00243052836865
ADH6	0.00014369269078
ADH7	0.047847333266
ADHFE1	0.00442651837791
ADI1	0.0825040599237
ADIG	0.00550809968225
ADIPOQ	0.00230349507186
ADIPOR1	0.0812904966422
ADIPOR2	0.00557643075808
ADIRF	0.0449375536588
ADK	0.018488549374
ADM	0.0970368348598
ADM2	0.0141255145578
ADM5	0.0768862045553
ADNP	0.92666324475
ADNP2	0.00721994275285
ADO	0.00422700363332
ADORA1	0.00283782256521
ADORA2A	0.182418605118
ADORA2B	0.0373566051766
ADPGK	0.0976408410182
ADPRH	0.478764461534
ADPRHL1	0.0658609268341
ADPRHL2	0.111843665333
ADPRM	0.00037302482359
ADRA1A	0.0095440134241
ADRA1B	0.00291927842642
ADRA1D	0.0152857636912
ADRA2A	0.0256061252522
ADRA2B	0.0148933743216
ADRA2C	0.0281846266757
ADRB1	0.0042383036172
ADRB2	0.0377393513139
ADRB3	0.00522723108374
ADRM1	0.0218039586078
ADSL	0.880640995751
ADSS	0.142975281107
ADSSL1	0.0818416669399
ADTRP	0.0196691715998
AEBP1	0.242811122806
AEBP2	0.283633934281
AEN	0.00094652244548
AES	0.00976696935683
AFAP1	2.93572578211e-05
AFAP1L1	0.00583895397785
AFAP1L2	0.0430686695154
AFDN	0.0773182800757
AFF1	0.00039568711711
AFF2	0.00326481422507
AFF3	0.1495569321
AFF4	0.140685723327
AFG1L	0.0373583957272
AFG3L2	0.930818099399
AFM	8.98911664242e-05
AFMID	0.0834283
AFP	0.0124843130508
AFTPH	0.138245136244
AGA	0.000514806954985
AGAP1	0.0284246318339
AGAP2	0.45191258794
AGAP3	0.0036873136455
AGAP4	3.48113369755e-07
AGAP5	0.718453868117
AGAP6	0.884060344523
AGAP9	0.174840665325
AGBL1	0.00453921166926
AGBL2	0.0226332281695
AGBL3	0.00515244174279
AGBL4	0.127452452214
AGBL5	0.00409351173181
AGER	0.00167989714651
AGFG1	0.0139918055541
AGFG2	0.0551789644687
AGGF1	0.00856423495937
AGK	0.00574043208168
AGL	0.0143761390496
AGMAT	0.0711027466912
AGMO	0.00653393567615
AGO1	0.54052670904
AGO2	9.51584947643e-05
AGO3	0.017128860469
AGO4	0.0231583133739
AGPAT1	0.0766158562498
AGPAT2	0.0298433985688
AGPAT3	0.1218198555
AGPAT4	0.00174049586479
AGPAT5	0.00856322802211
AGPS	0.00783512549941
AGR2	0.00101304063268
AGR3	0.00102151659819
AGRN	0.437181507244
AGRP	0.00195199496
AGT	0.0109777728225
AGTPBP1	0.000438530235575
AGTR1	0.00331490089178
AGTR2	0.009798027304
AGTRAP	0.0213033243298
AGXT	0.02228935718
AGXT2	0.0949734068947
AHCTF1	0.986622759561
AHCY	0.847997051256
AHCYL1	0.167115159256
AHCYL2	0.0122938571714
AHDC1	0.023211205285
AHI1	0.0568481069386
AHNAK	0.0777663024741
AHNAK2	0.00487335742426
AHR	0.00438222363639
AHRR	0.106433662559
AHSA1	0.0132926595906
AHSG	0.00498633589345
AHSP	0.0185685167125
AICDA	0.00565579312483
AIDA	7.31031434032e-05
AIF1	0.150368939605
AIF1L	0.138376267657
AIFM1	0.613095159247
AIFM2	0.194868711858
AIFM3	0.0390071150988
AIG1	0.243754899675
AIM2	0.0041506726231
AIMP1	0.0799600968518
AIMP2	0.269174624596
AIP	0.229007876898
AIPL1	0.0175644099118
AIRE	0.00406253488749
AJAP1	0.0560940478653
AJM1	0.0659345685627
AJUBA	0.116274847993
AK1	0.443772819604
AK2	0.000957731481096
AK3	0.00381464301641
AK4	0.126426764543
AK5	0.000790117146836
AK6	0.341802395119
AK7	0.132304942528
AK8	0.224877939059
AK9	0.000754410641782
AKAIN1	0.000556249172716
AKAP1	0.212267970406
AKAP10	0.0071734753891
AKAP11	0.00355165777326
AKAP12	0.00820217261376
AKAP13	0.0347796381883
AKAP14	0.00198792121868
AKAP17A	0.270496210927
AKAP2	0.109054213284
AKAP3	0.0271074830593
AKAP4	0.00388989276576
AKAP5	0.0013721002134
AKAP6	0.00733868089653
AKAP7	0.0168985736804
AKAP8	0.0710015070962
AKAP8L	0.218473011583
AKAP9	0.000918696452219
AKIP1	0.0144551378603
AKIRIN1	0.147926276344
AKIRIN2	0.987115841466
AKNA	0.217276412088
AKNAD1	0.00360616645814
AKR1A1	0.00561562627699
AKR1B1	5.12339989034e-06
AKR1B10	0.0895034778739
AKR1B15	0.000572358523356
AKR1C1	0.263488547204
AKR1C2	0.000167686018267
AKR1C3	0.00210386462593
AKR1C4	0.00723944649856
AKR1D1	0.0140770781774
AKR1E2	0.0231782528308
AKR7A2	0.0235281692237
AKR7A3	0.200141207881
AKR7L	0.193684185561
AKT1	0.0598543424984
AKT1S1	0.00527302367376
AKT2	0.171462146778
AKT3	0.0371410074963
AKTIP	0.0435407058782
ALAD	0.310653370923
ALAS1	0.0586740506102
ALAS2	0.00387375345689
ALB	0.0147440822799
ALCAM	0.0075479075248
ALDH16A1	0.0212016610617
ALDH18A1	0.633568202679
ALDH1A1	0.00668540145345
ALDH1A2	0.00280808760402
ALDH1A3	0.0026952191684
ALDH1B1	0.0132116106455
ALDH1L1	0.00768108415001
ALDH1L2	0.00748702855016
ALDH2	0.00573206098844
ALDH3A1	0.0218533255739
ALDH3A2	0.0197598984538
ALDH3B2	0.24251418357
ALDH4A1	0.0376436529979
ALDH5A1	0.102938578792
ALDH6A1	0.0206364530194
ALDH7A1	0.019501769541
ALDH8A1	0.0370168725238
ALDH9A1	0.000428005269129
ALDOA	0.944231146039
ALDOB	0.0156534602007
ALDOC	0.109017157344
ALG1	0.999999630323
ALG10	0.0920220258512
ALG10B	0.0286944435167
ALG11	1
ALG12	0.605616141528
ALG13	0.999982087794
ALG14	0.937463736307
ALG1L	0.817160611431
ALG2	1
ALG3	0.00737014112334
ALG5	0.87523904929
ALG6	0.171797786025
ALG8	0.415322191207
ALG9	0.288737250082
ALK	0.0112958011036
ALKAL1	0.0337185574143
ALKAL2	0.000993807992401
ALKBH1	0.049900861948
ALKBH2	0.000730496954523
ALKBH3	0.0088390501567
ALKBH4	0.012550912242
ALKBH5	0.00374729872432
ALKBH6	0.0249790245086
ALKBH7	0.14408468246
ALKBH8	0.00265457661874
ALLC	0.150457495257
ALMS1	0.0118223075096
ALOX12	0.0321425071232
ALOX12B	0.00642925094056
ALOX15	0.0686913849334
ALOX15B	0.0113239512707
ALOX5	0.0456372752052
ALOX5AP	0.00171045436096
ALOXE3	0.0212652830429
ALPG	0.0281876372143
ALPI	0.103144408532
ALPK1	0.00173660365776
ALPK2	0.00154769177498
ALPK3	0.00443465764835
ALPL	0.00190950742375
ALPP	0.00115859893958
ALS2	0.0018154589032
ALS2CL	0.0159339966126
ALS2CR12	0.0119668458179
ALX1	0.00437738930973
ALX3	0.232199088779
ALX4	0.054207552422
ALYREF	0.866037328932
AMACR	0.000688251945309
AMBN	0.0230703066914
AMBP	0.00766766395919
AMBRA1	0
AMD1	0.0203069331797
AMDHD1	0.0299705272248
AMDHD2	0.140460635496
AMELX	0.000346055858435
AMER1	0.0011346773299
AMER2	0.17614948329
AMER3	0.00360673858624
AMFR	0.348645989223
AMH	0.242575566271
AMHR2	0.122689871832
AMIGO1	0.00813412782777
AMIGO2	0.00365623750297
AMIGO3	0.026272598175
AMMECR1	3.4562699707e-05
AMMECR1L	0.00839474029077
AMN	0.0441330852477
AMN1	0.00233499790168
AMOT	0.00785699034439
AMOTL1	0.00169929533365
AMOTL2	0.0186503460013
AMPD1	0.000922543456189
AMPD2	0.00178436937542
AMPD3	0.113108640966
AMPH	0.000758316660202
AMT	0.000785604942469
AMTN	0.00538242876375
AMY1A	2.04231334244e-05
AMY2A	0.0464983711703
AMY2B	0.00697245742481
AMZ1	0.0293323403288
AMZ2	0.000849731632828
ANAPC1	0.943747302942
ANAPC10	0.248808149768
ANAPC11	1
ANAPC13	0.271814139272
ANAPC15	0.536281549076
ANAPC16	0.0425635514703
ANAPC2	0.999999704974
ANAPC4	1
ANAPC5	0.987678894985
ANAPC7	0.159282757058
ANG	0.011659139352
ANGEL1	0.0192039957549
ANGEL2	0.00622969863873
ANGPT1	0.023024933975
ANGPT2	0.0807866693961
ANGPT4	4.44788567464e-06
ANGPTL1	0.00134245185442
ANGPTL2	0.0589833668902
ANGPTL3	0.00181619140957
ANGPTL4	0.0983382691408
ANGPTL5	0.00935088756117
ANGPTL6	0.045948392582
ANGPTL7	0.0675475880831
ANGPTL8	0.103101559601
ANHX	0.410736346805
ANK1	0.00350137533192
ANK2	0.0101867943543
ANK3	0.00629770123712
ANKAR	0.00263220936211
ANKDD1A	0.0365700035935
ANKDD1B	0.00461681838834
ANKEF1	0.00705786136189
ANKFN1	0.00565317073235
ANKFY1	0.00916743877121
ANKH	0.320661544099
ANKHD1	0.121148971572
ANKIB1	0.0238600673424
ANKK1	0.113204322899
ANKLE1	0.25929367092
ANKLE2	1
ANKMY1	0.0105403626587
ANKMY2	0.0453731804042
ANKRA2	0.196298284232
ANKRD1	0.00710366438692
ANKRD10	0.420177106887
ANKRD11	0.0104140578886
ANKRD12	0.000249507937004
ANKRD13A	0.0320912554426
ANKRD13B	0.00789993531699
ANKRD13C	0.0111371969006
ANKRD13D	0.0301540814614
ANKRD16	0.013995682611
ANKRD17	0.997198680055
ANKRD18A	0.00324634983093
ANKRD2	0.00262633545473
ANKRD20A1	0.932963430257
ANKRD22	0.0911038541021
ANKRD23	0.00527800529835
ANKRD24	0.0995239097315
ANKRD26	0.000241390526639
ANKRD27	0.000604617779698
ANKRD28	0.020209798513
ANKRD29	0.00301670180906
ANKRD30A	0.0218739413908
ANKRD30B	0.0258156844454
ANKRD31	0.319984187014
ANKRD33	0.0143423144383
ANKRD33B	0.0500199210241
ANKRD34A	0.0542983387411
ANKRD34B	0.0197450276398
ANKRD34C	0.000841503279573
ANKRD35	0.0399574686663
ANKRD36B	0.63394388459
ANKRD37	0.0218397210719
ANKRD39	0.0104488829393
ANKRD40	0.106077338051
ANKRD42	0.00130568975451
ANKRD44	0.00716507059065
ANKRD45	0.000911399392432
ANKRD46	0.0263579158042
ANKRD49	0.615307027267
ANKRD50	0.010192512356
ANKRD52	0.0114076536742
ANKRD53	0.00823995227632
ANKRD54	0.11132528211
ANKRD55	0.0135986235891
ANKRD6	0.00754093335059
ANKRD61	0.000631541946838
ANKRD62	0.00293254067333
ANKRD65	0.108739573848
ANKRD66	0.00281172531493
ANKRD7	0.00556132092579
ANKRD9	0.026022040668
ANKS1A	0.00176118012921
ANKS1B	0.0148038817275
ANKS3	0.0256439279871
ANKS4B	0.0491109844211
ANKS6	0.263148104921
ANKZF1	0.0167184078896
ANLN	0.53287350497
ANO1	0.00178486481561
ANO10	0.0198271241172
ANO2	0.0272147133173
ANO3	0.0033545210538
ANO4	0.11601946174
ANO5	0.00195007387141
ANO6	0.203412779348
ANO7	0.0119235541511
ANO8	0.0430199654018
ANO9	0.00529671306463
ANOS1	8.25586887332e-05
ANP32A	0.437933165948
ANP32B	0.0972424607503
ANP32D	0.0355671598955
ANP32E	0.228570246233
ANPEP	0.348658432996
ANTXR1	0.0107038090336
ANTXR2	0.00744776829266
ANTXRL	0.168513165397
ANXA1	0.00104865172557
ANXA10	0.0327354332716
ANXA11	0.0126109017952
ANXA13	0.0119944171665
ANXA2	0.023305033342
ANXA2R	0.0329540452477
ANXA3	0.0011373744886
ANXA4	0.000904819696246
ANXA5	0.0044387762393
ANXA6	0.00705399278003
ANXA7	0.172994324451
ANXA8	0.0104234306522
ANXA8L1	0.0243914587422
ANXA9	0.435724519417
AOAH	5.94180601871e-05
AOC1	0.0961661349654
AOC2	0.0131355268868
AOC3	0.425154537363
AOX1	0.000177092626174
AP1AR	0.0465022125465
AP1B1	0.0326824241374
AP1G1	0.400215193025
AP1G2	0.0155993778903
AP1M1	0.0587833378913
AP1M2	0.00769832898893
AP1S1	0.0155410336383
AP1S2	0.00158094510981
AP1S3	0.164073221953
AP2A1	0.00686241274387
AP2A2	0.000143405407069
AP2B1	0.16548990763
AP2M1	0.261424139305
AP2S1	0.653755563838
AP3B1	0.337362257357
AP3B2	0.101835465068
AP3D1	0.0276370246898
AP3M1	0.0443868206042
AP3M2	0.0321903567811
AP3S1	0.140813715962
AP3S2	0.35929277932
AP4B1	0.0113494019816
AP4E1	0.13022765789
AP4M1	0.00234481502408
AP4S1	0.017606645661
AP5B1	0.184115905091
AP5M1	0.014909858747
AP5S1	0.00212718138535
AP5Z1	0.419058709561
APAF1	0.0125013334975
APBA1	0.00611402635591
APBA2	0.0281519871445
APBA3	0.00917533661761
APBB1	0.0972029489785
APBB1IP	0.000644754598058
APBB2	0.0342356268699
APBB3	0.00914604434588
APC	0.999200199714
APC2	0.160451248096
APCDD1	0.00301402231496
APCDD1L	0.000585493955103
APCS	0.00969087409278
APEH	0.00955790843498
APEX1	0.212789953718
APEX2	0.400794138154
APH1A	0.112342974764
APH1B	0.244508276041
API5	0.386455211445
APIP	0.140711872778
APLF	0.00793960283393
APLN	0.00101098131904
APLNR	0.050470500415
APLP1	0.175624400661
APLP2	0.00177602900253
APMAP	0.00554568089674
APOA1	0.118810418058
APOA2	0.0057952523278
APOA4	0.00119675583149
APOA5	0.0282849961974
APOB	0.00324375767306
APOBEC1	0.0815202373733
APOBEC2	0.0774785764862
APOBEC3A	0.00433075903003
APOBEC3B	0.1254740077
APOBEC3C	0.0204239561144
APOBEC3D	0.243223349057
APOBEC3F	0.0671837861025
APOBEC3G	0.0115466384682
APOBEC3H	0.256067777889
APOBEC4	0.00161629751221
APOBR	0.00529910499969
APOC1	0.0990539147056
APOC2	0.00716884496774
APOC3	0.0143930466733
APOC4	0.0100003266812
APOD	0.024502421391
APOE	0.572493991659
APOF	0.195331319927
APOH	0.0841086128391
APOL1	0.00286923820203
APOL2	0.00192950902051
APOL3	0.000705418248802
APOL5	0.00967944800515
APOL6	0.00163231753515
APOLD1	0.00211497549181
APOM	0.126995462989
APOO	0.00478500246838
APOOL	0.00669930985082
APOPT1	0.0609199445557
APP	0.00649095929315
APPBP2	0.00377563221064
APPL1	0.00726327395376
APPL2	0.00259065885407
APRT	0.254537460323
APTX	0.0011881954559
AQP1	0.00646128526179
AQP10	0.00437302934221
AQP11	0.00776472610785
AQP12B	0.0907801584964
AQP2	0.308508942833
AQP3	0.0201058048776
AQP4	8.29231253121e-05
AQP5	0.0809145747395
AQP6	0.0258797612248
AQP7	0.557088159579
AQP8	0.0648047981172
AQP9	0.0288104774839
AQR	0.993917179777
AR	0.703914218208
ARAF	0.0236291695973
ARAP1	0.00839318333635
ARAP2	0.00890325897876
ARAP3	0.0633121347803
ARC	0.0261735144763
ARCN1	0.999993132044
AREG	0.0028424763858
AREL1	0.038098309594
ARF1	0.0591078199453
ARF3	0.301100994496
ARF4	0.990455678734
ARF5	0.0064711121546
ARF6	0.410740338313
ARFGAP1	0.0552349720311
ARFGAP2	0.00287385777641
ARFGAP3	0.000458380918798
ARFGEF1	0.0189548001485
ARFGEF2	0.00516269501124
ARFGEF3	0.0357852930137
ARFIP1	0.00122193530758
ARFIP2	0.121457217113
ARFRP1	0.80768523112
ARG1	0.000246960900434
ARG2	0.000242360043821
ARGFX	0.156993975099
ARGLU1	0.993680813339
ARHGAP1	0.00241162061357
ARHGAP10	0.00114815804292
ARHGAP11A	0.229423909007
ARHGAP11B	0.28769442311
ARHGAP12	0.000478518387855
ARHGAP15	0.000245049601257
ARHGAP17	0.00516189631274
ARHGAP18	0.0218733937037
ARHGAP19	0.0651030140258
ARHGAP20	0.000581147022569
ARHGAP21	0.0363268460764
ARHGAP22	0.00602597432332
ARHGAP23	0.67616725637
ARHGAP24	0.000296414658654
ARHGAP25	0.00349684254975
ARHGAP26	0.00834303632987
ARHGAP27	0.0594925038331
ARHGAP28	0.0013087709931
ARHGAP29	0.0351381589332
ARHGAP30	0.0310221349106
ARHGAP31	0.0056979585395
ARHGAP32	0.0588571961588
ARHGAP33	0.0203929271057
ARHGAP35	0.0016913755697
ARHGAP36	0.00656242155821
ARHGAP39	0.10656938872
ARHGAP4	0.0149217858138
ARHGAP44	0.00258772852965
ARHGAP45	0.200324766572
ARHGAP5	0.114767902385
ARHGAP6	0.091684804106
ARHGAP8	0.092599231853
ARHGAP9	0.343545095095
ARHGDIA	0.0190949176381
ARHGDIB	0.000622403563969
ARHGDIG	0.0928021899837
ARHGEF1	0.0220681222906
ARHGEF10	0.000925521866825
ARHGEF10L	0.111969894985
ARHGEF11	0.0122856167094
ARHGEF12	0.00131098548809
ARHGEF15	0.00824929722801
ARHGEF16	0.0842060791907
ARHGEF17	0.0051062578054
ARHGEF18	0.0513511103922
ARHGEF19	0.0651283039764
ARHGEF2	0.0823758566386
ARHGEF25	0.116397490749
ARHGEF26	0.000480534363933
ARHGEF28	0.0058543914071
ARHGEF3	0.000890583856666
ARHGEF33	0.221647644707
ARHGEF35	0.00261663623431
ARHGEF37	0.00428711217702
ARHGEF38	0.00349142113971
ARHGEF39	0.0188223518271
ARHGEF4	0.00362633327946
ARHGEF40	0.211705207236
ARHGEF5	0.0463872090314
ARHGEF6	0.00248216489376
ARHGEF7	0.243004441904
ARHGEF9	0.0149655027321
ARID1A	0.694506697015
ARID1B	0.0809578425597
ARID2	0.19934376831
ARID3A	0.474342554954
ARID3B	0.208408634389
ARID3C	0.13668155438
ARID4A	0.00715410475391
ARID4B	0.000646235556205
ARID5A	0.125942379292
ARID5B	0.781006238015
ARIH1	0.999896247024
ARIH2	0.000749046927782
ARIH2OS	0.0150368994931
ARL1	0.00179764695527
ARL10	0.0262141823394
ARL11	0.0688436342879
ARL13A	0.00493692116729
ARL13B	0.00320640885988
ARL14	0.0151232040395
ARL14EP	0.00734389885951
ARL14EPL	0.00676550728554
ARL15	0.0050892735352
ARL16	0.0782622767276
ARL17A	0.000296949216358
ARL2	0.999998958285
ARL2BP	0.0032311724041
ARL3	0.00665936053587
ARL4A	0.00901483536154
ARL4C	0.0130549132202
ARL4D	0.429371345898
ARL5A	0.0350347083409
ARL5B	0.000450661663662
ARL5C	0.0947469033572
ARL6	0.000638377443691
ARL6IP1	0.00557345630919
ARL6IP4	0.0588819388759
