chr_x	start_x	end_x	chr_y	start_y	end_y	anchor_ID_x	anchor_ID_y	loop_ID	fdr	detection_scale
chr12	39760000	39790000	chr12	40110000	40130000	12068	12070	12068_12070	0.128028440314075	3.67583473599051
chr12	49280000	49300000	chr12	49500000	49530000	12139	12141	12139_12141	0.179287965874139	2.11121265723663
chr12	80410000	80420000	chr12	80750000	80770000	12347	12349	12347_12349	0.0456459830328454	2.59920766833995
chr12	91560000	91600000	chr12	92080000	92100000	12389	12395	12389_12395	0.115919149021208	2.11121265723663
chr12	93810000	93820000	chr12	94070000	94110000	12414	12418	12414_12418	0.094039142393995	3.2
chr12	101560000	101580000	chr12	101740000	101770000	12480	12483	12480_12483	0.06215052526428	2.59920766833995
chr12	102140000	102170000	chr12	102470000	102500000	12488	12492	12488_12492	0.156970419645426	2.59920766833995
chr12	114630000	114700000	chr12	115460000	115480000	12601	12609	12601_12609	0.0219068786832245	2.11121265723663
chr12	118970000	118980000	chr12	119400000	119440000	12648	12652	12648_12652	0.129390063142605	2.11121265723663
chr12	119090000	119130000	chr12	119530000	119560000	12650	12653	12650_12653	0.0976631268891476	2.59920766833995
chr12	122840000	122860000	chr12	123210000	123250000	12681	12684	12681_12684	0.0640940233548481	2.11121265723663
chr12	122940000	123030000	chr12	123590000	123620000	12682	12688	12682_12688	0.0961532363828792	3.2
chr1	202740000	202760000	chr1	202990000	203010000	1275	1277	1275_1277	0.13815507653565	3.67583473599051
chr13	26140000	26150000	chr13	26860000	26930000	12772	12776	12772_12776	0.095385230154172	2.11121265723663
chr13	36260000	36300000	chr13	36720000	36760000	12853	12857	12853_12857	0.153484430989921	2.59920766833995
chr13	40200000	40210000	chr13	40660000	40720000	12885	12891	12885_12891	0.11013784857828	3.67583473599051
chr13	40780000	40790000	chr13	41040000	41060000	12892	12893	12892_12893	0.140489243579347	2.11121265723663
chr13	41410000	41430000	chr13	41640000	41690000	12898	12900	12898_12900	0.184940967660478	3.67583473599051
chr13	41910000	41920000	chr13	42090000	42120000	12906	12908	12906_12908	0.0833106792387098	2.59920766833995
chr13	42600000	42630000	chr13	43770000	43840000	12912	12921	12912_12921	0.0667203131044244	3.67583473599051
chr13	44020000	44070000	chr13	44200000	44230000	12926	12928	12926_12928	0.142270601196889	2.11121265723663
chr13	46830000	46850000	chr13	47770000	47790000	12953	12962	12953_12962	0.0246727037129321	2.59920766833995
chr13	48220000	48250000	chr13	48560000	48620000	12964	12967	12964_12967	0.0753659551656109	2.59920766833995
chr13	50140000	50160000	chr13	50900000	50930000	12977	12981	12977_12981	0.0757627073253827	2.59920766833995
chr13	50510000	50550000	chr13	50900000	50930000	12979	12981	12979_12981	0.1823281892462	2.59920766833995
chr13	51820000	51830000	chr13	52110000	52150000	12990	12993	12990_12993	0.0875762713460077	2.59920766833995
chr13	73040000	73060000	chr13	73700000	73720000	13007	13008	13007_13008	0.049290501545881	3.2
chr13	79670000	79690000	chr13	80360000	80370000	13034	13037	13034_13037	0.0891895337327774	2.11121265723663
chr14	55400000	55470000	chr14	56330000	56360000	13356	13361	13356_13361	0.117352059881654	2.11121265723663
chr14	58480000	58520000	chr14	58620000	58670000	13375	13376	13375_13376	0.119866570631923	2.59920766833995
chr14	68500000	68520000	chr14	68780000	68850000	13490	13495	13490_13495	0.139237925922553	2.59920766833995
chr14	80050000	80080000	chr14	80580000	80600000	13580	13584	13580_13584	0.0654026853965315	2.11121265723663
chr1	214240000	214250000	chr1	214580000	214620000	1376	1380	1376_1380	0.0618424638736066	3.67583473599051
chr1	16070000	16090000	chr1	16350000	16370000	137	140	137_140	0.085390520343001	2.59920766833995
chr15	49220000	49250000	chr15	50130000	50170000	13872	13877	13872_13877	0.0970376528495598	3.2
chr15	56480000	56510000	chr15	57200000	57210000	13908	13914	13908_13914	0.0628029262975026	2.11121265723663
chr1	218300000	218360000	chr1	219430000	219450000	1394	1405	1394_1405	0.0781941380613432	3.67583473599051
chr15	60500000	60530000	chr15	61820000	61880000	13950	13961	13950_13961	0.0848837912038593	2.11121265723663
chr15	63880000	63910000	chr15	64040000	64070000	13981	13983	13981_13983	0.0967240726533151	2.11121265723663
chr15	67850000	67880000	chr15	68070000	68090000	14020	14022	14020_14022	0.142562438018024	2.59920766833995
chr15	74360000	74390000	chr15	74610000	74650000	14076	14077	14076_14077	0.0708308766541198	2.11121265723663
chr15	78100000	78130000	chr15	78240000	78250000	14105	14106	14105_14106	0.0812092782796512	2.59920766833995
chr15	78900000	78920000	chr15	79170000	79200000	14111	14113	14111_14113	0.0796908459330747	2.11121265723663
chr15	80050000	80060000	chr15	80160000	80190000	14121	14122	14121_14122	0.0995002516699003	2.11121265723663
chr15	85300000	85320000	chr15	85820000	85840000	14154	14159	14154_14159	0.127467849839341	2.59920766833995
chr1	220670000	220690000	chr1	220750000	220780000	1415	1416	1415_1416	0.079111458638219	2.59920766833995
chr15	89350000	89360000	chr15	89430000	89440000	14183	14184	14183_14184	0.0692286520657757	2.11121265723663
chr16	9260000	9300000	chr16	10170000	10200000	14332	14340	14332_14340	0.0746895110813379	2.11121265723663
chr16	30770000	30780000	chr16	30900000	30920000	14510	14511	14510_14511	0.148223066640653	2.59920766833995
chr16	54060000	54090000	chr16	54920000	54960000	14589	14597	14589_14597	0.103030221021893	2.59920766833995
chr16	68500000	68540000	chr16	69100000	69130000	14655	14660	14655_14660	0.139145973272681	2.59920766833995
chr16	70520000	70540000	chr16	70650000	70660000	14668	14669	14668_14669	0.169342310088855	2.59920766833995
chr16	84510000	84530000	chr16	84710000	84770000	14752	14754	14752_14754	0.0936148979549929	2.11121265723663
chr16	87050000	87070000	chr16	87270000	87300000	14771	14773	14771_14773	0.0463442402779552	3.2
chr17	8080000	8100000	chr17	8290000	8310000	14867	14869	14867_14869	0.180853903232453	3.2
chr17	15250000	15270000	chr17	15490000	15500000	14938	14939	14938_14939	0.00477005035441624	2.59920766833995
chr17	27230000	27250000	chr17	27420000	27480000	14975	14977	14975_14977	0.137069515953061	2.59920766833995
chr17	32990000	33060000	chr17	33480000	33500000	15042	15048	15042_15048	0.16113930242904	2.11121265723663
chr17	40370000	40380000	chr17	40540000	40560000	15121	15123	15121_15123	0.0672594745581749	2.11121265723663
chr17	43920000	43940000	chr17	44150000	44170000	15149	15150	15149_15150	0.190921138404343	3.2
chr17	57980000	58020000	chr17	58090000	58150000	15251	15254	15251_15254	0.148292897734588	2.11121265723663
chr17	60970000	61010000	chr17	61540000	61600000	15276	15281	15276_15281	0.0774632248281746	3.67583473599051
chr17	64500000	64550000	chr17	64640000	64660000	15303	15304	15303_15304	0.0986369140534697	2.11121265723663
chr17	71230000	71240000	chr17	72090000	72170000	15361	15367	15361_15367	0.06310837571438	2.59920766833995
chr17	72520000	72590000	chr17	73220000	73270000	15374	15379	15374_15379	0.0443239883314076	2.59920766833995
chr17	76100000	76130000	chr17	76380000	76410000	15403	15405	15403_15405	0.0730179714643073	2.59920766833995
chr18	3700000	3730000	chr18	3870000	3880000	15509	15512	15509_15512	0.186686302266859	2.11121265723663
chr18	22160000	22180000	chr18	22550000	22580000	15613	15614	15613_15614	0.105319290540174	2.59920766833995
chr18	50500000	50520000	chr18	50780000	50800000	15744	15745	15744_15745	0.0548739711302424	3.2
chr18	70280000	70300000	chr18	70430000	70450000	15848	15849	15848_15849	0.0703073315313084	2.11121265723663
chr19	15610000	15650000	chr19	15880000	15890000	16017	16020	16017_16020	0.124087854431098	2.11121265723663
chr19	57730000	57760000	chr19	57900000	57910000	16244	16245	16244_16245	0.159781612347225	2.59920766833995
chr20	1750000	1780000	chr20	2160000	2180000	16260	16262	16260_16262	0.0873688388682039	3.2
chr20	2840000	2870000	chr20	2990000	3020000	16271	16272	16271_16272	0.117512083892471	2.59920766833995
chr20	4940000	4960000	chr20	5080000	5110000	16287	16288	16287_16288	0.172112250989876	2.59920766833995
chr20	13100000	13140000	chr20	13750000	13780000	16336	16342	16336_16342	0.113942740313612	2.59920766833995
chr20	33850000	33880000	chr20	34090000	34100000	16470	16472	16470_16472	0.16248388056177	3.67583473599051
chr20	34190000	34220000	chr20	34500000	34590000	16475	16478	16475_16478	0.119884154498294	3.2
chr20	36620000	36650000	chr20	36860000	36890000	16506	16510	16506_16510	0.0767092264038096	2.59920766833995
chr20	44110000	44120000	chr20	44180000	44230000	16584	16585	16584_16585	0.0525784995008665	2.11121265723663
chr20	46740000	46780000	chr20	47610000	47710000	16614	16625	16614_16625	0.118244042475042	2.11121265723663
chr20	63530000	63560000	chr20	63730000	63750000	16774	16777	16774_16777	0.125086696655969	3.2
chr21	25860000	25920000	chr21	26710000	26730000	16826	16831	16826_16831	0.0871976760865696	3.2
chr21	34720000	34770000	chr21	36030000	36040000	16879	16885	16879_16885	0.149472947501829	2.59920766833995
chr21	35380000	35430000	chr21	35830000	35850000	16881	16883	16881_16883	0.120750415157313	3.67583473599051
chr21	36490000	36510000	chr21	36910000	36940000	16890	16895	16890_16895	0.0688839742237829	2.59920766833995
chr21	42900000	42920000	chr21	43630000	43670000	16959	16964	16959_16964	0.140788514434536	3.67583473599051
chr22	24170000	24190000	chr22	24510000	24540000	17030	17033	17030_17033	0.176419359602042	2.11121265723663
chr22	27980000	28080000	chr22	28430000	28450000	17070	17073	17070_17073	0.119656896002926	3.67583473599051
chr22	38040000	38110000	chr22	38430000	38450000	17174	17177	17174_17177	0.109141158857055	3.2
chrX	13740000	13770000	chrX	14020000	14040000	17339	17340	17339_17340	0.0490283300043877	2.59920766833995
chrX	19580000	19590000	chrX	19870000	19910000	17376	17378	17376_17378	0.0836416536206128	2.59920766833995
chrX	50740000	50760000	chrX	50900000	50920000	17438	17439	17438_17439	0.17514630890421	3.2
chr2	31150000	31190000	chr2	31320000	31350000	1822	1824	1822_1824	0.140081697673193	2.11121265723663
chr2	101300000	101310000	chr2	101820000	101850000	2241	2245	2241_2245	0.159472440068275	3.2
chr2	101390000	101430000	chr2	102430000	102460000	2243	2252	2243_2252	0.167765155402358	3.2
chr1	25830000	25840000	chr1	25990000	26010000	235	237	235_237	0.124092873095202	2.11121265723663
chr2	231280000	231300000	chr2	231400000	231440000	2980	2981	2980_2981	0.0962278902437619	2.11121265723663
chr2	231880000	231940000	chr2	232280000	232290000	2982	2985	2982_2985	0.0796333601449659	2.11121265723663
chr1	32510000	32530000	chr1	32850000	32880000	298	303	298_303	0.171616105432619	2.11121265723663
chr2	232580000	232620000	chr2	232760000	232770000	2990	2991	2990_2991	0.0915666129290851	2.11121265723663
chr2	240870000	240890000	chr2	241200000	241240000	3072	3074	3072_3074	0.163402090375722	2.59920766833995
chr2	241060000	241080000	chr2	241200000	241240000	3073	3074	3073_3074	0.0318055652547466	2.11121265723663
chr3	4690000	4740000	chr3	4860000	4890000	3101	3103	3101_3103	0.0557702792092811	2.59920766833995
chr3	29270000	29280000	chr3	29750000	29780000	3240	3241	3240_3241	0.0980585532933354	2.59920766833995
chr3	40560000	40600000	chr3	41340000	41350000	3315	3325	3315_3325	0.161905032833945	2.11121265723663
chr3	40560000	40600000	chr3	42080000	42130000	3315	3336	3315_3336	0.0659694593058839	2.11121265723663
chr1	36490000	36500000	chr1	37410000	37480000	337	342	337_342	0.0641081538851165	2.59920766833995
chr3	49150000	49170000	chr3	49430000	49460000	3402	3405	3402_3405	0.0624719930413759	2.59920766833995
chr3	49520000	49550000	chr3	49890000	49910000	3406	3410	3406_3410	0.107679205019394	2.11121265723663
chr3	58990000	59010000	chr3	59800000	59870000	3487	3496	3487_3496	0.135857611787777	3.2
chr3	66480000	66530000	chr3	66720000	66740000	3555	3557	3555_3557	0.16226214614007	2.11121265723663
chr3	71280000	71320000	chr3	71570000	71610000	3593	3598	3593_3598	0.118818873567018	2.59920766833995
chr3	72210000	72230000	chr3	72800000	72860000	3607	3615	3607_3615	0.162079597406934	2.11121265723663
chr3	100880000	100900000	chr3	101180000	101210000	3693	3694	3693_3694	0.114759073796495	2.59920766833995
chr3	124920000	124940000	chr3	125560000	125590000	3819	3823	3819_3823	0.131038841332606	2.11121265723663
chr3	126970000	127000000	chr3	127540000	127560000	3831	3836	3831_3836	0.12298905542084	2.59920766833995
chr3	128410000	128430000	chr3	128560000	128610000	3846	3848	3846_3848	0.1777646542903	2.59920766833995
chr3	128640000	128660000	chr3	128840000	128850000	3849	3852	3849_3852	0.104699383555531	4.22242531447326
chr1	41550000	41600000	chr1	41980000	42000000	386	389	386_389	0.178195819049856	2.11121265723663
chr3	131780000	131810000	chr3	132010000	132060000	3877	3879	3877_3879	0.061306202369143	2.59920766833995
chr3	136060000	136100000	chr3	136860000	136880000	3909	3917	3909_3917	0.13673416024437	2.59920766833995
chr1	42110000	42180000	chr1	42340000	42360000	391	393	391_393	0.087784274344593	2.59920766833995
chr3	141440000	141490000	chr3	141890000	141930000	3954	3958	3954_3958	0.0992227173549114	2.59920766833995
chr3	143950000	143980000	chr3	144750000	144780000	3974	3980	3974_3980	0.0807494720246837	2.11121265723663
chr3	150260000	150280000	chr3	150480000	150500000	4011	4014	4011_4014	0.0697565411843483	3.2
chr3	150790000	150800000	chr3	151130000	151150000	4020	4023	4020_4023	0.125978802471854	2.11121265723663
chr3	154330000	154360000	chr3	155680000	155710000	4048	4061	4048_4061	0.0329252953610594	2.11121265723663
chr3	172310000	172360000	chr3	172650000	172680000	4133	4137	4133_4137	0.116617945295603	3.2
chr3	187940000	187950000	chr3	188920000	188980000	4226	4245	4226_4245	0.160417944888257	2.11121265723663
chr4	15440000	15490000	chr4	15950000	15970000	4407	4412	4407_4412	0.0705174466425157	4.22242531447326
chr4	25160000	25170000	chr4	25350000	25380000	4460	4462	4460_4462	0.0983824702132699	2.59920766833995
chr4	38020000	38080000	chr4	38310000	38340000	4482	4484	4482_4484	0.122349974596986	2.11121265723663
chr4	56660000	56670000	chr4	56790000	56820000	4571	4572	4571_4572	0.106526606971147	2.11121265723663
chr4	73070000	73080000	chr4	73240000	73260000	4601	4603	4601_4603	0.176716345966039	3.2
chr1	51310000	51320000	chr1	51530000	51550000	470	472	470_472	0.104527062736019	2.59920766833995
chr4	89610000	89640000	chr4	89870000	89920000	4747	4749	4747_4749	0.107509312623189	3.67583473599051
chr4	113880000	113910000	chr4	114360000	114410000	4840	4845	4840_4845	0.0931187728636925	2.11121265723663
chr4	125310000	125330000	chr4	125740000	125750000	4890	4891	4890_4891	0.11918303415725	2.11121265723663
chr4	139720000	139740000	chr4	140140000	140160000	4915	4918	4915_4918	0.106876840254552	2.59920766833995
chr4	139720000	139740000	chr4	140290000	140310000	4915	4920	4915_4920	0.0882388796063978	4.52548339959391
chr4	146230000	146250000	chr4	147090000	147100000	4945	4950	4945_4950	0.0711836316081045	2.11121265723663
chr4	153300000	153360000	chr4	153640000	153650000	4984	4988	4984_4988	0.0687402945020824	2.11121265723663
chr5	1140000	1170000	chr5	1630000	1650000	5138	5142	5138_5142	0.0258723496617618	2.59920766833995
chr5	14850000	14880000	chr5	14990000	15020000	5208	5209	5208_5209	0.0671583003261303	2.11121265723663
chr5	35090000	35100000	chr5	35910000	35940000	5263	5268	5263_5268	0.119241493713292	2.59920766833995
chr5	39220000	39240000	chr5	39540000	39560000	5292	5294	5292_5294	0.184996880817856	3.67583473599051
chr5	54480000	54530000	chr5	55130000	55160000	5356	5360	5356_5360	0.138362922423005	2.59920766833995
chr1	59290000	59310000	chr1	59680000	59780000	538	542	538_542	0.161770985855812	3.2
chr5	65740000	65760000	chr5	66130000	66150000	5458	5464	5458_5464	0.10457121182038	3.67583473599051
chr5	67220000	67280000	chr5	68950000	69010000	5473	5499	5473_5499	0.17225152325504	2.59920766833995
chr5	74300000	74320000	chr5	74620000	74660000	5533	5535	5533_5535	0.166380809967345	2.59920766833995
chr5	77080000	77100000	chr5	77450000	77510000	5557	5561	5557_5561	0.123251342929783	3.2
chr5	121960000	121970000	chr5	122080000	122100000	5738	5739	5738_5739	0.0459850987885932	2.11121265723663
chr1	64450000	64480000	chr1	64640000	64700000	578	580	578_580	0.172311454811509	3.67583473599051
chr5	137770000	137780000	chr5	138130000	138150000	5850	5852	5850_5852	0.15626240458961	2.11121265723663
chr5	138740000	138760000	chr5	139230000	139280000	5860	5865	5860_5865	0.0505285855700862	2.59920766833995
chr5	142030000	142040000	chr5	142540000	142560000	5897	5900	5897_5900	0.150167593310559	2.59920766833995
chr5	168270000	168290000	chr5	168470000	168490000	6059	6063	6059_6063	0.0504030662062378	2.59920766833995
chr5	173270000	173310000	chr5	173960000	174000000	6104	6110	6104_6110	0.179125885917275	2.59920766833995
chr5	174400000	174430000	chr5	174770000	174780000	6115	6117	6115_6117	0.0291995303770719	4.52548339959391
chr5	177100000	177130000	chr5	177280000	177290000	6129	6130	6129_6130	0.0577579852951497	3.2
chr5	179860000	179880000	chr5	180080000	180100000	6142	6144	6142_6144	0.132077353790333	2.59920766833995
chr6	3240000	3310000	chr6	3860000	3880000	6186	6197	6186_6197	0.067133182105081	2.59920766833995
chr6	6660000	6740000	chr6	7100000	7130000	6226	6230	6226_6230	0.067133182105081	3.67583473599051
chr6	10170000	10190000	chr6	10390000	10450000	6257	6259	6257_6259	0.0371702972130952	2.11121265723663
chr6	14180000	14230000	chr6	15210000	15220000	6298	6310	6298_6310	0.135204977334478	3.2
chr6	28820000	28850000	chr6	29580000	29600000	6435	6440	6435_6440	0.145031356857548	3.2
chr6	33690000	33720000	chr6	34130000	34260000	6470	6474	6470_6474	0.159794540941473	2.11121265723663
chr6	36400000	36440000	chr6	36590000	36600000	6492	6493	6492_6493	0.194554972054205	3.2
chr6	39340000	39380000	chr6	39750000	39770000	6519	6521	6519_6521	0.153226258155889	2.59920766833995
chr6	41430000	41480000	chr6	41670000	41700000	6538	6541	6538_6541	0.0998634037434461	2.59920766833995
chr6	42720000	42750000	chr6	42860000	42890000	6552	6553	6552_6553	0.0874054675371689	2.11121265723663
chr6	46830000	46860000	chr6	47300000	47330000	6590	6595	6590_6595	0.0741384600881739	2.59920766833995
chr1	84940000	84960000	chr1	85240000	85260000	668	670	668_670	0.12626690004833	2.11121265723663
chr6	83070000	83080000	chr6	83200000	83240000	6775	6777	6775_6777	0.0858238663879677	2.59920766833995
chr6	112160000	112190000	chr6	113840000	113930000	6892	6904	6892_6904	0.125317752385663	3.2
chr6	113680000	113690000	chr6	113840000	113930000	6903	6904	6903_6904	0.0797777903692205	2.59920766833995
chr6	116260000	116300000	chr6	116640000	116650000	6919	6922	6919_6922	0.0425384309780471	2.11121265723663
chr1	88650000	88670000	chr1	88860000	88880000	692	693	692_693	0.0203874035546014	3.2
chr6	118260000	118300000	chr6	118780000	118790000	6934	6937	6934_6937	0.0714875534899392	2.11121265723663
chr1	8450000	8480000	chr1	8690000	8740000	69	73	69_73	0.16447540989066	2.59920766833995
chr6	135680000	135690000	chr6	136200000	136240000	7058	7062	7058_7062	0.0972262055862361	2.59920766833995
chr6	138800000	138830000	chr6	139210000	139240000	7089	7093	7089_7093	0.107359232766704	2.11121265723663
chr6	144210000	144240000	chr6	144460000	144500000	7128	7134	7128_7134	0.0982489676306308	4.22242531447326
chr6	144570000	144600000	chr6	145190000	145210000	7135	7139	7135_7139	0.0862564579549723	2.59920766833995
chr6	148230000	148270000	chr6	148450000	148480000	7160	7163	7160_7163	0.109725989786831	2.59920766833995
chr6	156670000	156700000	chr6	157010000	157050000	7224	7227	7224_7227	0.11530284410551	2.59920766833995
chr6	157740000	157770000	chr6	158050000	158090000	7234	7237	7234_7237	0.118055746172125	2.11121265723663
chr6	158780000	158790000	chr6	158960000	158980000	7245	7247	7245_7247	0.108404881863149	3.2
chr6	160150000	160160000	chr6	160440000	160470000	7255	7256	7255_7256	0.0995174938108021	2.11121265723663
chr7	5360000	5370000	chr7	5450000	5500000	7341	7342	7341_7342	0.156936315227966	2.59920766833995
chr7	5510000	5520000	chr7	5660000	5700000	7343	7345	7343_7345	0.0440061344863197	3.67583473599051
chr7	20970000	20990000	chr7	21210000	21230000	7442	7444	7442_7444	0.125207408205606	3.67583473599051
chr7	24280000	24300000	chr7	24650000	24700000	7464	7468	7464_7468	0.111223692886062	2.59920766833995
chr7	27570000	27600000	chr7	27910000	27930000	7489	7493	7489_7493	0.167171589996108	2.59920766833995
chr7	35040000	35060000	chr7	35520000	35540000	7542	7544	7542_7544	0.0680087904345695	2.11121265723663
chr7	36040000	36050000	chr7	36270000	36330000	7548	7550	7548_7550	0.0290582091656203	2.11121265723663
chr7	38090000	38120000	chr7	38300000	38330000	7564	7566	7564_7566	0.118001437162842	2.59920766833995
chr7	41940000	42010000	chr7	42900000	42910000	7602	7611	7602_7611	0.0309585177599714	2.11121265723663
chr7	55630000	55640000	chr7	55950000	55960000	7695	7696	7695_7696	0.0445106588994105	2.11121265723663
chr7	78490000	78530000	chr7	79170000	79190000	7844	7852	7844_7852	0.108326361051732	2.11121265723663
chr7	99630000	99640000	chr7	99830000	99850000	7997	7998	7997_7998	0.140986517339054	2.59920766833995
chr7	104220000	104280000	chr7	104900000	104930000	8027	8030	8027_8030	0.061275079011304	3.2
chr7	131940000	131970000	chr7	132560000	132610000	8193	8198	8193_8198	0.106083471305174	3.2
chr1	115130000	115150000	chr1	115760000	115820000	832	835	832_835	0.0477938775997748	2.11121265723663
chr7	158680000	158710000	chr7	158960000	158980000	8331	8333	8331_8333	0.108930634396461	2.11121265723663
chr8	11540000	11580000	chr8	11950000	11980000	8396	8399	8396_8399	0.0163801862532134	3.67583473599051
chr8	11720000	11770000	chr8	11950000	11980000	8397	8399	8397_8399	0.072539936409491	2.59920766833995
chr1	116630000	116650000	chr1	117030000	117080000	846	849	846_849	0.110003939017428	2.11121265723663
chr8	23150000	23160000	chr8	23400000	23420000	8481	8484	8481_8484	0.108918900561059	2.59920766833995
chr1	118070000	118080000	chr1	118990000	119010000	858	863	858_863	0.157609104898356	2.11121265723663
chr8	42040000	42060000	chr8	42350000	42440000	8605	8609	8605_8609	0.0937884569016651	2.11121265723663
chr8	56770000	56790000	chr8	56920000	56980000	8677	8678	8677_8678	0.0804521777814705	3.2
chr8	60600000	60620000	chr8	61080000	61110000	8702	8710	8702_8710	0.183171497325174	2.59920766833995
chr8	70830000	70850000	chr8	71610000	71620000	8764	8765	8764_8765	0.109994138292752	2.11121265723663
chr8	72310000	72330000	chr8	73190000	73210000	8769	8773	8769_8773	0.190162429008	3.2
chr8	73670000	73690000	chr8	74320000	74350000	8777	8782	8777_8782	0.0412007698444522	2.59920766833995
chr8	90610000	90630000	chr8	90930000	90950000	8840	8841	8840_8841	0.155631890689748	3.67583473599051
chr8	100140000	100190000	chr8	100810000	100870000	8899	8909	8899_8909	0.117499233435209	2.11121265723663
chr1	152080000	152090000	chr1	152440000	152470000	915	919	915_919	0.122515902829033	3.67583473599051
chr8	144120000	144150000	chr8	144320000	144340000	9166	9167	9166_9167	0.131029218417545	3.2
chr9	13340000	13360000	chr9	14410000	14450000	9222	9232	9222_9232	0.0859195299053064	2.59920766833995
chr9	14160000	14190000	chr9	14300000	14330000	9228	9230	9228_9230	0.156153620968001	2.59920766833995
chr9	35110000	35140000	chr9	35560000	35580000	9319	9324	9319_9324	0.0694417887634484	3.67583473599051
chr9	68680000	68690000	chr9	68980000	69020000	9348	9353	9348_9353	0.168842928633866	3.2
chr9	97920000	97940000	chr9	98240000	98280000	9561	9567	9561_9567	0.111793275989222	3.67583473599051
chr9	107460000	107510000	chr9	107730000	107750000	9631	9633	9631_9633	0.121953117161439	2.11121265723663
chr9	127490000	127520000	chr9	127580000	127610000	9816	9817	9816_9817	0.172075651172614	2.11121265723663
