chr_x	start_x	end_x	chr_y	start_y	end_y	fdr	detection_scale
chr1	70520000	70530000	chr1	71040000	71050000	0.10638859530821558	2.599207668339954
chr1	75250000	75260000	chr1	75630000	75640000	0.048600293108303716	4.222425314473262
chr1	76160000	76170000	chr1	77130000	77140000	0.17322605389439474	2.111212657236631
chr1	76320000	76330000	chr1	77130000	77140000	0.09730126580622778	2.599207668339954
chr1	77150000	77160000	chr1	77530000	77540000	0.19231199180131853	2.599207668339954
chr1	78140000	78150000	chr1	78600000	78610000	0.04105329712161007	2.111212657236631
chr1	78320000	78330000	chr1	78570000	78580000	0.17265983031205767	3.2
chr1	83910000	83920000	chr1	84600000	84610000	0.19231199180131853	2.111212657236631
chr1	83930000	83940000	chr1	84120000	84130000	0.06137014096314994	2.111212657236631
chr1	84120000	84130000	chr1	84530000	84540000	0.19231199180131853	2.599207668339954
chr1	84130000	84140000	chr1	84760000	84770000	0.17265983031205767	2.111212657236631
chr1	84140000	84150000	chr1	84420000	84430000	0.19231199180131853	2.111212657236631
chr1	84440000	84450000	chr1	84750000	84760000	0.19231199180131853	2.111212657236631
chr1	85100000	85110000	chr1	85250000	85260000	0.17265983031205767	2.111212657236631
chr1	85310000	85320000	chr1	85690000	85700000	0.04105329712161007	3.2
chr1	85320000	85330000	chr1	85570000	85580000	0.09730126580622778	2.599207668339954
chr1	86490000	86500000	chr1	86630000	86640000	0.17322605389439474	2.111212657236631
chr1	86830000	86840000	chr1	87090000	87100000	0.17322605389439474	2.111212657236631
chr1	87290000	87300000	chr1	87950000	87960000	0.04105329712161007	2.599207668339954
chr1	88150000	88160000	chr1	88300000	88310000	0.19231199180131853	2.599207668339954
chr1	88990000	89000000	chr1	89360000	89370000	0.17322605389439474	2.111212657236631
chr1	89490000	89500000	chr1	89760000	89770000	0.04105329712161007	2.111212657236631
chr1	89810000	89820000	chr1	89980000	89990000	0.056684117960152186	2.111212657236631
chr1	90710000	90720000	chr1	91170000	91180000	0.17322605389439474	2.111212657236631
chr1	91510000	91520000	chr1	91910000	91920000	0.04105329712161007	2.111212657236631
chr1	92310000	92320000	chr1	92610000	92620000	0.12247587071895435	2.111212657236631
chr1	93440000	93450000	chr1	93620000	93630000	0.07794253614831699	2.111212657236631
chr1	93620000	93630000	chr1	93820000	93830000	0.057706042915009394	2.111212657236631
chr1	94040000	94050000	chr1	94330000	94340000	0.02127895075554398	2.111212657236631
chr1	94530000	94540000	chr1	94790000	94800000	0.07692055572816443	2.599207668339954
chr1	94840000	94850000	chr1	95040000	95050000	0.024010549350974263	2.599207668339954
chr1	96960000	96970000	chr1	98050000	98060000	0.19764127899655287	2.111212657236631
chr1	97080000	97090000	chr1	98450000	98460000	0.18667660983595094	2.111212657236631
chr1	99170000	99180000	chr1	99470000	99480000	0.04570230329477168	2.599207668339954
chr1	99180000	99190000	chr1	99700000	99710000	0.055234703271377104	4.222425314473262
chr1	100460000	100470000	chr1	100860000	100870000	0.15964232884692672	2.111212657236631
chr1	100920000	100930000	chr1	101270000	101280000	0.024010549350974263	3.6758347359905126
chr1	107270000	107280000	chr1	107740000	107750000	0.10635101868749866	2.599207668339954
chr1	107430000	107440000	chr1	107740000	107750000	0.18675131069758286	2.111212657236631
chr1	107530000	107540000	chr1	107740000	107750000	0.10635101868749866	2.111212657236631
chr1	107780000	107790000	chr1	108120000	108130000	0.023453556962526313	2.111212657236631
chr1	109260000	109270000	chr1	109410000	109420000	0.18667660983595094	2.599207668339954
chr1	109640000	109650000	chr1	109760000	109770000	0.07692055572816443	2.599207668339954
chr1	110190000	110200000	chr1	110470000	110480000	0.06124267846711491	3.2
chr1	110200000	110210000	chr1	110310000	110320000	0.0475014512690969	2.111212657236631
chr1	110620000	110630000	chr1	110760000	110770000	0.0475014512690969	2.111212657236631
chr1	111220000	111230000	chr1	111400000	111410000	0.07716352210185451	2.111212657236631
chr1	111480000	111490000	chr1	111760000	111770000	0.08689504939808038	2.111212657236631
chr1	111490000	111500000	chr1	111660000	111670000	0.12732873121421376	2.111212657236631
chr1	112390000	112400000	chr1	112470000	112480000	0.17621358755770053	2.111212657236631
chr1	112390000	112400000	chr1	112600000	112610000	0.1373826713405909	2.111212657236631
chr1	112490000	112500000	chr1	112600000	112610000	0.17621358755770053	2.111212657236631
chr1	112720000	112730000	chr1	113030000	113040000	0.17621358755770053	2.111212657236631
chr1	112750000	112760000	chr1	113680000	113690000	0.07716352210185451	2.599207668339954
chr1	112880000	112890000	chr1	113040000	113050000	0.06124267846711491	2.599207668339954
chr1	113130000	113140000	chr1	113660000	113670000	0.06124267846711491	2.111212657236631
chr1	113980000	113990000	chr1	114270000	114280000	0.1415884919097595	2.111212657236631
chr1	114340000	114350000	chr1	114540000	114550000	0.08569731651290463	3.2
chr1	115130000	115140000	chr1	115580000	115590000	0.0807370972874312	2.599207668339954
chr1	115140000	115150000	chr1	115460000	115470000	0.0475014512690969	3.6758347359905126
chr1	115610000	115620000	chr1	115760000	115770000	0.06738989426940724	2.111212657236631
chr1	115800000	115810000	chr1	115980000	115990000	0.08569731651290463	2.111212657236631
chr1	116140000	116150000	chr1	116400000	116410000	0.0795933139844249	2.111212657236631
chr1	116140000	116150000	chr1	116490000	116500000	0.0010384454544105637	2.111212657236631
chr1	116730000	116740000	chr1	117040000	117050000	0.07716352210185451	2.599207668339954
chr1	117530000	117540000	chr1	117750000	117760000	0.0475014512690969	2.599207668339954
chr1	118150000	118160000	chr1	119000000	119010000	0.07716352210185451	2.111212657236631
chr1	119730000	119740000	chr1	119930000	119940000	0.06124267846711491	2.599207668339954
chr1	147480000	147490000	chr1	147890000	147900000	0.03817702112027277	2.599207668339954
chr1	147510000	147520000	chr1	147630000	147640000	0.05450493182963723	2.111212657236631
chr1	149950000	149960000	chr1	150050000	150060000	0.13436123266190061	2.111212657236631
chr1	149950000	149960000	chr1	150170000	150180000	0.1284974855600345	3.6758347359905126
chr1	150300000	150310000	chr1	150840000	150850000	0.17168010714238627	2.111212657236631
chr1	150350000	150360000	chr1	150940000	150950000	0.19616080123703863	3.2
chr1	150450000	150460000	chr1	150910000	150920000	0.10180530258848325	2.111212657236631
chr1	150540000	150550000	chr1	150980000	150990000	0.16648346432482142	2.111212657236631
chr1	150600000	150610000	chr1	150820000	150830000	0.19323914494255925	2.111212657236631
chr1	151080000	151090000	chr1	151240000	151250000	0.16648346432482142	2.111212657236631
chr1	151580000	151590000	chr1	151710000	151720000	0.17168010714238627	2.111212657236631
chr1	151910000	151920000	chr1	152020000	152030000	0.09633275542356882	2.111212657236631
chr1	152150000	152160000	chr1	152450000	152460000	0.07029920065234636	3.2
chr1	153790000	153800000	chr1	153960000	153970000	0.01448281403090279	3.2
chr1	153810000	153820000	chr1	154250000	154260000	0.16090323018332106	2.111212657236631
chr1	153930000	153940000	chr1	154190000	154200000	0.1845314977863507	2.111212657236631
chr1	154470000	154480000	chr1	154860000	154870000	0.1910116704122951	2.111212657236631
chr1	154500000	154510000	chr1	155150000	155160000	0.17168010714238627	2.111212657236631
chr1	154550000	154560000	chr1	155060000	155070000	0.1903718482234578	2.599207668339954
chr1	154560000	154570000	chr1	154870000	154880000	0.08747486755966369	2.111212657236631
chr1	155270000	155280000	chr1	155580000	155590000	0.025506884734911566	2.599207668339954
chr1	156390000	156400000	chr1	156630000	156640000	0.051887402137560074	3.2
chr1	156440000	156450000	chr1	156590000	156600000	0.05536869238195067	2.111212657236631
chr1	157550000	157560000	chr1	158140000	158150000	0.15264172464766826	2.599207668339954
chr1	159210000	159220000	chr1	159860000	159870000	0.10466548923174158	2.111212657236631
chr1	159790000	159800000	chr1	159900000	159910000	0.06461371828204517	2.599207668339954
chr1	159790000	159800000	chr1	160010000	160020000	0.16648346432482142	2.111212657236631
chr1	160360000	160370000	chr1	160600000	160610000	0.11956906677922477	2.111212657236631
chr1	160430000	160440000	chr1	160960000	160970000	0.16090323018332106	3.6758347359905126
chr1	160820000	160830000	chr1	160960000	160970000	0.1249265285254081	2.599207668339954
chr1	161210000	161220000	chr1	161370000	161380000	0.041291623915332205	2.599207668339954
chr1	161780000	161790000	chr1	162030000	162040000	0.01448281403090279	2.111212657236631
chr1	161810000	161820000	chr1	162450000	162460000	0.07936589758148513	2.111212657236631
chr1	162050000	162060000	chr1	162380000	162390000	0.08681351082371416	3.2
chr1	162060000	162070000	chr1	162250000	162260000	0.06409744190196982	3.6758347359905126
chr1	162860000	162870000	chr1	163060000	163070000	0.08845047870382619	3.2
chr1	162860000	162870000	chr1	163180000	163190000	0.02042480339577651	2.599207668339954
chr1	162860000	162870000	chr1	163300000	163310000	0.01448281403090279	3.2
chr1	163060000	163070000	chr1	163310000	163320000	0.08681351082371416	2.111212657236631
chr1	163550000	163560000	chr1	163690000	163700000	0.09753651431595223	2.111212657236631
chr1	164160000	164170000	chr1	164630000	164640000	0.16393414177972662	2.599207668339954
chr1	164160000	164170000	chr1	164780000	164790000	0.11256772406664232	2.599207668339954
chr1	165400000	165410000	chr1	165580000	165590000	0.011927561157545008	2.111212657236631
chr1	165400000	165410000	chr1	165910000	165920000	0.16393414177972662	2.111212657236631
chr1	165610000	165620000	chr1	165920000	165930000	0.07671311242232566	2.111212657236631
chr1	165720000	165730000	chr1	165910000	165920000	0.049323115892253196	2.111212657236631
chr1	165930000	165940000	chr1	166490000	166500000	0.031093301346321312	2.111212657236631
chr1	166900000	166910000	chr1	167050000	167060000	0.031093301346321312	2.111212657236631
chr1	167060000	167070000	chr1	167430000	167440000	0.018311351546018928	2.111212657236631
chr1	167070000	167080000	chr1	167530000	167540000	0.1738678366271013	2.111212657236631
chr1	167580000	167590000	chr1	167680000	167690000	0.17658768771203995	2.111212657236631
chr1	168590000	168600000	chr1	169340000	169350000	0.020568952847545258	2.111212657236631
chr1	168610000	168620000	chr1	169110000	169120000	0.09810474129119856	2.599207668339954
chr1	168610000	168620000	chr1	169200000	169210000	0.17658768771203995	2.111212657236631
chr1	168660000	168670000	chr1	169340000	169350000	0.17480824094197397	2.111212657236631
chr1	169920000	169930000	chr1	170930000	170940000	0.12596503647650403	2.111212657236631
chr1	171790000	171800000	chr1	172430000	172440000	0.16761795957043363	3.2
chr1	171800000	171810000	chr1	171980000	171990000	0.05251989620586983	2.599207668339954
chr1	172000000	172010000	chr1	172390000	172400000	0.16393414177972662	2.111212657236631
chr1	172040000	172050000	chr1	172630000	172640000	0.14492200622859785	2.111212657236631
chr1	172050000	172060000	chr1	172400000	172410000	0.14389590697056645	5.571523605095194
chr1	172750000	172760000	chr1	173200000	173210000	0.14389590697056645	2.111212657236631
chr1	173420000	173430000	chr1	173720000	173730000	0.11448790062304688	2.111212657236631
chr1	173420000	173430000	chr1	173810000	173820000	0.07671311242232566	2.599207668339954
chr1	174770000	174780000	chr1	174980000	174990000	0.16393414177972662	2.599207668339954
chr1	175150000	175160000	chr1	175310000	175320000	0.011927561157545008	2.599207668339954
chr1	176370000	176380000	chr1	176850000	176860000	0.031093301346321312	2.111212657236631
chr1	176550000	176560000	chr1	176840000	176850000	0.03320907658920614	2.599207668339954
chr1	176900000	176910000	chr1	177780000	177790000	0.031093301346321312	2.111212657236631
chr1	176900000	176910000	chr1	177930000	177940000	0.026009921960575277	3.6758347359905126
chr1	177250000	177260000	chr1	177920000	177930000	0.16393414177972662	2.599207668339954
chr1	177960000	177970000	chr1	178270000	178280000	0.16393414177972662	2.111212657236631
chr1	178530000	178540000	chr1	179000000	179010000	0.018311351546018928	2.111212657236631
chr1	178540000	178550000	chr1	178750000	178760000	0.049323115892253196	2.599207668339954
chr1	178790000	178800000	chr1	178990000	179000000	0.06550631775377692	2.111212657236631
chr1	179080000	179090000	chr1	179360000	179370000	0.14492200622859785	2.111212657236631
chr1	179700000	179710000	chr1	179810000	179820000	0.11957652555400036	2.111212657236631
chr1	179700000	179710000	chr1	180170000	180180000	0.11448790062304688	2.111212657236631
chr1	180180000	180190000	chr1	180470000	180480000	0.17658768771203995	2.111212657236631
chr1	180190000	180200000	chr1	180410000	180420000	0.17658768771203995	3.6758347359905126
chr1	180520000	180530000	chr1	180840000	180850000	0.10177062891326621	3.2
chr1	180530000	180540000	chr1	181160000	181170000	0.11448790062304688	2.599207668339954
chr1	181190000	181200000	chr1	181410000	181420000	0.018311351546018928	2.599207668339954
chr1	181480000	181490000	chr1	182050000	182060000	0.09267003076974253	3.2
chr1	182080000	182090000	chr1	182400000	182410000	0.06268100630639102	2.111212657236631
chr1	182600000	182610000	chr1	182770000	182780000	0.004366280097685582	2.599207668339954
chr1	183280000	183290000	chr1	183600000	183610000	0.1695032344133879	2.111212657236631
chr1	184070000	184080000	chr1	184660000	184670000	0.10240034923745961	2.111212657236631
chr1	184230000	184240000	chr1	184670000	184680000	0.17829273601328488	3.6758347359905126
chr1	184990000	185000000	chr1	185160000	185170000	0.12496571463436858	2.111212657236631
chr1	186390000	186400000	chr1	186970000	186980000	0.10240034923745961	2.111212657236631
chr1	186480000	186490000	chr1	186980000	186990000	0.17829273601328488	2.599207668339954
chr1	199670000	199680000	chr1	200280000	200290000	0.19965337610369746	3.2
chr1	199670000	199680000	chr1	200500000	200510000	0.04183935557779842	2.111212657236631
chr1	200280000	200290000	chr1	200490000	200500000	0.14441159271984363	2.111212657236631
chr1	200620000	200630000	chr1	200800000	200810000	0.19965337610369746	2.111212657236631
chr1	200970000	200980000	chr1	201110000	201120000	0.14441159271984363	2.111212657236631
chr1	201550000	201560000	chr1	201700000	201710000	0.16520723790863207	2.111212657236631
chr1	201550000	201560000	chr1	201790000	201800000	0.16520723790863207	2.111212657236631
chr1	202170000	202180000	chr1	202700000	202710000	0.19772792985726007	3.6758347359905126
chr1	202170000	202180000	chr1	202840000	202850000	0.19965337610369746	2.111212657236631
chr1	202180000	202190000	chr1	202310000	202320000	0.04183935557779842	2.111212657236631
chr1	202320000	202330000	chr1	202710000	202720000	0.19965337610369746	2.599207668339954
chr1	203030000	203040000	chr1	203220000	203230000	0.19965337610369746	3.2
chr1	203260000	203270000	chr1	203460000	203470000	0.19965337610369746	2.599207668339954
chr1	203500000	203510000	chr1	203690000	203700000	0.19772792985726007	2.599207668339954
chr1	203860000	203870000	chr1	204130000	204140000	0.021597297205882438	2.111212657236631
chr1	203870000	203880000	chr1	204370000	204380000	0.19965337610369746	2.599207668339954
chr1	204200000	204210000	chr1	204360000	204370000	0.19772792985726007	3.6758347359905126
chr1	205350000	205360000	chr1	205500000	205510000	0.19772792985726007	3.2
chr1	205780000	205790000	chr1	205900000	205910000	0.19965337610369746	2.111212657236631
chr1	206730000	206740000	chr1	206910000	206920000	0.19965337610369746	2.111212657236631
chr1	207090000	207100000	chr1	207400000	207410000	0.19965337610369746	3.6758347359905126
chr1	208030000	208040000	chr1	208230000	208240000	0.19965337610369746	3.6758347359905126
chr1	208640000	208650000	chr1	209340000	209350000	0.19965337610369746	2.111212657236631
chr1	208640000	208650000	chr1	209440000	209450000	0.19965337610369746	2.111212657236631
chr1	208640000	208650000	chr1	209560000	209570000	0.19772792985726007	2.111212657236631
chr1	209200000	209210000	chr1	209350000	209360000	0.19965337610369746	2.599207668339954
chr1	210440000	210450000	chr1	210950000	210960000	0.19965337610369746	2.111212657236631
