chr_x	start_x	end_x	chr_y	start_y	end_y	fdr	detection_scale
chr1	64450000	64460000	chr1	64640000	64650000	0.1723114548115093	3.6758347359905126
chr1	64680000	64690000	chr1	64820000	64830000	0.1267517757661944	2.111212657236631
chr1	65950000	65960000	chr1	66440000	66450000	0.06079131011015293	2.111212657236631
chr1	66250000	66260000	chr1	66440000	66450000	0.03335968526709419	2.111212657236631
chr1	66800000	66810000	chr1	67180000	67190000	0.13049441095929726	3.6758347359905126
chr1	67240000	67250000	chr1	67490000	67500000	0.06185681804154086	2.599207668339954
chr1	67340000	67350000	chr1	67480000	67490000	0.15037806868589887	2.111212657236631
chr1	67520000	67530000	chr1	68080000	68090000	0.16400959193903397	2.111212657236631
chr1	67530000	67540000	chr1	67840000	67850000	0.11870183465999655	2.111212657236631
chr1	67540000	67550000	chr1	67740000	67750000	0.1267517757661944	3.6758347359905126
chr1	68120000	68130000	chr1	68320000	68330000	0.008255859023824197	2.599207668339954
chr1	70130000	70140000	chr1	70500000	70510000	0.1267517757661944	2.111212657236631
chr1	70520000	70530000	chr1	71040000	71050000	0.03877240932722259	2.111212657236631
chr1	76140000	76150000	chr1	77110000	77120000	0.18277792384434075	2.599207668339954
chr1	78140000	78150000	chr1	78600000	78610000	0.06305689533191328	2.599207668339954
chr1	83920000	83930000	chr1	84110000	84120000	0.08607173168378969	2.111212657236631
chr1	87290000	87300000	chr1	88300000	88310000	0.08607173168378969	2.111212657236631
chr1	88990000	89000000	chr1	89450000	89460000	0.06305689533191328	2.599207668339954
chr1	89000000	89010000	chr1	89350000	89360000	0.06305689533191328	2.599207668339954
chr1	89800000	89810000	chr1	89980000	89990000	0.1031358498281923	4.222425314473262
chr1	91510000	91520000	chr1	91910000	91920000	0.06305689533191328	2.111212657236631
chr1	92850000	92860000	chr1	92970000	92980000	0.07032629621546538	2.599207668339954
chr1	93310000	93320000	chr1	93840000	93850000	0.11845086592714058	3.2
chr1	93430000	93440000	chr1	93830000	93840000	0.0098890001229646	2.111212657236631
chr1	94060000	94070000	chr1	94330000	94340000	0.020185293465030063	2.111212657236631
chr1	94510000	94520000	chr1	94810000	94820000	0.041355770199039105	2.599207668339954
chr1	94850000	94860000	chr1	95030000	95040000	0.06464558015820888	3.2
chr1	99180000	99190000	chr1	99710000	99720000	0.023757247121677372	3.2
chr1	99820000	99830000	chr1	100460000	100470000	0.08602543720399465	2.599207668339954
chr1	100470000	100480000	chr1	100870000	100880000	0.14869782331108106	3.2
chr1	100920000	100930000	chr1	101240000	101250000	0.09866533731054208	2.599207668339954
chr1	107780000	107790000	chr1	108120000	108130000	0.0098890001229646	2.111212657236631
chr1	107790000	107800000	chr1	108030000	108040000	0.13039116328627212	2.111212657236631
chr1	109260000	109270000	chr1	109400000	109410000	0.1151611144221902	2.599207668339954
chr1	109640000	109650000	chr1	109760000	109770000	0.08602543720399465	2.111212657236631
chr1	110190000	110200000	chr1	110470000	110480000	0.035885066197893445	2.111212657236631
chr1	110200000	110210000	chr1	110310000	110320000	0.05324300681658453	2.111212657236631
chr1	110610000	110620000	chr1	110760000	110770000	0.089431529531899	2.111212657236631
chr1	111220000	111230000	chr1	111390000	111400000	0.11059623129622996	3.6758347359905126
chr1	111480000	111490000	chr1	111750000	111760000	0.035885066197893445	3.6758347359905126
chr1	111970000	111980000	chr1	112330000	112340000	0.13950460400865938	3.2
chr1	112880000	112890000	chr1	113040000	113050000	0.043357821421313336	2.599207668339954
chr1	113130000	113140000	chr1	113680000	113690000	0.04161061832317897	3.6758347359905126
chr1	113990000	114000000	chr1	114280000	114290000	0.07662956915334407	3.6758347359905126
chr1	114970000	114980000	chr1	115110000	115120000	0.089431529531899	2.599207668339954
chr1	115140000	115150000	chr1	115460000	115470000	0.043357821421313336	2.111212657236631
chr1	115140000	115150000	chr1	115590000	115600000	0.07662956915334407	2.111212657236631
chr1	116140000	116150000	chr1	116480000	116490000	0.005722089319454948	2.111212657236631
chr1	116150000	116160000	chr1	116400000	116410000	0.15707109923750973	2.111212657236631
chr1	117520000	117530000	chr1	117750000	117760000	0.04718485292801196	3.2
chr1	145850000	145860000	chr1	146020000	146030000	0.09083783515704086	2.111212657236631
chr1	147500000	147510000	chr1	147630000	147640000	0.09715019850040489	2.599207668339954
chr1	147710000	147720000	chr1	147880000	147890000	0.13561439696454797	2.111212657236631
chr1	149960000	149970000	chr1	150170000	150180000	0.07453342540993543	3.2
chr1	153340000	153350000	chr1	153480000	153490000	0.06770241168148863	2.111212657236631
chr1	153800000	153810000	chr1	153960000	153970000	0.061779273718950055	3.2
chr1	154670000	154680000	chr1	154880000	154890000	0.14223654749472103	3.2
chr1	156370000	156380000	chr1	156640000	156650000	0.12529150986323292	2.111212657236631
chr1	157180000	157190000	chr1	157490000	157500000	0.02135863986027053	2.599207668339954
chr1	157970000	157980000	chr1	158110000	158120000	0.0499427307599821	2.599207668339954
chr1	158210000	158220000	chr1	159080000	159090000	0.061779273718950055	3.2
chr1	161210000	161220000	chr1	161380000	161390000	0.1862075056752681	2.111212657236631
chr1	161790000	161800000	chr1	162030000	162040000	0.061779273718950055	2.599207668339954
chr1	162060000	162070000	chr1	162260000	162270000	0.13561439696454797	3.2
chr1	162060000	162070000	chr1	162380000	162390000	0.08105843478657222	2.111212657236631
chr1	162840000	162850000	chr1	163310000	163320000	0.03131354858613489	3.2
chr1	162860000	162870000	chr1	163160000	163170000	0.09871964225368848	3.2
chr1	163060000	163070000	chr1	163300000	163310000	0.1605352628584258	2.599207668339954
chr1	163390000	163400000	chr1	165070000	165080000	0.12038777719988089	3.2
chr1	163520000	163530000	chr1	165070000	165080000	0.025629802902617627	2.599207668339954
chr1	165390000	165400000	chr1	165580000	165590000	0.025629802902617627	2.599207668339954
chr1	165710000	165720000	chr1	165910000	165920000	0.11717564279324541	2.111212657236631
chr1	165930000	165940000	chr1	166460000	166470000	0.08991644588631331	2.111212657236631
chr1	166890000	166900000	chr1	167060000	167070000	0.04624834702220478	3.2
chr1	167050000	167060000	chr1	167430000	167440000	0.08991644588631331	2.111212657236631
chr1	167070000	167080000	chr1	167530000	167540000	0.042020386071954796	2.599207668339954
chr1	167260000	167270000	chr1	167440000	167450000	0.08792166115414979	2.599207668339954
chr1	167260000	167270000	chr1	167530000	167540000	0.09538304142108325	2.111212657236631
chr1	167590000	167600000	chr1	167680000	167690000	0.10942560917944034	2.599207668339954
chr1	168340000	168350000	chr1	169350000	169360000	0.1517104171252965	3.2
chr1	168350000	168360000	chr1	168570000	168580000	0.1303153884844832	2.599207668339954
chr1	168600000	168610000	chr1	169340000	169350000	0.055056531842495225	3.2
chr1	169590000	169600000	chr1	169800000	169810000	0.09538304142108325	3.2
chr1	169990000	170000000	chr1	170780000	170790000	0.1122878583476064	2.111212657236631
chr1	170960000	170970000	chr1	171300000	171310000	0.10942560917944034	2.111212657236631
chr1	171800000	171810000	chr1	171980000	171990000	0.02781301586215553	2.111212657236631
chr1	172000000	172010000	chr1	172410000	172420000	0.12795779256804232	3.2
chr1	172050000	172060000	chr1	172410000	172420000	0.08069231825144543	3.2
chr1	172740000	172750000	chr1	173220000	173230000	0.1303153884844832	2.599207668339954
chr1	173420000	173430000	chr1	173820000	173830000	0.17741641316562792	2.599207668339954
chr1	174780000	174790000	chr1	174970000	174980000	0.1122878583476064	2.111212657236631
chr1	175150000	175160000	chr1	175310000	175320000	0.0558699852559423	2.111212657236631
chr1	176550000	176560000	chr1	176860000	176870000	0.05660627545282981	2.599207668339954
chr1	176900000	176910000	chr1	177170000	177180000	0.1122878583476064	2.111212657236631
chr1	176900000	176910000	chr1	177930000	177940000	0.08069231825144543	3.2
chr1	177240000	177250000	chr1	177770000	177780000	0.1901574175439391	2.111212657236631
chr1	178530000	178540000	chr1	179000000	179010000	0.03485841272880208	2.111212657236631
chr1	178540000	178550000	chr1	178740000	178750000	0.08069231825144543	3.2
chr1	178770000	178780000	chr1	179000000	179010000	0.12756157876770857	2.599207668339954
chr1	179080000	179090000	chr1	179350000	179360000	0.09538304142108325	4.222425314473262
chr1	180510000	180520000	chr1	181160000	181170000	0.02781301586215553	2.111212657236631
chr1	180900000	180910000	chr1	181150000	181160000	0.07949573436511592	3.6758347359905126
chr1	181190000	181200000	chr1	181420000	181430000	0.04907734323021162	2.111212657236631
chr1	181470000	181480000	chr1	182060000	182070000	0.0738874787616771	2.111212657236631
chr1	182080000	182090000	chr1	182760000	182770000	0.10466380334891236	2.111212657236631
chr1	182110000	182120000	chr1	182400000	182410000	0.030855913203988727	3.6758347359905126
chr1	182590000	182600000	chr1	182780000	182790000	0.030855913203988727	2.111212657236631
chr1	182950000	182960000	chr1	183230000	183240000	0.10466380334891236	2.111212657236631
chr1	182960000	182970000	chr1	183300000	183310000	0.12607071496810768	3.2
chr1	183660000	183670000	chr1	183910000	183920000	0.034872341375174365	3.2
chr1	184060000	184070000	chr1	184680000	184690000	0.08965187290520049	3.6758347359905126
chr1	184230000	184240000	chr1	184690000	184700000	0.10466380334891236	2.599207668339954
chr1	184370000	184380000	chr1	184660000	184670000	0.10466380334891236	2.111212657236631
chr1	184800000	184810000	chr1	184980000	184990000	0.030855913203988727	2.111212657236631
chr1	186460000	186470000	chr1	186980000	186990000	0.076663137898061	3.6758347359905126
chr1	186590000	186600000	chr1	186990000	187000000	0.10466380334891236	2.111212657236631
chr1	196150000	196160000	chr1	196680000	196690000	0.09842617116397312	3.2
chr1	197630000	197640000	chr1	197870000	197880000	0.0928292548005648	3.6758347359905126
chr1	198070000	198080000	chr1	198480000	198490000	0.10466380334891236	2.111212657236631
chr1	199690000	199700000	chr1	200500000	200510000	0.048160610091421446	2.599207668339954
chr1	200630000	200640000	chr1	200830000	200840000	0.04703584565658925	3.2
chr1	201540000	201550000	chr1	201700000	201710000	0.03164630442513279	2.111212657236631
chr1	201540000	201550000	chr1	201800000	201810000	0.08453120391754243	2.111212657236631
chr1	202000000	202010000	chr1	202120000	202130000	0.10941664866863382	2.111212657236631
chr1	202180000	202190000	chr1	202320000	202330000	0.07962043684417673	2.111212657236631
chr1	202180000	202190000	chr1	202720000	202730000	0.05581423951529664	2.599207668339954
chr1	203040000	203050000	chr1	203200000	203210000	0.10446023031739406	2.599207668339954
chr1	203500000	203510000	chr1	203700000	203710000	0.05040396177565334	2.111212657236631
chr1	203870000	203880000	chr1	204120000	204130000	0.002902533884750036	2.599207668339954
chr1	204180000	204190000	chr1	204360000	204370000	0.048160610091421446	3.6758347359905126
chr1	204570000	204580000	chr1	204780000	204790000	0.10446023031739406	3.6758347359905126
chr1	205350000	205360000	chr1	205480000	205490000	0.09997693839046938	2.599207668339954
chr1	206720000	206730000	chr1	206900000	206910000	0.13590757241310453	2.111212657236631
chr1	208020000	208030000	chr1	208250000	208260000	0.03164630442513279	2.599207668339954
chr1	208650000	208660000	chr1	209230000	209240000	0.08453120391754243	2.599207668339954
chr1	209580000	209590000	chr1	209720000	209730000	0.14206207612072796	4.222425314473262
chr1	210130000	210140000	chr1	210310000	210320000	0.10446023031739406	2.111212657236631
chr1	210430000	210440000	chr1	211120000	211130000	0.0312563659509123	3.6758347359905126
chr1	211500000	211510000	chr1	211650000	211660000	0.14206207612072796	2.599207668339954
chr1	211680000	211690000	chr1	212310000	212320000	0.12327413538205952	2.111212657236631
chr1	211680000	211690000	chr1	212460000	212470000	0.17062004386516066	2.599207668339954
chr1	211690000	211700000	chr1	211830000	211840000	0.17062004386516066	2.599207668339954
chr1	211690000	211700000	chr1	212020000	212030000	0.09000621637935532	2.599207668339954
chr1	211700000	211710000	chr1	211960000	211970000	0.1828620676880773	3.2
chr1	212050000	212060000	chr1	212440000	212450000	0.0500929997237247	2.111212657236631
chr1	212070000	212080000	chr1	212290000	212300000	0.11455256714500275	2.111212657236631
chr1	212070000	212080000	chr1	212370000	212380000	0.08470846902955909	2.599207668339954
chr1	212800000	212810000	chr1	212990000	213000000	0.10446023031739406	2.599207668339954
chr1	214260000	214270000	chr1	214590000	214600000	0.10446023031739406	2.111212657236631
chr1	214350000	214360000	chr1	214580000	214590000	0.08012886158814138	3.2
chr1	214650000	214660000	chr1	215520000	215530000	0.048160610091421446	3.6758347359905126
chr1	218310000	218320000	chr1	219660000	219670000	0.06350719958083881	3.2
chr1	220870000	220880000	chr1	221430000	221440000	0.06350719958083881	2.111212657236631
chr1	221250000	221260000	chr1	221430000	221440000	0.15087874200017143	2.111212657236631
chr1	222800000	222810000	chr1	223080000	223090000	0.017366300366302156	2.111212657236631
chr1	223130000	223140000	chr1	223660000	223670000	0.03561714975220152	2.599207668339954
chr1	224110000	224120000	chr1	224330000	224340000	0.03712973397281601	2.111212657236631
chr1	225460000	225470000	chr1	225910000	225920000	0.07646275857912217	2.111212657236631
chr1	225470000	225480000	chr1	225840000	225850000	0.07646275857912217	2.111212657236631
chr1	225470000	225480000	chr1	225970000	225980000	0.01709520373746043	3.6758347359905126
chr1	226630000	226640000	chr1	226820000	226830000	0.009122778892708313	2.111212657236631
chr1	226900000	226910000	chr1	227430000	227440000	0.07646275857912217	2.599207668339954
chr1	228130000	228140000	chr1	228500000	228510000	0.1565216765856327	2.599207668339954
chr1	228690000	228700000	chr1	229230000	229240000	0.009122778892708313	4.222425314473262
chr1	229260000	229270000	chr1	229470000	229480000	0.025589502685187265	2.599207668339954
chr1	229660000	229670000	chr1	230300000	230310000	0.009122778892708313	2.111212657236631
chr1	230790000	230800000	chr1	231210000	231220000	0.009122778892708313	2.111212657236631
chr1	230920000	230930000	chr1	231210000	231220000	0.19157171109326443	2.599207668339954
chr1	231350000	231360000	chr1	231590000	231600000	0.009122778892708313	2.599207668339954
chr1	231810000	231820000	chr1	233240000	233250000	0.18288853341025513	2.111212657236631
chr1	231870000	231880000	chr1	232620000	232630000	0.07646275857912217	2.599207668339954
chr1	232630000	232640000	chr1	233240000	233250000	0.19309436553045609	2.111212657236631
chr1	233430000	233440000	chr1	234060000	234070000	0.07635229918350848	3.2
chr1	233440000	233450000	chr1	233790000	233800000	0.011893069849119309	2.111212657236631
chr1	234120000	234130000	chr1	234310000	234320000	0.08909004502152737	2.599207668339954
chr1	234490000	234500000	chr1	234860000	234870000	0.16778350979399703	3.6758347359905126
chr1	234490000	234500000	chr1	235080000	235090000	0.0026023667946284412	2.111212657236631
chr1	234600000	234610000	chr1	235080000	235090000	0.017366300366302156	2.111212657236631
chr1	234610000	234620000	chr1	234970000	234980000	0.11606611830852404	2.599207668339954
chr1	234720000	234730000	chr1	234980000	234990000	0.025589502685187265	2.111212657236631
chr1	234730000	234740000	chr1	235070000	235080000	0.040974878319026575	2.111212657236631
chr1	234870000	234880000	chr1	235070000	235080000	0.07646275857912217	2.599207668339954
chr1	236110000	236120000	chr1	236480000	236490000	0.005228969806576972	2.599207668339954
chr1	239410000	239420000	chr1	239880000	239890000	0.08453570302658346	2.111212657236631
chr1	243340000	243350000	chr1	244280000	244290000	0.01910686896456701	2.111212657236631
chr1	243760000	243770000	chr1	244270000	244280000	0.07456833504937645	2.111212657236631
chr1	244590000	244600000	chr1	245040000	245050000	0.06811063542577137	2.111212657236631
chr1	244600000	244610000	chr1	244790000	244800000	0.008200931338502582	3.6758347359905126
chr1	244810000	244820000	chr1	245040000	245050000	0.0770357895308829	2.111212657236631
chr1	245140000	245150000	chr1	246470000	246480000	0.02635322782796852	2.599207668339954
chr1	245150000	245160000	chr1	246000000	246010000	0.005228969806576972	2.111212657236631
chr1	246020000	246030000	chr1	246460000	246470000	0.14546721564884083	3.2
chr2	6900000	6910000	chr2	7030000	7040000	0.011860610463216884	2.599207668339954
chr2	7420000	7430000	chr2	8690000	8700000	0.07046100212906262	2.111212657236631
chr2	7430000	7440000	chr2	8620000	8630000	0.11152468193030138	2.111212657236631
chr2	7720000	7730000	chr2	8690000	8700000	0.11152468193030138	2.111212657236631
chr2	9800000	9810000	chr2	10040000	10050000	0.07759397418088776	3.6758347359905126
chr2	9810000	9820000	chr2	9960000	9970000	0.09610711815597112	2.599207668339954
chr2	10080000	10090000	chr2	10430000	10440000	0.11701358739967782	2.111212657236631
chr2	10120000	10130000	chr2	10420000	10430000	0.006023584991790232	2.599207668339954
chr2	10150000	10160000	chr2	10660000	10670000	0.17735339369100372	2.599207668339954
chr2	10830000	10840000	chr2	11120000	11130000	0.1670944330679714	2.111212657236631
chr2	10830000	10840000	chr2	11440000	11450000	0.17735339369100372	2.111212657236631
chr2	11140000	11150000	chr2	11440000	11450000	0.12199569844137784	2.111212657236631
