chr_x	start_x	end_x	chr_y	start_y	end_y	fdr	detection_scale
chr1	45010000	45020000	chr1	45290000	45300000	0.1762537311126616	2.111212657236631
chr1	47430000	47440000	chr1	47710000	47720000	0.04684631967504848	2.599207668339954
chr1	51890000	51900000	chr1	52000000	52010000	0.10593795617679205	2.111212657236631
chr1	53270000	53280000	chr1	53390000	53400000	0.08469762565479635	2.111212657236631
chr1	54110000	54120000	chr1	54490000	54500000	0.17780687320846386	2.599207668339954
chr1	55140000	55150000	chr1	55260000	55270000	0.08469762565479635	2.111212657236631
chr1	58730000	58740000	chr1	59770000	59780000	0.16443904094872092	2.111212657236631
chr1	62170000	62180000	chr1	62410000	62420000	0.1621552955887828	2.599207668339954
chr1	62530000	62540000	chr1	62740000	62750000	0.1910107220660989	2.111212657236631
chr1	64260000	64270000	chr1	64820000	64830000	0.1910107220660989	2.111212657236631
chr1	65960000	65970000	chr1	66230000	66240000	0.07774504262302084	2.111212657236631
chr1	75260000	75270000	chr1	75640000	75650000	0.0659060604071926	2.599207668339954
chr1	76150000	76160000	chr1	77110000	77120000	0.09673780628246437	3.2
chr1	76330000	76340000	chr1	77120000	77130000	0.09673780628246437	2.111212657236631
chr1	78130000	78140000	chr1	78600000	78610000	0.019383588579892086	2.599207668339954
chr1	78830000	78840000	chr1	79200000	79210000	0.09550621868093086	2.111212657236631
chr1	87300000	87310000	chr1	87950000	87960000	0.04590324463691481	2.599207668339954
chr1	89490000	89500000	chr1	89750000	89760000	0.12020552881878255	2.599207668339954
chr1	89800000	89810000	chr1	89980000	89990000	0.04590324463691481	2.111212657236631
chr1	91510000	91520000	chr1	91910000	91920000	0.04590324463691481	2.111212657236631
chr1	94040000	94050000	chr1	94340000	94350000	0.14173050939586812	3.2
chr1	94510000	94520000	chr1	94800000	94810000	0.038360551644009866	3.2
chr1	94850000	94860000	chr1	95030000	95040000	0.038360551644009866	3.2
chr1	99170000	99180000	chr1	99700000	99710000	0.047827168489143874	2.111212657236631
chr1	100920000	100930000	chr1	101260000	101270000	0.1310497061851853	3.2
chr1	107770000	107780000	chr1	108120000	108130000	0.038360551644009866	2.599207668339954
chr1	109260000	109270000	chr1	109400000	109410000	0.19932560101994537	2.599207668339954
chr1	110200000	110210000	chr1	110310000	110320000	0.1517887244027079	2.599207668339954
chr1	111490000	111500000	chr1	111660000	111670000	0.1517887244027079	3.2
chr1	112720000	112730000	chr1	113050000	113060000	0.1517887244027079	2.111212657236631
chr1	112800000	112810000	chr1	113050000	113060000	0.19261451677842908	2.599207668339954
chr1	112880000	112890000	chr1	113030000	113040000	0.1517887244027079	2.111212657236631
chr1	113120000	113130000	chr1	113670000	113680000	0.1517887244027079	3.2
chr1	113980000	113990000	chr1	114270000	114280000	0.13742418916755725	3.2
chr1	115130000	115140000	chr1	115470000	115480000	0.1517887244027079	2.111212657236631
chr1	115130000	115140000	chr1	115590000	115600000	0.19569672448809472	2.599207668339954
chr1	115810000	115820000	chr1	115960000	115970000	0.1517887244027079	2.599207668339954
chr1	116150000	116160000	chr1	116480000	116490000	0.13742418916755725	2.599207668339954
chr1	116740000	116750000	chr1	117050000	117060000	0.1609372293744114	3.2
chr1	117530000	117540000	chr1	117750000	117760000	0.047634396712370464	2.111212657236631
chr1	119730000	119740000	chr1	119920000	119930000	0.1557336701091731	2.111212657236631
chr1	145870000	145880000	chr1	146010000	146020000	0.034336005433470006	2.599207668339954
chr1	149950000	149960000	chr1	150170000	150180000	0.1866999880888279	3.6758347359905126
chr1	150340000	150350000	chr1	151020000	151030000	0.11674691794993201	2.111212657236631
chr1	151550000	151560000	chr1	151820000	151830000	0.1760148946833553	2.111212657236631
chr1	152100000	152110000	chr1	152450000	152460000	0.19948859819344317	3.6758347359905126
chr1	153350000	153360000	chr1	153570000	153580000	0.17333502517398314	2.111212657236631
chr1	153790000	153800000	chr1	153940000	153950000	0.09242015441152297	3.2
chr1	154540000	154550000	chr1	154870000	154880000	0.17452402287713772	3.6758347359905126
chr1	155250000	155260000	chr1	155570000	155580000	0.17452402287713772	2.111212657236631
chr1	155340000	155350000	chr1	155550000	155560000	0.12411972571649126	3.6758347359905126
chr1	156080000	156090000	chr1	156230000	156240000	0.19396050260905276	2.599207668339954
chr1	157190000	157200000	chr1	157560000	157570000	0.15149326929553383	2.599207668339954
chr1	157970000	157980000	chr1	158120000	158130000	0.1647431673573703	2.111212657236631
chr1	159790000	159800000	chr1	159880000	159890000	0.17346537345748556	2.111212657236631
chr1	160100000	160110000	chr1	160250000	160260000	0.17333502517398314	2.111212657236631
chr1	161210000	161220000	chr1	161370000	161380000	0.11622940744825883	2.599207668339954
chr1	161780000	161790000	chr1	162030000	162040000	0.09986943088932854	2.111212657236631
chr1	162040000	162050000	chr1	162400000	162410000	0.11674691794993201	2.111212657236631
chr1	162050000	162060000	chr1	162270000	162280000	0.10485987199337812	2.599207668339954
chr1	162870000	162880000	chr1	163060000	163070000	0.19079171326797456	2.599207668339954
chr1	162870000	162880000	chr1	163290000	163300000	0.10518066586053607	3.2
chr1	163070000	163080000	chr1	163310000	163320000	0.17333502517398314	2.111212657236631
chr1	163360000	163370000	chr1	163530000	163540000	0.16864047487683037	2.111212657236631
chr1	163550000	163560000	chr1	165080000	165090000	0.13858246201627775	2.111212657236631
chr1	165400000	165410000	chr1	165580000	165590000	0.07510543763051397	2.111212657236631
chr1	168610000	168620000	chr1	169340000	169350000	0.1018294450407141	2.111212657236631
chr1	172040000	172050000	chr1	172400000	172410000	0.07589958583947752	2.111212657236631
chr1	175150000	175160000	chr1	175320000	175330000	0.011096425032200763	2.111212657236631
chr1	176890000	176900000	chr1	177770000	177780000	0.17496216760474292	2.111212657236631
chr1	176910000	176920000	chr1	177930000	177940000	0.07589958583947752	3.2
chr1	178540000	178550000	chr1	178750000	178760000	0.17496216760474292	2.599207668339954
chr1	178540000	178550000	chr1	178990000	179000000	0.04301538084173684	3.6758347359905126
chr1	179700000	179710000	chr1	179810000	179820000	0.14493653981696458	2.111212657236631
chr1	181190000	181200000	chr1	181420000	181430000	0.014805572294925795	2.599207668339954
chr1	181470000	181480000	chr1	182060000	182070000	0.018752894564410427	2.599207668339954
chr1	182140000	182150000	chr1	182380000	182390000	0.1548550119430322	3.6758347359905126
chr1	182600000	182610000	chr1	182770000	182780000	0.018752894564410427	2.111212657236631
chr1	183660000	183670000	chr1	183910000	183920000	0.03773946332154395	2.599207668339954
chr1	184250000	184260000	chr1	184670000	184680000	0.08616690027010143	2.599207668339954
chr1	184800000	184810000	chr1	184980000	184990000	0.04201988754516647	2.111212657236631
chr1	192800000	192810000	chr1	193010000	193020000	0.1867425754422224	2.111212657236631
chr1	197610000	197620000	chr1	197880000	197890000	0.19118545766650835	3.2
chr1	199680000	199690000	chr1	200490000	200500000	0.13026806295039003	2.599207668339954
chr1	200270000	200280000	chr1	200490000	200500000	0.13026806295039003	2.111212657236631
chr1	201550000	201560000	chr1	201700000	201710000	0.13026806295039003	2.111212657236631
chr1	201990000	202000000	chr1	202120000	202130000	0.13026806295039003	2.599207668339954
chr1	202170000	202180000	chr1	202700000	202710000	0.18479937237828004	3.2
chr1	202180000	202190000	chr1	202300000	202310000	0.18479937237828004	2.111212657236631
chr1	203860000	203870000	chr1	204120000	204130000	0.13026806295039003	2.599207668339954
chr1	206720000	206730000	chr1	206900000	206910000	0.18479937237828004	2.111212657236631
chr1	207100000	207110000	chr1	207410000	207420000	0.13026806295039003	2.111212657236631
chr1	208020000	208030000	chr1	208240000	208250000	0.13026806295039003	2.111212657236631
chr1	210580000	210590000	chr1	210960000	210970000	0.13026806295039003	2.599207668339954
chr1	211690000	211700000	chr1	212040000	212050000	0.18479937237828004	2.111212657236631
chr1	212040000	212050000	chr1	212450000	212460000	0.18479937237828004	2.111212657236631
chr1	212060000	212070000	chr1	212360000	212370000	0.13026806295039003	3.6758347359905126
chr1	213300000	213310000	chr1	214110000	214120000	0.13026806295039003	2.111212657236631
chr1	214390000	214400000	chr1	214580000	214590000	0.18479937237828004	2.599207668339954
chr1	218310000	218320000	chr1	219800000	219810000	0.06439505387306829	2.111212657236631
chr1	220900000	220910000	chr1	221410000	221420000	0.15738476706361948	2.111212657236631
chr1	222790000	222800000	chr1	223080000	223090000	0.06439505387306829	2.111212657236631
chr1	224130000	224140000	chr1	224340000	224350000	0.1835096793988204	2.599207668339954
chr1	225460000	225470000	chr1	225960000	225970000	0.03183564183883547	3.2
chr1	225470000	225480000	chr1	225770000	225780000	0.15738476706361948	2.111212657236631
chr1	225470000	225480000	chr1	225850000	225860000	0.10626486435947324	2.111212657236631
chr1	226630000	226640000	chr1	226820000	226830000	0.06439505387306829	3.2
chr1	229260000	229270000	chr1	229480000	229490000	0.15738476706361948	3.6758347359905126
chr1	229650000	229660000	chr1	230290000	230300000	0.10626486435947324	5.198415336679908
chr1	231350000	231360000	chr1	231590000	231600000	0.06439505387306829	2.111212657236631
chr1	232640000	232650000	chr1	232800000	232810000	0.15738476706361948	2.111212657236631
chr1	233420000	233430000	chr1	234060000	234070000	0.14744765033062368	3.2
chr1	234500000	234510000	chr1	234600000	234610000	0.17227756171970232	2.111212657236631
chr1	234500000	234510000	chr1	235080000	235090000	0.0489040367573057	2.111212657236631
chr1	234590000	234600000	chr1	234960000	234970000	0.15738476706361948	3.2
chr1	234600000	234610000	chr1	235070000	235080000	0.17227756171970232	2.599207668339954
chr1	235140000	235150000	chr1	235440000	235450000	0.15738476706361948	3.6758347359905126
chr1	236110000	236120000	chr1	236490000	236500000	0.07153807294302456	3.2
chr1	236870000	236880000	chr1	237370000	237380000	0.19294928290742303	2.111212657236631
chr1	239310000	239320000	chr1	239920000	239930000	0.18694498573309726	2.111212657236631
chr1	239410000	239420000	chr1	239900000	239910000	0.15599671407117016	3.2
chr1	243340000	243350000	chr1	244260000	244270000	0.09443260126584352	3.6758347359905126
chr1	244610000	244620000	chr1	244790000	244800000	0.06526443624403577	2.111212657236631
chr1	246510000	246520000	chr1	246710000	246720000	0.17295451116525512	3.6758347359905126
chr2	6910000	6920000	chr2	7030000	7040000	0.13381346447519712	2.111212657236631
chr2	8860000	8870000	chr2	9120000	9130000	0.14669647521846227	2.599207668339954
chr2	10120000	10130000	chr2	10420000	10430000	0.07525864323466158	3.6758347359905126
chr2	11230000	11240000	chr2	11410000	11420000	0.13381346447519712	2.111212657236631
chr2	11470000	11480000	chr2	11580000	11590000	0.14126599351920494	2.111212657236631
chr2	11840000	11850000	chr2	12710000	12720000	0.07525864323466158	2.599207668339954
chr2	11840000	11850000	chr2	13010000	13020000	0.17471784863071058	2.111212657236631
chr2	17850000	17860000	chr2	18150000	18160000	0.1553616231166311	2.599207668339954
chr2	20440000	20450000	chr2	20620000	20630000	0.1184319535976484	3.6758347359905126
chr2	24410000	24420000	chr2	24840000	24850000	0.046262170269519176	2.111212657236631
chr2	24980000	24990000	chr2	25120000	25130000	0.14280895940721944	2.599207668339954
chr2	25950000	25960000	chr2	26150000	26160000	0.18611838242127118	2.111212657236631
chr2	26600000	26610000	chr2	26740000	26750000	0.16672638026510944	2.111212657236631
chr2	26830000	26840000	chr2	26940000	26950000	0.14280895940721944	2.111212657236631
chr2	27690000	27700000	chr2	28420000	28430000	0.14280895940721944	3.2
chr2	28600000	28610000	chr2	28750000	28760000	0.18381534020439771	2.111212657236631
chr2	30190000	30200000	chr2	30690000	30700000	0.046262170269519176	2.599207668339954
chr2	30720000	30730000	chr2	31330000	31340000	0.14280895940721944	2.111212657236631
chr2	30730000	30740000	chr2	31150000	31160000	0.14280895940721944	3.2
chr2	34110000	34120000	chr2	34560000	34570000	0.18381534020439771	2.599207668339954
chr2	35180000	35190000	chr2	35410000	35420000	0.14280895940721944	2.111212657236631
chr2	36350000	36360000	chr2	36490000	36500000	0.14280895940721944	2.111212657236631
chr2	37400000	37410000	chr2	37830000	37840000	0.046262170269519176	2.111212657236631
chr2	38000000	38010000	chr2	38250000	38260000	0.18706965496072334	2.111212657236631
chr2	38970000	38980000	chr2	39220000	39230000	0.11990853700608782	2.599207668339954
chr2	39060000	39070000	chr2	39220000	39230000	0.18587792658916844	2.599207668339954
chr2	41860000	41870000	chr2	42080000	42090000	0.03465445163603281	2.111212657236631
chr2	42100000	42110000	chr2	42350000	42360000	0.1416851273258117	2.111212657236631
chr2	42830000	42840000	chr2	43490000	43500000	0.052051557546492856	2.111212657236631
chr2	42840000	42850000	chr2	43230000	43240000	0.11990853700608782	2.599207668339954
chr2	44470000	44480000	chr2	44950000	44960000	0.18587792658916844	2.111212657236631
chr2	44970000	44980000	chr2	45500000	45510000	0.11990853700608782	2.599207668339954
chr2	45640000	45650000	chr2	45930000	45940000	0.18587792658916844	5.198415336679908
chr2	45970000	45980000	chr2	46900000	46910000	0.1587543633971621	2.111212657236631
chr2	45980000	45990000	chr2	46520000	46530000	0.18587792658916844	2.599207668339954
chr2	46980000	46990000	chr2	47280000	47290000	0.11990853700608782	5.571523605095194
chr2	47420000	47430000	chr2	47770000	47780000	0.07703568009619957	2.111212657236631
chr2	47890000	47900000	chr2	48420000	48430000	0.14585437865643316	2.111212657236631
chr2	48110000	48120000	chr2	48410000	48420000	0.03465445163603281	2.599207668339954
chr2	49620000	49630000	chr2	50390000	50400000	0.10866587598085353	2.599207668339954
chr2	55760000	55770000	chr2	55940000	55950000	0.052051557546492856	2.599207668339954
chr2	74700000	74710000	chr2	74880000	74890000	0.02452568094166392	2.111212657236631
chr2	74920000	74930000	chr2	75410000	75420000	0.09569188906883637	2.599207668339954
chr2	75460000	75470000	chr2	75610000	75620000	0.10979891016467302	2.111212657236631
chr2	78350000	78360000	chr2	78980000	78990000	0.09998976524503765	2.599207668339954
chr2	78430000	78440000	chr2	78960000	78970000	0.1660504563121594	2.599207668339954
chr2	79120000	79130000	chr2	79870000	79880000	0.15070890242843052	3.2
chr2	79220000	79230000	chr2	79870000	79880000	0.08524855438232708	3.2
chr2	84490000	84500000	chr2	84860000	84870000	0.062037900569526426	3.2
chr2	84630000	84640000	chr2	84870000	84880000	0.08496210670049746	2.111212657236631
chr2	85070000	85080000	chr2	85280000	85290000	0.062037900569526426	2.111212657236631
chr2	85420000	85430000	chr2	85550000	85560000	0.0214099255198327	2.111212657236631
chr2	85630000	85640000	chr2	86100000	86110000	0.062037900569526426	3.6758347359905126
chr2	85640000	85650000	chr2	85820000	85830000	0.14903280884746	2.111212657236631
chr2	97700000	97710000	chr2	98380000	98390000	0.18653331103878126	2.111212657236631
chr2	98640000	98650000	chr2	98830000	98840000	0.11246275966608987	2.111212657236631
chr2	101020000	101030000	chr2	101150000	101160000	0.11246275966608987	2.599207668339954
chr2	102020000	102030000	chr2	102230000	102240000	0.18653331103878126	3.2
chr2	105360000	105370000	chr2	105520000	105530000	0.11246275966608987	3.6758347359905126
chr2	118030000	118040000	chr2	118150000	118160000	0.16036603306602307	2.111212657236631
chr2	118030000	118040000	chr2	118850000	118860000	0.16036603306602307	2.111212657236631
chr2	118220000	118230000	chr2	118850000	118860000	0.1071221595345511	2.599207668339954
chr2	119720000	119730000	chr2	120180000	120190000	0.16925202033934805	2.111212657236631
chr2	120340000	120350000	chr2	120670000	120680000	0.015821325771015027	2.111212657236631
chr2	120710000	120720000	chr2	121070000	121080000	0.015821325771015027	3.2
chr2	130760000	130770000	chr2	131040000	131050000	0.03636475109387416	3.2
chr2	132560000	132570000	chr2	133160000	133170000	0.16988815607042498	2.111212657236631
chr2	134110000	134120000	chr2	134420000	134430000	0.10870830705520829	3.2
chr2	134990000	135000000	chr2	135710000	135720000	0.09769549730060223	2.111212657236631
chr2	135910000	135920000	chr2	136370000	136380000	0.09732236823752144	2.599207668339954
chr2	137910000	137920000	chr2	138370000	138380000	0.16733552126847545	2.599207668339954
chr2	137910000	137920000	chr2	138810000	138820000	0.08304708243294767	4.222425314473262
chr2	163150000	163160000	chr2	164540000	164550000	0.1964028877972237	2.111212657236631
chr2	164730000	164740000	chr2	164920000	164930000	0.1381121533529156	2.111212657236631
chr2	165400000	165410000	chr2	165870000	165880000	0.04872061615717522	2.111212657236631
chr2	165410000	165420000	chr2	165690000	165700000	0.1381121533529156	2.111212657236631
chr2	168340000	168350000	chr2	168920000	168930000	0.1381121533529156	2.599207668339954
chr2	171700000	171710000	chr2	172100000	172110000	0.1381121533529156	2.111212657236631
chr2	172170000	172180000	chr2	172480000	172490000	0.1381121533529156	3.6758347359905126
chr2	173390000	173400000	chr2	174330000	174340000	0.04872061615717522	3.2
chr2	174770000	174780000	chr2	174980000	174990000	0.04872061615717522	2.111212657236631
chr2	176130000	176140000	chr2	176640000	176650000	0.006802796948907952	2.111212657236631
chr2	176130000	176140000	chr2	177150000	177160000	0.1228151903018939	2.111212657236631
chr2	176140000	176150000	chr2	176450000	176460000	0.1381121533529156	2.111212657236631
chr2	177160000	177170000	chr2	177310000	177320000	0.1228151903018939	2.111212657236631
chr2	179400000	179410000	chr2	179750000	179760000	0.04872061615717522	3.6758347359905126
chr2	181090000	181100000	chr2	181700000	181710000	0.1381121533529156	2.599207668339954
chr2	191050000	191060000	chr2	191510000	191520000	0.1551255626275532	2.111212657236631
chr2	191180000	191190000	chr2	191500000	191510000	0.1551255626275532	3.6758347359905126
chr2	191560000	191570000	chr2	191690000	191700000	0.1711933674133348	2.599207668339954
chr2	197120000	197130000	chr2	197370000	197380000	0.16910855672319772	2.599207668339954
chr2	197800000	197810000	chr2	198110000	198120000	0.16910855672319772	3.2
chr2	197800000	197810000	chr2	198290000	198300000	0.1551255626275532	2.599207668339954
chr2	199970000	199980000	chr2	200470000	200480000	0.0426161984793874	2.111212657236631
chr2	200900000	200910000	chr2	201070000	201080000	0.06990231430629232	2.111212657236631
chr2	201850000	201860000	chr2	202170000	202180000	0.06990231430629232	3.6758347359905126
chr2	204320000	204330000	chr2	204690000	204700000	0.15530572175997318	2.111212657236631
chr2	207740000	207750000	chr2	208050000	208060000	0.11901462619421166	2.599207668339954
chr2	209970000	209980000	chr2	210190000	210200000	0.06990231430629232	2.111212657236631
chr2	216520000	216530000	chr2	216650000	216660000	0.006419212138952024	2.111212657236631
chr2	216700000	216710000	chr2	217520000	217530000	0.060502334619624606	2.599207668339954
chr2	222690000	222700000	chr2	222900000	222910000	0.08996729452392427	3.6758347359905126
chr2	222970000	222980000	chr2	223260000	223270000	0.09749346176831383	2.111212657236631
chr2	223990000	224000000	chr2	224270000	224280000	0.08996729452392427	3.2
chr2	224340000	224350000	chr2	224660000	224670000	0.09432648962169726	3.6758347359905126
chr2	225130000	225140000	chr2	225640000	225650000	0.10456064189015393	2.599207668339954
chr2	225660000	225670000	chr2	226980000	226990000	0.09749346176831383	3.2
chr2	225890000	225900000	chr2	226810000	226820000	0.08996729452392427	2.111212657236631
chr2	228030000	228040000	chr2	228650000	228660000	0.17669645048667734	2.111212657236631
chr2	229130000	229140000	chr2	229270000	229280000	0.1300278820713463	2.111212657236631
chr2	230000000	230010000	chr2	230150000	230160000	0.09749346176831383	2.111212657236631
chr2	231230000	231240000	chr2	231410000	231420000	0.17669645048667734	3.2
chr2	231890000	231900000	chr2	232510000	232520000	0.18972575700747274	3.2
chr2	234140000	234150000	chr2	234490000	234500000	0.10456064189015393	2.599207668339954
chr2	234550000	234560000	chr2	235100000	235110000	0.00447789691631062	2.599207668339954
chr2	235780000	235790000	chr2	236180000	236190000	0.10161199873846893	2.599207668339954
chr2	236340000	236350000	chr2	237050000	237060000	0.05337105912522744	2.111212657236631
chr2	236510000	236520000	chr2	237030000	237040000	0.09124790699061465	2.599207668339954
chr2	237590000	237600000	chr2	237750000	237760000	0.19393859509157071	2.111212657236631
chr2	239140000	239150000	chr2	239420000	239430000	0.19393859509157071	2.599207668339954
chr2	240230000	240240000	chr2	240430000	240440000	0.05337105912522744	2.111212657236631
chr3	4710000	4720000	chr3	5050000	5060000	0.042775928837907706	3.2
chr3	8980000	8990000	chr3	9310000	9320000	0.14179553561489955	2.599207668339954
chr3	13490000	13500000	chr3	13640000	13650000	0.020043628346047004	2.111212657236631
chr3	14200000	14210000	chr3	14460000	14470000	0.042775928837907706	2.111212657236631
chr3	16280000	16290000	chr3	16540000	16550000	0.020043628346047004	2.111212657236631
chr3	37020000	37030000	chr3	37200000	37210000	0.17975482181541713	3.2
chr3	40570000	40580000	chr3	41880000	41890000	0.16813546593661732	4.222425314473262
chr3	41890000	41900000	chr3	42090000	42100000	0.09334998493206026	2.111212657236631
chr3	42240000	42250000	chr3	42430000	42440000	0.12074093112261089	2.111212657236631
chr3	45040000	45050000	chr3	45200000	45210000	0.12074093112261089	2.111212657236631
chr3	47520000	47530000	chr3	47790000	47800000	0.09334998493206026	2.111212657236631
chr3	47840000	47850000	chr3	48140000	48150000	0.09334998493206026	2.599207668339954
chr3	48270000	48280000	chr3	48420000	48430000	0.15477532704318886	2.599207668339954
chr3	50360000	50370000	chr3	50550000	50560000	0.09334998493206026	2.111212657236631
chr3	50600000	50610000	chr3	51380000	51390000	0.16813546593661732	2.111212657236631
chr3	52010000	52020000	chr3	52130000	52140000	0.09334998493206026	2.111212657236631
chr3	52850000	52860000	chr3	53070000	53080000	0.18713528792687095	2.599207668339954
chr3	53370000	53380000	chr3	53710000	53720000	0.09334998493206026	2.111212657236631
chr3	56700000	56710000	chr3	56980000	56990000	0.12727294618130935	2.599207668339954
chr3	97790000	97800000	chr3	98010000	98020000	0.09062145129809318	2.111212657236631
chr3	98050000	98060000	chr3	98320000	98330000	0.12027238584270847	3.6758347359905126
chr3	99020000	99030000	chr3	99750000	99760000	0.09062145129809318	2.111212657236631
chr3	99830000	99840000	chr3	100240000	100250000	0.12343182715576789	3.6758347359905126
chr3	101820000	101830000	chr3	102210000	102220000	0.09062145129809318	2.599207668339954
chr3	102230000	102240000	chr3	102540000	102550000	0.11148485056381137	2.111212657236631
chr3	129650000	129660000	chr3	129820000	129830000	0.1306646535062765	2.599207668339954
chr3	132530000	132540000	chr3	132630000	132640000	0.14102793619604082	2.111212657236631
chr3	132740000	132750000	chr3	133400000	133410000	0.08396891311018069	2.599207668339954
chr3	134300000	134310000	chr3	134460000	134470000	0.07339787172610479	2.111212657236631
chr3	134790000	134800000	chr3	135500000	135510000	0.11914599070921111	2.111212657236631
chr3	134790000	134800000	chr3	135880000	135890000	0.14102793619604082	2.111212657236631
chr3	136060000	136070000	chr3	137010000	137020000	0.11914599070921111	2.111212657236631
chr3	136760000	136770000	chr3	137000000	137010000	0.08396891311018069	2.111212657236631
chr3	137100000	137110000	chr3	137930000	137940000	0.14102793619604082	3.2
chr3	138590000	138600000	chr3	138920000	138930000	0.11914599070921111	2.111212657236631
chr3	139110000	139120000	chr3	139320000	139330000	0.14102793619604082	2.111212657236631
chr3	140900000	140910000	chr3	141180000	141190000	0.14102793619604082	2.111212657236631
chr3	146180000	146190000	chr3	146570000	146580000	0.15508574136688583	2.111212657236631
chr3	149120000	149130000	chr3	149260000	149270000	0.15508574136688583	2.111212657236631
chr3	149500000	149510000	chr3	149780000	149790000	0.1842720477482866	2.111212657236631
chr3	149960000	149970000	chr3	150190000	150200000	0.0480309067921767	2.599207668339954
chr3	150220000	150230000	chr3	150490000	150500000	0.15508574136688583	2.599207668339954
chr3	151440000	151450000	chr3	151830000	151840000	0.15508574136688583	2.111212657236631
chr3	152060000	152070000	chr3	152440000	152450000	0.15508574136688583	2.599207668339954
chr3	153060000	153070000	chr3	153760000	153770000	0.15508574136688583	2.111212657236631
chr3	154090000	154100000	chr3	154250000	154260000	0.15508574136688583	3.6758347359905126
chr3	155370000	155380000	chr3	155690000	155700000	0.15508574136688583	3.2
chr3	156670000	156680000	chr3	157070000	157080000	0.15508574136688583	2.111212657236631
chr3	157200000	157210000	chr3	157470000	157480000	0.15508574136688583	2.599207668339954
chr3	157610000	157620000	chr3	158430000	158440000	0.15508574136688583	2.599207668339954
chr3	158840000	158850000	chr3	159250000	159260000	0.15508574136688583	2.599207668339954
chr3	159270000	159280000	chr3	159790000	159800000	0.15508574136688583	2.111212657236631
chr3	159620000	159630000	chr3	159790000	159800000	0.15508574136688583	2.111212657236631
chr3	160690000	160700000	chr3	160920000	160930000	0.15508574136688583	2.599207668339954
chr3	181700000	181710000	chr3	182250000	182260000	0.16236915601095545	2.111212657236631
chr3	183120000	183130000	chr3	183380000	183390000	0.05373100441300767	2.111212657236631
chr3	183900000	183910000	chr3	184020000	184030000	0.19688875125367636	2.111212657236631
chr3	183900000	183910000	chr3	184250000	184260000	0.085394615599518	3.2
chr3	184380000	184390000	chr3	184530000	184540000	0.12759587955522972	3.2
chr3	184560000	184570000	chr3	184770000	184780000	0.05373100441300767	2.111212657236631
chr3	184870000	184880000	chr3	185180000	185190000	0.17295028403811594	3.2
chr3	185970000	185980000	chr3	186250000	186260000	0.07596849215494997	2.599207668339954
chr3	185980000	185990000	chr3	186530000	186540000	0.05373100441300767	2.111212657236631
chr3	186260000	186270000	chr3	186530000	186540000	0.07596849215494997	2.111212657236631
chr3	187310000	187320000	chr3	187600000	187610000	0.19769941594812243	2.111212657236631
chr3	187310000	187320000	chr3	187680000	187690000	0.02361820529405556	2.111212657236631
chr3	187730000	187740000	chr3	188950000	188960000	0.047022030763335644	2.599207668339954
chr3	187740000	187750000	chr3	188170000	188180000	0.07596849215494997	2.111212657236631
chr3	188030000	188040000	chr3	188940000	188950000	0.16819093882921596	2.599207668339954
chr3	188190000	188200000	chr3	188940000	188950000	0.16236915601095545	2.111212657236631
chr3	189270000	189280000	chr3	189940000	189950000	0.07596849215494997	2.111212657236631
chr3	189980000	189990000	chr3	190200000	190210000	0.02361820529405556	3.2
chr3	190690000	190700000	chr3	191050000	191060000	0.16236915601095545	2.111212657236631
