Label 1	Label 2	Sample 1	Sample 2	intersection	union-intersection	jaccard	n_intersections
H3	H8	Healthy_Patient3_2152.peak.chr.intersect.bed	Healthy_Patient8_2072.peak.chr.intersect.bed	952853	3377537	0.282115	3626
H3	T1	Healthy_Patient3_2152.peak.chr.intersect.bed	Tumor_Patient1_2147.peak.chr.intersect.bed	1348742	3641052	0.370426	4638
H3	T2	Healthy_Patient3_2152.peak.chr.intersect.bed	Tumor_Patient2_2149.peak.chr.intersect.bed	2410480	8300767	0.290392	6982
H3	T3	Healthy_Patient3_2152.peak.chr.intersect.bed	Tumor_Patient3_2151.peak.chr.intersect.bed	1518863	4359881	0.348373	4704
H3	T4	Healthy_Patient3_2152.peak.chr.intersect.bed	Tumor_Patient4_2153.peak.chr.intersect.bed	2421567	7537191	0.321282	6997
H3	T5	Healthy_Patient3_2152.peak.chr.intersect.bed	Tumor_Patient5_2146.peak.chr.intersect.bed	159333	2752086	0.0578954	758
H3	T7	Healthy_Patient3_2152.peak.chr.intersect.bed	Tumor_Patient7_2073.peak.chr.intersect.bed	1920497	5566012	0.34504	6120
H3	T8	Healthy_Patient3_2152.peak.chr.intersect.bed	Tumor_Patient8_2071.peak.chr.intersect.bed	2295270	9389655	0.244447	6869
H4	H4	Healthy_Patient4_2154.peak.chr.intersect.bed	Healthy_Patient4_2154.peak.chr.intersect.bed	2365138	2365138	1.0	6421
H4	H5	Healthy_Patient4_2154.peak.chr.intersect.bed	Healthy_Patient5_2145.peak.chr.intersect.bed	124598	2396634	0.0519887	597
H4	H7	Healthy_Patient4_2154.peak.chr.intersect.bed	Healthy_Patient7_2074.peak.chr.intersect.bed	865094	3662869	0.236179	3338
H4	H8	Healthy_Patient4_2154.peak.chr.intersect.bed	Healthy_Patient8_2072.peak.chr.intersect.bed	799021	3191240	0.250379	3223
H4	T1	Healthy_Patient4_2154.peak.chr.intersect.bed	Tumor_Patient1_2147.peak.chr.intersect.bed	1098049	3551616	0.309169	4024
H4	T2	Healthy_Patient4_2154.peak.chr.intersect.bed	Tumor_Patient2_2149.peak.chr.intersect.bed	2022881	8348237	0.242312	6021
H4	T3	Healthy_Patient4_2154.peak.chr.intersect.bed	Tumor_Patient3_2151.peak.chr.intersect.bed	1285778	4252837	0.302334	4136
H4	T4	Healthy_Patient4_2154.peak.chr.intersect.bed	Tumor_Patient4_2153.peak.chr.intersect.bed	2194438	7424191	0.295579	6205
H4	T5	Healthy_Patient4_2154.peak.chr.intersect.bed	Tumor_Patient5_2146.peak.chr.intersect.bed	130814	2440476	0.0536018	642
H4	T7	Healthy_Patient4_2154.peak.chr.intersect.bed	Tumor_Patient7_2073.peak.chr.intersect.bed	1521795	5624585	0.270561	5264
H4	T8	Healthy_Patient4_2154.peak.chr.intersect.bed	Tumor_Patient8_2071.peak.chr.intersect.bed	1879141	9465655	0.198522	5949
H5	H5	Healthy_Patient5_2145.peak.chr.intersect.bed	Healthy_Patient5_2145.peak.chr.intersect.bed	156094	156094	1.0	719
H5	H7	Healthy_Patient5_2145.peak.chr.intersect.bed	Healthy_Patient7_2074.peak.chr.intersect.bed	134883	2184036	0.0617586	631
H5	H8	Healthy_Patient5_2145.peak.chr.intersect.bed	Healthy_Patient8_2072.peak.chr.intersect.bed	126439	1654778	0.0764084	607
H5	T1	Healthy_Patient5_2145.peak.chr.intersect.bed	Tumor_Patient1_2147.peak.chr.intersect.bed	136013	2304608	0.0590178	631
H5	T2	Healthy_Patient5_2145.peak.chr.intersect.bed	Tumor_Patient2_2149.peak.chr.intersect.bed	150981	8011093	0.0188465	692
H5	T3	Healthy_Patient5_2145.peak.chr.intersect.bed	Tumor_Patient3_2151.peak.chr.intersect.bed	136571	3193000	0.042772	630
H5	T4	Healthy_Patient5_2145.peak.chr.intersect.bed	Tumor_Patient4_2153.peak.chr.intersect.bed	150170	7259415	0.0206862	690
H5	T5	Healthy_Patient5_2145.peak.chr.intersect.bed	Tumor_Patient5_2146.peak.chr.intersect.bed	43240	319006	0.135546	229
H5	T7	Healthy_Patient5_2145.peak.chr.intersect.bed	Tumor_Patient7_2073.peak.chr.intersect.bed	146087	4791249	0.0304904	674
H5	T8	Healthy_Patient5_2145.peak.chr.intersect.bed	Tumor_Patient8_2071.peak.chr.intersect.bed	150264	8985488	0.016723	690
H7	H7	Healthy_Patient7_2074.peak.chr.intersect.bed	Healthy_Patient7_2074.peak.chr.intersect.bed	2162825	2162825	1.0	6737
H7	H8	Healthy_Patient7_2074.peak.chr.intersect.bed	Healthy_Patient8_2072.peak.chr.intersect.bed	1006506	2781442	0.361865	3833
H7	T1	Healthy_Patient7_2074.peak.chr.intersect.bed	Tumor_Patient1_2147.peak.chr.intersect.bed	1150299	3297053	0.348887	4153
H7	T2	Healthy_Patient7_2074.peak.chr.intersect.bed	Tumor_Patient2_2149.peak.chr.intersect.bed	1570268	8598537	0.18262	5235
H7	T3	Healthy_Patient7_2074.peak.chr.intersect.bed	Tumor_Patient3_2151.peak.chr.intersect.bed	1267691	4068611	0.311578	4394
H7	T4	Healthy_Patient7_2074.peak.chr.intersect.bed	Tumor_Patient4_2153.peak.chr.intersect.bed	1569507	7846809	0.200019	5419
H7	T5	Healthy_Patient7_2074.peak.chr.intersect.bed	Tumor_Patient5_2146.peak.chr.intersect.bed	152699	2216278	0.0688988	733
H7	T7	Healthy_Patient7_2074.peak.chr.intersect.bed	Tumor_Patient7_2073.peak.chr.intersect.bed	1840890	5103177	0.360734	5942
H7	T8	Healthy_Patient7_2074.peak.chr.intersect.bed	Tumor_Patient8_2071.peak.chr.intersect.bed	2029826	9112657	0.222748	6411
H8	H8	Healthy_Patient8_2072.peak.chr.intersect.bed	Healthy_Patient8_2072.peak.chr.intersect.bed	1625123	1625123	1.0	5748
H8	T1	Healthy_Patient8_2072.peak.chr.intersect.bed	Tumor_Patient1_2147.peak.chr.intersect.bed	938668	2970982	0.315945	3607
H8	T2	Healthy_Patient8_2072.peak.chr.intersect.bed	Tumor_Patient2_2149.peak.chr.intersect.bed	1250940	8380163	0.149274	4602
H8	T3	Healthy_Patient8_2072.peak.chr.intersect.bed	Tumor_Patient3_2151.peak.chr.intersect.bed	971518	3827082	0.253853	3682
H8	T4	Healthy_Patient8_2072.peak.chr.intersect.bed	Tumor_Patient4_2153.peak.chr.intersect.bed	1247992	7630622	0.16355	4753
H8	T5	Healthy_Patient8_2072.peak.chr.intersect.bed	Tumor_Patient5_2146.peak.chr.intersect.bed	133615	1697660	0.0787054	648
H8	T7	Healthy_Patient8_2072.peak.chr.intersect.bed	Tumor_Patient7_2073.peak.chr.intersect.bed	1368177	5038188	0.271561	4988
H8	T8	Healthy_Patient8_2072.peak.chr.intersect.bed	Tumor_Patient8_2071.peak.chr.intersect.bed	1550321	9054460	0.171222	5547
T1	T1	Tumor_Patient1_2147.peak.chr.intersect.bed	Tumor_Patient1_2147.peak.chr.intersect.bed	2284527	2284527	1.0	7231
T1	T2	Tumor_Patient1_2147.peak.chr.intersect.bed	Tumor_Patient2_2149.peak.chr.intersect.bed	2001473	8289034	0.24146	6467
T1	T3	Tumor_Patient1_2147.peak.chr.intersect.bed	Tumor_Patient3_2151.peak.chr.intersect.bed	1445801	4012203	0.360351	4848
T1	T4	Tumor_Patient1_2147.peak.chr.intersect.bed	Tumor_Patient4_2153.peak.chr.intersect.bed	1989972	7548046	0.263641	6516
T1	T5	Tumor_Patient1_2147.peak.chr.intersect.bed	Tumor_Patient5_2146.peak.chr.intersect.bed	167268	2323411	0.0719924	795
T1	T7	Tumor_Patient1_2147.peak.chr.intersect.bed	Tumor_Patient7_2073.peak.chr.intersect.bed	1878114	5187655	0.362035	6318
T1	T8	Tumor_Patient1_2147.peak.chr.intersect.bed	Tumor_Patient8_2071.peak.chr.intersect.bed	2098740	9165445	0.228984	6819
T2	T2	Tumor_Patient2_2149.peak.chr.intersect.bed	Tumor_Patient2_2149.peak.chr.intersect.bed	8005980	8005980	1.0	18050
T2	T3	Tumor_Patient2_2149.peak.chr.intersect.bed	Tumor_Patient3_2151.peak.chr.intersect.bed	2576249	8603208	0.299452	7189
T2	T4	Tumor_Patient2_2149.peak.chr.intersect.bed	Tumor_Patient4_2153.peak.chr.intersect.bed	5109781	10149690	0.503442	12207
T2	T5	Tumor_Patient2_2149.peak.chr.intersect.bed	Tumor_Patient5_2146.peak.chr.intersect.bed	196521	8015611	0.0245173	907
T2	T7	Tumor_Patient2_2149.peak.chr.intersect.bed	Tumor_Patient7_2073.peak.chr.intersect.bed	3500360	9286862	0.376915	9968
T2	T8	Tumor_Patient2_2149.peak.chr.intersect.bed	Tumor_Patient8_2071.peak.chr.intersect.bed	5026672	11958966	0.420327	12848
T3	T3	Tumor_Patient3_2151.peak.chr.intersect.bed	Tumor_Patient3_2151.peak.chr.intersect.bed	3173477	3173477	1.0	8528
T3	T4	Tumor_Patient3_2151.peak.chr.intersect.bed	Tumor_Patient4_2153.peak.chr.intersect.bed	2520016	7906952	0.318709	6956
T3	T5	Tumor_Patient3_2151.peak.chr.intersect.bed	Tumor_Patient5_2146.peak.chr.intersect.bed	175670	3203959	0.054829	814
T3	T7	Tumor_Patient3_2151.peak.chr.intersect.bed	Tumor_Patient7_2073.peak.chr.intersect.bed	2164807	5789912	0.373893	6635
T3	T8	Tumor_Patient3_2151.peak.chr.intersect.bed	Tumor_Patient8_2071.peak.chr.intersect.bed	2616838	9536297	0.274408	7551
T4	T4	Tumor_Patient4_2153.peak.chr.intersect.bed	Tumor_Patient4_2153.peak.chr.intersect.bed	7253491	7253491	1.0	14837
T4	T5	Tumor_Patient4_2153.peak.chr.intersect.bed	Tumor_Patient5_2146.peak.chr.intersect.bed	187948	7271695	0.0258465	871
T4	T7	Tumor_Patient4_2153.peak.chr.intersect.bed	Tumor_Patient7_2073.peak.chr.intersect.bed	3398006	8636727	0.393437	9991
T4	T8	Tumor_Patient4_2153.peak.chr.intersect.bed	Tumor_Patient8_2071.peak.chr.intersect.bed	4772583	11460566	0.416435	12402
T5	T5	Tumor_Patient5_2146.peak.chr.intersect.bed	Tumor_Patient5_2146.peak.chr.intersect.bed	206152	206152	1.0	951
T5	T7	Tumor_Patient5_2146.peak.chr.intersect.bed	Tumor_Patient7_2073.peak.chr.intersect.bed	187886	4799508	0.0391469	877
T5	T8	Tumor_Patient5_2146.peak.chr.intersect.bed	Tumor_Patient8_2071.peak.chr.intersect.bed	195039	8990771	0.0216932	903
T7	T7	Tumor_Patient7_2073.peak.chr.intersect.bed	Tumor_Patient7_2073.peak.chr.intersect.bed	4781242	4781242	1.0	12596
T7	T8	Tumor_Patient7_2073.peak.chr.intersect.bed	Tumor_Patient8_2071.peak.chr.intersect.bed	4227676	9533224	0.443468	11500
T8	T8	Tumor_Patient8_2071.peak.chr.intersect.bed	Tumor_Patient8_2071.peak.chr.intersect.bed	8979658	8979658	1.0	20307
