chr	start	end	persistence_left	persistence_right	type	w
chr1	46880000	46920000	21	21	gap	23
chr1	46920000	47080000	21	21	domain	23
chr1	47080000	47120000	21	21	gap	23
chr1	47120000	48080000	21	21		23
chr1	48080000	48240000	21	20	boundary,domain	23
chr1	48240000	48560000	20	21		23
chr1	48560000	48840000	21	20	domain	23
chr1	48840000	50360000	20	21	domain	23
chr1	50360000	50600000	21	2		23
chr1	50600000	50760000	2	8	domain	23
chr1	50760000	51240000	8	21	domain	23
chr1	51240000	51560000	21	7		23
chr1	51560000	51880000	7	19	boundary,domain	23
chr1	51880000	52040000	19	21	boundary,domain	23
chr1	52040000	53240000	21	21	domain	23
chr1	53240000	53800000	21	21	boundary,domain	23
chr1	53800000	55040000	21	21		23
chr1	55040000	56840000	21	21		23
chr1	56840000	58480000	21	21	domain	23
chr1	58480000	58680000	21	20		23
chr1	58680000	59840000	20	21	domain	23
chr1	59840000	62120000	21	18	boundary,domain	23
chr1	62120000	62440000	18	17	boundary,domain	23
chr1	62440000	62800000	17	21	domain	23
chr1	62800000	63560000	21	21	domain	23
chr1	63560000	65080000	21	17		23
chr1	65080000	66520000	17	11		23
chr1	66520000	66760000	11	21	boundary,domain	23
chr1	66760000	67200000	21	6	domain	23
chr1	67200000	67520000	6	21	boundary,domain	23
chr1	67520000	67840000	21	6	boundary,domain	23
chr1	67840000	68440000	6	21	domain	23
chr1	68440000	70080000	21	21		23
chr1	70080000	71080000	21	21	domain	23
chr1	71080000	72280000	21	21	domain	23
chr1	72280000	72360000	21	21	gap	23
chr1	72360000	74800000	21	21	domain	23
chr1	74800000	75160000	21	13	boundary,domain	23
chr1	75160000	75720000	13	11	domain	23
chr1	75720000	75920000	11	21	boundary,domain	23
chr1	75920000	77120000	21	21	domain	23
chr1	77120000	78120000	21	21		23
chr1	78120000	78720000	21	21	domain	23
chr1	78720000	81280000	21	21	domain	23
chr1	81280000	83120000	21	21	domain	23
chr1	83120000	83480000	21	21	gap	23
chr1	83480000	85080000	21	15	domain	23
chr1	85080000	85280000	15	21		23
chr1	85280000	86360000	21	21		23
chr1	86360000	86760000	21	9	domain	23
chr1	86760000	87120000	9	21	boundary,domain	23
chr1	87120000	88640000	21	21		23
chr1	88640000	88920000	21	21	boundary,domain	23
chr1	88920000	90040000	21	21		23
chr1	90040000	92840000	21	21		23
chr1	92840000	93000000	21	15	boundary,domain	23
chr1	93000000	93920000	15	21		23
chr1	93920000	94480000	21	21	boundary,domain	23
chr1	94480000	94840000	21	21	domain	23
chr1	94840000	95080000	21	21	boundary,domain	23
chr1	95080000	95240000	21	21		23
chr1	95240000	98560000	21	21	domain	23
chr1	98560000	99760000	21	21	domain	23
chr1	99760000	100880000	21	21	domain	23
chr1	100880000	101400000	21	20	domain	23
chr1	101400000	103600000	20	21		23
chr1	103600000	104040000	21	21	gap	23
chr1	104040000	104640000	21	21	domain	23
chr1	104640000	104680000	21	21	gap	23
chr1	104680000	105960000	21	16		23
chr1	105960000	108200000	16	21	domain	23
chr1	108200000	108480000	21	21	gap	23
chr1	108480000	109680000	21	21	domain	23
chr1	109680000	109720000	21	21	gap	23
chr1	109720000	111080000	21	20	domain	23
chr1	111080000	112360000	20	21		23
chr1	112360000	112720000	21	21	boundary,domain	23
chr1	112720000	113080000	21	21	boundary,domain	23
chr1	113080000	113800000	21	18	domain	23
chr1	113800000	114800000	18	21		23
chr1	114800000	115600000	21	15	boundary,domain	23
chr1	115600000	115800000	15	21	boundary,domain	23
chr1	115800000	116080000	21	21		23
chr1	116080000	116560000	21	21		23
chr1	116560000	117080000	21	21	boundary,domain	23
chr1	117080000	117320000	21	9	boundary,domain	23
chr1	117320000	117480000	9	8	boundary,domain	23
chr1	117480000	117960000	8	21	boundary,domain	23
chr1	117960000	120000000	21	21	domain	23
chr1	120000000	145680000	21	21	gap	23
chr1	145680000	146040000	21	21	domain	23
chr1	146040000	147040000	21	21	gap	23
chr1	147040000	147920000	21	21	domain	23
chr1	147920000	149880000	21	21	gap	23
chr1	149880000	151080000	21	7		23
chr1	151080000	151280000	7	3		23
chr1	151280000	151400000	3	10	boundary	23
chr1	151400000	152040000	10	21	boundary,domain	23
chr1	152040000	152480000	21	21	boundary,domain	23
chr1	152480000	153320000	21	18		23
chr1	153320000	153480000	18	18	boundary,domain	23
chr1	153480000	153640000	18	10	boundary,domain	23
chr1	153640000	154000000	10	19		23
chr1	154000000	154960000	19	7		23
chr1	154960000	155200000	7	21		23
chr1	155200000	156080000	21	21		23
chr1	156080000	156360000	21	21	boundary,domain	23
chr1	156360000	156720000	21	20		23
chr1	156720000	156920000	20	17		23
chr1	156920000	157560000	17	21	boundary,domain	23
chr1	157560000	158160000	21	21	domain	23
chr1	158160000	159120000	21	20	domain	23
chr1	159120000	159760000	20	18	domain	23
chr1	159760000	160040000	18	21		23
chr1	160040000	160400000	21	21	boundary,domain	23
chr1	160400000	161440000	21	21		23
chr1	161440000	161680000	21	21	gap	23
chr1	161680000	162840000	21	21		23
chr1	162840000	163360000	21	21	domain	23
chr1	163360000	165120000	21	21	domain	23
chr1	165120000	165360000	21	18		23
chr1	165360000	165600000	18	21	boundary,domain	23
chr1	165600000	165920000	21	21	domain	23
chr1	165920000	166840000	21	21		23
chr1	166840000	167040000	21	8		23
chr1	167040000	167560000	8	21	boundary,domain	23
chr1	167560000	167720000	21	21	boundary,domain	23
chr1	167720000	168240000	21	20	boundary,domain	23
chr1	168240000	169560000	20	17	boundary,domain	23
chr1	169560000	169880000	17	21	boundary,domain	23
chr1	169880000	171440000	21	21		23
chr1	171440000	172440000	21	21		23
chr1	172440000	172720000	21	21	boundary,domain	23
chr1	172720000	174240000	21	21	domain	23
chr1	174240000	175000000	21	21		23
chr1	175000000	177960000	21	21		23
chr1	177960000	178280000	21	12	boundary,domain	23
chr1	178280000	179040000	12	21		23
chr1	179040000	179400000	21	14	domain	23
chr1	179400000	179640000	14	21		23
chr1	179640000	179840000	21	21	boundary,domain	23
chr1	179840000	180200000	21	10	domain	23
chr1	180200000	180480000	10	21	boundary,domain	23
chr1	180480000	181200000	21	21	domain	23
chr1	181200000	181440000	21	21	boundary,domain	23
chr1	181440000	182600000	21	15		23
chr1	182600000	182840000	15	21	boundary,domain	23
chr1	182840000	183240000	21	12	boundary,domain	23
chr1	183240000	183640000	12	21	domain	23
chr1	183640000	184040000	21	21		23
chr1	184040000	184760000	21	21	domain	23
chr1	184760000	185000000	21	16		23
chr1	185000000	185160000	16	19	boundary,domain	23
chr1	185160000	186280000	19	21	domain	23
chr1	186280000	187040000	21	21	domain	23
chr1	187040000	192440000	21	21	domain	23
chr1	192440000	193120000	21	21	domain	23
chr1	193120000	196720000	21	21	domain	23
chr1	196720000	196960000	21	21	gap	23
chr1	196960000	198720000	21	21	domain	23
chr1	198720000	200560000	21	21	domain	23
chr1	200560000	200880000	21	21		23
chr1	200880000	201240000	21	19	boundary,domain	23
chr1	201240000	201440000	19	21	boundary,domain	23
chr1	201440000	201840000	21	21	boundary,domain	23
chr1	201840000	202160000	21	21	boundary,domain	23
chr1	202160000	203000000	21	21	boundary,domain	23
chr1	203000000	203240000	21	18	boundary,domain	23
chr1	203240000	203480000	18	10	boundary,domain	23
chr1	203480000	203800000	10	21	domain	23
chr1	203800000	204520000	21	21		23
chr1	204520000	204960000	21	12	boundary,domain	23
chr1	204960000	206160000	12	21		23
chr1	206160000	206400000	21	21	gap	23
chr1	206400000	207520000	21	21	domain	23
chr1	207520000	207560000	21	21	gap	23
chr1	207560000	209560000	21	21	domain	23
chr1	209560000	209840000	21	21	boundary,domain	23
chr1	209840000	210080000	21	18	boundary,domain	23
chr1	210080000	210360000	18	21		23
chr1	210360000	211280000	21	21	domain	23
chr1	211280000	211680000	21	16	boundary,domain	23
chr1	211680000	212480000	16	21	domain	23
chr1	212480000	213120000	21	21	boundary,domain	23
chr1	213120000	214200000	21	21		23
chr1	214200000	214640000	21	21	domain	23
chr1	214640000	215680000	21	20	domain	23
chr1	215680000	218240000	20	21	domain	23
chr1	218240000	219840000	21	21	domain	23
chr1	219840000	220800000	21	21		23
chr1	220800000	222480000	21	21	domain	23
chr1	222480000	222520000	21	21	gap	23
chr1	222520000	223560000	21	21	domain	23
chr1	223560000	223600000	21	21	gap	23
chr1	223600000	223880000	21	21	domain	23
chr1	223880000	224040000	21	21	gap	23
chr1	224040000	225400000	21	21	domain	23
chr1	225400000	226120000	21	21	domain	23
chr1	226120000	226400000	21	21		23
chr1	226400000	226840000	21	21	domain	23
chr1	226840000	227960000	21	21	domain	23
chr1	227960000	228000000	21	21	gap	23
chr1	228000000	228520000	21	21	domain	23
chr1	228520000	228640000	21	21	gap	23
chr1	228640000	230600000	21	14		23
chr1	230600000	231320000	14	15		23
chr1	231320000	231640000	15	18	boundary,domain	23
chr1	231640000	233280000	18	21		23
chr1	233280000	234440000	21	21		23
chr1	234440000	235120000	21	21	domain	23
chr1	235120000	235480000	21	21	boundary,domain	23
chr1	235480000	236040000	21	21	boundary,domain	23
chr1	236040000	236600000	21	21	domain	23
chr1	236600000	237720000	21	21		23
chr1	237720000	240000000	21	18	domain	23
chr1	240000000	242240000	18	21	domain	23
chr1	242240000	242360000	21	21	gap	23
chr1	242360000	242880000	21	21	domain	23
chr1	242880000	243200000	21	21	gap	23
chr1	243200000	244480000	21	18		23
chr1	244480000	244800000	18	8	boundary,domain	23
chr1	244800000	245080000	8	21	boundary,domain	23
chr1	245080000	246520000	21	20	domain	23
chr1	246520000	246760000	20	20		23
chr1	246760000	247000000	20	8	boundary,domain	23
chr1	247000000	247120000	8	3		23
chr1	247120000	248160000	3	21	domain	23
chr1	248160000	248200000	21	21	gap	23
chr1	248200000	248440000	21	21		23
chr1	248440000	248680000	21	21	gap	23
chr1	248680000	248956422	21	21	domain	23
chr10	0	80000	21	21	gap	23
chr10	80000	1080000	21	21	domain	23
chr10	1080000	3160000	21	21	domain	23
chr10	3160000	4960000	21	21	domain	23
chr10	4960000	5000000	21	21	gap	23
chr10	5000000	6000000	21	19		23
chr10	6000000	6440000	19	21	boundary,domain	23
chr10	6440000	7480000	21	21		23
chr10	7480000	7840000	21	21		23
chr10	7840000	9320000	21	21	domain	23
chr10	9320000	11480000	21	21		23
chr10	11480000	11760000	21	21	boundary,domain	23
chr10	11760000	12040000	21	21		23
chr10	12040000	13120000	21	18	domain	23
chr10	13120000	13320000	18	21		23
chr10	13320000	13560000	21	21	boundary,domain	23
chr10	13560000	15160000	21	21		23
chr10	15160000	15400000	21	21	boundary,domain	23
chr10	15400000	15840000	21	21	boundary,domain	23
chr10	15840000	16800000	21	21	domain	23
chr10	16800000	17600000	21	18		23
chr10	17600000	18280000	18	17	domain	23
chr10	18280000	18560000	17	8		23
chr10	18560000	18680000	8	21		23
chr10	18680000	20840000	21	21	domain	23
chr10	20840000	21960000	21	21	domain	23
chr10	21960000	23120000	21	21	domain	23
chr10	23120000	24560000	21	21	domain	23
chr10	24560000	25120000	21	14	domain	23
chr10	25120000	25240000	14	16	boundary,domain	23
chr10	25240000	26680000	16	21		23
chr10	26680000	27240000	21	8	boundary,domain	23
chr10	27240000	27360000	8	21		23
chr10	27360000	28400000	21	21		23
chr10	28400000	29360000	21	20		23
chr10	29360000	30360000	20	21		23
chr10	30360000	30640000	21	21		23
chr10	30640000	31800000	21	21	domain	23
chr10	31800000	32240000	21	20		23
chr10	32240000	32400000	20	21	boundary,domain	23
chr10	32400000	33160000	21	20	domain	23
chr10	33160000	34680000	20	21	domain	23
chr10	34680000	35000000	21	21		23
chr10	35000000	35600000	21	21	boundary,domain	23
chr10	35600000	37080000	21	21	domain	23
chr10	37080000	37200000	21	21	gap	23
chr10	37200000	38240000	21	21	domain	23
chr10	38240000	42360000	21	21	gap	23
chr10	42360000	43680000	21	21	domain	23
chr10	43680000	45680000	21	21	domain	23
chr10	45680000	47000000	21	21	gap	23
chr10	47000000	47440000	21	21	domain	23
chr10	47440000	48200000	21	21	gap	23
chr10	48200000	49840000	21	21	domain	23
chr10	49840000	50200000	21	21	gap	23
chr10	50200000	50640000	21	21	domain	23
chr10	50640000	50800000	21	21	gap	23
chr10	50800000	52600000	21	8		23
chr10	52600000	52720000	8	3	boundary,domain	23
chr10	52720000	55680000	3	21		23
chr10	55680000	55800000	21	21	gap	23
chr10	55800000	56440000	21	21	domain	23
chr10	56440000	56480000	21	21	gap	23
chr10	56480000	58160000	21	21	domain	23
chr10	58160000	59600000	21	21		23
chr10	59600000	60080000	21	21	boundary,domain	23
chr10	60080000	60440000	21	9	domain	23
chr10	60440000	60800000	9	21	boundary,domain	23
chr10	60800000	62280000	21	21	domain	23
chr10	62280000	63160000	21	21	domain	23
chr10	63160000	63840000	21	21	domain	23
chr10	63840000	67800000	21	21		23
chr10	67800000	68320000	21	21		23
chr10	68320000	69200000	21	20	boundary,domain	23
chr10	69200000	69400000	20	21	boundary,domain	23
chr10	69400000	69520000	21	17	boundary,domain	23
chr10	69520000	70160000	17	21	boundary,domain	23
chr10	70160000	70400000	21	21	boundary,domain	23
chr10	70400000	71880000	21	21	domain	23
chr10	71880000	72360000	21	21	boundary,domain	23
chr10	72360000	73680000	21	21	domain	23
chr10	73680000	73720000	21	21	gap	23
chr10	73720000	75240000	21	21		23
chr10	75240000	77120000	21	21	domain	23
chr10	77120000	77800000	21	20	domain	23
chr10	77800000	78040000	20	21	boundary,domain	23
chr10	78040000	79520000	21	21	domain	23
chr10	79520000	79880000	21	21	gap	23
chr10	79880000	80200000	21	21	domain	23
chr10	80200000	80240000	21	21	gap	23
chr10	80240000	84120000	21	21	domain	23
chr10	84120000	84560000	21	15	boundary,domain	23
chr10	84560000	87000000	15	21		23
chr10	87000000	87520000	21	21	gap	23
chr10	87520000	88800000	21	21		23
chr10	88800000	89240000	21	21	boundary,domain	23
chr10	89240000	89400000	21	5	boundary,domain	23
chr10	89400000	89760000	5	21		23
chr10	89760000	90840000	21	21		23
chr10	90840000	91280000	21	20	boundary,domain	23
chr10	91280000	91760000	20	21	boundary,domain	23
chr10	91760000	91920000	21	20		23
chr10	91920000	92600000	20	20		23
chr10	92600000	93520000	20	21	boundary,domain	23
chr10	93520000	93680000	21	13	boundary,domain	23
chr10	93680000	94560000	13	21		23
chr10	94560000	95120000	21	21	domain	23
chr10	95120000	95680000	21	21	domain	23
chr10	95680000	95960000	21	18	boundary,domain	23
chr10	95960000	96320000	18	21		23
chr10	96320000	97400000	21	21		23
chr10	97400000	97680000	21	19	boundary,domain	23
chr10	97680000	99360000	19	20		23
chr10	99360000	99640000	20	16	boundary,domain	23
chr10	99640000	100280000	16	21	boundary,domain	23
chr10	100280000	101040000	21	21		23
chr10	101040000	101800000	21	21		23
chr10	101800000	102120000	21	21	boundary,domain	23
chr10	102120000	102640000	21	21	boundary,domain	23
chr10	102640000	103360000	21	21	domain	23
chr10	103360000	103560000	21	5		23
chr10	103560000	103880000	5	18		23
chr10	103880000	104360000	18	21	boundary,domain	23
chr10	104360000	106400000	21	6	domain	23
chr10	106400000	106560000	6	18		23
chr10	106560000	109800000	18	21	domain	23
chr10	109800000	109840000	21	21	gap	23
chr10	109840000	112160000	21	21	domain	23
chr10	112160000	112440000	21	21		23
chr10	112440000	113640000	21	21	domain	23
chr10	113640000	114280000	21	19	domain	23
chr10	114280000	115120000	19	21		23
chr10	115120000	116520000	21	17	domain	23
chr10	116520000	118520000	17	21	domain	23
chr10	118520000	119040000	21	21		23
chr10	119040000	119600000	21	20	domain	23
chr10	119600000	119880000	20	21	boundary,domain	23
chr10	119880000	120880000	21	21	domain	23
chr10	120880000	121920000	21	21		23
chr10	121920000	122120000	21	21	boundary,domain	23
chr10	122120000	122600000	21	17	boundary,domain	23
chr10	122600000	123960000	17	13		23
chr10	123960000	124400000	13	21	domain	23
chr10	124400000	124920000	21	21	boundary,domain	23
chr10	124920000	125840000	21	11	domain	23
chr10	125840000	128200000	11	21		23
chr10	128200000	130160000	21	21	domain	23
chr10	130160000	131880000	21	21	domain	23
chr10	131880000	132160000	21	21	boundary,domain	23
chr10	132160000	132360000	21	13	boundary,domain	23
chr10	132360000	133600000	13	21	domain	23
chr10	133600000	133797422	21	21	gap	23
chr11	80000	200000	21	21	gap	23
chr11	200000	1160000	21	21	domain	23
chr11	1160000	1200000	21	21	gap	23
chr11	1200000	1440000	21	21	domain	23
chr11	1440000	1480000	21	21	gap	23
chr11	1480000	1920000	21	21	domain	23
chr11	1920000	2080000	21	21	gap	23
chr11	2080000	3240000	21	21	domain	23
chr11	3240000	3600000	21	21	gap	23
chr11	3600000	4200000	21	21	domain	23
chr11	4200000	4360000	21	21	gap	23
chr11	4360000	5760000	21	21	domain	23
chr11	5760000	5800000	21	21	gap	23
chr11	5800000	6760000	21	21	domain	23
chr11	6760000	8120000	21	16		23
chr11	8120000	8640000	16	20	domain	23
chr11	8640000	8960000	20	21		23
chr11	8960000	9160000	21	8	boundary,domain	23
chr11	9160000	9520000	8	15	boundary,domain	23
chr11	9520000	10400000	15	21		23
chr11	10400000	10760000	21	21	boundary,domain	23
chr11	10760000	11800000	21	18	domain	23
chr11	11800000	12040000	18	14	boundary,domain	23
chr11	12040000	12280000	14	21	domain	23
chr11	12280000	13160000	21	11	domain	23
chr11	13160000	13480000	11	8	boundary,domain	23
chr11	13480000	14280000	8	21	domain	23
chr11	14280000	14920000	21	16		23
chr11	14920000	15240000	16	21		23
chr11	15240000	16720000	21	21	domain	23
chr11	16720000	17080000	21	11	boundary,domain	23
chr11	17080000	17200000	11	14		23
chr11	17200000	17360000	14	21	boundary,domain	23
chr11	17360000	17520000	21	21		23
chr11	17520000	18880000	21	20	domain	23
chr11	18880000	20160000	20	19	domain	23
chr11	20160000	20360000	19	10	boundary,domain	23
chr11	20360000	20640000	10	21	boundary,domain	23
chr11	20640000	22280000	21	21		23
chr11	22280000	22840000	21	21	domain	23
chr11	22840000	24400000	21	21	domain	23
chr11	24400000	26280000	21	21	domain	23
chr11	26280000	27520000	21	21	domain	23
chr11	27520000	29360000	21	21		23
chr11	29360000	30960000	21	19	domain	23
chr11	30960000	32280000	19	21	boundary,domain	23
chr11	32280000	32840000	21	21	domain	23
chr11	32840000	33120000	21	14	boundary,domain	23
chr11	33120000	33800000	14	20	domain	23
chr11	33800000	34520000	20	21		23
chr11	34520000	35480000	21	20	domain	23
chr11	35480000	36560000	20	21	domain	23
chr11	36560000	36760000	21	21	boundary	23
chr11	36760000	38800000	21	21	domain	23
chr11	38800000	38920000	21	1		23
chr11	38920000	40320000	1	21	domain	23
chr11	40320000	43320000	21	21	domain	23
chr11	43320000	43880000	21	20	boundary,domain	23
chr11	43880000	44040000	20	21		23
chr11	44040000	45800000	21	21	domain	23
chr11	45800000	46840000	21	19	boundary,domain	23
chr11	46840000	48360000	19	21	domain	23
chr11	48360000	55320000	21	21	gap	23
chr11	55320000	56840000	21	21	domain	23
chr11	56840000	57320000	21	21	boundary,domain	23
chr11	57320000	58560000	21	21		23
chr11	58560000	59160000	21	21	domain	23
chr11	59160000	59480000	21	21		23
chr11	59480000	59680000	21	12	boundary,domain	23
chr11	59680000	61200000	12	21	domain	23
chr11	61200000	61240000	21	21	gap	23
chr11	61240000	62360000	21	21	boundary,domain	23
chr11	62360000	62880000	21	21	boundary,domain	23
chr11	62880000	63760000	21	20	boundary,domain	23
chr11	63760000	64000000	20	18	boundary,domain	23
chr11	64000000	64320000	18	21	boundary,domain	23
chr11	64320000	64760000	21	21	boundary,domain	23
chr11	64760000	65320000	21	11	boundary,domain	23
chr11	65320000	65600000	11	20	boundary,domain	23
chr11	65600000	66040000	20	21	boundary,domain	23
chr11	66040000	66280000	21	21	boundary,domain	23
chr11	66280000	66680000	21	2	boundary,domain	23
chr11	66680000	67720000	2	21	domain	23
chr11	67720000	67960000	21	21	gap	23
chr11	67960000	69080000	21	21	boundary,domain	23
chr11	69080000	70240000	21	21	domain	23
chr11	70240000	70960000	21	21	domain	23
chr11	70960000	71040000	21	21	gap	23
chr11	71040000	71600000	21	21	domain	23
chr11	71600000	71880000	21	21	gap	23
chr11	71880000	73320000	21	19	domain	23
chr11	73320000	73760000	19	18	boundary,domain	23
chr11	73760000	74600000	18	18	domain	23
chr11	74600000	74760000	18	21	boundary,domain	23
chr11	74760000	74880000	21	5		23
chr11	74880000	75120000	5	9	boundary,domain	23
chr11	75120000	75280000	9	21		23
chr11	75280000	75400000	21	19	boundary,domain	23
chr11	75400000	76720000	19	21		23
chr11	76720000	77920000	21	21		23
chr11	77920000	77960000	21	21	gap	23
chr11	77960000	79560000	21	21	domain	23
chr11	79560000	81440000	21	3	domain	23
chr11	81440000	82720000	3	21	domain	23
chr11	82720000	83840000	21	21		23
chr11	83840000	84400000	21	9	domain	23
chr11	84400000	84520000	9	21		23
chr11	84520000	85600000	21	21		23
chr11	85600000	86880000	21	21		23
chr11	86880000	87960000	21	21	domain	23
chr11	87960000	88000000	21	21	gap	23
chr11	88000000	88840000	21	21		23
chr11	88840000	90120000	21	21	gap	23
chr11	90120000	92920000	21	21	domain	23
chr11	92920000	93160000	21	17		23
chr11	93160000	93800000	17	21		23
chr11	93800000	94520000	21	21	domain	23
chr11	94520000	94960000	21	13		23
chr11	94960000	95800000	13	21	domain	23
chr11	95800000	96440000	21	21	domain	23
chr11	96440000	99040000	21	21	domain	23
chr11	99040000	100960000	21	21		23
chr11	100960000	101880000	21	20	domain	23
chr11	101880000	102040000	20	19		23
chr11	102040000	102280000	19	21	boundary,domain	23
chr11	102280000	102720000	21	21	domain	23
chr11	102720000	103080000	21	21	boundary,domain	23
chr11	103080000	103680000	21	21	domain	23
chr11	103680000	105960000	21	20	domain	23
chr11	105960000	107520000	20	20	domain	23
chr11	107520000	107760000	20	9		23
chr11	107760000	108000000	9	21		23
chr11	108000000	108680000	21	21	domain	23
chr11	108680000	109920000	21	21	domain	23
chr11	109920000	110440000	21	21	boundary,domain	23
chr11	110440000	111280000	21	19	domain	23
chr11	111280000	111560000	19	21	boundary,domain	23
chr11	111560000	111880000	21	20	boundary,domain	23
chr11	111880000	112120000	20	21	boundary,domain	23
chr11	112120000	113320000	21	20	domain	23
chr11	113320000	114640000	20	21	domain	23
chr11	114640000	116720000	21	21	domain	23
chr11	116720000	117360000	21	21	domain	23
chr11	117360000	118120000	21	21	domain	23
chr11	118120000	118360000	21	17	boundary,domain	23
chr11	118360000	118560000	17	21	boundary,domain	23
chr11	118560000	119120000	21	11	boundary,domain	23
chr11	119120000	119360000	11	21		23
chr11	119360000	120320000	21	21		23
chr11	120320000	121240000	21	21		23
chr11	121240000	121600000	21	21		23
chr11	121600000	122600000	21	21	domain	23
chr11	122600000	122840000	21	12		23
chr11	122840000	123080000	12	21	boundary,domain	23
chr11	123080000	123600000	21	17	domain	23
chr11	123600000	123760000	17	21	boundary,domain	23
chr11	123760000	124400000	21	20	boundary,domain	23
chr11	124400000	124600000	20	21	boundary,domain	23
chr11	124600000	125880000	21	21		23
chr11	125880000	126280000	21	21	domain	23
chr11	126280000	128000000	21	21		23
chr11	128000000	128960000	21	13	boundary,domain	23
chr11	128960000	129880000	13	15		23
chr11	129880000	130160000	15	21	boundary,domain	23
chr11	130160000	130920000	21	21		23
chr11	130920000	131680000	21	21	domain	23
chr11	131680000	133040000	21	21	domain	23
chr11	133040000	133880000	21	21	domain	23
chr11	133880000	134200000	21	21	boundary,domain	23
chr11	134200000	135080000	21	21	domain	23
chr12	0	40000	21	21	gap	23
chr12	40000	1640000	21	21		23
chr12	1640000	1800000	21	15		23
chr12	1800000	2000000	15	14		23
chr12	2000000	2800000	14	17		23
chr12	2800000	3040000	17	21	boundary,domain	23
chr12	3040000	3280000	21	21	boundary,domain	23
chr12	3280000	3880000	21	21	domain	23
chr12	3880000	4320000	21	14	domain	23
chr12	4320000	4800000	14	21	domain	23
chr12	4800000	5000000	21	14	boundary,domain	23
chr12	5000000	6320000	14	21	boundary,domain	23
chr12	6320000	6880000	21	21	boundary,domain	23
chr12	6880000	7160000	21	21	boundary,domain	23
chr12	7160000	8160000	21	21	domain	23
chr12	8160000	8440000	21	21	gap	23
chr12	8440000	9280000	21	21	domain	23
chr12	9280000	9600000	21	21	gap	23
chr12	9600000	10400000	21	21	domain	23
chr12	10400000	10440000	21	21	gap	23
chr12	10440000	11280000	21	21	domain	23
chr12	11280000	11320000	21	21	gap	23
chr12	11320000	12360000	21	21		23
