chr	start	end	persistence_left	persistence_right	type	w
chr1	114800000	115800000	18	18		20
chr1	115800000	116040000	18	18	boundary,domain	20
chr1	116040000	116560000	18	18	domain	20
chr1	116560000	117080000	18	18	domain	20
chr1	117080000	117320000	18	11	boundary,domain	20
chr1	117320000	117960000	11	18	domain	20
chr1	117960000	119960000	18	18	domain	20
chr1	119960000	145840000	18	18	gap	20
chr1	145840000	146040000	18	18	domain	20
chr1	146040000	147040000	18	18	gap	20
chr1	147040000	147200000	18	18	domain	20
chr1	147200000	147240000	18	18	gap	20
chr1	147240000	147920000	18	18	domain	20
chr1	147920000	149880000	18	18	gap	20
chr1	149880000	151200000	18	17	domain	20
chr1	151200000	151280000	17	7	boundary	20
chr1	151280000	151400000	7	18		20
chr1	151400000	151880000	18	10		20
chr1	151880000	152040000	10	18	boundary,domain	20
chr1	152040000	152520000	18	18	boundary,domain	20
chr1	152520000	153280000	18	18		20
chr1	153280000	153480000	18	17	boundary,domain	20
chr1	153480000	153760000	17	16	boundary,domain	20
chr1	153760000	154000000	16	18	boundary,domain	20
chr1	154000000	154280000	18	16	boundary,domain	20
chr1	154280000	155080000	16	15		20
chr1	155080000	155200000	15	18		20
chr1	155200000	156080000	18	18		20
chr1	156080000	156360000	18	18	boundary,domain	20
chr1	156360000	156920000	18	15	boundary,domain	20
chr1	156920000	157080000	15	17	boundary,domain	20
chr1	157080000	157160000	17	18		20
chr1	157160000	157560000	18	18	boundary,domain	20
chr1	157560000	158160000	18	15	domain	20
chr1	158160000	159120000	15	18	domain	20
chr1	159120000	159760000	18	18	domain	20
chr1	159760000	160040000	18	18	boundary,domain	20
chr1	160040000	160400000	18	18	boundary,domain	20
chr1	160400000	161440000	18	18		20
chr1	161440000	161680000	18	18	gap	20
chr1	161680000	162840000	18	18		20
chr1	162840000	163360000	18	18	domain	20
chr1	163360000	165120000	18	18	domain	20
chr1	165120000	165600000	18	12	boundary,domain	20
chr1	165600000	166840000	12	18		20
chr1	166840000	167040000	18	13	boundary,domain	20
chr1	167040000	167560000	13	18	domain	20
chr1	167560000	167720000	18	16	boundary,domain	20
chr1	167720000	168200000	16	16		20
chr1	168200000	169560000	16	9		20
chr1	169560000	169880000	9	18	boundary,domain	20
chr1	169880000	170960000	18	18	domain	20
chr1	170960000	171480000	18	18	boundary,domain	20
chr1	171480000	172960000	18	18		20
chr1	172960000	173000000	18	18	gap	20
chr1	173000000	174240000	18	18	domain	20
chr1	174240000	174760000	18	18	domain	20
chr1	174760000	175000000	18	18	boundary,domain	20
chr1	175000000	176880000	18	18		20
chr1	176880000	177960000	18	18	domain	20
chr1	177960000	178280000	18	13	boundary,domain	20
chr1	178280000	179040000	13	18	domain	20
chr1	179040000	179440000	18	18	domain	20
chr1	179440000	179680000	18	18		20
chr1	179680000	179800000	18	18		20
chr1	179800000	180480000	18	18	domain	20
chr1	180480000	181200000	18	18	domain	20
chr1	181200000	181440000	18	18	boundary,domain	20
chr1	181440000	182560000	18	16		20
chr1	182560000	182840000	16	16	boundary,domain	20
chr1	182840000	183440000	16	8	boundary,domain	20
chr1	183440000	183640000	8	18		20
chr1	183640000	183920000	18	17	boundary,domain	20
chr1	183920000	184760000	17	18	domain	20
chr1	184760000	185000000	18	12		20
chr1	185000000	186320000	12	18		20
chr1	186320000	187040000	18	18	domain	20
chr1	187040000	192440000	18	18	domain	20
chr1	192440000	193120000	18	18		20
chr1	193120000	196720000	18	18	domain	20
chr1	196720000	196960000	18	18	gap	20
chr1	196960000	198720000	18	18	domain	20
chr1	198720000	199600000	18	17	domain	20
chr1	199600000	200560000	17	18		20
chr1	200560000	200920000	18	18	boundary,domain	20
chr1	200920000	201240000	18	18	boundary,domain	20
chr1	201240000	201440000	18	18	boundary,domain	20
chr1	201440000	202480000	18	18		20
chr1	202480000	202560000	18	18	gap	20
chr1	202560000	203840000	18	18	domain	20
chr1	203840000	204160000	18	9	domain	20
chr1	204160000	204520000	9	18	boundary,domain	20
chr1	204520000	205280000	18	18		20
chr1	205280000	206160000	18	18		20
chr1	206160000	206400000	18	18	gap	20
chr1	206400000	207520000	18	18	domain	20
chr1	207520000	207560000	18	18	gap	20
chr1	207560000	209880000	18	18		20
chr1	209880000	209920000	18	18	gap	20
chr1	209920000	211240000	18	18	domain	20
chr1	211240000	211680000	18	18	boundary,domain	20
chr1	211680000	212480000	18	18	domain	20
chr1	212480000	213080000	18	18	boundary,domain	20
chr1	213080000	214200000	18	18	domain	20
chr1	214200000	214640000	18	18	domain	20
chr1	214640000	215760000	18	3		20
chr1	215760000	218280000	3	18	domain	20
chr1	218280000	219880000	18	18		20
chr1	219880000	220800000	18	18		20
chr1	220800000	222480000	18	18	domain	20
chr1	222480000	222520000	18	18	gap	20
chr1	222520000	223560000	18	18	domain	20
chr1	223560000	223600000	18	18	gap	20
chr1	223600000	223880000	18	18	domain	20
chr1	223880000	224040000	18	18	gap	20
chr1	224040000	225400000	18	18	domain	20
chr1	225400000	226000000	18	18	domain	20
chr1	226000000	227960000	18	18		20
chr1	227960000	228000000	18	18	gap	20
chr1	228000000	228520000	18	18	domain	20
chr1	228520000	228640000	18	18	gap	20
chr1	228640000	229520000	18	14	domain	20
chr1	229520000	230600000	14	13	boundary,domain	20
chr1	230600000	231280000	13	18	domain	20
chr1	231280000	231680000	18	18	boundary,domain	20
chr1	231680000	233280000	18	18	domain	20
chr1	233280000	234800000	18	18	domain	20
chr1	234800000	234840000	18	18	gap	20
chr1	234840000	236080000	18	18		20
chr1	236080000	236600000	18	18	domain	20
chr1	236600000	237720000	18	17		20
chr1	237720000	240000000	17	16		20
chr1	240000000	242240000	16	18		20
chr1	242240000	242360000	18	18	gap	20
chr1	242360000	242880000	18	18	domain	20
chr1	242880000	243200000	18	18	gap	20
chr1	243200000	244480000	18	18		20
chr1	244480000	245080000	18	18	boundary,domain	20
chr1	245080000	246520000	18	15	domain	20
chr1	246520000	246800000	15	18		20
chr1	246800000	247880000	18	18		20
chr1	247880000	247920000	18	18	gap	20
chr1	247920000	248160000	18	18		20
chr1	248160000	248680000	18	18	gap	20
chr1	248680000	248956422	18	18	domain	20
chr10	0	80000	18	18	gap	20
chr10	80000	1080000	18	18	domain	20
chr10	1080000	3160000	18	18		20
chr10	3160000	4960000	18	18	domain	20
chr10	4960000	5000000	18	18	gap	20
chr10	5000000	5960000	18	17		20
chr10	5960000	6440000	17	18		20
chr10	6440000	7480000	18	17		20
chr10	7480000	7840000	17	18	boundary,domain	20
chr10	7840000	9320000	18	18	domain	20
chr10	9320000	11480000	18	18	domain	20
chr10	11480000	11760000	18	18	boundary,domain	20
chr10	11760000	12040000	18	12	boundary,domain	20
chr10	12040000	13120000	12	18	domain	20
chr10	13120000	13320000	18	12	boundary,domain	20
chr10	13320000	15160000	12	18	boundary,domain	20
chr10	15160000	15400000	18	18	boundary,domain	20
chr10	15400000	15840000	18	18	domain	20
chr10	15840000	16800000	18	18	domain	20
chr10	16800000	17560000	18	16	domain	20
chr10	17560000	18560000	16	18	domain	20
chr10	18560000	18600000	18	18	gap	20
chr10	18600000	20840000	18	18	domain	20
chr10	20840000	23120000	18	18		20
chr10	23120000	24560000	18	18	domain	20
chr10	24560000	25120000	18	18	domain	20
chr10	25120000	25720000	18	18	boundary,domain	20
chr10	25720000	26640000	18	18	domain	20
chr10	26640000	26960000	18	7		20
chr10	26960000	27240000	7	3	boundary,domain	20
chr10	27240000	27400000	3	18	boundary,domain	20
chr10	27400000	28440000	18	18	domain	20
chr10	28440000	29360000	18	18	domain	20
chr10	29360000	30360000	18	18		20
chr10	30360000	30640000	18	18	boundary,domain	20
chr10	30640000	31840000	18	18	domain	20
chr10	31840000	32200000	18	6		20
chr10	32200000	32400000	6	17		20
chr10	32400000	33160000	17	16		20
chr10	33160000	34640000	16	18	domain	20
chr10	34640000	35080000	18	18	boundary,domain	20
chr10	35080000	35640000	18	18		20
chr10	35640000	37080000	18	18	domain	20
chr10	37080000	37200000	18	18	gap	20
chr10	37200000	38160000	18	18		20
chr10	38160000	42440000	18	18	gap	20
chr10	42440000	43640000	18	18	domain	20
chr10	43640000	45680000	18	18	domain	20
chr10	45680000	46160000	18	18	gap	20
chr10	46160000	46320000	18	18	domain	20
chr10	46320000	47000000	18	18	gap	20
chr10	47000000	47440000	18	18	domain	20
chr10	47440000	48200000	18	18	gap	20
chr10	48200000	49840000	18	18	domain	20
chr10	49840000	50200000	18	18	gap	20
chr10	50200000	50680000	18	18	domain	20
chr10	50680000	50800000	18	18	gap	20
chr10	50800000	52240000	18	18	domain	20
chr10	52240000	53480000	18	18	domain	20
chr10	53480000	53520000	18	18	gap	20
chr10	53520000	55760000	18	18	domain	20
chr10	55760000	55800000	18	18	gap	20
chr10	55800000	58160000	18	18	domain	20
chr10	58160000	59600000	18	18		20
chr10	59600000	60080000	18	18	domain	20
chr10	60080000	60440000	18	5	domain	20
chr10	60440000	60760000	5	18	domain	20
chr10	60760000	62280000	18	18	domain	20
chr10	62280000	63160000	18	18		20
chr10	63160000	63840000	18	18	domain	20
chr10	63840000	66240000	18	18	domain	20
chr10	66240000	67800000	18	13		20
chr10	67800000	68320000	13	18	domain	20
chr10	68320000	68960000	18	18	domain	20
chr10	68960000	69160000	18	15	boundary,domain	20
chr10	69160000	69400000	15	14	boundary,domain	20
chr10	69400000	70120000	14	18		20
chr10	70120000	70400000	18	18	boundary,domain	20
chr10	70400000	70800000	18	10	domain	20
chr10	70800000	70880000	10	18	boundary,domain	20
chr10	70880000	71280000	18	18		20
chr10	71280000	71880000	18	18	domain	20
chr10	71880000	72040000	18	12		20
chr10	72040000	72360000	12	18	boundary,domain	20
chr10	72360000	73680000	18	18	domain	20
chr10	73680000	73720000	18	18	gap	20
chr10	73720000	75280000	18	18		20
chr10	75280000	77120000	18	18		20
chr10	77120000	77800000	18	16	domain	20
chr10	77800000	78040000	16	18		20
chr10	78040000	79520000	18	18	domain	20
chr10	79520000	79920000	18	18	gap	20
chr10	79920000	80200000	18	18	domain	20
chr10	80200000	80240000	18	18	gap	20
chr10	80240000	81200000	18	17		20
chr10	81200000	84120000	17	18	domain	20
chr10	84120000	85360000	18	18		20
chr10	85360000	85400000	18	18	gap	20
chr10	85400000	87000000	18	18	domain	20
chr10	87000000	87520000	18	18	gap	20
chr10	87520000	88800000	18	18		20
chr10	88800000	89400000	18	15		20
chr10	89400000	89720000	15	18		20
chr10	89720000	90840000	18	18	domain	20
chr10	90840000	91280000	18	18	boundary,domain	20
chr10	91280000	91760000	18	18	domain	20
chr10	91760000	91920000	18	13	boundary,domain	20
chr10	91920000	92520000	13	18	domain	20
chr10	92520000	92600000	18	9	boundary,domain	20
chr10	92600000	92880000	9	15	boundary,domain	20
chr10	92880000	93680000	15	10		20
chr10	93680000	93840000	10	12	boundary,domain	20
chr10	93840000	94800000	12	18	domain	20
chr10	94800000	94840000	18	18	gap	20
chr10	94840000	95960000	18	15	domain	20
chr10	95960000	96320000	15	18	boundary,domain	20
chr10	96320000	97400000	18	18		20
chr10	97400000	97760000	18	18	boundary,domain	20
chr10	97760000	98120000	18	14		20
chr10	98120000	98400000	14	18	domain	20
chr10	98400000	99360000	18	17	domain	20
chr10	99360000	99760000	17	18	boundary,domain	20
chr10	99760000	100280000	18	18	domain	20
chr10	100280000	100920000	18	18	domain	20
chr10	100920000	101840000	18	11	domain	20
chr10	101840000	102120000	11	18		20
chr10	102120000	102480000	18	4	boundary,domain	20
chr10	102480000	102640000	4	18		20
chr10	102640000	103400000	18	18	domain	20
chr10	103400000	103560000	18	16		20
chr10	103560000	103680000	16	10		20
chr10	103680000	103880000	10	17	boundary,domain	20
chr10	103880000	104360000	17	18	boundary,domain	20
chr10	104360000	106560000	18	18	domain	20
chr10	106560000	109840000	18	18	domain	20
chr10	109840000	110280000	18	11	boundary,domain	20
chr10	110280000	110600000	11	18	domain	20
chr10	110600000	110920000	18	5	boundary,domain	20
chr10	110920000	111040000	5	16	boundary,domain	20
chr10	111040000	112160000	16	18	domain	20
chr10	112160000	112440000	18	18	boundary,domain	20
chr10	112440000	113640000	18	18	domain	20
chr10	113640000	114160000	18	8	domain	20
chr10	114160000	114240000	8	15		20
chr10	114240000	114440000	15	13	boundary,domain	20
chr10	114440000	114840000	13	18	domain	20
chr10	114840000	115160000	18	18	boundary,domain	20
chr10	115160000	116480000	18	18	domain	20
chr10	116480000	117200000	18	17		20
chr10	117200000	118520000	17	18	boundary,domain	20
chr10	118520000	119120000	18	18		20
chr10	119120000	119600000	18	18	domain	20
chr10	119600000	119920000	18	18	boundary,domain	20
chr10	119920000	120880000	18	18	domain	20
chr10	120880000	121920000	18	18	domain	20
chr10	121920000	122120000	18	15	boundary,domain	20
chr10	122120000	122600000	15	14	boundary,domain	20
chr10	122600000	123960000	14	18		20
chr10	123960000	124440000	18	18	domain	20
chr10	124440000	124840000	18	9	boundary,domain	20
chr10	124840000	125880000	9	18		20
chr10	125880000	127880000	18	17	domain	20
chr10	127880000	128200000	17	18	boundary,domain	20
chr10	128200000	130200000	18	18	domain	20
chr10	130200000	131880000	18	18	domain	20
chr10	131880000	132160000	18	18	boundary,domain	20
chr10	132160000	133600000	18	18		20
chr10	133600000	133797422	18	18	gap	20
chr11	80000	200000	18	18	gap	20
chr11	200000	1160000	18	18	domain	20
chr11	1160000	1200000	18	18	gap	20
chr11	1200000	1440000	18	18	domain	20
chr11	1440000	1480000	18	18	gap	20
chr11	1480000	1920000	18	18	domain	20
chr11	1920000	2080000	18	18	gap	20
chr11	2080000	3240000	18	18	domain	20
chr11	3240000	3560000	18	18	gap	20
chr11	3560000	4200000	18	18	domain	20
chr11	4200000	4360000	18	18	gap	20
chr11	4360000	5760000	18	18	domain	20
chr11	5760000	5800000	18	18	gap	20
chr11	5800000	6760000	18	18	domain	20
chr11	6760000	8000000	18	18		20
chr11	8000000	8640000	18	17		20
chr11	8640000	8960000	17	18	domain	20
chr11	8960000	9520000	18	16	boundary,domain	20
chr11	9520000	9760000	16	16	boundary,domain	20
chr11	9760000	10400000	16	18	domain	20
chr11	10400000	10760000	18	18	boundary,domain	20
chr11	10760000	12040000	18	11		20
chr11	12040000	12280000	11	18	boundary,domain	20
chr11	12280000	12960000	18	18	domain	20
chr11	12960000	13200000	18	11	boundary,domain	20
chr11	13200000	13440000	11	18		20
chr11	13440000	14280000	18	18	domain	20
chr11	14280000	14480000	18	18	boundary,domain	20
chr11	14480000	14920000	18	17	domain	20
chr11	14920000	15240000	17	18	boundary,domain	20
chr11	15240000	16720000	18	18		20
chr11	16720000	17080000	18	6	boundary,domain	20
chr11	17080000	17560000	6	18	boundary,domain	20
chr11	17560000	19040000	18	15		20
chr11	19040000	20360000	15	15	domain	20
chr11	20360000	22160000	15	18	domain	20
chr11	22160000	23160000	18	18	domain	20
chr11	23160000	23200000	18	18	gap	20
chr11	23200000	26280000	18	18	domain	20
chr11	26280000	27560000	18	18	domain	20
chr11	27560000	29400000	18	18	domain	20
chr11	29400000	30960000	18	18	domain	20
chr11	30960000	32240000	18	18		20
chr11	32240000	32800000	18	18	domain	20
chr11	32800000	33120000	18	12	boundary,domain	20
chr11	33120000	33800000	12	18	domain	20
chr11	33800000	33960000	18	9	boundary,domain	20
chr11	33960000	34520000	9	18	domain	20
chr11	34520000	35480000	18	18	domain	20
chr11	35480000	36520000	18	18		20
chr11	36520000	36680000	18	7		20
chr11	36680000	38840000	7	18		20
chr11	38840000	43280000	18	18		20
chr11	43280000	43880000	18	18		20
chr11	43880000	44080000	18	18	boundary,domain	20
chr11	44080000	44560000	18	15	domain	20
chr11	44560000	45360000	15	18	domain	20
chr11	45360000	45800000	18	18	domain	20
chr11	45800000	46240000	18	6	boundary,domain	20
chr11	46240000	46360000	6	18		20
chr11	46360000	46640000	18	18	boundary,domain	20
chr11	46640000	48320000	18	18	domain	20
chr11	48320000	55320000	18	18	gap	20
chr11	55320000	55680000	18	18	domain	20
chr11	55680000	55720000	18	18	gap	20
chr11	55720000	56800000	18	18	domain	20
chr11	56800000	57320000	18	18	boundary,domain	20
chr11	57320000	58840000	18	18		20
chr11	58840000	58880000	18	18	gap	20
chr11	58880000	59840000	18	15	domain	20
chr11	59840000	60280000	15	17	domain	20
chr11	60280000	61200000	17	18	domain	20
chr11	61200000	61240000	18	18	gap	20
chr11	61240000	62160000	18	18	domain	20
chr11	62160000	62360000	18	18	boundary,domain	20
chr11	62360000	62880000	18	18	boundary,domain	20
chr11	62880000	63760000	18	17	boundary,domain	20
chr11	63760000	63960000	17	16	boundary,domain	20
chr11	63960000	64320000	16	18		20
chr11	64320000	64760000	18	18	boundary,domain	20
chr11	64760000	65120000	18	16	boundary,domain	20
chr11	65120000	65640000	16	18		20
chr11	65640000	66040000	18	17		20
chr11	66040000	66280000	17	18	boundary,domain	20
chr11	66280000	67720000	18	18	domain	20
chr11	67720000	67960000	18	18	gap	20
chr11	67960000	69080000	18	18		20
chr11	69080000	69680000	18	18	domain	20
chr11	69680000	70280000	18	17	domain	20
chr11	70280000	70960000	17	18		20
chr11	70960000	71040000	18	18	gap	20
chr11	71040000	71640000	18	18	domain	20
chr11	71640000	71880000	18	18	gap	20
chr11	71880000	73400000	18	13		20
chr11	73400000	73760000	13	14	boundary,domain	20
chr11	73760000	74760000	14	18	boundary,domain	20
chr11	74760000	74880000	18	4		20
chr11	74880000	75120000	4	8		20
chr11	75120000	75280000	8	18		20
chr11	75280000	75400000	18	16	boundary,domain	20
chr11	75400000	76720000	16	18	boundary,domain	20
chr11	76720000	77920000	18	18		20
chr11	77920000	77960000	18	18	gap	20
chr11	77960000	81360000	18	12	domain	20
chr11	81360000	82680000	12	18		20
chr11	82680000	83840000	18	18		20
chr11	83840000	84560000	18	18		20
chr11	84560000	85600000	18	18	domain	20
chr11	85600000	86360000	18	16	domain	20
chr11	86360000	86840000	16	18	domain	20
chr11	86840000	87960000	18	18	domain	20
chr11	87960000	88000000	18	18	gap	20
chr11	88000000	88840000	18	18	domain	20
chr11	88840000	90120000	18	18	gap	20
chr11	90120000	93200000	18	9	domain	20
chr11	93200000	93680000	9	10	domain	20
chr11	93680000	94480000	10	18		20
chr11	94480000	94960000	18	16		20
chr11	94960000	95800000	16	18	domain	20
chr11	95800000	96440000	18	18	domain	20
chr11	96440000	100960000	18	18	domain	20
chr11	100960000	101880000	18	16	domain	20
chr11	101880000	102040000	16	15	boundary,domain	20
chr11	102040000	102280000	15	15	domain	20
chr11	102280000	102720000	15	18	domain	20
chr11	102720000	103120000	18	18		20
chr11	103120000	105960000	18	18		20
chr11	105960000	107360000	18	18		20
chr11	107360000	107400000	18	18	gap	20
chr11	107400000	108680000	18	18	domain	20
chr11	108680000	109920000	18	18	domain	20
chr11	109920000	110160000	18	8	boundary,domain	20
chr11	110160000	110400000	8	18		20
chr11	110400000	111280000	18	18	domain	20
chr11	111280000	111520000	18	18	boundary,domain	20
chr11	111520000	111880000	18	18	boundary,domain	20
chr11	111880000	112120000	18	18	boundary,domain	20
chr11	112120000	113320000	18	18	domain	20
chr11	113320000	114640000	18	18	domain	20
chr11	114640000	116720000	18	18	domain	20
chr11	116720000	117360000	18	18	domain	20
chr11	117360000	118120000	18	18	domain	20
chr11	118120000	118360000	18	17	boundary,domain	20
chr11	118360000	118560000	17	18	boundary,domain	20
chr11	118560000	119040000	18	16	domain	20
chr11	119040000	119360000	16	18		20
chr11	119360000	120320000	18	18		20
chr11	120320000	121200000	18	18		20
chr11	121200000	121640000	18	18		20
chr11	121640000	122560000	18	18	domain	20
chr11	122560000	122880000	18	10	boundary,domain	20
chr11	122880000	123080000	10	18	boundary,domain	20
chr11	123080000	123280000	18	16	boundary,domain	20
chr11	123280000	123600000	16	14	boundary,domain	20
chr11	123600000	123760000	14	18	boundary,domain	20
chr11	123760000	124600000	18	18	domain	20
chr11	124600000	124920000	18	18		20
chr11	124920000	125680000	18	10	domain	20
chr11	125680000	125880000	10	18		20
chr11	125880000	126280000	18	18	domain	20
chr11	126280000	128000000	18	18		20
chr11	128000000	128880000	18	18		20
chr11	128880000	129760000	18	18		20
chr11	129760000	130200000	18	18		20
chr11	130200000	130920000	18	18		20
chr11	130920000	131680000	18	18	domain	20
chr11	131680000	133040000	18	18	domain	20
chr11	133040000	133880000	18	18	domain	20
chr11	133880000	134240000	18	18	boundary,domain	20
chr11	134240000	135080000	18	18	domain	20
chr12	0	40000	18	18	gap	20
chr12	40000	1640000	18	18	domain	20
chr12	1640000	2800000	18	13	boundary,domain	20
chr12	2800000	3040000	13	18	boundary,domain	20
chr12	3040000	3280000	18	18	boundary,domain	20
chr12	3280000	3840000	18	18	domain	20
chr12	3840000	4320000	18	15		20
