event_ID	test_ID	target_id	gene_name	num_aggregated_transcripts	sum_mean_obs_counts	pval	qval	chr	start	end	strand	Mutated	Nonmutated	log2fc	status
PCa13848_10	28	ENSG00000125304.10	TM9SF2	4	17.3588116034486	0.926715805847665	0.999999965222706	chr13	99446311	99564048	+	10.3129805691932	13.2666207916865	-0.334664578470474	none
PCa13848_10	28	ENSG00000134882.16	UBAC2	10	42.00455326574	0.968523841399109	0.999999965222706	chr13	99200774	99386504	+	24.7048344361215	23.3465350584565	0.0783232538179314	none
PCa13848_10	28	ENSG00000139800.8	ZIC5	1	3.71865751571758	0.80059841452934	0.999999965222706	chr13	99962964	99971909	-	0.227163113318342	0.408328200853335	-0.198656559600247	none
PCa13848_10	28	ENSG00000169508.7	GPR183	1	6.53020291312835	0.0546371418331416	0.535575513676322	chr13	99294539	99307399	-	20.7565346684313	9.15363276137178	1.09945279924781	none
PCa13848_10	28	ENSG00000228808.1	HMGB3P4	1	3.61776560872709	0.527844934117155	0.999999965222706	chr13	99372173	99372686	+	1.1324595730557	1.7601447815615	-0.372225553256575	none
PCa13848_10	28	ENSG00000231981.3	RPL7L1P12	1	3.21048397562394	0.240981831022371	0.999999965222706	chr13	98949719	98950447	-	1.29492855466478	0.697213775030427	0.435280947516718	none
PCa13848_10	28	ENSG00000234005.3	GAPDHP22	1	1.99737153875393	0.57457691971351	0.999999965222706	chr13	99190579	99190991	-	0.183008959394955	0.523345173487424	-0.36478187808967	none
PCa13848_10	28	ENSG00000238241.2	CCR12P	1	3.94076404629352	0.893653975525828	0.999999965222706	chr13	99404684	99417224	-	0.165931883195911	0.174569101054203	-0.0106480860480579	none
PCa13848_10	29	ENSG00000081277.12	PKP1	4	17.3641329834036	0.00197491406933782	0.057442961903686	chr1	201283452	201332993	+	1.80515145400621	20.3046073557801	-2.9250148917209	none
PCa13848_10	29	ENSG00000116852.14	KIF21B	4	14.361455417138	0.890067982941269	0.999999965222706	chr1	200969390	201023700	-	0.672470384355487	0.724929118619361	-0.0445564151411368	none
PCa13848_10	29	ENSG00000116857.17	TMEM9	9	33.5278276141024	0.340528769350229	0.999999965222706	chr1	201134772	201171574	-	20.0654845547121	26.0995733572454	-0.363389037061501	none
PCa13848_10	29	ENSG00000118194.20	TNNT2	3	7.29575413966169	0.433470508964113	0.999999965222706	chr1	201359008	201377764	-	0.44758864223625	0.573282139269717	-0.120125721326819	none
PCa13848_10	29	ENSG00000134369.15	NAV1	8	36.8868165221792	0.961262608653	0.999999965222706	chr1	201622885	201826969	+	6.00929863773409	5.7821543113027	0.0475264832268325	none
PCa13848_10	29	ENSG00000134375.11	TIMM17A	3	15.8559914054921	0.407726939433993	0.999999965222706	chr1	201955503	201970664	+	24.2171638497678	20.6272480984264	0.2215559211719	none
PCa13848_10	29	ENSG00000159166.15	LAD1	5	16.5774681244984	0.986979403418257	0.999999965222706	chr1	201380833	201399915	-	8.91881623930685	9.85288170391367	-0.129838306518373	none
PCa13848_10	29	ENSG00000159173.19	TNNI1	1	2.76321098003875	0.566314417417196	0.999999965222706	chr1	201403768	201429866	-	0.0362300248796782	1.1864871040949	-1.07727054787135	none
PCa13848_10	29	ENSG00000159176.14	CSRP1	12	60.8640723304127	0.990194374345374	0.999999965222706	chr1	201483530	201509456	-	165.838930316979	208.109028898846	-0.325799388312793	none
PCa13848_10	29	ENSG00000163395.17	IGFN1	4	12.3028156804937	0.0815998960616991	0.661531135803389	chr1	201190824	201228952	+	0.206773766905797	0.805258984304112	-0.581050582130002	none
PCa13848_10	29	ENSG00000163431.13	LMOD1	2	11.5453598267726	0.102254853368219	0.749500992053437	chr1	201896456	201946588	-	11.6978567395432	25.9164684910796	-1.08390413084151	none
PCa13848_10	29	ENSG00000174307.7	PHLDA3	3	10.7672895971745	0.00636931116264832	0.133577849769446	chr1	201464278	201469237	-	0.944721573228579	3.7067316026183	-1.27516196829312	none
PCa13848_10	29	ENSG00000176393.11	RNPEP	11	42.7812998127789	0.884634129266973	0.999999965222706	chr1	201982372	202006147	+	20.1611943308544	25.3969373636495	-0.318949499350449	none
PCa13848_10	29	ENSG00000198700.10	IPO9	4	22.4359011432528	0.616458943921611	0.999999965222706	chr1	201829149	201884291	+	18.459978454017	16.4913510493024	0.153868384016508	none
PCa13848_10	29	ENSG00000198892.6	SHISA4	2	9.61633130053547	0.0474783506673792	0.492972797027046	chr1	201888680	201892306	+	1.47778010038218	3.49609645742578	-0.859624830949037	none
PCa13848_10	29	ENSG00000223396.4	RPS10P7	2	8.00020760716759	0.667907916612571	0.999999965222706	chr1	201518703	201584367	+	1.93545938499679	2.37313570151646	-0.200504063557628	none
PCa13848_10	29	ENSG00000286600.1	AC119427.2	1	1.64478071720873	0.884986454757116	0.999999965222706	chr1	201359018	201385784	-	0.206785966466524	0.760744417336113	-0.545015683676585	none
PCa13848_11	28	ENSG00000043355.12	ZIC2	1	3.66212862101306	0.377733933326086	0.999999965222706	chr13	99981784	99986765	+	1.13219645289737	0.678412350751455	0.345243169672232	down only
PCa13848_11	28	ENSG00000088387.19	DOCK9	16	70.3645069851296	0.0613083054823719	0.572269407334499	chr13	98793429	99086625	-	42.9748694165609	33.1547626514644	0.364592526975352	down only
PCa13848_11	28	ENSG00000125245.12	GPR18	1	2.45225767888644	0.734026124962418	0.999999965222706	chr13	99254714	99261744	-	0.268509176237202	0.30476822368776	-0.0406595964940819	down only
PCa13848_11	28	ENSG00000125246.15	CLYBL	4	16.4116532017195	0.98001821557428	0.999999965222706	chr13	99606669	99897134	+	3.39401165863932	4.60507236169685	-0.351194300726936	down only
PCa13848_11	28	ENSG00000125304.10	TM9SF2	4	17.3588116034486	0.926715805847665	0.999999965222706	chr13	99446311	99564048	+	10.3129805691932	13.2666207916865	-0.334664578470474	down only
PCa13848_11	28	ENSG00000134882.16	UBAC2	10	42.00455326574	0.968523841399109	0.999999965222706	chr13	99200774	99386504	+	24.7048344361215	23.3465350584565	0.0783232538179314	down only
PCa13848_11	28	ENSG00000139800.8	ZIC5	1	3.71865751571758	0.80059841452934	0.999999965222706	chr13	99962964	99971909	-	0.227163113318342	0.408328200853335	-0.198656559600247	down only
PCa13848_11	28	ENSG00000169508.7	GPR183	1	6.53020291312835	0.0546371418331416	0.535575513676322	chr13	99294539	99307399	-	20.7565346684313	9.15363276137178	1.09945279924781	down only
PCa13848_11	28	ENSG00000228808.1	HMGB3P4	1	3.61776560872709	0.527844934117155	0.999999965222706	chr13	99372173	99372686	+	1.1324595730557	1.7601447815615	-0.372225553256575	down only
PCa13848_11	28	ENSG00000231981.3	RPL7L1P12	1	3.21048397562394	0.240981831022371	0.999999965222706	chr13	98949719	98950447	-	1.29492855466478	0.697213775030427	0.435280947516718	down only
PCa13848_11	28	ENSG00000234005.3	GAPDHP22	1	1.99737153875393	0.57457691971351	0.999999965222706	chr13	99190579	99190991	-	0.183008959394955	0.523345173487424	-0.36478187808967	down only
PCa13848_11	28	ENSG00000238241.2	CCR12P	1	3.94076404629352	0.893653975525828	0.999999965222706	chr13	99404684	99417224	-	0.165931883195911	0.174569101054203	-0.0106480860480579	down only
PCa13848_11	31	ENSG00000143363.17	PRUNE1	10	37.5116705908916	0.859679240305575	0.999999965222706	chr1	151008420	151035713	+	7.3706191477936	9.72624870695146	-0.357739366935149	down only
PCa13848_11	31	ENSG00000143373.18	ZNF687	7	30.0720581002511	0.954993342683095	0.999999965222706	chr1	151281618	151292176	+	5.98863174252636	6.79670760497766	-0.157855003428028	down only
PCa13848_11	31	ENSG00000143379.12	SETDB1	13	53.5448699160537	0.585640280187392	0.999999965222706	chr1	150926263	150964744	+	25.6246527147372	19.6908520044751	0.363769653832124	down only
PCa13848_11	31	ENSG00000143390.17	RFX5	12	34.2064352931484	0.99881732201492	0.999999965222706	chr1	151340640	151347357	-	18.1922696590671	19.5823112885944	-0.100879665295756	down only
PCa13848_11	31	ENSG00000143393.16	PI4KB	11	49.022525614657	0.990075469953818	0.999999965222706	chr1	151291797	151327715	-	20.3895973598791	19.9450096373578	0.0303027772822005	down only
PCa13848_11	31	ENSG00000143398.20	PIP5K1A	14	60.852078759814	0.106582237135558	0.764778416685614	chr1	151197949	151249536	+	50.94382500858	33.4676745827006	0.591708286010947	down only
PCa13848_11	31	ENSG00000143409.15	MINDY1	7	31.7423366760084	0.59763605363955	0.999999965222706	chr1	150996086	151008375	-	10.2047297724172	12.4297954167445	-0.261329472197175	down only
PCa13848_11	31	ENSG00000143412.10	ANXA9	1	2.57700048850725	0.941282067268328	0.999999965222706	chr1	150982249	150995634	+	0.180500643718068	0.19511831885888	-0.0177546264179916	down only
PCa13848_11	31	ENSG00000143416.21	SELENBP1	14	40.6875943359168	0.00161866977533416	0.0493580646313282	chr1	151364304	151372707	-	13.4062866564335	24.5629581099933	-0.827356276162776	down only
PCa13848_11	31	ENSG00000143418.19	CERS2	11	48.2885392423074	0.847480445182753	0.999999965222706	chr1	150960583	150975004	-	69.9754152312437	64.567047877887	0.114348444516922	down only
PCa13848_11	31	ENSG00000143434.15	SEMA6C	5	14.3510945196954	0.174899269558453	0.957186181942405	chr1	151131685	151146664	-	0.639027428348814	1.39950838283511	-0.549898855751218	down only
PCa13848_11	31	ENSG00000143443.10	C1orf56	1	3.13533270215209	0.829142688576201	0.999999965222706	chr1	151047751	151051986	+	1.58663212121854	1.95088719357889	-0.190073886441056	down only
PCa13848_11	31	ENSG00000143458.12	GABPB2	6	28.5199643734136	0.625454491466638	0.999999965222706	chr1	151070578	151125542	+	8.0005273184686	11.2877187888077	-0.449135671742543	down only
PCa13848_11	31	ENSG00000159352.15	PSMD4	12	45.1666989146319	0.994512729737337	0.999999965222706	chr1	151254703	151267479	+	54.26657570098	54.3799325966034	-0.00295607138262757	down only
PCa13848_11	31	ENSG00000159377.11	PSMB4	6	29.1731748627934	0.741611604051804	0.999999965222706	chr1	151399560	151401937	+	116.178690478395	91.316137736013	0.344055460620094	down only
PCa13848_11	31	ENSG00000163141.20	BNIPL	3	7.22115084015763	0.271701470301351	0.999999965222706	chr1	151036321	151047720	+	0.113905276056445	0.666091290696038	-0.580840898515211	down only
PCa13848_11	31	ENSG00000163154.6	TNFAIP8L2	1	4.17218317979499	0.533362194474323	0.999999965222706	chr1	151156649	151159749	+	0.686172547183179	0.990945026100352	-0.239701210168258	down only
PCa13848_11	31	ENSG00000163155.12	LYSMD1	2	10.2239902718274	0.43075887069461	0.999999965222706	chr1	151159748	151165948	-	2.52457134964478	4.07339385508539	-0.525503352482457	down only
PCa13848_11	31	ENSG00000163156.12	SCNM1	5	21.6357005490438	0.712881241813707	0.999999965222706	chr1	151156664	151170296	+	8.79432261494274	14.3663984873486	-0.649761448939168	down only
PCa13848_11	31	ENSG00000163159.13	VPS72	5	23.3509117629177	0.994290488056567	0.999999965222706	chr1	151176304	151195321	-	13.1965901616881	18.4088052708216	-0.451166859642469	down only
PCa13848_11	31	ENSG00000197622.13	CDC42SE1	6	34.7142469914236	0.297356305906141	0.999999965222706	chr1	151050971	151070325	-	64.1894675687226	43.4767911666772	0.551586185367706	down only
PCa13848_12	32	ENSG00000102678.7	FGF9	1	1.96874336098657	0.870459340503485	0.999999965222706	chr13	21671073	21704498	+	0.235910526511364	0.284901251102544	-0.0560831843974535	none
PCa13848_12	32	ENSG00000165487.14	MICU2	7	30.5702186827158	0.84908095938	0.999999965222706	chr13	21492691	21604181	-	63.2160723955166	57.5220874617354	0.133953198369145	none
PCa13848_12	32	ENSG00000180776.15	ZDHHC20	9	49.7622442179212	0.906249349253425	0.999999965222706	chr13	21372573	21459370	-	86.7865714074989	81.0900246152656	0.0967933497579598	none
PCa13848_12	32	ENSG00000215571.5	GRK6P1	1	2.2829107539123	0.674232030636043	0.999999965222706	chr13	21319156	21320866	+	0.0545205246547488	0.105341597970467	-0.067905117888751	none
PCa13848_12	32	ENSG00000233325.3	MIPEPP3	2	7.86763076244903	0.217382309366541	0.999999965222706	chr13	21298139	21306373	+	5.19565209949067	11.8923525952219	-1.0571875097924	none
PCa13848_12	32	ENSG00000235076.2	GAPDHP52	1	2.13609081324551	0.47084658517036	0.999999965222706	chr13	21358373	21359314	+	0.0616752638410041	0.160161791102617	-0.127983456957401	none
PCa13848_12	33	ENSG00000112562.18	SMOC2	5	26.8445024463159	0.526662567674267	0.999999965222706	chr6	168441151	168673445	+	62.7225698858287	37.992366065035	0.70861275046679	none
PCa13848_12	33	ENSG00000184465.16	WDR27	16	69.0348438016625	0.1345360973111	0.851213710379948	chr6	169457212	169702067	-	15.1772378666945	22.1837137595876	-0.519146387500267	none
PCa13848_12	33	ENSG00000186340.15	THBS2	4	15.4212090057605	0.693429281496539	0.999999965222706	chr6	169215780	169254044	-	9.00488861821918	6.81356728135194	0.356651840403145	none
PCa13848_12	33	ENSG00000285733.1	AL031315.1	3	12.823908871891	0.285743633499643	0.999999965222706	chr6	169419969	169702047	-	1.42443393437803	1.87336515673054	-0.245093406019507	none
PCa13848_13	13	ENSG00000060762.19	MPC1	6	27.6716786352005	0.509635388490328	0.999999965222706	chr6	166364919	166383013	-	19.7297443897588	34.0400987489567	-0.757304513447065	none
PCa13848_13	13	ENSG00000071242.12	RPS6KA2	11	46.8808046248302	0.745623834251872	0.999999965222706	chr6	166409364	166906451	-	13.9926066201041	21.4884985418541	-0.584936109344538	none
PCa13848_13	13	ENSG00000112541.15	PDE10A	15	56.5281931493148	0.875671979061053	0.999999965222706	chr6	165327287	165988078	-	5.23736113159758	9.62728471920475	-0.768765338266443	none
PCa13848_13	13	ENSG00000176381.6	PRR18	1	2.59266029904006	0.164444702511129	0.931082928476994	chr6	166305300	166308448	-	0.016832600859966	0.0940716155317682	-0.105624986166812	none
PCa13848_13	13	ENSG00000198818.10	SFT2D1	5	22.7986599323484	0.763415650188423	0.999999965222706	chr6	166319728	166342576	-	61.9088208621686	41.0632786459707	0.580701014978139	none
PCa13848_13	13	ENSG00000216624.3	GAPDHP72	1	4.07831892826581	0.765550338399169	0.999999965222706	chr6	166058505	166066028	+	0.394790057662597	0.504659884938085	-0.109389429929166	none
PCa13848_13	34	ENSG00000023516.9	AKAP11	1	9.3031297577795	0.760794716057305	0.999999965222706	chr13	42272152	42323261	+	23.8154260398529	22.9555153075283	0.0508793758936547	none
PCa13848_13	34	ENSG00000102763.18	VWA8	4	21.3557590481933	0.998587113867761	0.999999965222706	chr13	41566835	41961120	-	15.2480395803576	16.1024940628472	-0.0739410700208608	none
PCa13848_13	34	ENSG00000102780.16	DGKH	8	28.679373281696	0.652726657257358	0.999999965222706	chr13	42040036	42256578	+	6.38811178464111	5.51965557576202	0.180409944032796	none
PCa13848_14	36	ENSG00000121741.16	ZMYM2	11	65.6229895577657	0.998168790379059	0.999999965222706	chr13	19958670	20091829	+	94.4958931467135	107.725802020997	-0.1871837552459	none
PCa13848_14	36	ENSG00000121742.19	GJB6	1	2.21178675231373	0.744821089978177	0.999999965222706	chr13	20221962	20232365	-	0.119401532169087	0.179918039184199	-0.0759590214139961	none
PCa13848_14	36	ENSG00000121743.4	GJA3	1	2.81771234318789	0.750142368227972	0.999999965222706	chr13	20138255	20161052	-	0.0810461924530812	0.168783483816853	-0.112579526666098	none
PCa13848_14	36	ENSG00000165474.8	GJB2	2	5.30102062968256	0.850577099348267	0.999999965222706	chr13	20187463	20192938	-	0.58775229531912	0.856756966729659	-0.225799135763528	none
PCa13848_14	36	ENSG00000165475.15	CRYL1	12	44.0300292101374	0.991316401382023	0.999999965222706	chr13	20403666	20525873	-	30.8681971818172	26.5971847954354	0.207596302249149	none
PCa13848_14	37	ENSG00000133103.17	COG6	8	32.0428925418175	0.542443867596481	0.999999965222706	chr13	39655627	39791665	+	18.2534928758011	28.8684487633711	-0.633502115996141	none
PCa13848_14	37	ENSG00000183722.9	LHFPL6	2	11.1603824850981	0.748008823362086	0.999999965222706	chr13	39209116	39603528	-	8.27627606242137	11.763251359707	-0.460378233192713	none
PCa13848_15	34	ENSG00000023516.9	AKAP11	1	9.3031297577795	0.760794716057305	0.999999965222706	chr13	42272152	42323261	+	23.8154260398529	22.9555153075283	0.0508793758936547	none
PCa13848_15	34	ENSG00000102763.18	VWA8	4	21.3557590481933	0.998587113867761	0.999999965222706	chr13	41566835	41961120	-	15.2480395803576	16.1024940628472	-0.0739410700208608	none
PCa13848_15	34	ENSG00000102780.16	DGKH	8	28.679373281696	0.652726657257358	0.999999965222706	chr13	42040036	42256578	+	6.38811178464111	5.51965557576202	0.180409944032796	none
PCa13848_17	42	ENSG00000101493.11	ZNF516	5	21.0510812443793	0.000741577635433402	0.0268921641227853	chr18	76357682	76495242	-	24.0948460222768	7.45619730691101	1.56931014962578	up and down
PCa13848_17	43	ENSG00000124209.4	RAB22A	2	12.1418700367473	0.668966902532567	0.999999965222706	chr20	58309715	58367507	+	11.7722612312307	10.2088832133618	0.188371422056406	up and down
PCa13848_17	43	ENSG00000124224.17	PPP4R1L	8	21.5016281125974	0.997441731145093	0.999999965222706	chr20	58228940	58309451	-	1.39453835466589	1.94303957292896	-0.297559397071812	up and down
PCa13848_17	43	ENSG00000124225.16	PMEPA1	6	47.8833683570642	8.98281155311187e-05	0.00504278394367019	chr20	57648392	57711536	-	55.4257146915855	141.23718788179	-1.33387401466863	up and down
PCa13848_17	43	ENSG00000124256.15	ZBP1	5	13.7073890557333	0.329394162579068	0.999999965222706	chr20	57603846	57620576	-	7.75203457676589	8.79245794212443	-0.162052589107881	up and down
PCa13848_18	44	ENSG00000100906.10	NFKBIA	7	34.4295637869588	0.140003274684862	0.862112883867515	chr14	35401511	35404749	-	129.475115961939	68.3637711713155	0.911520441892123	up and down
PCa13848_18	44	ENSG00000100916.14	BRMS1L	5	16.664064528661	0.339033496003956	0.999999965222706	chr14	35826338	35932325	+	12.0642773527097	8.0147976966314	0.535260303296362	up and down
PCa13848_18	44	ENSG00000174373.16	RALGAPA1	17	97.8528335288225	0.0185325834313355	0.281459110915993	chr14	35538352	35809304	-	131.981773072358	116.241021193361	0.181751079292976	up and down
PCa13848_18	45	ENSG00000157601.14	MX1	12	42.0672185203571	0.541774525612458	0.709515904698232	chr21	41420304	41459214	+	13.2121945646642	16.9175868282507	-0.334247001418597	up and down
PCa13848_18	45	ENSG00000183486.13	MX2	9	36.3081204609942	7.90380796149567e-06	0.00021397206428725	chr21	41361999	41409393	+	7.31728736512228	12.9364241674165	-0.744675455820161	up and down
PCa13848_18	45	ENSG00000184012.12	TMPRSS2	9	59.9663119592134	1.11530848411053e-07	5.84445566499313e-06	chr21	41464305	41531116	-	287.279256833062	538.560982951168	-0.904318995771296	up and down
PCa13848_18	46	ENSG00000157551.19	KCNJ15	2	6.52934783906559	0.320110493976882	0.521885037557105	chr21	38155549	38307357	+	1.04767765528979	1.06793220587362	-0.0142002651297759	up and down
PCa13848_18	46	ENSG00000157554.19	ERG	13	53.6353379800621	7.29286413463605e-169	1.42546322375596e-164	chr21	38380027	38661780	-	173.144380407051	3.5840597056412	5.24751427329074	up and down
PCa13848_2	10	ENSG00000030419.16	IKZF2	12	53.9211279456679	0.0317464827598789	0.38674521503009	chr2	212999691	213152427	-	11.5286832619339	21.2946215397175	-0.831460911088907	none
PCa13848_2	10	ENSG00000138376.11	BARD1	12	36.0134099102634	0.46571501038288	0.999999965222706	chr2	214725646	214809683	-	6.20117358219107	12.687386107032	-0.926543011846289	none
PCa13848_2	10	ENSG00000144451.19	SPAG16	9	40.2484902139263	0.605690191693829	0.999999965222706	chr2	213284379	214410501	+	33.5328955916925	34.607597050368	-0.0442137702950281	none
PCa13848_2	10	ENSG00000144452.15	ABCA12	1	2.11620170208925	0.893778674126049	0.999999965222706	chr2	214931542	215138626	-	0.0179444651971393	0.0679805181568818	-0.0692264738319871	none
PCa13848_2	11	ENSG00000077092.19	RARB	5	22.3516264408107	0.0137295352928764	0.228973973408329	chr3	25174332	25597932	+	3.55335354724808	8.48185153071164	-1.05823932071656	none
PCa13848_2	11	ENSG00000077097.15	TOP2B	7	47.3947984015799	0.985786809861247	0.999999965222706	chr3	25597905	25664907	-	146.63794719546	136.317793317047	0.104545004517443	none
PCa13848_2	11	ENSG00000151090.19	THRB	17	63.4651861761827	0.727186501353594	0.999999965222706	chr3	24117153	24495756	-	21.0338701899985	21.3937480330698	-0.0233730889209152	none
