target_id	gene_name	num_aggregated_transcripts	sum_mean_obs_counts	pval	qval	chr	start	end	strand
ENSG00000146205.13	ANO7	9	56.9219350578553	1.97771629754717e-18	7.15860050960314e-16	chr2	241188509	241225377	+
ENSG00000071054.16	MAP4K4	15	64.99233975418	2.04028042914316e-18	7.25078568509678e-16	chr2	101696850	101894689	+
ENSG00000079459.13	FDFT1	20	74.6092142105776	2.74456329513512e-18	9.41144459065107e-16	chr8	11795573	11839304	+
ENSG00000091073.19	DTX2	16	60.9943718644978	2.71978807492319e-18	9.41144459065107e-16	chr7	76461676	76505995	+
ENSG00000166006.13	KCNC2	7	22.717436248607	3.49340288243986e-18	1.17727677138223e-15	chr12	75040077	75209868	-
ENSG00000230453.9	ANKRD18B	7	25.533453282258	3.87420694436221e-18	1.28347879550006e-15	chr9	33524394	33573009	+
ENSG00000109906.14	ZBTB16	8	43.4555059077268	4.14112438839682e-18	1.34904028826007e-15	chr11	114059711	114256765	+
ENSG00000146776.14	ATXN7L1	11	44.3427490292469	6.18842625127194e-18	1.98293409028461e-15	chr7	105605067	105876604	-
ENSG00000163618.18	CADPS	15	45.4925004827035	6.70482458275791e-18	2.11375002088042e-15	chr3	62398346	62875416	-
ENSG00000170035.16	UBE2E3	11	44.7383302016479	1.43852308129398e-17	4.46307494396382e-15	chr2	180967248	181076585	+
ENSG00000146143.19	PRIM2	7	33.3603087009498	1.73496709969395e-17	5.29869795790906e-15	chr6	57314805	57646850	+
ENSG00000115507.10	OTX1	3	10.5117901797247	2.20057842742537e-17	6.61730860653173e-15	chr2	63050057	63057836	+
ENSG00000173598.14	NUDT4	5	31.7115374163762	6.46856082896573e-17	1.91567409034794e-14	chr12	93377883	93408146	+
ENSG00000186470.14	BTN3A2	11	36.6143367485793	8.29210607847083e-17	2.41906724492225e-14	chr6	26365159	26378320	+
ENSG00000230650.1	AC140479.2	1	5.19327898884086	1.06798786096165e-16	3.06983687211124e-14	chr2	110360608	110363737	-
ENSG00000225697.13	SLC26A6	11	37.0156560009105	1.09079953557109e-16	3.08996633656125e-14	chr3	48625723	48635493	-
ENSG00000218549.2	OR4K12P	1	3.11112884852455	1.39029909743052e-16	3.88211230833956e-14	chr21	13581060	13582004	-
ENSG00000168234.13	TTC39C	10	38.4417577022992	1.44026933741398e-16	3.96500062944981e-14	chr18	23992773	24135610	+
ENSG00000122417.15	ODF2L	21	77.7618213075069	1.52710529042011e-16	4.14566666757659e-14	chr1	86346824	86396342	-
ENSG00000170745.12	KCNS3	4	13.1059735469509	3.36820489419199e-16	8.9783835976042e-14	chr2	17877847	18361616	+
ENSG00000172780.16	RAB43	4	17.4884323223798	3.39916292961583e-16	8.9783835976042e-14	chr3	129087569	129122801	-
ENSG00000142765.18	SYTL1	10	47.2888672329899	3.53540798939547e-16	9.21374460809652e-14	chr1	27342020	27353937	+
ENSG00000049759.18	NEDD4L	35	194.305037602677	3.72224276704868e-16	9.57302067430704e-14	chr18	58044226	58401540	+
ENSG00000203943.8	SAMD13	7	22.6956755710104	4.75570834535269e-16	1.20720877036706e-13	chr1	84298366	84389957	+
ENSG00000153292.16	ADGRF1	7	27.8472014690198	5.71094841337274e-16	1.43110509856133e-13	chr6	46997708	47042350	-
ENSG00000106686.16	SPATA6L	10	33.8890709082882	7.01629013151408e-16	1.73595451785537e-13	chr9	4553386	4666674	-
ENSG00000188219.14	POTEE	4	24.4333862800897	8.54063441524151e-16	2.08669050350388e-13	chr2	131218067	131265278	+
ENSG00000164114.19	MAP9	9	44.7516825806556	9.34882415634232e-16	2.25595206123293e-13	chr4	155342658	155376970	-
ENSG00000144366.16	GULP1	16	78.8532233945451	1.58251259538141e-15	3.77216965723475e-13	chr2	188291669	188595931	+
ENSG00000198010.12	DLGAP2	4	11.2561231305958	1.61647744727318e-15	3.80670701016886e-13	chr8	737596	1708474	+
ENSG00000067113.17	PLPP1	5	34.8851666079002	1.849760833038e-15	4.30421729078105e-13	chr5	55424854	55534969	-
ENSG00000166562.9	SEC11C	7	42.1397509535651	2.00534514794867e-15	4.61135014844762e-13	chr18	59139866	59158832	+
ENSG00000109339.24	MAPK10	72	260.966232915517	2.36827222263071e-15	5.38258707715579e-13	chr4	85990007	86594625	-
ENSG00000130653.16	PNPLA7	7	37.977661870419	2.80924166336841e-15	6.31142960370103e-13	chr9	137459952	137550402	-
ENSG00000117525.14	F3	4	26.6438200199606	4.8065724995576e-15	1.06760529632219e-12	chr1	94529173	94541759	-
ENSG00000129595.13	EPB41L4A	11	47.1086681344628	5.43860832463546e-15	1.19441616082387e-12	chr5	112142441	112419313	-
ENSG00000231431.7	FAR2P4	3	17.9546787976351	5.82524089859461e-15	1.265112873377e-12	chr2	131279290	131309068	+
ENSG00000158296.14	SLC13A3	10	37.7779527471377	9.0079439912253e-15	1.89321799196225e-12	chr20	46557823	46684467	-
ENSG00000165238.16	WNK2	14	63.8297506447387	9.00250507076581e-15	1.89321799196225e-12	chr9	93184916	93320572	+
ENSG00000168952.15	STXBP6	7	33.7400297475137	8.93925753272384e-15	1.89321799196225e-12	chr14	24809656	25050297	-
ENSG00000110315.7	RNF141	5	26.7758627170339	1.15963795373416e-14	2.4113067493285e-12	chr11	10511673	10541230	-
ENSG00000197837.3	H4-16	6	25.7269378460199	1.19166122142968e-14	2.45181160358573e-12	chr12	14767999	14771131	-
ENSG00000133805.15	AMPD3	11	40.9553675787327	1.58306294494441e-14	3.22318211686285e-12	chr11	10308313	10507579	+
ENSG00000058063.16	ATP11B	9	54.001327444689	1.67060859136381e-14	3.36636242544299e-12	chr3	182793503	182921629	+
ENSG00000147642.17	SYBU	11	37.3032498035169	1.8336137203138e-14	3.6571238548218e-12	chr8	109573978	109691791	-
ENSG00000115084.14	SLC35F5	12	68.0768072464272	2.95571330086899e-14	5.83559314937226e-12	chr2	113705011	113756693	-
ENSG00000120899.18	PTK2B	16	60.4615390342122	3.46314900041562e-14	6.76907103621237e-12	chr8	27311482	27459391	+
ENSG00000171126.8	KCNG3	2	10.595192554609	3.82527081543203e-14	7.40284587707271e-12	chr2	42442017	42493982	-
ENSG00000160862.13	AZGP1	5	34.0504968641594	4.03033059625311e-14	7.72321978768268e-12	chr7	99966720	99976042	-
ENSG00000115159.16	GPD2	11	39.7834794314051	4.72895092559291e-14	8.97398784384845e-12	chr2	156435290	156613735	+
ENSG00000144481.17	TRPM8	12	71.7462271943425	5.47036068093177e-14	1.02811221028358e-11	chr2	233917373	234019522	+
ENSG00000152076.18	CCDC74B	7	19.930355051893	6.50376956145798e-14	1.21069218903103e-11	chr2	130139287	130145134	-
ENSG00000154556.18	SORBS2	40	151.698527442806	6.95739910058321e-14	1.28291813981132e-11	chr4	185585444	185956652	-
ENSG00000140563.15	MCTP2	9	53.7903159847217	7.56800147931526e-14	1.38246875621211e-11	chr15	94231538	94483952	+
ENSG00000165914.15	TTC7B	14	51.4199158403121	7.65140186577072e-14	1.38476204507736e-11	chr14	90524564	90816479	-
ENSG00000080493.17	SLC4A4	7	37.8876392054532	8.50104831429443e-14	1.52441734267155e-11	chr4	71062667	71572087	+
ENSG00000180178.11	FAR2P1	4	17.6359322346513	8.60573171861344e-14	1.52916029247289e-11	chr2	130012065	130040560	-
ENSG00000143811.19	PYCR2	9	32.212955408398	9.53245468842892e-14	1.67857080486515e-11	chr1	225919877	225924340	-
ENSG00000183044.12	ABAT	12	44.2379375764004	1.11938408593312e-13	1.95352511996863e-11	chr16	8674596	8784575	+
ENSG00000055732.13	MCOLN3	5	16.8690617993461	1.14205101502438e-13	1.97544505660766e-11	chr1	85018082	85048500	-
ENSG00000129158.11	SERGEF	22	79.5362633407132	2.46382387779675e-13	4.22437732591361e-11	chr11	17788048	18013047	-
ENSG00000001084.13	GCLC	13	63.8971223951842	2.77240071210514e-13	4.71211689728757e-11	chr6	53497341	53616970	-
ENSG00000162105.19	SHANK2	18	77.9119735705969	2.86977364951202e-13	4.7942389532788e-11	chr11	70467856	71252577	-
ENSG00000197912.15	SPG7	47	155.15978253407	2.86077288578405e-13	4.7942389532788e-11	chr16	89490719	89557768	+
ENSG00000115677.17	HDLBP	39	176.63636405648	2.90024311251142e-13	4.80408066755494e-11	chr2	241227264	241317061	-
ENSG00000173404.5	INSM1	1	4.05948568822247	2.98606710564635e-13	4.90467795352635e-11	chr20	20368104	20370949	+
ENSG00000121310.17	ECHDC2	22	106.638330416795	3.04981070089893e-13	4.96763332998088e-11	chr1	52895910	52927212	-
ENSG00000074657.13	ZNF532	23	120.635445493259	3.10635846957128e-13	5.0179241856397e-11	chr18	58862600	58986480	+
ENSG00000177283.7	FZD8	1	6.67005237460086	3.29664823303837e-13	5.28166281663671e-11	chr10	35638249	35642278	-
ENSG00000089356.18	FXYD3	12	59.8796657660856	3.74916937447466e-13	5.95782638971395e-11	chr19	35115879	35124324	+
ENSG00000140848.17	CPNE2	8	27.5365659546581	4.88020824268191e-13	7.69262502511779e-11	chr16	57092583	57148369	+
ENSG00000166105.16	GLB1L3	7	37.558094256392	5.20797843416515e-13	8.14361171793537e-11	chr11	134274245	134319564	+
ENSG00000174672.16	BRSK2	4	9.18209321017465	5.31372115794457e-13	8.24301537723688e-11	chr11	1389899	1462689	+
ENSG00000135387.21	CAPRIN1	14	75.9792539731434	5.90694754035539e-13	9.09111784439263e-11	chr11	34051731	34102610	+
ENSG00000100167.20	SEPTIN3	2	6.91417379438069	6.52819236310211e-13	9.96875374446826e-11	chr22	41969475	41998221	+
ENSG00000127663.15	KDM4B	11	59.4609757514789	7.08292649463745e-13	1.07320062995491e-10	chr19	4969113	5153598	+
ENSG00000077152.11	UBE2T	3	4.75833590381315	8.41098947073917e-13	1.25942651256441e-10	chr1	202331657	202341980	-
ENSG00000169403.12	PTAFR	2	6.76489108262138	8.44085097441614e-13	1.25942651256441e-10	chr1	28147166	28193936	-
ENSG00000243742.5	RPLP0P2	6	21.1221090564608	8.96149879902125e-13	1.32698072367931e-10	chr11	61615036	61639449	+
ENSG00000100554.12	ATP6V1D	14	50.0660271980625	1.01560130714906e-12	1.49255211650643e-10	chr14	67294371	67360265	-
ENSG00000198561.14	CTNND1	21	112.312260932277	1.46509841778578e-12	2.13707564731649e-10	chr11	57753243	57819546	+
ENSG00000144824.21	PHLDB2	14	72.7092191889625	1.66005593615996e-12	2.40351506134686e-10	chr3	111732497	111976517	+
ENSG00000137845.15	ADAM10	15	79.0998580618215	2.60730668286651e-12	3.74723650171389e-10	chr15	58588809	58749791	-
ENSG00000189403.15	HMGB1	8	51.80758172067	3.09182367461203e-12	4.41115222948663e-10	chr13	30456704	30617597	-
ENSG00000177694.16	NAALADL2	11	47.5722159807924	4.19220022620887e-12	5.93773518996221e-10	chr3	174438573	175810548	+
ENSG00000172771.12	EFCAB12	3	17.2451388120953	4.49796387992879e-12	6.32497856094159e-10	chr3	129401321	129428651	-
ENSG00000151690.15	MFSD6	7	31.9095423642175	4.57455853409809e-12	6.38673722196295e-10	chr2	190408355	190509205	+
ENSG00000183723.12	CMTM4	5	25.6174259223166	5.35773594762636e-12	7.42711395973793e-10	chr16	66614750	66696707	-
ENSG00000083642.19	PDS5B	9	47.3986629412391	5.43291847562722e-12	7.47829750173308e-10	chr13	32586452	32778019	+
ENSG00000103111.15	MON1B	6	20.4844257784682	5.64739854245017e-12	7.71916446928189e-10	chr16	77190835	77202398	+
ENSG00000118961.15	LDAH	9	31.9761006168398	5.72793550238922e-12	7.77487689789582e-10	chr2	20684014	20823130	-
ENSG00000148541.13	FAM13C	15	68.447288576673	7.09314456319101e-12	9.56155887118149e-10	chr10	59246130	59363181	-
ENSG00000102878.16	HSF4	19	68.8334152229008	7.59950048403222e-12	1.01739614014311e-09	chr16	67164681	67169945	+
ENSG00000138101.18	DTNB	22	85.7083573012763	7.7131209475483e-12	1.02558273497129e-09	chr2	25377198	25673647	-
ENSG00000081320.11	STK17B	4	25.3241176041077	9.19055068654427e-12	1.21377367377834e-09	chr2	196133583	196176503	-
ENSG00000185324.22	CDK10	17	67.5260926975168	1.15895505874912e-11	1.52033124686646e-09	chr16	89680737	89696354	+
ENSG00000242193.11	CRYZL2P	4	18.7256401885147	1.22180771070649e-11	1.59209690089793e-09	chr1	178006136	178037950	-
ENSG00000136997.19	MYC	7	34.4614480043016	1.24251852225194e-11	1.60395477325642e-09	chr8	127735434	127742951	+
ENSG00000153093.18	ACOXL	8	28.4725599709541	1.24731978683606e-11	1.60395477325642e-09	chr2	110732573	111118222	+
ENSG00000183735.10	TBK1	18	72.2282332118692	1.5274924891656e-11	1.95139661393666e-09	chr12	64452092	64502114	+
ENSG00000090316.16	MAEA	16	55.7137436159923	1.54864780595083e-11	1.96557597500746e-09	chr4	1289887	1340147	+
ENSG00000113790.11	EHHADH	5	17.7322332732564	1.63507315568188e-11	2.06187999361019e-09	chr3	185190624	185281990	-
ENSG00000072134.15	EPN2	18	63.6702054489643	1.82363444993111e-11	2.27036681263398e-09	chr17	19215615	19336715	+
ENSG00000115762.16	PLEKHB2	10	45.3927498269985	1.82054436604919e-11	2.27036681263398e-09	chr2	131104847	131353709	+
ENSG00000066382.16	MPPED2	8	39.3871142023919	2.07499489096994e-11	2.56695254043661e-09	chr11	30384493	30586872	-
ENSG00000182957.16	SPATA13	11	52.5246735864811	2.57069096457483e-11	3.16017142097985e-09	chr13	23979805	24307074	+
ENSG00000066926.11	FECH	11	52.2566501063696	3.71146497970885e-11	4.53401840583683e-09	chr18	57544389	57586702	-
ENSG00000073921.18	PICALM	20	110.454901459967	3.77306519237483e-11	4.58064175466823e-09	chr11	85957175	86069882	-
ENSG00000162670.11	BRINP3	5	20.0975275610954	4.4632323377239e-11	5.38508267118218e-09	chr1	190097658	190478404	-
ENSG00000138162.19	TACC2	24	112.551459538737	5.21714949116508e-11	6.25609840210507e-09	chr10	121989163	122254545	+
ENSG00000170579.17	DLGAP1	18	74.5815237858102	5.28083250587719e-11	6.29385074145583e-09	chr18	3496032	4455307	-
ENSG00000137501.17	SYTL2	19	90.4171005907352	5.87131787477972e-11	6.95519873820875e-09	chr11	85694224	85811159	-
ENSG00000048052.21	HDAC9	19	67.7854070388508	5.94576071530892e-11	7.00095415309809e-09	chr7	18086949	19002416	+
ENSG00000100219.16	XBP1	6	44.9148307766697	7.59495590863117e-11	8.88928192755118e-09	chr22	28794555	28800597	-
ENSG00000064961.19	HMG20B	11	39.7728839082848	7.7116292130776e-11	8.97211336897707e-09	chr19	3572777	3579088	+
ENSG00000100852.13	ARHGAP5	10	56.4798489726989	8.81265621887013e-11	1.0166884102182e-08	chr14	32076114	32159728	+
ENSG00000111554.14	MDM1	10	38.7971332227157	8.84257800762788e-11	1.0166884102182e-08	chr12	68272443	68332381	-
ENSG00000166206.15	GABRB3	16	59.0023014491522	9.2742285512986e-11	1.06008228809171e-08	chr15	26543546	26939539	-
ENSG00000109794.13	FAM149A	14	48.5507909770926	9.47889791446425e-11	1.07717755020999e-08	chr4	186104419	186172667	+
ENSG00000113231.13	PDE8B	8	32.6638733943176	1.03499820445899e-10	1.16936849158124e-08	chr5	77210449	77429807	+
ENSG00000196208.14	GREB1	10	64.3240270502059	1.08198393243131e-10	1.21542861743118e-08	chr2	11482341	11642788	+
ENSG00000123983.14	ACSL3	11	66.9906590213609	1.09702625893206e-10	1.22528430040492e-08	chr2	222860942	222944639	+
ENSG00000180776.15	ZDHHC20	9	49.7622442179212	1.16004781884765e-10	1.28831219699979e-08	chr13	21372573	21459370	-
ENSG00000111271.14	ACAD10	19	67.0500454207875	1.22712067163484e-10	1.35510173151269e-08	chr12	111686056	111757107	+
ENSG00000086015.22	MAST2	9	36.032602247667	1.29885118617027e-10	1.42625535308338e-08	chr1	45786987	46036122	+
ENSG00000077232.18	DNAJC10	12	74.1778214563879	1.39428363212673e-10	1.51403710408606e-08	chr2	182716041	182794464	+
ENSG00000140307.11	GTF2A2	9	36.9500639098795	1.38956293293434e-10	1.51403710408606e-08	chr15	59638062	59657541	-
ENSG00000100417.12	PMM1	8	26.3458846465357	1.45788834875969e-10	1.57435832402525e-08	chr22	41576900	41589871	-
ENSG00000150764.14	DIXDC1	7	30.7064485168391	1.51074363548177e-10	1.62247225819377e-08	chr11	111927144	112022653	+
ENSG00000172869.14	DMXL1	15	97.8271793153331	1.52218739880296e-10	1.62582922934441e-08	chr5	119037772	119249138	+
ENSG00000160305.18	DIP2A	12	73.22591542507	1.7752091546342e-10	1.88577381176522e-08	chr21	46458891	46570015	+
ENSG00000144908.13	ALDH1L1	11	28.5783692756987	1.89177049262482e-10	1.99873221885647e-08	chr3	126103562	126197994	-
ENSG00000104164.11	BLOC1S6	14	59.1977691660405	1.90457455074807e-10	2.00144162198504e-08	chr15	45587214	45615945	+
ENSG00000104490.18	NCALD	22	70.3747604943996	1.99012669816111e-10	2.06909661926899e-08	chr8	101686542	102124907	-
ENSG00000173064.13	HECTD4	14	75.1923138718932	1.98777297039425e-10	2.06909661926899e-08	chr12	112160188	112382439	-
ENSG00000026508.19	CD44	27	125.411890716928	2.04425949032034e-10	2.11413206337573e-08	chr11	35138870	35232402	+
ENSG00000139865.16	TTC6	8	46.7447538255824	2.0926697205453e-10	2.15280643988307e-08	chr14	37595847	38041442	+
ENSG00000061918.13	GUCY1B1	8	29.8084353424723	2.12753539252196e-10	2.16852744501331e-08	chr4	155758992	155807774	+
ENSG00000120149.9	MSX2	1	4.42202379281597	2.13014053741203e-10	2.16852744501331e-08	chr5	174724582	174730896	+
ENSG00000248771.5	SMIM31	2	11.922046087967	2.70534064734181e-10	2.73982322761363e-08	chr4	164754064	164803795	+
ENSG00000196141.14	SPATS2L	24	93.0712688924834	3.02875201774674e-10	3.05154571849885e-08	chr2	200305881	200482264	+
ENSG00000149100.13	EIF3M	12	63.4807162840251	3.05779213465959e-10	3.06500538790032e-08	chr11	32583798	32606264	+
ENSG00000051341.14	POLQ	3	7.85696570535922	3.14821541928651e-10	3.1395417645599e-08	chr3	121431427	121546641	-
ENSG00000113387.12	SUB1	13	61.444863734243	3.538337459959e-10	3.5106773600182e-08	chr5	32531633	32604079	+
ENSG00000113580.15	NR3C1	10	42.0804310368202	3.58645559263906e-10	3.54044752594561e-08	chr5	143277931	143435512	-
ENSG00000072135.13	PTPN18	15	65.0369660429724	3.78958673802954e-10	3.72217398902138e-08	chr2	130356045	130375405	+
ENSG00000083520.15	DIS3	4	28.4237132294109	4.00487250694333e-10	3.91396190103571e-08	chr13	72752169	72782096	-
ENSG00000088448.14	ANKRD10	11	67.0402385177062	4.65123484937588e-10	4.52303663511945e-08	chr13	110878540	110915069	-
ENSG00000149970.16	CNKSR2	19	55.0781381590905	4.83730733246059e-10	4.68069352080568e-08	chrX	21372801	21654695	+
ENSG00000151748.15	SAV1	4	18.6397041784745	5.10398898366346e-10	4.91441224998453e-08	chr14	50632058	50668306	-
ENSG00000051108.15	HERPUD1	18	98.4040361787925	5.24833375503664e-10	5.0286240968601e-08	chr16	56932142	56944864	+
ENSG00000120693.13	SMAD9	4	20.8228314882198	5.68169611153725e-10	5.39749139662767e-08	chr13	36844831	36920765	-
ENSG00000136521.13	NDUFB5	12	50.6371715541444	5.68854613580937e-10	5.39749139662767e-08	chr3	179604690	179627647	+
ENSG00000112562.18	SMOC2	5	26.8445024463159	5.71958984198421e-10	5.40072961601079e-08	chr6	168441151	168673445	+
ENSG00000101384.12	JAG1	8	40.4346943907742	5.87039307922327e-10	5.50303943012275e-08	chr20	10637684	10673999	-
ENSG00000158321.18	AUTS2	23	78.4555157859529	5.88424864880618e-10	5.50303943012275e-08	chr7	69598296	70793506	+
ENSG00000116747.12	RO60	11	51.6475413808049	6.13633090970335e-10	5.71146304576484e-08	chr1	193059422	193091777	+
ENSG00000184838.15	PRR16	4	16.4632570282208	6.24822974259855e-10	5.78805206392565e-08	chr5	120464300	120687332	+
ENSG00000114374.13	USP9Y	9	56.0796824668314	6.96250304762893e-10	6.41929644193184e-08	chrY	12537650	12860839	+
ENSG00000134419.15	RPS15A	11	53.1277305220363	7.82808571182914e-10	7.18346306682687e-08	chr16	18781295	18790383	-
ENSG00000241484.9	ARHGAP8	12	46.2714813277621	7.98377110384827e-10	7.2920929904588e-08	chr22	44752558	44862788	+
ENSG00000186918.14	ZNF395	10	39.1128935655387	8.07685284208962e-10	7.34279840239459e-08	chr8	28345590	28402701	-
ENSG00000214313.8	AZGP1P1	2	11.8242928338543	8.12153557715197e-10	7.34923770328761e-08	chr7	99980762	99987535	+
ENSG00000117859.19	OSBPL9	22	101.949993313018	8.29728018651702e-10	7.47366997814109e-08	chr1	51577179	51798427	+
ENSG00000011021.23	CLCN6	10	40.8956000615457	8.88691271361095e-10	7.93167104567304e-08	chr1	11806096	11848079	+
ENSG00000213983.12	AP1G2	21	63.1284952592515	8.85503489892416e-10	7.93167104567304e-08	chr14	23559565	23568070	-
ENSG00000168743.12	NPNT	10	49.1088128493011	8.98009861889044e-10	7.9784094365833e-08	chr4	105894775	106004027	+
ENSG00000082153.18	BZW1	13	55.4500942210497	9.04528155382823e-10	7.99995806566184e-08	chr2	200810594	200827338	+
