Iteration	Mean_Both_DGE_Enhns	Mean_Some_NonDGE_Enhns	log2FC
190	2	3	-0.5849625007211563
191	4	3	0.41503749927884376
192	5	3	0.7369655941662062
193	1	3	-1.5849625007211563
194	5	3	0.7369655941662062
195	7	3	1.222392421336448
196	2	3	-0.5849625007211563
197	0	3	-inf
198	1	3	-1.5849625007211563
199	3	3	0.0
200	1	3	-1.5849625007211563
201	0	3	-inf
202	1	3	-1.5849625007211563
203	7	3	1.222392421336448
204	5	3	0.7369655941662062
205	0	3	-inf
206	5	3	0.7369655941662062
207	0	3	-inf
208	6	3	1.0
209	3	3	0.0
210	8	3	1.4150374992788437
211	5	3	0.7369655941662062
212	0	3	-inf
213	3	3	0.0
214	6	3	1.0
215	3	3	0.0
216	4	3	0.41503749927884376
217	0	3	-inf
218	5	3	0.7369655941662062
219	10	3	1.7369655941662063
220	5	3	0.7369655941662062
221	6	3	1.0
222	0	3	-inf
223	0	3	-inf
224	1	3	-1.5849625007211563
225	1	3	-1.5849625007211563
226	0	3	-inf
227	4	3	0.41503749927884376
228	1	3	-1.5849625007211563
229	0	3	-inf
230	7	3	1.222392421336448
231	5	3	0.7369655941662062
232	6	3	1.0
233	2	3	-0.5849625007211563
234	1	3	-1.5849625007211563
235	6	3	1.0
236	3	3	0.0
237	0	3	-inf
238	0	3	-inf
239	5	3	0.7369655941662062
240	2	3	-0.5849625007211563
241	4	3	0.41503749927884376
242	6	3	1.0
243	3	3	0.0
244	0	3	-inf
245	1	3	-1.5849625007211563
246	0	3	-inf
247	3	3	0.0
248	3	3	0.0
249	1	3	-1.5849625007211563
250	0	3	-inf
251	0	3	-inf
252	1	3	-1.5849625007211563
253	0	3	-inf
254	4	3	0.41503749927884376
255	7	3	1.222392421336448
256	6	3	1.0
257	3	3	0.0
258	3	3	0.0
259	4	3	0.41503749927884376
260	5	3	0.7369655941662062
261	10	3	1.7369655941662063
262	4	3	0.41503749927884376
263	2	3	-0.5849625007211563
264	1	3	-1.5849625007211563
265	5	3	0.7369655941662062
266	1	3	-1.5849625007211563
267	0	3	-inf
268	5	3	0.7369655941662062
269	2	3	-0.5849625007211563
270	4	3	0.41503749927884376
271	0	3	-inf
272	0	3	-inf
273	0	3	-inf
274	1	3	-1.5849625007211563
275	0	3	-inf
276	4	3	0.41503749927884376
277	7	3	1.222392421336448
278	1	3	-1.5849625007211563
279	4	3	0.41503749927884376
280	6	3	1.0
281	2	3	-0.5849625007211563
282	1	3	-1.5849625007211563
283	1	3	-1.5849625007211563
284	1	3	-1.5849625007211563
285	0	3	-inf
286	3	3	0.0
287	4	3	0.41503749927884376
288	5	3	0.7369655941662062
289	6	3	1.0
290	6	3	1.0
291	0	3	-inf
292	4	3	0.41503749927884376
293	6	3	1.0
294	2	3	-0.5849625007211563
295	4	3	0.41503749927884376
296	3	3	0.0
297	10	3	1.7369655941662063
298	7	3	1.222392421336448
299	5	3	0.7369655941662062
300	4	3	0.41503749927884376
301	4	3	0.41503749927884376
302	0	3	-inf
303	3	3	0.0
304	3	3	0.0
305	0	3	-inf
306	10	3	1.7369655941662063
307	5	3	0.7369655941662062
308	1	3	-1.5849625007211563
309	0	3	-inf
310	5	3	0.7369655941662062
311	2	3	-0.5849625007211563
312	1	3	-1.5849625007211563
313	3	3	0.0
314	4	3	0.41503749927884376
315	0	3	-inf
316	4	3	0.41503749927884376
317	12	3	2.0
318	4	3	0.41503749927884376
319	4	3	0.41503749927884376
320	0	3	-inf
321	9	3	1.584962500721156
322	5	3	0.7369655941662062
323	9	3	1.584962500721156
324	7	3	1.222392421336448
325	5	3	0.7369655941662062
326	5	3	0.7369655941662062
327	1	3	-1.5849625007211563
328	4	3	0.41503749927884376
329	7	3	1.222392421336448
330	0	3	-inf
331	4	3	0.41503749927884376
332	3	3	0.0
333	2	3	-0.5849625007211563
334	1	3	-1.5849625007211563
335	0	3	-inf
336	0	3	-inf
337	0	3	-inf
338	4	3	0.41503749927884376
339	2	3	-0.5849625007211563
340	3	3	0.0
341	6	3	1.0
342	5	3	0.7369655941662062
343	0	3	-inf
344	0	3	-inf
345	2	3	-0.5849625007211563
346	0	3	-inf
347	0	3	-inf
348	6	3	1.0
349	10	3	1.7369655941662063
350	1	3	-1.5849625007211563
351	4	3	0.41503749927884376
352	0	3	-inf
353	4	3	0.41503749927884376
354	5	3	0.7369655941662062
355	1	3	-1.5849625007211563
356	1	3	-1.5849625007211563
357	6	3	1.0
358	0	3	-inf
359	9	3	1.584962500721156
360	4	3	0.41503749927884376
361	0	3	-inf
362	3	3	0.0
363	3	3	0.0
364	2	3	-0.5849625007211563
365	5	3	0.7369655941662062
366	4	3	0.41503749927884376
367	0	3	-inf
368	0	3	-inf
369	0	3	-inf
370	0	3	-inf
371	2	3	-0.5849625007211563
372	5	3	0.7369655941662062
373	6	3	1.0
374	6	3	1.0
375	4	3	0.41503749927884376
376	3	3	0.0
377	7	3	1.222392421336448
378	6	3	1.0
379	5	3	0.7369655941662062
380	0	3	-inf
381	6	3	1.0
382	0	3	-inf
383	0	3	-inf
384	2	3	-0.5849625007211563
385	4	3	0.41503749927884376
386	5	3	0.7369655941662062
387	4	3	0.41503749927884376
388	0	3	-inf
389	6	3	1.0
390	0	3	-inf
391	1	3	-1.5849625007211563
392	5	3	0.7369655941662062
393	1	3	-1.5849625007211563
394	0	3	-inf
395	0	3	-inf
396	2	3	-0.5849625007211563
397	5	3	0.7369655941662062
398	4	3	0.41503749927884376
399	7	3	1.222392421336448
400	2	3	-0.5849625007211563
401	4	3	0.41503749927884376
402	4	3	0.41503749927884376
403	6	3	1.0
404	4	3	0.41503749927884376
405	0	3	-inf
406	3	3	0.0
407	0	3	-inf
408	1	3	-1.5849625007211563
409	0	3	-inf
410	0	3	-inf
411	1	3	-1.5849625007211563
412	10	3	1.7369655941662063
413	3	3	0.0
414	2	3	-0.5849625007211563
415	0	3	-inf
416	0	3	-inf
417	0	3	-inf
418	7	3	1.222392421336448
419	7	3	1.222392421336448
420	6	3	1.0
421	0	3	-inf
422	5	3	0.7369655941662062
423	2	3	-0.5849625007211563
424	1	3	-1.5849625007211563
425	2	3	-0.5849625007211563
426	0	3	-inf
427	0	3	-inf
428	0	3	-inf
429	12	3	2.0
430	2	3	-0.5849625007211563
431	5	3	0.7369655941662062
432	0	3	-inf
433	3	3	0.0
434	0	3	-inf
435	4	3	0.41503749927884376
436	5	3	0.7369655941662062
437	1	3	-1.5849625007211563
438	4	3	0.41503749927884376
439	4	3	0.41503749927884376
440	0	3	-inf
441	0	3	-inf
442	3	3	0.0
443	2	3	-0.5849625007211563
444	9	3	1.584962500721156
445	2	3	-0.5849625007211563
446	7	3	1.222392421336448
447	10	3	1.7369655941662063
448	2	3	-0.5849625007211563
449	7	3	1.222392421336448
450	0	3	-inf
451	4	3	0.41503749927884376
452	0	3	-inf
453	6	3	1.0
454	6	3	1.0
455	0	3	-inf
456	8	3	1.4150374992788437
457	0	3	-inf
458	1	3	-1.5849625007211563
459	13	3	2.1154772174199357
460	1	3	-1.5849625007211563
461	7	3	1.222392421336448
462	3	3	0.0
463	14	3	2.222392421336448
464	6	3	1.0
465	5	3	0.7369655941662062
466	15	3	2.321928094887362
467	0	3	-inf
468	4	3	0.41503749927884376
469	4	3	0.41503749927884376
470	4	3	0.41503749927884376
471	0	3	-inf
472	4	3	0.41503749927884376
473	5	3	0.7369655941662062
474	4	3	0.41503749927884376
475	3	3	0.0
476	5	3	0.7369655941662062
477	5	3	0.7369655941662062
478	4	3	0.41503749927884376
479	6	3	1.0
480	2	3	-0.5849625007211563
481	6	3	1.0
482	1	3	-1.5849625007211563
483	4	3	0.41503749927884376
484	0	3	-inf
485	4	3	0.41503749927884376
486	10	3	1.7369655941662063
487	0	3	-inf
488	0	3	-inf
489	1	3	-1.5849625007211563
490	9	3	1.584962500721156
491	23	3	2.9385994553358565
492	6	3	1.0
493	0	3	-inf
494	5	3	0.7369655941662062
495	0	3	-inf
496	5	3	0.7369655941662062
497	5	3	0.7369655941662062
498	0	3	-inf
499	1	3	-1.5849625007211563
500	1	3	-1.5849625007211563
501	4	3	0.41503749927884376
502	6	3	1.0
503	4	3	0.41503749927884376
504	3	3	0.0
505	0	3	-inf
506	5	3	0.7369655941662062
507	10	3	1.7369655941662063
508	0	3	-inf
509	3	3	0.0
510	0	3	-inf
511	4	3	0.41503749927884376
512	0	3	-inf
513	3	3	0.0
514	5	3	0.7369655941662062
515	8	3	1.4150374992788437
516	0	3	-inf
517	5	3	0.7369655941662062
518	0	3	-inf
519	3	3	0.0
520	4	3	0.41503749927884376
521	4	3	0.41503749927884376
522	8	3	1.4150374992788437
523	4	3	0.41503749927884376
524	4	3	0.41503749927884376
525	0	3	-inf
526	1	3	-1.5849625007211563
527	7	3	1.222392421336448
528	13	3	2.1154772174199357
529	0	3	-inf
530	6	3	1.0
531	0	3	-inf
532	2	3	-0.5849625007211563
533	4	3	0.41503749927884376
534	3	3	0.0
535	2	3	-0.5849625007211563
536	10	3	1.7369655941662063
537	0	3	-inf
538	0	3	-inf
539	1	3	-1.5849625007211563
540	7	3	1.222392421336448
541	4	3	0.41503749927884376
542	5	3	0.7369655941662062
543	1	3	-1.5849625007211563
544	0	3	-inf
545	1	3	-1.5849625007211563
546	0	3	-inf
547	5	3	0.7369655941662062
548	9	3	1.584962500721156
549	4	3	0.41503749927884376
550	0	3	-inf
551	4	3	0.41503749927884376
552	1	3	-1.5849625007211563
553	4	3	0.41503749927884376
554	0	3	-inf
555	0	3	-inf
556	2	3	-0.5849625007211563
557	4	3	0.41503749927884376
558	5	3	0.7369655941662062
559	0	3	-inf
560	0	3	-inf
561	5	3	0.7369655941662062
562	1	3	-1.5849625007211563
563	4	3	0.41503749927884376
564	0	3	-inf
565	1	3	-1.5849625007211563
566	3	3	0.0
567	4	3	0.41503749927884376
568	0	3	-inf
569	0	3	-inf
570	5	3	0.7369655941662062
571	5	3	0.7369655941662062
572	0	3	-inf
573	0	3	-inf
574	0	3	-inf
575	0	3	-inf
576	6	3	1.0
577	0	3	-inf
578	5	3	0.7369655941662062
579	1	3	-1.5849625007211563
580	2	3	-0.5849625007211563
581	2	3	-0.5849625007211563
582	3	3	0.0
583	0	3	-inf
584	4	3	0.41503749927884376
585	8	3	1.4150374992788437
586	1	3	-1.5849625007211563
587	0	3	-inf
588	0	3	-inf
589	2	3	-0.5849625007211563
590	11	3	1.874469117916141
591	5	3	0.7369655941662062
592	4	3	0.41503749927884376
593	7	3	1.222392421336448
594	0	3	-inf
595	1	3	-1.5849625007211563
596	2	3	-0.5849625007211563
597	0	3	-inf
598	9	3	1.584962500721156
599	0	3	-inf
600	4	3	0.41503749927884376
601	3	3	0.0
602	6	3	1.0
603	0	3	-inf
604	1	3	-1.5849625007211563
605	8	3	1.4150374992788437
606	0	3	-inf
607	4	3	0.41503749927884376
608	0	3	-inf
609	0	3	-inf
610	9	3	1.584962500721156
611	2	3	-0.5849625007211563
612	4	3	0.41503749927884376
613	5	3	0.7369655941662062
614	1	3	-1.5849625007211563
615	6	3	1.0
616	1	3	-1.5849625007211563
617	9	3	1.584962500721156
618	0	3	-inf
619	3	3	0.0
620	6	3	1.0
621	4	3	0.41503749927884376
622	4	3	0.41503749927884376
623	6	3	1.0
624	11	3	1.874469117916141
625	0	3	-inf
626	0	3	-inf
627	5	3	0.7369655941662062
628	3	3	0.0
629	2	3	-0.5849625007211563
630	5	3	0.7369655941662062
631	7	3	1.222392421336448
632	7	3	1.222392421336448
633	3	3	0.0
634	6	3	1.0
635	0	3	-inf
636	7	3	1.222392421336448
637	7	3	1.222392421336448
638	0	3	-inf
639	0	3	-inf
640	2	3	-0.5849625007211563
641	4	3	0.41503749927884376
642	5	3	0.7369655941662062
643	0	3	-inf
644	5	3	0.7369655941662062
645	6	3	1.0
646	4	3	0.41503749927884376
647	0	3	-inf
648	0	3	-inf
649	3	3	0.0
650	4	3	0.41503749927884376
651	0	3	-inf
652	6	3	1.0
653	0	3	-inf
654	1	3	-1.5849625007211563
655	3	3	0.0
656	0	3	-inf
657	4	3	0.41503749927884376
658	0	3	-inf
659	2	3	-0.5849625007211563
660	4	3	0.41503749927884376
661	6	3	1.0
662	4	3	0.41503749927884376
663	1	3	-1.5849625007211563
664	1	3	-1.5849625007211563
665	1	3	-1.5849625007211563
666	0	3	-inf
667	6	3	1.0
668	0	3	-inf
669	0	3	-inf
670	3	3	0.0
671	4	3	0.41503749927884376
672	0	3	-inf
673	5	3	0.7369655941662062
674	0	3	-inf
675	0	3	-inf
676	0	3	-inf
677	2	3	-0.5849625007211563
678	0	3	-inf
679	5	3	0.7369655941662062
680	0	3	-inf
681	2	3	-0.5849625007211563
682	5	3	0.7369655941662062
683	7	3	1.222392421336448
684	1	3	-1.5849625007211563
685	11	3	1.874469117916141
686	9	3	1.584962500721156
687	3	3	0.0
688	5	3	0.7369655941662062
689	3	3	0.0
690	6	3	1.0
691	6	3	1.0
692	0	3	-inf
693	0	3	-inf
694	4	3	0.41503749927884376
695	3	3	0.0
696	6	3	1.0
697	0	3	-inf
698	1	3	-1.5849625007211563
699	0	3	-inf
700	0	3	-inf
701	5	3	0.7369655941662062
702	0	3	-inf
703	2	3	-0.5849625007211563
704	5	3	0.7369655941662062
705	7	3	1.222392421336448
706	3	3	0.0
707	4	3	0.41503749927884376
708	0	3	-inf
709	6	3	1.0
710	4	3	0.41503749927884376
711	2	3	-0.5849625007211563
712	5	3	0.7369655941662062
713	1	3	-1.5849625007211563
714	0	3	-inf
715	3	3	0.0
716	2	3	-0.5849625007211563
717	4	3	0.41503749927884376
718	6	3	1.0
719	0	3	-inf
720	0	3	-inf
721	0	3	-inf
722	0	3	-inf
723	7	3	1.222392421336448
724	4	3	0.41503749927884376
725	0	3	-inf
726	2	3	-0.5849625007211563
727	3	3	0.0
728	2	3	-0.5849625007211563
729	3	3	0.0
730	0	3	-inf
731	3	3	0.0
732	1	3	-1.5849625007211563
733	3	3	0.0
734	1	3	-1.5849625007211563
735	9	3	1.584962500721156
736	6	3	1.0
737	6	3	1.0
738	1	3	-1.5849625007211563
739	0	3	-inf
740	7	3	1.222392421336448
741	4	3	0.41503749927884376
742	0	3	-inf
743	8	3	1.4150374992788437
744	5	3	0.7369655941662062
745	2	3	-0.5849625007211563
746	5	3	0.7369655941662062
747	0	3	-inf
748	0	3	-inf
749	1	3	-1.5849625007211563
750	2	3	-0.5849625007211563
751	0	3	-inf
752	0	3	-inf
753	2	3	-0.5849625007211563
754	9	3	1.584962500721156
755	0	3	-inf
756	0	3	-inf
757	2	3	-0.5849625007211563
758	4	3	0.41503749927884376
759	9	3	1.584962500721156
760	1	3	-1.5849625007211563
761	5	3	0.7369655941662062
762	0	3	-inf
763	0	3	-inf
764	4	3	0.41503749927884376
765	1	3	-1.5849625007211563
766	0	3	-inf
767	0	3	-inf
768	9	3	1.584962500721156
769	4	3	0.41503749927884376
770	2	3	-0.5849625007211563
771	5	3	0.7369655941662062
772	3	3	0.0
773	4	3	0.41503749927884376
774	0	3	-inf
775	0	3	-inf
776	2	3	-0.5849625007211563
777	4	3	0.41503749927884376
778	1	3	-1.5849625007211563
779	11	3	1.874469117916141
780	2	3	-0.5849625007211563
781	5	3	0.7369655941662062
782	0	3	-inf
783	3	3	0.0
784	0	3	-inf
785	0	3	-inf
786	1	3	-1.5849625007211563
787	3	3	0.0
788	4	3	0.41503749927884376
789	1	3	-1.5849625007211563
790	4	3	0.41503749927884376
791	18	3	2.584962500721156
792	6	3	1.0
793	5	3	0.7369655941662062
794	0	3	-inf
795	12	3	2.0
796	9	3	1.584962500721156
797	4	3	0.41503749927884376
798	1	3	-1.5849625007211563
799	0	3	-inf
800	2	3	-0.5849625007211563
801	0	3	-inf
802	4	3	0.41503749927884376
803	0	3	-inf
804	2	3	-0.5849625007211563
805	0	3	-inf
806	0	3	-inf
807	3	3	0.0
808	1	3	-1.5849625007211563
809	2	3	-0.5849625007211563
810	0	3	-inf
811	5	3	0.7369655941662062
812	6	3	1.0
813	3	3	0.0
814	5	3	0.7369655941662062
815	4	3	0.41503749927884376
816	5	3	0.7369655941662062
817	3	3	0.0
818	3	3	0.0
819	5	3	0.7369655941662062
820	0	3	-inf
821	3	3	0.0
822	2	3	-0.5849625007211563
823	1	3	-1.5849625007211563
824	1	3	-1.5849625007211563
825	10	3	1.7369655941662063
826	5	3	0.7369655941662062
827	2	3	-0.5849625007211563
828	4	3	0.41503749927884376
829	5	3	0.7369655941662062
830	1	3	-1.5849625007211563
831	2	3	-0.5849625007211563
832	5	3	0.7369655941662062
833	0	3	-inf
834	2	3	-0.5849625007211563
835	0	3	-inf
836	2	3	-0.5849625007211563
837	1	3	-1.5849625007211563
838	1	3	-1.5849625007211563
839	5	3	0.7369655941662062
840	2	3	-0.5849625007211563
841	0	3	-inf
842	0	3	-inf
843	0	3	-inf
844	2	3	-0.5849625007211563
845	4	3	0.41503749927884376
846	4	3	0.41503749927884376
847	0	3	-inf
848	9	3	1.584962500721156
849	1	3	-1.5849625007211563
850	2	3	-0.5849625007211563
851	6	3	1.0
852	3	3	0.0
853	3	3	0.0
854	4	3	0.41503749927884376
855	0	3	-inf
856	0	3	-inf
857	4	3	0.41503749927884376
858	5	3	0.7369655941662062
859	3	3	0.0
860	0	3	-inf
861	6	3	1.0
862	1	3	-1.5849625007211563
863	0	3	-inf
864	6	3	1.0
865	2	3	-0.5849625007211563
866	0	3	-inf
867	14	3	2.222392421336448
868	4	3	0.41503749927884376
869	0	3	-inf
870	7	3	1.222392421336448
871	4	3	0.41503749927884376
872	7	3	1.222392421336448
873	3	3	0.0
874	3	3	0.0
875	6	3	1.0
876	3	3	0.0
877	10	3	1.7369655941662063
878	2	3	-0.5849625007211563
879	0	3	-inf
880	2	3	-0.5849625007211563
881	0	3	-inf
882	6	3	1.0
883	3	3	0.0
884	0	3	-inf
885	6	3	1.0
886	2	3	-0.5849625007211563
887	3	3	0.0
888	0	3	-inf
889	4	3	0.41503749927884376
890	2	3	-0.5849625007211563
891	2	3	-0.5849625007211563
892	3	3	0.0
893	0	3	-inf
894	2	3	-0.5849625007211563
895	5	3	0.7369655941662062
896	0	3	-inf
897	0	3	-inf
898	5	3	0.7369655941662062
899	1	3	-1.5849625007211563
900	3	3	0.0
901	0	3	-inf
902	6	3	1.0
903	0	3	-inf
904	4	3	0.41503749927884376
905	0	3	-inf
906	0	3	-inf
907	0	3	-inf
908	3	3	0.0
909	2	3	-0.5849625007211563
910	5	3	0.7369655941662062
911	0	3	-inf
912	4	3	0.41503749927884376
913	0	3	-inf
914	0	3	-inf
915	3	3	0.0
916	6	3	1.0
917	0	3	-inf
918	3	3	0.0
919	5	3	0.7369655941662062
920	3	3	0.0
921	7	3	1.222392421336448
922	5	3	0.7369655941662062
923	2	3	-0.5849625007211563
924	4	3	0.41503749927884376
925	5	3	0.7369655941662062
926	3	3	0.0
927	1	3	-1.5849625007211563
928	0	3	-inf
929	9	3	1.584962500721156
930	3	3	0.0
931	0	3	-inf
932	4	3	0.41503749927884376
933	3	3	0.0
934	0	3	-inf
935	5	3	0.7369655941662062
936	1	3	-1.5849625007211563
937	5	3	0.7369655941662062
938	3	3	0.0
939	3	3	0.0
940	6	3	1.0
941	1	3	-1.5849625007211563
942	5	3	0.7369655941662062
943	4	3	0.41503749927884376
944	9	3	1.584962500721156
945	1	3	-1.5849625007211563
946	4	3	0.41503749927884376
947	3	3	0.0
948	2	3	-0.5849625007211563
949	7	3	1.222392421336448
950	4	3	0.41503749927884376
951	6	3	1.0
952	5	3	0.7369655941662062
953	7	3	1.222392421336448
954	1	3	-1.5849625007211563
955	0	3	-inf
956	0	3	-inf
957	0	3	-inf
958	6	3	1.0
959	0	3	-inf
960	0	3	-inf
961	2	3	-0.5849625007211563
962	0	3	-inf
963	0	3	-inf
964	1	3	-1.5849625007211563
965	3	3	0.0
966	9	3	1.584962500721156
967	1	3	-1.5849625007211563
968	0	3	-inf
969	0	3	-inf
970	1	3	-1.5849625007211563
971	2	3	-0.5849625007211563
972	0	3	-inf
973	5	3	0.7369655941662062
974	4	3	0.41503749927884376
975	3	3	0.0
976	2	3	-0.5849625007211563
977	4	3	0.41503749927884376
978	2	3	-0.5849625007211563
979	0	3	-inf
980	4	3	0.41503749927884376
981	0	3	-inf
982	5	3	0.7369655941662062
983	4	3	0.41503749927884376
984	4	3	0.41503749927884376
985	1	3	-1.5849625007211563
986	4	3	0.41503749927884376
987	2	3	-0.5849625007211563
988	4	3	0.41503749927884376
989	4	3	0.41503749927884376
990	5	3	0.7369655941662062
991	4	3	0.41503749927884376
992	4	3	0.41503749927884376
993	6	3	1.0
994	5	3	0.7369655941662062
995	0	3	-inf
996	2	3	-0.5849625007211563
997	1	3	-1.5849625007211563
998	1	3	-1.5849625007211563
999	5	3	0.7369655941662062
1000	4	3	0.41503749927884376
1001	0	3	-inf
1002	0	3	-inf
1003	3	3	0.0
1004	6	3	1.0
1005	0	3	-inf
1006	6	3	1.0
1007	4	3	0.41503749927884376
1008	0	3	-inf
1009	0	3	-inf
1010	6	3	1.0
1011	0	3	-inf
1012	7	3	1.222392421336448
1013	5	3	0.7369655941662062
1014	0	3	-inf
1015	1	3	-1.5849625007211563
1016	4	3	0.41503749927884376
1017	7	3	1.222392421336448
1018	0	3	-inf
1019	0	3	-inf
1020	2	3	-0.5849625007211563
1021	1	3	-1.5849625007211563
1022	3	3	0.0
1023	4	3	0.41503749927884376
1024	2	3	-0.5849625007211563
1025	5	3	0.7369655941662062
1026	0	3	-inf
1027	4	3	0.41503749927884376
1028	0	3	-inf
1029	3	3	0.0
1030	4	3	0.41503749927884376
1031	6	3	1.0
1032	1	3	-1.5849625007211563
1033	1	3	-1.5849625007211563
1034	2	3	-0.5849625007211563
1035	2	3	-0.5849625007211563
1036	1	3	-1.5849625007211563
1037	5	3	0.7369655941662062
1038	3	3	0.0
1039	5	3	0.7369655941662062
1040	2	3	-0.5849625007211563
1041	0	3	-inf
1042	0	3	-inf
1043	5	3	0.7369655941662062
1044	1	3	-1.5849625007211563
1045	9	3	1.584962500721156
1046	1	3	-1.5849625007211563
1047	0	3	-inf
1048	1	3	-1.5849625007211563
1049	1	3	-1.5849625007211563
1050	6	3	1.0
1051	4	3	0.41503749927884376
1052	3	3	0.0
1053	0	3	-inf
1054	3	3	0.0
1055	5	3	0.7369655941662062
1056	0	3	-inf
1057	6	3	1.0
1058	6	3	1.0
1059	3	3	0.0
1060	0	3	-inf
1061	0	3	-inf
1062	4	3	0.41503749927884376
1063	0	3	-inf
1064	0	3	-inf
1065	0	3	-inf
1066	0	3	-inf
1067	6	3	1.0
1068	6	3	1.0
1069	4	3	0.41503749927884376
1070	6	3	1.0
1071	4	3	0.41503749927884376
1072	5	3	0.7369655941662062
1073	3	3	0.0
1074	0	3	-inf
1075	0	3	-inf
1076	3	3	0.0
