chr	start	end	strand	target_id	gene_name	pval	qval	num_aggregated_transcripts	sum_mean_obs_counts
chr19	55488404	55519099	+	ENSG00000179954.16	SSC5D	0.0556688740012324	0.999828459195453	3	13.3235599920167
chr19	51752026	51770531	+	ENSG00000171049.9	FPR2	0.0584029104454578	0.999828459195453	2	3.45871301117225
chr19	35745678	35754519	+	ENSG00000188223.9	AD000671.1	0.0617812854161618	0.999828459195453	1	1.40763559750836
chr19	35754566	35758079	-	ENSG00000004776.13	HSPB6	0.769274086556818	0.999828459195453	2	7.09219575141746
chr19	35774532	35788822	+	ENSG00000004777.18	ARHGAP33	0.837944200880259	0.999828459195453	8	21.4717426837761
chr19	39704481	39709444	+	ENSG00000006659.13	LGALS14	0.832737379552997	0.999828459195453	1	3.14262258611638
chr19	39385629	39391154	-	ENSG00000006712.15	PAF1	0.778760322529747	0.999828459195453	6	21.1485513644984
chr19	45162928	45178237	-	ENSG00000007255.10	TRAPPC6A	0.769743407285766	0.999828459195453	5	21.0262787404747
chr19	45668221	45683722	+	ENSG00000010310.9	GIPR	0.081726795863623	0.999828459195453	4	11.8750539276743
chr19	49806866	49817376	-	ENSG00000010361.14	FUZ	0.73778211082769	0.999828459195453	9	26.2870298525424
chr19	38211006	38229714	-	ENSG00000011332.19	DPF1	0.596283824605634	0.999828459195453	1	4.0417716052967
chr19	43646095	43670547	-	ENSG00000011422.12	PLAUR	0.295379289244867	0.999828459195453	9	25.8946520693658
chr19	45692666	45703989	+	ENSG00000011478.12	QPCTL	0.934062517893449	0.999828459195453	4	12.1589261091629
chr19	46347087	46392981	+	ENSG00000011485.15	PPP5C	0.969817450996363	0.999828459195453	10	34.0188365153877
chr19	35904401	35908295	-	ENSG00000011600.12	TYROBP	0.991138458990647	0.999828459195453	4	11.7418172268445
chr19	45407333	45478828	-	ENSG00000012061.15	ERCC1	0.974721678191027	0.999828459195453	13	58.3921238877134
chr19	35319261	35347361	+	ENSG00000012124.17	CD22	0.570220463329563	0.999828459195453	7	13.1144673274104
chr19	39971165	39981764	+	ENSG00000013275.8	PSMC4	0.321591649260897	0.999828459195453	5	17.8656837878399
chr19	56375846	56393545	-	ENSG00000018869.16	ZNF582	0.36712636370729	0.999828459195453	5	18.8639864343829
chr19	32830509	32869767	-	ENSG00000021488.13	SLC7A9	0.579126963721515	0.999828459195453	1	3.55897381511517
chr19	54953130	55001142	+	ENSG00000022556.16	NLRP2	0.492263415834234	0.999828459195453	3	8.61352798845224
chr19	47713422	47743134	+	ENSG00000024422.12	EHD2	0.567037582416014	0.999828459195453	5	17.507804527436
chr19	42086110	42196585	-	ENSG00000028277.21	POU2F2	0.951379276035349	0.999828459195453	3	7.97855852667528
chr19	44326555	44367217	-	ENSG00000062370.16	ZNF112	0.089151108267653	0.999828459195453	3	14.5678359773369
chr19	49289638	49325215	-	ENSG00000063127.16	SLC6A16	0.79783139542563	0.999828459195453	2	5.60412261109408
chr19	47608196	47703277	+	ENSG00000063169.10	BICRA	0.796125297106423	0.999828459195453	4	18.1591769315616
chr19	48619291	48630717	+	ENSG00000063176.16	SPHK2	0.92435730343694	0.999828459195453	11	31.6523490677966
chr19	48615328	48619184	-	ENSG00000063177.13	RPL18	0.0698788368264201	0.999828459195453	15	53.6599648607794
chr19	48637946	48646187	-	ENSG00000063180.9	CA11	0.852649213388712	0.999828459195453	1	5.14163952635804
chr19	55452985	55462343	-	ENSG00000063241.8	ISOC2	0.614299130503064	0.999828459195453	6	21.7244742322896
chr19	55654146	55674715	+	ENSG00000063244.12	U2AF2	0.546037292264346	0.999828459195453	8	38.4918972436505
chr19	55675226	55709858	+	ENSG00000063245.14	EPN1	0.999657005590603	0.999828459195453	5	29.2461054356804
chr19	39391303	39400641	+	ENSG00000063322.15	MED29	0.461021444619967	0.999828459195453	4	16.5121987933493
chr19	38878555	38899862	-	ENSG00000068903.20	SIRT2	0.617229694629604	0.999828459195453	10	35.4473239134167
chr19	44747705	44760044	+	ENSG00000069399.15	BCL3	0.676563726764667	0.999828459195453	6	23.2980780383312
chr19	44643798	44666162	+	ENSG00000073008.15	PVR	0.815754647098452	0.999828459195453	6	33.9891863867533
chr19	43543040	43580473	-	ENSG00000073050.11	XRCC1	0.84038930883086	0.999828459195453	7	23.3866949317059
chr19	49340595	49362457	-	ENSG00000074219.13	TEAD2	0.103174905503533	0.999828459195453	6	25.0742342705787
chr19	36054881	36105108	+	ENSG00000075702.18	WDR62	0.416994797716447	0.999828459195453	6	15.43761945333
chr19	33080899	33130542	+	ENSG00000076650.7	GPATCH1	0.264605956284084	0.999828459195453	3	9.71290298143843
chr19	41883161	41930150	+	ENSG00000076928.17	ARHGEF1	0.840372936480354	0.999828459195453	16	54.7913359737236
chr19	40750637	40765389	+	ENSG00000077312.9	SNRPA	0.899589975258984	0.999828459195453	7	22.1841829244052
chr19	41386374	41397359	-	ENSG00000077348.9	EXOSC5	0.789071299966681	0.999828459195453	2	8.08728956549962
chr19	42507304	42561234	-	ENSG00000079385.22	CEACAM1	0.565280831545801	0.999828459195453	11	44.6332368977004
chr19	42268537	42295797	+	ENSG00000079432.7	CIC	0.536978070317274	0.999828459195453	5	25.5853886354072
chr19	42401514	42427388	-	ENSG00000079435.10	LIPE	0.831921231670055	0.999828459195453	3	9.31312111942929
chr19	42297033	42303546	-	ENSG00000079462.7	PAFAH1B3	0.755055203406256	0.999828459195453	5	17.3174975940801
chr19	55181247	55209506	-	ENSG00000080031.10	PTPRH	0.878122843592463	0.999828459195453	1	2.88175152851123
chr19	58479512	58512413	-	ENSG00000083807.10	SLC27A5	0.922295208960386	0.999828459195453	5	21.359112378071
chr19	58467045	58475436	+	ENSG00000083812.12	ZNF324	0.801486055900571	0.999828459195453	4	18.9073698510897
chr19	57719751	57727624	-	ENSG00000083814.13	ZNF671	0.280863134671209	0.999828459195453	4	14.1926385542157
chr19	57571566	57578911	-	ENSG00000083817.9	ZNF416	0.874962889650989	0.999828459195453	1	6.06607170190374
chr19	57769655	57819939	+	ENSG00000083828.16	ZNF586	0.987467902032689	0.999828459195453	7	33.114321255808
chr19	58474017	58481230	+	ENSG00000083838.16	ZNF446	0.895982021428602	0.999828459195453	5	21.1337572461944
chr19	57191500	57222846	+	ENSG00000083844.10	ZNF264	0.952575459160427	0.999828459195453	4	23.8617480253604
chr19	58386400	58394806	+	ENSG00000083845.9	RPS5	0.876603453699846	0.999828459195453	7	31.6258871193345
chr19	40717112	40740860	+	ENSG00000086544.3	ITPKC	0.266068701946713	0.999828459195453	2	10.9796546957862
chr19	41750977	41772211	+	ENSG00000086548.9	CEACAM6	0.738217022411545	0.999828459195453	2	7.51609368491931
chr19	48813018	48836510	-	ENSG00000087076.9	HSD17B14	0.149743026129538	0.999828459195453	3	12.0167030950765
chr19	48965309	48966879	+	ENSG00000087086.15	FTL	0.544972198837907	0.999828459195453	1	10.4475851480583
chr19	48954815	48961798	+	ENSG00000087088.20	BAX	0.393819126832151	0.999828459195453	11	37.8055894698677
chr19	48552075	48599425	+	ENSG00000088002.11	SULT2B1	0.682906422906335	0.999828459195453	3	11.5689912581369
chr19	54137749	54155681	+	ENSG00000088038.19	CNOT3	0.766225966373294	0.999828459195453	9	29.4650052639849
chr19	55013705	55038264	-	ENSG00000088053.11	GP6	0.240397103655563	0.999828459195453	1	1.32576885045695
chr19	35154730	35169881	+	ENSG00000089327.15	FXYD5	0.152878882304731	0.999828459195453	7	14.3671004667162
chr19	34677639	34686397	+	ENSG00000089335.21	ZNF302	0.356729751544137	0.999828459195453	8	47.4865983782696
chr19	34994784	35026471	+	ENSG00000089351.14	GRAMD1A	0.985410524723982	0.999828459195453	13	58.2584962566336
chr19	35115879	35124324	+	ENSG00000089356.18	FXYD3	0.960221987601139	0.999828459195453	12	59.8796657660856
chr19	40592883	40629818	+	ENSG00000090006.17	LTBP4	0.462928234537322	0.999828459195453	26	85.0754233998191
chr19	40447765	40465764	-	ENSG00000090013.11	BLVRB	0.688616632967944	0.999828459195453	4	10.813892710322
chr19	46719511	46746994	-	ENSG00000090372.15	STRN4	0.185791084389431	0.999828459195453	19	67.6113255431643
chr19	49474207	49486231	+	ENSG00000090554.13	FLT3LG	0.35502149061644	0.999828459195453	5	15.0236186820113
chr19	55485188	55487568	+	ENSG00000090971.5	NAT14	0.74973224218269	0.999828459195453	3	10.7575456815432
chr19	55364382	55370463	-	ENSG00000095752.7	IL11	0.47050063123872	0.999828459195453	2	6.19712759164214
chr19	58561931	58573575	-	ENSG00000099326.9	MZF1	0.743873812829214	0.999828459195453	6	27.9812409244211
chr19	38319845	38332076	+	ENSG00000099337.5	KCNK6	0.927864429550958	0.999828459195453	2	11.1299723210013
chr19	38335775	38370943	+	ENSG00000099338.23	CATSPERG	0.985059390045074	0.999828459195453	12	33.9150456100128
chr19	38374536	38383824	+	ENSG00000099341.11	PSMD8	0.16174208092675	0.999828459195453	8	31.8736630290431
chr19	43766533	43781257	-	ENSG00000104783.14	KCNN4	0.985066899794219	0.999828459195453	9	30.3906271412412
chr19	48900312	48923372	+	ENSG00000104805.16	NUCB1	0.686864058019687	0.999828459195453	9	39.7912895125016
chr19	48933699	48944969	+	ENSG00000104808.8	DHDH	0.155998707228351	0.999828459195453	3	10.8021831315952
chr19	48968130	48993310	-	ENSG00000104812.15	GYS1	0.648407192597394	0.999828459195453	7	28.0280789414309
chr19	38587641	38618882	-	ENSG00000104814.13	MAP4K1	0.167262732402116	0.999828459195453	3	7.62658124395994
chr19	38815422	38831841	-	ENSG00000104823.9	ECH1	0.698698464571601	0.999828459195453	5	17.1522555382431
chr19	38836388	38852347	-	ENSG00000104824.17	HNRNPL	0.59296135587227	0.999828459195453	13	63.6044740436806
chr19	38899700	38908893	+	ENSG00000104825.17	NFKBIB	0.250035067033837	0.999828459195453	3	11.5944681344292
chr19	38915266	38930896	-	ENSG00000104835.14	SARS2	0.984297061460198	0.999828459195453	8	21.7386130318413
chr19	49067418	49072941	-	ENSG00000104848.1	KCNA7	0.22893890600428	0.999828459195453	1	4.48603920226694
chr19	49085419	49108605	+	ENSG00000104852.15	SNRNP70	0.764708352156691	0.999828459195453	10	60.1201008016933
chr19	44954585	44993341	+	ENSG00000104853.16	CLPTM1	0.633656491560313	0.999828459195453	9	36.2852947975102
chr19	45001449	45038198	+	ENSG00000104856.14	RELB	0.209480515728098	0.999828459195453	6	19.7417131011427
chr19	45039045	45070956	+	ENSG00000104859.15	CLASRP	0.872458087465389	0.999828459195453	14	46.9921517705761
chr19	49114324	49118460	+	ENSG00000104863.12	LIN7B	0.673762010422863	0.999828459195453	4	11.6316408177352
chr19	45091396	45148077	+	ENSG00000104866.11	PPP1R37	0.788344701339974	0.999828459195453	5	20.6054824833039
chr19	49506816	49526428	+	ENSG00000104870.13	FCGRT	0.0627381731200413	0.999828459195453	12	40.9991303263984
chr19	49446298	49453497	-	ENSG00000104872.11	PIH1D1	0.957116947447306	0.999828459195453	15	42.9426911883612
chr19	45379638	45406349	-	ENSG00000104881.16	PPP1R13L	0.573466119412128	0.999828459195453	8	29.009657360646
chr19	45349837	45370918	-	ENSG00000104884.15	ERCC2	0.994043153946062	0.999828459195453	8	30.610219541887
chr19	49429401	49442360	-	ENSG00000104888.10	SLC17A7	0.561923893342645	0.999828459195453	2	7.0107091029182
chr19	45333434	45351520	+	ENSG00000104892.17	KLC3	0.411176832417981	0.999828459195453	5	9.68065288379896
chr19	49335171	49343335	+	ENSG00000104894.12	CD37	0.186181742974401	0.999828459195453	4	13.5490712057122
chr19	45769717	45782552	-	ENSG00000104936.17	DMPK	0.991079010435125	0.999828459195453	12	42.8935855755433
chr19	49877425	49888750	+	ENSG00000104946.13	TBC1D17	0.671102641229056	0.999828459195453	7	32.0921702012063
chr19	49889654	49929539	-	ENSG00000104951.16	IL4I1	0.427512049038017	0.999828459195453	2	5.18161719137471
chr19	49850735	49860744	+	ENSG00000104960.15	PTOV1	0.880545437935225	0.999828459195453	17	69.3957220597259
chr19	45933734	45973865	-	ENSG00000104967.7	NOVA2	0.409310086762092	0.999828459195453	1	4.38910823529231
chr19	54532692	54545771	+	ENSG00000104970.11	KIR3DX1	0.592385679804917	0.999828459195453	2	7.48098829405908
chr19	54617158	54637528	+	ENSG00000104972.15	LILRB1	0.734712143356634	0.999828459195453	1	1.73905184021554
chr19	49818279	49840383	+	ENSG00000104973.18	MED25	0.807121237444792	0.999828459195453	4	16.9391858276201
chr19	45995461	46021318	+	ENSG00000104983.8	CCDC61	0.906727728861031	0.999828459195453	4	14.6765997139399
chr19	55132698	55149206	-	ENSG00000105048.17	TNNT1	0.374337116959517	0.999828459195453	1	2.61618366815396
chr19	49976468	50025946	-	ENSG00000105053.11	VRK3	0.884474762604231	0.999828459195453	20	65.5505293473043
chr19	55229779	55259017	-	ENSG00000105063.19	PPP6R1	0.318685013273522	0.999828459195453	8	32.0349597807381
chr19	57487711	57496097	+	ENSG00000105136.20	ZNF419	0.910981493627161	0.999828459195453	10	36.382119173119
chr19	57230802	57235548	+	ENSG00000105146.13	AURKC	0.656928029447184	0.999828459195453	2	2.38413673600571
chr19	29606283	29617237	+	ENSG00000105171.10	POP4	0.877363132967169	0.999828459195453	10	37.778933465743
chr19	29811991	29824312	+	ENSG00000105173.14	CCNE1	0.690215027741271	0.999828459195453	3	5.14743747337257
chr19	29923644	30016612	+	ENSG00000105176.18	URI1	0.922342000781465	0.999828459195453	10	56.6441061743094
chr19	32581190	32587453	+	ENSG00000105185.12	PDCD5	0.883629343320885	0.999828459195453	5	22.9347742006338
chr19	32597006	32676597	-	ENSG00000105186.16	ANKRD27	0.946063519255602	0.999828459195453	6	25.2578605038903
chr19	39433137	39435949	-	ENSG00000105193.9	RPS16	0.274675367067496	0.999828459195453	6	26.0792313944933
chr19	39480412	39493785	+	ENSG00000105197.11	TIMM50	0.518115140898781	0.999828459195453	13	46.7064206682514
chr19	39834458	39846379	-	ENSG00000105202.9	FBL	0.944278291373895	0.999828459195453	6	25.57194032098
chr19	39825350	39834201	-	ENSG00000105204.14	DYRK1B	0.376326794190823	0.999828459195453	8	27.4189048502324
chr19	40222208	40226697	-	ENSG00000105219.10	CNTD2	0.812915012570854	0.999828459195453	1	2.31632878647908
chr19	34359480	34402413	+	ENSG00000105220.17	GPI	0.982114287836561	0.999828459195453	13	58.1369562121443
chr19	40230317	40285536	-	ENSG00000105221.18	AKT2	0.469381021996214	0.999828459195453	30	123.588145546406
chr19	40348456	40380439	+	ENSG00000105223.20	PLD3	0.328205171277668	0.999828459195453	22	81.0400019133186
chr19	40393766	40414742	-	ENSG00000105227.15	PRX	0.699630168981888	0.999828459195453	2	5.98173022541684
chr19	40665905	40690972	-	ENSG00000105245.9	NUMBL	0.945489795702681	0.999828459195453	8	28.2120847726114
chr19	36114289	36125947	+	ENSG00000105254.12	TBCB	0.73378331283288	0.999828459195453	10	34.6352362996959
chr19	36113709	36115213	-	ENSG00000105258.9	POLR2I	0.539571824717168	0.999828459195453	5	20.0260979893974
chr19	36014660	36033343	-	ENSG00000105270.15	CLIP3	0.354328520121841	0.999828459195453	1	6.27670609980424
chr19	46774883	46788594	-	ENSG00000105281.12	SLC1A5	0.818139651332926	0.999828459195453	4	26.2864639286361
chr19	46674275	46717127	-	ENSG00000105287.12	PRKD2	0.522645939767206	0.999828459195453	12	46.0035607797984
chr19	35867899	35879791	+	ENSG00000105290.12	APLP1	0.91087137820825	0.999828459195453	3	6.04534785217414
chr19	47255980	47273701	+	ENSG00000105321.14	CCDC9	0.574161449813994	0.999828459195453	7	24.884800322337
chr19	41262496	41307787	+	ENSG00000105323.17	HNRNPUL1	0.780076085603837	0.999828459195453	16	64.7241382039842
chr19	47220822	47232766	-	ENSG00000105327.17	BBC3	0.988335001910142	0.999828459195453	6	12.7208170509725
chr19	41301587	41353922	-	ENSG00000105329.10	TGFB1	0.664028736545973	0.999828459195453	3	6.66478867297703
chr19	41431318	41440717	-	ENSG00000105341.18	DMAC2	0.69066433727677	0.999828459195453	11	31.5008980960832
chr19	51450847	51458456	-	ENSG00000105366.15	SIGLEC8	0.330545058754898	0.999828459195453	2	7.82198879988618
chr19	41877279	41881372	+	ENSG00000105369.10	CD79A	0.533343524885545	0.999828459195453	1	1.37456290934218
chr19	41860255	41872925	+	ENSG00000105372.8	RPS19	0.639358705933752	0.999828459195453	7	41.0874312521586
chr19	47745546	47757058	+	ENSG00000105373.19	NOP53	0.970451847571256	0.999828459195453	8	37.2689070159127
chr19	51371606	51372701	-	ENSG00000105374.10	NKG7	0.96032250511209	0.999828459195453	2	5.59216981913351
chr19	51345169	51366418	-	ENSG00000105379.9	ETFB	0.961734795299922	0.999828459195453	4	19.1633639380742
chr19	51225064	51243860	+	ENSG00000105383.15	CD33	0.912687589784835	0.999828459195453	5	11.580033352678
chr19	47819779	47843330	+	ENSG00000105392.16	CRX	0.649784383548692	0.999828459195453	2	5.85816123185023
chr19	47487637	47515091	-	ENSG00000105402.8	NAPA	0.955266693533231	0.999828459195453	15	58.4611557326309
chr19	41956681	41959321	-	ENSG00000105404.11	RABAC1	0.0758895280238982	0.999828459195453	6	16.849869717235
chr19	47403124	47419527	-	ENSG00000105419.18	MEIS3	0.232634998680034	0.999828459195453	8	28.7448776130125
chr19	42387019	42390297	-	ENSG00000105427.10	CNFN	0.525384520770587	0.999828459195453	1	2.91608690126122
chr19	42325609	42378769	+	ENSG00000105429.13	MEGF8	0.955744774477228	0.999828459195453	5	25.481252442598
chr19	48382575	48391551	-	ENSG00000105438.9	KDELR1	0.484281045026043	0.999828459195453	5	21.9356561845102
chr19	48469208	48482314	+	ENSG00000105443.15	CYTH2	0.851213610497238	0.999828459195453	11	46.9794587264488
chr19	48445841	48457022	+	ENSG00000105447.13	GRWD1	0.82926858514634	0.999828459195453	2	7.41891346806001
chr19	48394875	48444931	+	ENSG00000105464.3	GRIN2D	0.158244001577758	0.999828459195453	1	2.77222536537049
chr19	50723364	50725718	+	ENSG00000105472.13	CLEC11A	0.350202200503178	0.999828459195453	2	8.51927640675637
chr19	48296457	48321894	-	ENSG00000105479.15	CCDC114	0.408123417375729	0.999828459195453	1	3.3905069958834
chr19	48180770	48255946	-	ENSG00000105483.18	CARD8	0.67684411825003	0.999828459195453	21	74.4639834597417
chr19	48115445	48170603	-	ENSG00000105486.14	LIG1	0.937038546485916	0.999828459195453	11	31.0208052818748
chr19	51517819	51531856	-	ENSG00000105492.16	SIGLEC6	0.390673237207043	0.999828459195453	2	6.25160578434566
chr19	51571283	51592510	+	ENSG00000105497.8	ZNF175	0.720248749045896	0.999828459195453	5	19.5648292879723
chr19	48047843	48110817	-	ENSG00000105499.14	PLA2G4C	0.948881187212788	0.999828459195453	13	36.3256545682758
chr19	51611927	51645545	-	ENSG00000105501.12	SIGLEC5	0.373765546376305	0.999828459195453	1	2.2588366434868
chr19	48630030	48637379	-	ENSG00000105516.11	DBP	0.298654129964385	0.999828459195453	4	16.2184790632379
chr19	48600810	48614854	-	ENSG00000105523.3	FAM83E	0.88146467755748	0.999828459195453	3	10.8558483191929
chr19	48720585	48740610	-	ENSG00000105538.10	RASIP1	0.311233852835033	0.999828459195453	2	8.25070410138324
chr19	48837097	48868617	-	ENSG00000105559.12	PLEKHA4	0.0972110569937767	0.999828459195453	4	15.1394056098093
chr19	52190048	52229518	+	ENSG00000105568.18	PPP2R1A	0.766361939074521	0.999828459195453	10	51.3215047963343
chr19	54115410	54131719	+	ENSG00000105618.14	PRPF31	0.499641820026282	0.999828459195453	5	14.9583712424529
chr19	54107013	54115675	-	ENSG00000105619.13	TFPT	0.925151885632048	0.999828459195453	3	11.366172823626
chr19	35641745	35644871	+	ENSG00000105672.14	ETV2	0.491029698180359	0.999828459195453	1	2.10018086348024
chr19	35545600	35547526	+	ENSG00000105677.12	TMEM147	0.50499855391908	0.999828459195453	6	19.5072483977536
chr19	35280716	35285143	+	ENSG00000105697.9	HAMP	0.708230217250195	0.999828459195453	1	4.12363746462614
chr19	35268962	35279821	+	ENSG00000105698.16	USF2	0.653993760670893	0.999828459195453	13	57.9399806558285
chr19	35248330	35267964	+	ENSG00000105699.16	LSR	0.698781222772126	0.999828459195453	9	43.1426320616959
chr19	35040506	35066571	+	ENSG00000105707.14	HPN	0.651854048721813	0.999828459195453	9	46.6346932212423
chr19	35030470	35040449	+	ENSG00000105711.12	SCN1B	0.778919559229696	0.999828459195453	7	20.2852816916004
chr19	42247569	42255128	-	ENSG00000105722.10	ERF	0.160111151691263	0.999828459195453	6	22.3705492700056
chr19	42230190	42242625	-	ENSG00000105723.12	GSK3A	0.847841160631939	0.999828459195453	4	19.9616171162965
chr19	42068477	42081552	+	ENSG00000105732.13	ZNF574	0.480479221455882	0.999828459195453	3	11.8833794033362
chr19	41998321	42069498	-	ENSG00000105737.9	GRIK5	0.585166563527792	0.999828459195453	5	14.3287026025773
chr19	37907208	38208369	+	ENSG00000105738.11	SIPA1L3	0.413972238024176	0.999828459195453	11	45.0508479838439
chr19	20923222	20950697	+	ENSG00000105750.15	ZNF85	0.935678769193269	0.999828459195453	8	27.8857344995226
chr19	43506719	43527230	-	ENSG00000105755.8	ETHE1	0.936034193115887	0.999828459195453	4	14.6029870452117
chr19	43622368	43639850	-	ENSG00000105767.3	CADM4	0.526689821996431	0.999828459195453	2	10.1723440153406
chr19	43727983	43754962	-	ENSG00000105771.14	SMG9	0.792287215395865	0.999828459195453	9	37.9340764957095
chr19	55399745	55407788	-	ENSG00000108106.14	UBE2S	0.280648649691059	0.999828459195453	3	13.9208491021135
chr19	55385345	55403250	+	ENSG00000108107.14	RPL28	0.625733088055816	0.999828459195453	9	51.9973551052063
chr19	45406209	45410766	+	ENSG00000117877.10	CD3EAP	0.550827583566272	0.999828459195453	2	8.76010121945725
chr19	47520685	47555856	-	ENSG00000118156.12	ZNF541	0.361031775598028	0.999828459195453	2	3.03320458349279
chr19	47428017	47471893	-	ENSG00000118160.14	SLC8A2	0.464591121460601	0.999828459195453	2	3.99987030645987
chr19	47475150	47484265	-	ENSG00000118162.14	KPTN	0.811228215256246	0.999828459195453	6	16.430943248511
chr19	21020634	21060050	+	ENSG00000118620.13	ZNF430	0.675530537987122	0.999828459195453	5	19.9352518054452
chr19	58513530	58538911	-	ENSG00000119574.13	ZBTB45	0.188553248127925	0.999828459195453	3	9.4836854508163
chr19	37613749	37692337	-	ENSG00000120784.16	ZFP30	0.259559310698547	0.999828459195453	8	30.8985330608261
chr19	32875925	32971991	-	ENSG00000121289.18	CEP89	0.723536341428754	0.999828459195453	8	34.8891785899682
chr19	31149979	31349436	-	ENSG00000121297.8	TSHZ3	0.793475963955765	0.999828459195453	3	8.98774985988366
chr19	57527325	57557542	+	ENSG00000121406.9	ZNF549	0.633188403222947	0.999828459195453	3	17.4018484763152
chr19	58345178	58353492	-	ENSG00000121410.12	A1BG	0.516830428534485	0.999828459195453	2	9.27927820467788
chr19	58083838	58118427	-	ENSG00000121413.12	ZSCAN18	0.652317111579332	0.999828459195453	11	52.3691446394272
