chr	start	end	strand	ens_gene	gene_name	target_id	transcript_name	pval	qval	b	se_b	mean_obs	var_obs	tech_var	sigma_sq	smooth_sigma_sq	final_sigma_sq
chr19	50384339	50418014	+	ENSG00000062822.14	POLD1	ENST00000440232.6	POLD1-201	0.00277147375381923	0.85860967318512	-4.2956324310884	1.43570132884368	2.17060777349899	9.47026449441295	0.483433778822151	5.01320170289384	0.832845148113528	5.01320170289384
chr19	38374772	38382254	+	ENSG00000099341.11	PSMD8	ENST00000592561.5	PSMD8-208	0.00297090318133888	0.85860967318512	-0.945828115316074	0.318382108885679	4.9412405313995	0.285387263316055	0.140004342485417	-0.064635905830385	0.130308103537229	0.130308103537229
chr19	58305375	58314781	+	ENSG00000142396.10	ERVK3-1	ENST00000610038.5	ERVK3-1-208	0.00314869312959121	0.85860967318512	3.25293600640974	1.10163115514048	1.88486799323419	5.50727386219599	2.19041834432352	1.04582486094622	1.02634473825371	1.04582486094622
chr19	45640417	45642778	-	ENSG00000125746.16	EML2	ENST00000588420.1	EML2-216	0.00319101020031635	0.85860967318512	-1.001801348999	0.339741993102985	6.99262998529781	0.523115675547178	0.00124180610271635	0.306557185570853	0.124186400643093	0.306557185570853
chr19	46838158	46850769	-	ENSG00000042753.11	AP2S1	ENST00000599990.5	AP2S1-207	0.00354041287203792	0.889115685931122	3.74764795543604	1.28500403578401	3.33038192394202	7.40781064671417	0.647340123443812	3.7559542018394	0.298908365479886	3.7559542018394
chr19	53867883	53876428	+	ENSG00000179820.16	MYADM	ENST00000391771.1	MYADM-205	0.00452011187167305	0.94219012974302	-3.56457684431232	1.25540621614168	4.87595884474802	6.90100745558286	2.20170635875792	2.00107968798121	0.130740534269276	2.00107968798121
chr19	54102869	54106965	+	ENSG00000170906.16	NDUFA3	ENST00000391763.3	NDUFA3-203	0.00464107695328431	0.94219012974302	-2.21857743383419	0.783688063297215	1.5808795984423	1.96365267753598	0.382972436876143	0.46448928710189	1.25480617793596	1.25480617793596
chr19	45609400	45639391	-	ENSG00000125746.16	EML2	ENST00000588308.5	EML2-215	0.00507632711076706	0.94219012974302	2.67894873147269	0.956033320562282	1.77865518506041	3.95557900754244	1.06650823272944	1.37082432733815	1.10345212014042	1.37082432733815
chr19	50203628	50310542	+	ENSG00000105357.18	MYH14	ENST00000425460.5	MYH14-203	0.00517003772327696	0.94219012974302	-3.22255086522364	1.15245702801866	5.84572882015866	5.7373105680605	0.00485009198426025	3.53690244516132	0.124430649272763	3.53690244516132
chr19	45668221	45683722	+	ENSG00000010310.9	GIPR	ENST00000590918.6	GIPR-205	0.00538787295657964	0.94219012974302	-1.91529730731767	0.688242865789065	3.18489178754297	2.0376111996397	0.571385722878371	0.691756256613749	0.340823619463127	0.691756256613749
chr19	35154747	35169782	+	ENSG00000089327.15	FXYD5	ENST00000592290.5	FXYD5-213	0.00552450755352723	0.94219012974302	-1.92560601180985	0.69397595022615	2.14093974553452	1.98366007953618	0.432376831790475	0.760860318974467	0.851896820188961	0.851896820188961
chr19	48872421	48876058	+	ENSG00000087074.8	PPP1R15A	ENST00000200453.6	PPP1R15A-201	0.00607495120035322	0.94219012974302	-0.685715286344688	0.249922818695311	7.98978427591058	0.265410813811604	0.000452381761157154	0.166111392384467	0.125988452823996	0.166111392384467
chr19	33386952	33521749	-	ENSG00000124299.15	PEPD	ENST00000588328.6	PEPD-204	0.00683173120333012	0.94219012974302	-2.655207768703	0.98161532513423	1.85975930928823	2.81228999905549	1.52520374144163	-0.311718954475457	1.04431264932739	1.04431264932739
chr19	42485076	42485714	-	ENSG00000269374.1	AC011497.2	ENST00000600255.1	AC011497.2-201	0.00732283079827363	0.94219012974302	-0.65855361614247	0.245564483643783	4.43645554619919	0.247418606149831	0.0170179538130375	0.139491082195957	0.143787154526263	0.143787154526263
chr19	45258893	45266281	+	ENSG00000007047.15	MARK4	ENST00000590909.1	MARK4-207	0.00753072369985834	0.94219012974302	-0.695139124130826	0.260116365430437	4.29500206860155	0.246879013445558	0.029818767476351	0.112889906807796	0.150609295362958	0.150609295362958
chr19	38619082	38636955	+	ENSG00000178982.10	EIF3K	ENST00000614624.4	EIF3K-214	0.00767446706677986	0.94219012974302	-2.10165429231986	0.788297983102782	1.86678175164715	1.63245853205984	0.617832059137655	1.87889477732961e-05	1.03927116796612	1.03927116796612
chr19	48615331	48619163	-	ENSG00000063177.13	RPL18	ENST00000550645.5	RPL18-209	0.00799880870027956	0.94219012974302	0.911671689840509	0.343752039522696	3.7243053009001	0.431675900492851	0.10883922128594	0.144365530574423	0.206268684516761	0.206268684516761
chr19	50025806	50048772	+	ENSG00000142528.16	ZNF473	ENST00000391821.6	ZNF473-202	0.00796871619134213	0.94219012974302	-3.29266643375369	1.24092704040253	1.50196377527585	5.77372383013837	2.78831938850197	0.671669559592034	1.31808039710386	1.31808039710386
chr19	50476534	50483320	+	ENSG00000161671.16	EMC10	ENST00000599293.1	EMC10-207	0.00815240053916322	0.94219012974302	-0.87946907851363	0.332415517616309	6.88473467673606	0.455385848141286	0.0108363311021329	0.283830539170184	0.124272710191592	0.283830539170184
chr19	36891351	36916291	-	ENSG00000185869.14	ZNF829	ENST00000391711.7	ZNF829-201	0.00818404791323835	0.94219012974302	-1.49918528171808	0.566932406483885	3.40541997576785	1.32404364706332	0.519113939599814	0.337985669791144	0.2784728163803	0.337985669791144
chr19	43984188	43988968	+	ENSG00000204920.11	ZNF155	ENST00000588531.1	ZNF155-205	0.00839614646039458	0.94219012974302	-1.50902700118952	0.572531509509818	2.69662969671451	1.34668746282059	0.20934097200355	0.664771906347358	0.546083262006945	0.664771906347358
chr19	39480841	39490119	+	ENSG00000105197.11	TIMM50	ENST00000599794.5	TIMM50-212	0.00875727371083049	0.94219012974302	-1.07420497620431	0.409784932256764	4.80040952000468	0.686825027381555	0.131561299851631	0.316235208694184	0.131559858939261	0.316235208694184
chr19	51968659	51986670	-	ENSG00000256683.7	ZNF350	ENST00000593596.1	ZNF350-202	0.00882035945420117	0.94219012974302	0.677252090243618	0.258597839181804	4.3129098514862	0.27330880437196	0.0214997648581235	0.156827814953872	0.149697522249835	0.156827814953872
chr19	48837110	48845551	-	ENSG00000105559.12	PLEKHA4	ENST00000597129.1	PLEKHA4-209	0.00887031941189318	0.94219012974302	-1.66194154037482	0.635053056761326	2.98327159813622	1.64726631094363	0.125192002760987	0.950254356977425	0.414770735959569	0.950254356977425
chr19	32978593	33027271	-	ENSG00000131941.8	RHPN2	ENST00000544458.6	RHPN2-202	0.00894148916120575	0.94219012974302	-0.592914163402246	0.226797986957601	5.89824262636066	0.203896454180676	0.0127427493676319	0.117797428854316	0.124423455667089	0.124423455667089
chr19	35041767	35066558	+	ENSG00000105707.14	HPN	ENST00000599363.5	HPN-207	0.0090042061775282	0.94219012974302	3.07866563310982	1.17870984072452	2.22532937332946	5.66587902223021	0.830269537525524	2.87468216546332	0.798453213566661	2.87468216546332
chr19	45251271	45305284	+	ENSG00000007047.15	MARK4	ENST00000262891.9	MARK4-201	0.00940306362393542	0.957333531658506	-0.972841182600768	0.374595971357636	5.94302411347251	0.569610032518246	0.00512620797426778	0.369066170045387	0.124446767275172	0.369066170045387
chr19	37346297	37364447	+	ENSG00000181666.18	ZNF875	ENST00000541583.6	ZNF875-203	0.0104904314767105	0.996256978119572	0.576427652418523	0.225234799500392	6.9006035614846	0.134501332465254	0.011025321589615	0.0483211205294365	0.124256584826337	0.124256584826337
chr19	37318039	37344797	+	ENSG00000181666.18	ZNF875	ENST00000589801.1	ZNF875-214	0.0113560368162625	0.996256978119572	0.606852189331008	0.239715881192696	4.57570598734011	0.206885771073558	0.0158352113366476	0.113533915592043	0.137401331852661	0.137401331852661
chr19	40609746	40629817	+	ENSG00000090006.17	LTBP4	ENST00000243562.13	LTBP4-202	0.0113552862367001	0.996256978119572	-3.15944332047954	1.2480169278385	4.10932624996835	6.19576839200903	2.6310063591427	1.52245031331449	0.161736129510852	1.52245031331449
chr19	49662175	49665847	-	ENSG00000126456.16	IRF3	ENST00000593818.5	IRF3-206	0.0114322298630634	0.996256978119572	2.68530567168406	1.06172063816641	1.06728005560426	3.45602244838332	1.30823810482268	0.570488841631357	1.69776379786665	1.69776379786665
chr19	49802522	49805933	+	ENSG00000196961.12	AP2A1	ENST00000594838.1	AP2A1-204	0.0115401662986569	0.996256978119572	-2.35885039093098	0.933864566948096	1.37119531128342	3.0861338249073	0.898957567160382	1.01200959575892	1.4266505112427	1.4266505112427
chr19	20535825	20544709	-	ENSG00000237440.9	ZNF737	ENST00000596530.1	ZNF737-203	0.0116794550823413	0.996256978119572	0.832574170978393	0.33016593147245	4.40146112619384	0.432309132904501	0.019716041871144	0.270976070942377	0.145414924170177	0.270976070942377
chr19	20004418	20039505	-	ENSG00000197124.12	ZNF682	ENST00000397165.7	ZNF682-203	0.378433823403351	0.999445023567487	0.33166814031628	0.376559408200826	5.30875989150808	0.258085972913087	0.249715691412475	0.00484454404502466	0.128409609666342	0.128409609666342
chr19	20004420	20008188	-	ENSG00000197124.12	ZNF682	ENST00000601365.1	ZNF682-212	0.769158948668283	0.999445023567487	-0.0679322711494582	0.231475333729104	5.22267876128924	0.0936999809997724	0.0136762272489324	0.0881631402605443	0.129205986417734	0.129205986417734
chr19	20005667	20039205	-	ENSG00000197124.12	ZNF682	ENST00000358523.9	ZNF682-201	0.60778613393261	0.999445023567487	0.140043358973921	0.272863390493497	4.7906987036758	0.0902415644178247	0.0668484292946237	0.0271873869269304	0.131696717029661	0.131696717029661
chr19	20005667	20039443	-	ENSG00000197124.12	ZNF682	ENST00000595736.1	ZNF682-207	0.806055807059068	0.999445023567487	0.33748720357205	1.37459565050201	2.52136855598631	4.60824960881586	0.665909166236587	4.37279270677423	0.631174356941253	4.37279270677423
chr19	20006004	20024419	-	ENSG00000197124.12	ZNF682	ENST00000597972.5	ZNF682-209	0.679244538903024	0.999445023567487	0.150028083219383	0.362829919588245	3.87427325905622	0.0883252276072545	0.167268109090476	-0.0761126055903578	0.183786692371957	0.183786692371957
chr19	20006994	20039276	-	ENSG00000197124.12	ZNF682	ENST00000601100.5	ZNF682-211	0.510644839197374	0.999445023567487	-0.521835166083997	0.793262752020749	2.43494414098592	1.59150784921145	0.411913030735489	1.26612908591393	0.676551519551046	1.26612908591393
chr19	20007156	20039441	-	ENSG00000197124.12	ZNF682	ENST00000595534.1	ZNF682-206	0.794729779840458	0.999445023567487	0.0824064832333547	0.316736391768514	3.70890118123458	0.0713229889980211	0.0584868331455271	0.0181575671579253	0.209038345175906	0.209038345175906
chr19	20077994	20127018	+	ENSG00000213988.11	ZNF90	ENST00000469078.5	ZNF90-202	0.0307599007035934	0.999445023567487	2.27492727851507	1.05312663958388	1.41611969718359	3.94328516667739	1.43196324721437	1.52557200345557	1.3888219544536	1.52557200345557
chr19	20077994	20127076	+	ENSG00000213988.11	ZNF90	ENST00000474284.1	ZNF90-204	0.320512042443889	0.999445023567487	-0.470658637130348	0.473782666325447	4.23455210824699	0.215115932793491	0.444733064676313	-0.267177419324911	0.153853641751553	0.153853641751553
chr19	20078000	20121165	+	ENSG00000213988.11	ZNF90	ENST00000418063.3	ZNF90-201	0.333318237746491	0.999445023567487	0.386451712360402	0.399453204858017	4.37333157456861	0.423023892048412	0.0169802495389763	0.408520718117934	0.146743223014835	0.408520718117934
chr19	20078005	20118044	+	ENSG00000213988.11	ZNF90	ENST00000473524.5	ZNF90-203	0.179907069308737	0.999445023567487	0.31876910348716	0.237702688264296	4.56391215226096	0.0679963617497473	0.0127717872687842	0.0349272129658021	0.13790172741941	0.13790172741941
chr19	20131894	20151908	-	ENSG00000267220.1	AC011447.2	ENST00000592921.1	AC011447.2-201	0.199480839922283	0.999445023567487	1.06423122307527	0.829465799056206	1.48873371258289	1.94247835495947	0.223212117730073	1.6114905804138	1.32885209616683	1.6114905804138
chr19	20167214	20200488	+	ENSG00000256229.8	ZNF486	ENST00000335117.9	ZNF486-201	0.524131522125561	0.999445023567487	-0.146318880089046	0.229703665997207	6.29953077481701	0.133102292459655	0.00243845741957832	0.138264940373905	0.125006536650221	0.138264940373905
chr19	20167228	20188776	+	ENSG00000256229.8	ZNF486	ENST00000597083.5	ZNF486-202	0.817642203579006	0.999445023567487	-0.0558299201430189	0.242129681638704	4.48586882349474	0.0901957147195039	0.0148309280226589	0.0835531635066145	0.141507159258568	0.141507159258568
chr19	20175013	20177063	-	ENSG00000267641.1	BNIP3P16	ENST00000589779.1	BNIP3P16-201	0.130671403763574	0.999445023567487	1.01858915976583	0.67391095656681	2.34784052877408	1.35250512732131	0.172488028635418	1.03859457771336	0.725227827247713	1.03859457771336
chr19	20340269	20424969	-	ENSG00000231205.11	ZNF826P	ENST00000542380.5	ZNF826P-202	0.624152146601922	0.999445023567487	0.184444571742071	0.376437304084497	3.86550318553768	0.100826152596775	0.193007572453961	-0.0911707512762066	0.184872544629784	0.184872544629784
chr19	20340368	20424959	-	ENSG00000231205.11	ZNF826P	ENST00000541160.5	ZNF826P-201	0.41287873405725	0.999445023567487	-0.850742396209932	1.0389627620853	1.46141976047873	2.79229062659592	1.19989372338898	1.67862259927746	1.35124090070345	1.67862259927746
chr19	20395955	20424956	-	ENSG00000231205.11	ZNF826P	ENST00000615684.4	ZNF826P-206	0.282921164252843	0.999445023567487	0.405737889443513	0.377859318035065	5.30794643416161	0.386036333864079	0.00833320868091296	0.372407229254886	0.128419432001812	0.372407229254886
chr19	20404967	20424969	-	ENSG00000231205.11	ZNF826P	ENST00000597334.1	ZNF826P-204	0.367604506950386	0.999445023567487	0.212550181172384	0.235912722973643	4.64576372676941	0.127096525643202	0.0135278372535671	0.114230986416245	0.134884997042003	0.134884997042003
chr19	20415305	20424956	-	ENSG00000231205.11	ZNF826P	ENST00000596724.1	ZNF826P-203	0.166668099321713	0.999445023567487	0.496922578401178	0.359310460886276	3.6621027711418	0.372841726532839	0.031776593077538	0.312500759728618	0.217952117745812	0.312500759728618
chr19	20537992	20565781	-	ENSG00000237440.9	ZNF737	ENST00000427401.9	ZNF737-201	0.0932316154187954	0.999445023567487	0.368718974150359	0.219659694805678	8.44381898773492	0.111807043956511	0.000268289543407777	0.0864651436358219	0.128399394515588	0.128399394515588
chr19	20545310	20565746	-	ENSG00000237440.9	ZNF737	ENST00000594419.1	ZNF737-202	0.0307016472787723	0.999445023567487	0.475510947642732	0.220050400322504	6.44236272702731	0.151020033682583	0.00406400734360134	0.101761853353083	0.125061802475317	0.125061802475317
chr19	20545896	20565779	-	ENSG00000237440.9	ZNF737	ENST00000597940.1	ZNF737-205	0.713660495842276	0.999445023567487	0.117745544684822	0.320881164829007	3.64835138219307	0.201729375399482	0.0538617300631986	0.164343512664731	0.220710861782189	0.220710861782189
chr19	20551085	20565809	-	ENSG00000237440.9	ZNF737	ENST00000596797.1	ZNF737-204	0.530410173350906	0.999445023567487	0.144542069054036	0.230389984746595	4.93789313099504	0.0593131503065997	0.0112198731966844	0.048453282880196	0.130325580327412	0.130325580327412
chr19	20583084	20583647	-	ENSG00000268272.1	VN1R78P	ENST00000597393.1	VN1R78P-201	0.272364956885627	0.999445023567487	-0.794524720070172	0.723853071370803	1.77192652085233	0.72750971340388	0.288801015592609	0.343121127604302	1.10843436822858	1.10843436822858
chr19	20619939	20661571	-	ENSG00000188171.16	ZNF626	ENST00000601440.6	ZNF626-203	0.869995688331896	0.999445023567487	0.0497431181892153	0.303934459900496	6.94953108162059	0.224542045322969	0.00432597797139376	0.242010437801956	0.124214316647451	0.242010437801956
chr19	20621367	20661507	-	ENSG00000188171.16	ZNF626	ENST00000612591.4	ZNF626-204	0.422410031973497	0.999445023567487	0.248650448047532	0.309942467705057	6.90446287194313	0.247871606832787	0.0108070493533754	0.245364506078892	0.124252842093066	0.245364506078892
chr19	20625244	20661537	-	ENSG00000188171.16	ZNF626	ENST00000595405.1	ZNF626-202	0.557559224710245	0.999445023567487	0.396720705086577	0.6764543974274	3.8183817432092	1.14746492989892	0.202150777009434	1.01809069445421	0.191193891648005	1.01809069445421
chr19	20644702	20661596	-	ENSG00000188171.16	ZNF626	ENST00000291750.6	ZNF626-201	0.407455046058183	0.999445023567487	0.186554873527115	0.225204327489209	6.81865154461806	0.131387299887367	0.00128530323727622	0.133960001082368	0.124352595965666	0.133960001082368
chr19	20674923	20696533	+	ENSG00000280171.1	AC010329.5	ENST00000623497.1	AC010329.5-201	0.710433049483365	0.999445023567487	-0.220246947319263	0.593218537643642	2.14023604384545	0.305532283964978	0.0860699015825386	0.237079952698016	0.852352054161625	0.852352054161625
chr19	20691336	20697615	+	ENSG00000269779.1	AC010329.2	ENST00000595195.1	AC010329.2-201	0.157847146966486	0.999445023567487	-0.377717116624344	0.267438887631523	4.03248669601452	0.0980818671281729	0.0230566026302833	0.0467880591597715	0.167672887016614	0.167672887016614
chr19	20776304	20794597	+	ENSG00000160229.13	ZNF66	ENST00000360204.5	ZNF66-202	0.746487284570656	0.999445023567487	0.0804855651658672	0.248969649661748	4.18757565400957	0.0350937903985016	0.00869850437329396	0.0281772180783724	0.156597192833889	0.156597192833889
chr19	20776310	20799393	+	ENSG00000160229.13	ZNF66	ENST00000594534.5	ZNF66-203	0.672735620140154	0.999445023567487	0.115601637646729	0.273680376474497	4.09167315595308	0.13470530364117	0.0367225860945337	0.107889584276992	0.163013276484726	0.163013276484726
chr19	20923251	20950697	+	ENSG00000105750.15	ZNF85	ENST00000328178.13	ZNF85-202	0.703185591161365	0.999445023567487	-0.579761045945212	1.52158750077999	4.2609798450283	5.69415953835014	0.722127082535579	5.45181564421077	0.152400407316647	5.45181564421077
chr19	20923276	20943977	+	ENSG00000105750.15	ZNF85	ENST00000300540.7	ZNF85-201	0.925574408283113	0.999445023567487	0.0425943707498826	0.455972565600114	3.84728108597234	0.50446644514402	0.202454210586738	0.351975070959797	0.187217386876438	0.351975070959797
chr19	20923285	20945709	+	ENSG00000105750.15	ZNF85	ENST00000595854.5	ZNF85-205	0.662202603554444	0.999445023567487	-0.18008528397799	0.412213161838327	3.00451540580742	0.204048526099463	0.0470418441180021	0.168763345389958	0.406077331329334	0.406077331329334
chr19	20923285	20948791	+	ENSG00000105750.15	ZNF85	ENST00000601284.5	ZNF85-213	0.987055035418685	0.999445023567487	0.0112258576023771	0.691894168124358	2.014630734244	0.478287610525513	0.340676004517277	0.185406761759745	0.93590410184138	0.93590410184138
chr19	20923310	20943726	+	ENSG00000105750.15	ZNF85	ENST00000596476.1	ZNF85-206	0.315142598330671	0.999445023567487	0.380139117777068	0.37844000810534	3.4143159783667	0.14866906154267	0.105803686297392	0.0191974150357244	0.276107886328661	0.276107886328661
chr19	20936596	20950197	+	ENSG00000105750.15	ZNF85	ENST00000596534.5	ZNF85-207	0.262488169252214	0.999445023567487	0.852884985390847	0.761144575417926	4.00779616526719	0.941385265593929	1.37510122301241	-0.533554177073797	0.169808282822615	0.169808282822615
chr19	20936606	20949169	+	ENSG00000105750.15	ZNF85	ENST00000598862.5	ZNF85-209	0.529797542724191	0.999445023567487	0.656059887633896	1.04415744467617	1.70422499355114	2.74740903488214	0.848330867047765	2.05904185101266	1.15921493715533	2.05904185101266
chr19	20936664	20950697	+	ENSG00000105750.15	ZNF85	ENST00000601023.2	ZNF85-212	0.853289899244624	0.999445023567487	-0.0415704889139577	0.22479963658219	5.63199029128553	0.0263717404505188	0.00975229424457794	0.018795792104714	0.125007376708715	0.125007376708715
chr19	21020634	21053544	+	ENSG00000118620.13	ZNF430	ENST00000599548.5	ZNF430-206	0.426063637215714	0.999445023567487	-0.371937108853218	0.467289591546101	3.31551514515564	0.361141599857066	0.279254319338451	0.0811115170530982	0.303037846974409	0.303037846974409
chr19	21020650	21049567	+	ENSG00000118620.13	ZNF430	ENST00000594110.5	ZNF430-202	0.821053128480699	0.999445023567487	-0.176578482487554	0.780662103021602	1.96928567710703	1.45185363065422	0.658078595118605	0.930645742473675	0.967076922465689	0.967076922465689
chr19	21020657	21033717	+	ENSG00000118620.13	ZNF430	ENST00000595833.1	ZNF430-204	0.812464548212696	0.999445023567487	-0.139450668979626	0.587784853531567	2.20960630449824	0.101885579654238	0.113076403007426	-0.00618799580879477	0.808233021102241	0.808233021102241
chr19	21020657	21060050	+	ENSG00000118620.13	ZNF430	ENST00000261560.10	ZNF430-201	0.357342003900312	0.999445023567487	0.19948592726421	0.216728484563403	7.09007076527282	0.061217261135727	0.00110118760707422	0.0556258969285019	0.124155441782657	0.124155441782657
chr19	21020717	21036802	+	ENSG00000118620.13	ZNF430	ENST00000595401.1	ZNF430-203	0.49435112233592	0.999445023567487	0.151335088334862	0.221442840974571	5.35077391341145	0.0332467400947479	0.00293371069815963	0.0275304210163776	0.127831440818878	0.127831440818878
chr19	21063924	21064261	+	ENSG00000268598.1	VN1R80P	ENST00000597126.1	VN1R80P-201	0.385373019066586	0.999445023567487	-0.596012750211417	0.686619835765739	1.90894893843881	0.409167553296789	0.247928443665481	0.107427545383767	1.00926301997977	1.00926301997977
chr19	21082159	21117215	+	ENSG00000160352.16	ZNF714	ENST00000616183.1	ZNF714-207	0.19134039781948	0.999445023567487	1.16666758745906	0.892886915139244	1.31103967273315	2.26268695561123	0.509466677075916	1.61652543819575	1.47818840990135	1.61652543819575
chr19	21082174	21125270	+	ENSG00000160352.16	ZNF714	ENST00000596053.5	ZNF714-203	0.233324204424606	0.999445023567487	0.346564082702711	0.290780845604737	4.34143347864157	0.122483339700772	0.0771938236282593	0.0255094064640369	0.14828217682669	0.14828217682669
chr19	21082203	21117084	+	ENSG00000160352.16	ZNF714	ENST00000618008.4	ZNF714-208	0.536314384011594	0.999445023567487	0.244203610595915	0.394898480298735	3.45645170141047	0.262406009077203	0.150738005694732	0.122005830042703	0.265114820284603	0.265114820284603
chr19	21082203	21118885	+	ENSG00000160352.16	ZNF714	ENST00000425625.5	ZNF714-201	0.388713817682614	0.999445023567487	-1.226050005664	1.42241065587019	1.46152612228695	5.26926529835621	1.27065419934618	4.12468466447533	1.35115332381645	4.12468466447533
chr19	21082203	21125094	+	ENSG00000160352.16	ZNF714	ENST00000613286.4	ZNF714-206	0.864642280283906	0.999445023567487	0.286429287079581	1.68025480390673	1.78976749838162	6.86414637503351	2.5097980623759	5.01888515376178	1.09524950581129	5.01888515376178
chr19	21082209	21125094	+	ENSG00000160352.16	ZNF714	ENST00000610902.4	ZNF714-205	0.232461536374595	0.999445023567487	0.845196521923819	0.707844880409265	5.1843006714032	1.38783052312441	0.54444130357414	0.79167702901681	0.12943237899373	0.79167702901681
chr19	21082250	21118477	+	ENSG00000160352.16	ZNF714	ENST00000620627.1	ZNF714-210	0.669491207060657	0.999445023567487	0.115535288197854	0.270671810478148	5.38711781139369	0.18084380428949	0.0441236660218377	0.151244944611545	0.127293548084014	0.151244944611545
chr19	21084020	21091758	+	ENSG00000160352.16	ZNF714	ENST00000600535.1	ZNF714-204	0.73800748062313	0.999445023567487	0.0774493478977004	0.231542423280452	4.72878012018223	0.0392535709576532	0.0101904164717376	0.0313889378510728	0.132774633604486	0.132774633604486
chr19	21123817	21124188	+	ENSG00000268357.1	VN1R81P	ENST00000602085.1	VN1R81P-201	0.374886170314072	0.999445023567487	0.221635535469918	0.249770134683036	4.30170371902887	0.125612670187529	0.0160945327572582	0.10898012162688	0.150265787721626	0.150265787721626
chr19	21142024	21184092	+	ENSG00000196705.8	ZNF431	ENST00000600692.5	ZNF431-207	0.37776966800728	0.999445023567487	0.1945966336086	0.220627801450658	6.34792042027037	0.113256767825638	0.00475124226515664	0.109733109059898	0.125053095796046	0.125053095796046
chr19	21142035	21182660	+	ENSG00000196705.8	ZNF431	ENST00000599296.5	ZNF431-206	0.475491614979121	0.999445023567487	0.230787926876029	0.323426073387925	3.65246946363672	0.0757070615324704	0.0590669414069661	0.0100073416942882	0.219878191785385	0.219878191785385
chr19	21142040	21196053	+	ENSG00000196705.8	ZNF431	ENST00000311048.11	ZNF431-201	0.509313183991153	0.999445023567487	0.143574426450494	0.217567498609344	7.91097543638269	0.0681036193270337	0.000554951888314016	0.0688620651232658	0.125673358648024	0.125673358648024
chr19	21142077	21183158	+	ENSG00000196705.8	ZNF431	ENST00000598331.1	ZNF431-205	0.378849618702998	0.999445023567487	0.211336086526684	0.240149761940125	4.72618795871176	0.0799627541170934	0.020963547138704	0.0550853646651882	0.132828207954359	0.132828207954359
chr19	21184492	21190226	+	ENSG00000196705.8	ZNF431	ENST00000593426.1	ZNF431-202	0.21005197479558	0.999445023567487	-1.19527305406343	0.953607439866622	1.19116934215496	1.40550127600684	0.841007677219061	0.324063013383099	1.58397138776487	1.58397138776487
chr19	21185944	21189998	+	ENSG00000196705.8	ZNF431	ENST00000594821.1	ZNF431-204	0.455016357160129	0.999445023567487	0.741964472325542	0.993155027433821	1.95823416024475	2.52462554263371	0.340748091774728	2.28953699760414	0.974744957901378	2.28953699760414
